Date,AUSTRALIA IMI VALUE WEIGHTED
1999-08-04,1272.867251233975
1999-08-05,1269.1469953892752
1999-08-06,1264.8096217807845
1999-08-09,1260.4479328662935
1999-08-10,1246.1270187974178
1999-08-11,1238.005624365556
1999-08-12,1244.6327341851947
1999-08-13,1264.76895424071
1999-08-16,1285.4786041284099
1999-08-17,1273.7661552884595
1999-08-18,1285.3300323264345
1999-08-19,1253.1907139733116
1999-08-20,1251.0421579841222
1999-08-23,1272.7390300167356
1999-08-24,1279.1504672508818
1999-08-25,1269.7653345823119
1999-08-26,1275.2092391322244
1999-08-27,1264.3648415242212
1999-08-30,1251.1384573184341
1999-08-31,1231.5433594340595
1999-09-01,1251.0099766357664
1999-09-02,1244.5738196832208
1999-09-03,1246.246897229212
1999-09-06,1261.6637721239058
1999-09-07,1268.1660423462995
1999-09-08,1272.6694105268589
1999-09-09,1289.4575691761536
1999-09-10,1296.5347031789267
1999-09-13,1309.8808070159728
1999-09-14,1298.5528809833106
1999-09-15,1275.3123519435028
1999-09-16,1256.8515600549974
1999-09-17,1263.8347990715029
1999-09-20,1250.2416244888973
1999-09-21,1247.9938624543054
1999-09-22,1252.2325724934
1999-09-23,1266.9958326064052
1999-09-24,1255.212931049391
1999-09-27,1267.071251153528
1999-09-28,1268.229543178005
1999-09-29,1243.4977099962769
1999-09-30,1230.7490380208249
1999-10-01,1244.077321230065
1999-10-04,1243.3051093234358
1999-10-05,1261.4897069761573
1999-10-06,1244.7778306605278
1999-10-07,1249.1248327392682
1999-10-08,1246.8543981655628
1999-10-11,1251.4541226345727
1999-10-12,1246.8633059994809
1999-10-13,1230.3808685253343
1999-10-14,1217.4081710430928
1999-10-15,1186.8266215474641
1999-10-18,1158.4249297693384
1999-10-19,1161.6737859203733
1999-10-20,1182.9068339847179
1999-10-21,1180.4670066544927
1999-10-22,1203.7160971424007
1999-10-25,1213.3682509662933
1999-10-26,1211.2158318492056
1999-10-27,1203.798910780962
1999-10-28,1220.2011877583031
1999-10-29,1220.0683762948781
1999-11-01,1228.5118835494704
1999-11-02,1237.0716579690245
1999-11-03,1252.906856338506
1999-11-04,1247.139831179531
1999-11-05,1246.2138198189798
1999-11-08,1241.4890649872132
1999-11-09,1238.3354615303647
1999-11-10,1252.9409710107427
1999-11-11,1281.2347812049024
1999-11-12,1303.1978025550202
1999-11-15,1310.0466791790648
1999-11-16,1297.1769132612617
1999-11-17,1298.0924875429394
1999-11-18,1312.4280972937004
1999-11-19,1321.264412257024
1999-11-22,1311.0326675477684
1999-11-23,1312.3816706286827
1999-11-24,1308.6909824151232
1999-11-25,1317.5533315731527
1999-11-26,1331.4054062266114
1999-11-29,1342.4903946156712
1999-11-30,1333.1945932516066
1999-12-01,1330.0237039834935
1999-12-02,1344.663829864857
1999-12-03,1350.685318942063
1999-12-06,1334.2184387444017
1999-12-07,1332.956721662571
1999-12-08,1337.244141326364
1999-12-09,1359.9278408003036
1999-12-10,1345.6773694107212
1999-12-13,1344.6786520043422
1999-12-14,1356.1603294736851
1999-12-15,1363.621410059634
1999-12-16,1358.747632187086
1999-12-17,1372.7018221687053
1999-12-20,1373.9063338911321
1999-12-21,1366.0702532492173
1999-12-22,1383.3326974794595
1999-12-23,1363.2107874568646
1999-12-24,1371.8210422676302
1999-12-27,1375.2559997480364
1999-12-28,1383.2419681375331
1999-12-29,1400.4393700118148
1999-12-30,1417.7038734105074
1999-12-31,1417.7038734105074
2000-01-03,1411.7758589075163
2000-01-04,1370.4614966182219
2000-01-05,1336.3663939326832
2000-01-06,1322.3723355390384
2000-01-07,1340.2187561562282
2000-01-10,1368.6586508892378
2000-01-11,1379.441087237181
2000-01-12,1366.9765767535391
2000-01-13,1379.4318204015408
2000-01-14,1417.0650022022871
2000-01-17,1423.1428302427328
2000-01-18,1424.3397455188417
2000-01-19,1405.6585453584053
2000-01-20,1423.455734167942
2000-01-21,1406.0518515984538
2000-01-24,1393.6548243524624
2000-01-25,1378.065440203416
2000-01-26,1377.246207915044
2000-01-27,1404.2051234525486
2000-01-28,1394.6745302029385
2000-01-31,1383.090322330707
2000-02-01,1377.1612468378762
2000-02-02,1390.381245799546
2000-02-03,1377.100495106872
2000-02-04,1365.2075475887493
2000-02-07,1379.104460493114
2000-02-08,1364.6999555653279
2000-02-09,1367.6681049477845
2000-02-10,1377.1550114721354
2000-02-11,1365.880078113702
2000-02-14,1358.2168254816218
2000-02-15,1362.8517336027464
2000-02-16,1356.7241012076624
2000-02-17,1349.7179841757415
2000-02-18,1336.8592002630407
2000-02-21,1329.6859986603686
2000-02-22,1295.7971834748946
2000-02-23,1295.7215644613543
2000-02-24,1292.1732917472846
2000-02-25,1329.343220055408
2000-02-28,1328.3255767004525
2000-02-29,1346.0857303261457
2000-03-01,1341.7523130091015
2000-03-02,1356.4691532645622
2000-03-03,1359.8614884400881
2000-03-06,1344.954657417516
2000-03-07,1364.7693384393858
2000-03-08,1365.7943260200666
2000-03-09,1352.4137698606407
2000-03-10,1363.8290282986286
2000-03-13,1367.3385065991338
2000-03-14,1369.5460721234417
2000-03-15,1354.926865854683
2000-03-16,1351.9695406179085
2000-03-17,1357.2409865765728
2000-03-20,1363.53553973508
2000-03-21,1370.0844195792467
2000-03-22,1385.8509065824287
2000-03-23,1361.7566603948974
2000-03-24,1364.3631400440215
2000-03-27,1370.8410813119358
2000-03-28,1385.688144867392
2000-03-29,1398.5406556164937
2000-03-30,1379.2244807303678
2000-03-31,1348.2523821918562
2000-04-03,1372.3361154986558
2000-04-04,1370.0799481982322
2000-04-05,1364.026211294515
2000-04-06,1359.8860369391402
2000-04-07,1357.955093384175
2000-04-10,1361.0565711098147
2000-04-11,1344.3994780546518
2000-04-12,1351.063134835039
2000-04-13,1338.423479616676
2000-04-14,1344.8866967189101
2000-04-17,1273.0665654303264
2000-04-18,1316.5720078412387
2000-04-19,1355.5684809832517
2000-04-20,1350.391312134725
2000-04-21,1350.391312134725
2000-04-24,1352.6745969581023
2000-04-25,1372.9588126923861
2000-04-26,1381.3530032496117
2000-04-27,1387.7274269346021
2000-04-28,1381.701806295459
2000-05-01,1368.0701780288553
2000-05-02,1398.0486098768304
2000-05-03,1426.2466851330837
2000-05-04,1408.4569336922812
2000-05-05,1437.1504083856003
2000-05-08,1420.853348067435
2000-05-09,1387.7482522837981
2000-05-10,1355.2362624017544
2000-05-11,1349.1359696595096
2000-05-12,1356.3802582937033
2000-05-15,1331.5475208159337
2000-05-16,1369.542488820506
2000-05-17,1366.445965965339
2000-05-18,1352.8892245178708
2000-05-19,1359.4834416855106
2000-05-22,1339.2998897433745
2000-05-23,1345.8807642224021
2000-05-24,1331.443008582603
2000-05-25,1333.4441117860315
2000-05-26,1297.7892689826397
2000-05-29,1316.8925722847075
2000-05-30,1328.344542102345
2000-05-31,1328.6052108076437
2000-06-01,1334.319868276041
2000-06-02,1346.801726795406
2000-06-05,1354.6892023274333
2000-06-06,1356.259732933741
2000-06-07,1347.7345459991063
2000-06-08,1358.2989632546198
2000-06-09,1355.392671648686
2000-06-12,1363.9652735711272
2000-06-13,1360.1097115334305
2000-06-14,1374.2500779767895
2000-06-15,1383.099857510541
2000-06-16,1388.7503967665598
2000-06-19,1372.6296753475765
2000-06-20,1382.5443332458306
2000-06-21,1403.445060126734
2000-06-22,1406.50172711715
2000-06-23,1406.5966611895453
2000-06-26,1409.3547565875756
2000-06-27,1420.3765270252206
2000-06-28,1428.6161442176824
2000-06-29,1435.3673669941682
2000-06-30,1440.0421212966655
2000-07-03,1443.8020946673907
2000-07-04,1444.5068403641083
2000-07-05,1422.154992314892
2000-07-06,1423.242085234858
2000-07-07,1431.347237849926
2000-07-10,1434.7725681010963
2000-07-11,1434.7827718224432
2000-07-12,1446.5785049058788
2000-07-13,1443.7451082749571
2000-07-14,1441.8733525393786
2000-07-17,1447.5322931644766
2000-07-18,1444.389662400744
2000-07-19,1437.617111496425
2000-07-20,1445.584090162149
2000-07-21,1458.3909442287145
2000-07-24,1450.3798467831411
2000-07-25,1429.0571391745955
2000-07-26,1447.0256432790861
2000-07-27,1438.7010000427806
2000-07-28,1454.4322866107493
2000-07-31,1433.0327393694258
2000-08-01,1442.8772216244354
2000-08-02,1469.4197462093587
2000-08-03,1489.1158776461511
2000-08-04,1485.5434447339103
2000-08-07,1496.71738687584
2000-08-08,1510.8512734395524
2000-08-09,1498.245389861091
2000-08-10,1494.3784399086642
2000-08-11,1498.1107365587238
2000-08-14,1502.109294466083
2000-08-15,1497.3664545696095
2000-08-16,1518.2927863211344
2000-08-17,1529.444061714907
2000-08-18,1531.5941858629033
2000-08-21,1535.5969427082105
2000-08-22,1543.9220853828326
2000-08-23,1524.0402992980514
2000-08-24,1510.1200309650094
2000-08-25,1507.0637045476522
2000-08-28,1511.991981651508
2000-08-29,1522.2487329535938
2000-08-30,1519.5502660421214
2000-08-31,1515.2275965581694
2000-09-01,1503.9221708711916
2000-09-04,1506.1343562452723
2000-09-05,1516.0533128702355
2000-09-06,1507.2413511662478
2000-09-07,1495.3175229638632
2000-09-08,1501.7442115572042
2000-09-11,1509.0265162884166
2000-09-12,1523.4455892596561
2000-09-13,1507.350404514179
2000-09-14,1497.6709488844826
2000-09-15,1480.534538689035
2000-09-18,1464.246391357599
2000-09-19,1450.0243931006164
2000-09-20,1462.6362142268001
2000-09-21,1453.9816236469337
2000-09-22,1405.3005378020873
2000-09-25,1422.2748831497422
2000-09-26,1426.2350432130202
2000-09-27,1427.1289118520338
2000-09-28,1433.5954082062365
2000-09-29,1420.5606277529255
2000-10-02,1438.0007497924807
2000-10-03,1448.5667064200202
2000-10-04,1446.496061482779
2000-10-05,1446.26530349245
2000-10-06,1445.4582884047836
2000-10-09,1434.738333326599
2000-10-10,1429.789403512664
2000-10-11,1430.5257625648685
2000-10-12,1429.7406244897797
2000-10-13,1423.7053473649744
2000-10-16,1445.4804010110477
2000-10-17,1430.9684012090004
2000-10-18,1432.241325952904
2000-10-19,1437.566748465909
2000-10-20,1474.1411709347456
2000-10-23,1486.6670154531498
2000-10-24,1483.0229900132565
2000-10-25,1479.0480563300619
2000-10-26,1472.5961491824266
2000-10-27,1463.6558979034007
2000-10-30,1465.6825484469334
2000-10-31,1437.9474001954059
2000-11-01,1443.0630140821793
2000-11-02,1435.7792682836819
2000-11-03,1452.8718281088336
2000-11-06,1473.7936848034533
2000-11-07,1487.3895911196137
2000-11-08,1488.8173755642406
2000-11-09,1483.7001313768383
2000-11-10,1464.9273201473618
2000-11-13,1457.0918263162216
2000-11-14,1457.6479344395761
2000-11-15,1471.0461730755087
2000-11-16,1468.50023086498
2000-11-17,1481.7823543692086
2000-11-20,1477.7158547865936
2000-11-21,1463.5104504329522
2000-11-22,1490.5911933001025
2000-11-23,1504.216347820182
2000-11-24,1507.48681809316
2000-11-27,1507.6769573841193
2000-11-28,1491.649953721471
2000-11-29,1472.9038268688969
2000-11-30,1464.2083518131835
2000-12-01,1495.97500272499
2000-12-04,1491.3373811045478
2000-12-05,1496.4366690092982
2000-12-06,1503.8363848946142
2000-12-07,1504.6512287005064
2000-12-08,1499.393152838406
2000-12-11,1512.1467915741111
2000-12-12,1514.72706151433
2000-12-13,1509.4704070930327
2000-12-14,1488.1316456137117
2000-12-15,1463.4972107966198
2000-12-18,1455.4837525637552
2000-12-19,1476.003401587238
2000-12-20,1460.909032476171
2000-12-21,1446.576250145312
2000-12-22,1437.8916596809909
2000-12-25,1437.8916596809909
2000-12-26,1436.7488801908792
2000-12-27,1450.318042333285
2000-12-28,1448.1363971851251
2000-12-29,1419.9375548123276
2001-01-01,1419.9375548123276
2001-01-02,1434.7385840209326
2001-01-03,1438.2699748132834
2001-01-04,1467.6988865507396
2001-01-05,1471.707845639042
2001-01-08,1451.5581999351941
2001-01-09,1447.6787514757634
2001-01-10,1437.0889370115908
2001-01-11,1417.8191956953874
2001-01-12,1421.1977072220693
2001-01-15,1422.4116271384896
2001-01-16,1424.1338303160305
2001-01-17,1434.1357091423406
2001-01-18,1437.586041418745
2001-01-19,1463.1473295147152
2001-01-22,1460.1849446555057
2001-01-23,1444.1344934656172
2001-01-24,1447.3989580311368
2001-01-25,1463.4595637144914
2001-01-26,1456.580478061311
2001-01-29,1466.7808908842749
2001-01-30,1467.5483661006092
2001-01-31,1468.9906133798513
2001-02-01,1477.2540865856229
2001-02-02,1477.918053931834
2001-02-05,1448.444642055406
2001-02-06,1465.2213740030684
2001-02-07,1446.2382846338794
2001-02-08,1448.5554082564022
2001-02-09,1428.4145060148478
2001-02-12,1433.4504426745448
2001-02-13,1439.3731429888555
2001-02-14,1431.295810373258
2001-02-15,1430.6677414415403
2001-02-16,1430.753412097366
2001-02-19,1409.6324297015497
2001-02-20,1413.173989361211
2001-02-21,1421.2791237424476
2001-02-22,1419.2243032058375
2001-02-23,1412.831218458165
2001-02-26,1415.4014556492625
2001-02-27,1407.161040506808
2001-02-28,1414.4297390953593
2001-03-01,1414.8383026205445
2001-03-02,1411.0844987896135
2001-03-05,1406.7745192759792
2001-03-06,1392.085082233362
2001-03-07,1387.96987172063
2001-03-08,1372.0395992612862
2001-03-09,1364.2779419050596
2001-03-12,1363.986601077839
2001-03-13,1343.6281326389278
2001-03-14,1345.992845044686
2001-03-15,1328.3821464714404
2001-03-16,1344.8644075048774
2001-03-19,1345.5558941574363
2001-03-20,1344.3527917906126
2001-03-21,1339.1431219855463
2001-03-22,1343.1831638841616
2001-03-23,1320.9682603775575
2001-03-26,1333.4733775313232
2001-03-27,1330.2387448216568
2001-03-28,1332.9417227022313
2001-03-29,1338.65124048706
2001-03-30,1315.8628729394607
2001-04-02,1326.6657515841325
2001-04-03,1318.7500441109798
2001-04-04,1313.5636787007445
2001-04-05,1333.438227705182
2001-04-06,1348.4748802077274
2001-04-09,1336.7077949807742
2001-04-10,1364.4815888444996
2001-04-11,1401.5602972792617
2001-04-12,1408.2120234643799
2001-04-13,1408.2120234643799
2001-04-16,1427.2664415897832
2001-04-17,1414.0736347773313
2001-04-18,1405.996771644385
2001-04-19,1434.7192625301263
2001-04-20,1435.510413876361
2001-04-23,1404.8700615925648
2001-04-24,1404.3459765457226
2001-04-25,1402.5133852254053
2001-04-26,1413.1274810411815
2001-04-27,1421.9016695610655
2001-04-30,1443.361719170398
2001-05-01,1455.8801454592196
2001-05-02,1464.2002797256876
2001-05-03,1473.5279354138097
2001-05-04,1459.76801718521
2001-05-07,1470.0998636355394
2001-05-08,1476.803844407823
2001-05-09,1491.019406372494
2001-05-10,1519.6779632365858
2001-05-11,1519.592309832559
2001-05-14,1513.1515391559235
2001-05-15,1514.131793229354
2001-05-16,1509.4229806318676
2001-05-17,1545.4180825819544
2001-05-18,1543.0154658202869
2001-05-21,1576.4942946516244
2001-05-22,1570.802717861297
2001-05-23,1568.129284439361
2001-05-24,1567.2201620659205
2001-05-25,1576.7309049886105
2001-05-28,1573.054822128631
2001-05-29,1566.3071797494292
2001-05-30,1550.9704490250433
2001-05-31,1539.152596756889
2001-06-01,1553.9213973939625
2001-06-04,1564.7489207541269
2001-06-05,1559.8144699298707
2001-06-06,1578.5736838932417
2001-06-07,1599.4227392896719
2001-06-08,1615.7471506103366
2001-06-11,1625.0503261952385
2001-06-12,1600.4036007439854
2001-06-13,1602.7433490200688
2001-06-14,1596.8413400595414
2001-06-15,1593.150912980608
2001-06-18,1565.9053127536256
2001-06-19,1566.8402127079037
2001-06-20,1581.49157004602
2001-06-21,1579.7303382052266
2001-06-22,1584.4509870080094
2001-06-25,1564.9158724132742
2001-06-26,1581.4496447633571
2001-06-27,1568.0934741602728
2001-06-28,1570.541976774592
2001-06-29,1592.0664894540848
2001-07-02,1573.9423568465738
2001-07-03,1591.8395880809567
2001-07-04,1596.9587787359455
2001-07-05,1583.2432234440942
2001-07-06,1530.2885392698706
2001-07-09,1521.935171582367
2001-07-10,1528.6776888092404
2001-07-11,1516.691259483459
2001-07-12,1532.4113830006197
2001-07-13,1543.308180155992
2001-07-16,1553.0196452687014
2001-07-17,1539.5076439262498
2001-07-18,1528.2703710707665
2001-07-19,1532.3651069284917
2001-07-20,1499.0647166375293
2001-07-23,1508.959385112701
2001-07-24,1488.7808608461878
2001-07-25,1469.814781499551
2001-07-26,1458.3694392813136
2001-07-27,1454.7410593920026
2001-07-30,1462.3714118031473
2001-07-31,1471.0157447855993
2001-08-01,1510.0192281536793
2001-08-02,1528.545871143111
2001-08-03,1518.4969744660373
2001-08-06,1527.9702262166147
2001-08-07,1530.540983283549
2001-08-08,1536.5508801448314
2001-08-09,1509.6662078232212
2001-08-10,1497.379064542051
2001-08-13,1492.1250830513657
2001-08-14,1488.8830173072895
2001-08-15,1490.4558704497992
2001-08-16,1476.7977210569888
2001-08-17,1493.2861716881876
2001-08-20,1476.26153898126
2001-08-21,1484.8203976218097
2001-08-22,1483.417889998844
2001-08-23,1488.13572244384
2001-08-24,1494.2951725089313
2001-08-27,1506.9046377086995
2001-08-28,1504.3320018162044
2001-08-29,1499.619740179923
2001-08-30,1496.3257983843087
2001-08-31,1462.7841345533202
2001-09-03,1461.8442680477258
2001-09-04,1482.7317725149035
2001-09-05,1478.2627816344766
2001-09-06,1468.732862908037
2001-09-07,1430.1301295024468
2001-09-10,1425.1265204409624
2001-09-11,1436.4439750386823
2001-09-12,1375.1295582387997
2001-09-13,1372.6830065721422
2001-09-14,1346.371026279734
2001-09-17,1261.9426222601144
2001-09-18,1262.243202225353
2001-09-19,1258.490527687185
2001-09-20,1240.5373401219256
2001-09-21,1221.3213452325017
2001-09-24,1225.6273389196103
2001-09-25,1240.6959460357934
2001-09-26,1244.4979591453427
2001-09-27,1243.1842507925385
2001-09-28,1289.5006852383954
2001-10-01,1299.136459692174
2001-10-02,1322.2103541198073
2001-10-03,1318.6246309911112
2001-10-04,1331.0842411799688
2001-10-05,1364.699868640353
2001-10-08,1357.409756119557
2001-10-09,1351.0193963168763
2001-10-10,1355.3797252648208
2001-10-11,1381.7933477824565
2001-10-12,1388.9348196556064
2001-10-15,1413.8339983254832
2001-10-16,1417.8180625382636
2001-10-17,1435.3670445037603
2001-10-18,1414.4401859224454
2001-10-19,1407.0872943095658
2001-10-22,1420.632664807157
2001-10-23,1440.9698163225971
2001-10-24,1445.727141574644
2001-10-25,1438.5779602067796
2001-10-26,1439.2180742601713
2001-10-29,1426.5463419005905
2001-10-30,1422.0707599934133
2001-10-31,1427.7656929119873
2001-11-01,1432.4737830727183
2001-11-02,1428.1960614137192
2001-11-05,1436.2310611175635
2001-11-06,1472.8596604743973
2001-11-07,1463.2995381693906
2001-11-08,1482.2807864427102
2001-11-09,1484.7825057983773
2001-11-12,1511.2107004321665
2001-11-13,1527.3304443786456
2001-11-14,1540.9855349397221
2001-11-15,1543.7510495788551
2001-11-16,1537.5533188522716
2001-11-19,1551.675754320029
2001-11-20,1550.1743448882798
2001-11-21,1549.115627940779
2001-11-22,1540.3708606300215
2001-11-23,1551.153987218579
2001-11-26,1557.8917273973452
2001-11-27,1574.0774752770255
2001-11-28,1556.6407129963306
2001-11-29,1540.766575898045
2001-11-30,1536.9669790658124
2001-12-03,1534.2366120875324
2001-12-04,1521.8029077245733
2001-12-05,1540.5443420564995
2001-12-06,1542.193405035018
2001-12-07,1543.592547909097
2001-12-10,1538.9955169889208
2001-12-11,1538.6682843196343
2001-12-12,1525.1252508561429
2001-12-13,1518.9005491909213
2001-12-14,1499.4079450884954
2001-12-17,1492.7731073773377
2001-12-18,1506.5901655873024
2001-12-19,1506.1559239296798
2001-12-20,1492.174817328509
2001-12-21,1525.183549565358
2001-12-24,1554.751363949362
2001-12-25,1554.7513639493616
2001-12-26,1552.355442551308
2001-12-27,1549.7212125724275
2001-12-28,1567.4650460485598
2001-12-31,1557.8152962653867
2002-01-01,1557.8152962653867
2002-01-02,1549.3576233070762
2002-01-03,1548.8866315757343
2002-01-04,1578.8792882977054
2002-01-07,1587.9640359605496
2002-01-08,1593.1676200727895
2002-01-09,1594.3164749153368
2002-01-10,1586.3270839323225
2002-01-11,1589.3139003589638
2002-01-14,1569.9470598357877
2002-01-15,1573.307744203147
2002-01-16,1588.5398004487226
2002-01-17,1574.531156695785
2002-01-18,1571.0521084913885
2002-01-21,1583.8215211545644
2002-01-22,1603.0258814412402
2002-01-23,1605.7822102845842
2002-01-24,1618.743140243005
2002-01-25,1643.7901293220825
2002-01-28,1645.3625137436322
2002-01-29,1649.7780097826121
2002-01-30,1615.2138824463727
2002-01-31,1631.6612099911863
2002-02-01,1630.5913063183013
2002-02-04,1632.0856691437612
2002-02-05,1620.2432902064236
2002-02-06,1607.1490080902706
2002-02-07,1599.3700746085574
2002-02-08,1622.3206880038392
2002-02-11,1627.9261978125935
2002-02-12,1621.0429557177188
2002-02-13,1626.098017213664
2002-02-14,1659.1380068655744
2002-02-15,1655.5490919647461
2002-02-18,1662.6938110630972
2002-02-19,1653.9721409900146
2002-02-20,1643.8840177784675
2002-02-21,1640.7738139928206
2002-02-22,1618.9400224443755
2002-02-25,1628.2644723125375
2002-02-26,1643.8276630983912
2002-02-27,1648.6925744510302
2002-02-28,1649.701456022255
2002-03-01,1654.730756155508
2002-03-04,1660.7192855697845
2002-03-05,1662.6630016324323
2002-03-06,1660.5218069533641
2002-03-07,1688.2598188345721
2002-03-08,1678.7986578593764
2002-03-11,1670.5719676072877
2002-03-12,1667.1429614433916
2002-03-13,1659.4770868210956
2002-03-14,1657.8714166903426
2002-03-15,1643.902944053866
2002-03-18,1667.2305595608618
2002-03-19,1666.0011112180678
2002-03-20,1691.2304073671978
2002-03-21,1688.268781512807
2002-03-22,1692.7299405831736
2002-03-25,1686.5294436547906
2002-03-26,1658.4508085750936
2002-03-27,1678.3640602873088
2002-03-28,1701.0733756903335
2002-03-29,1701.0733756903335
2002-04-01,1690.2484237348294
2002-04-02,1670.7537468819075
2002-04-03,1659.0721600226557
2002-04-04,1653.4812656371355
2002-04-05,1666.8032896153923
2002-04-08,1661.43818049386
2002-04-09,1651.450357461428
2002-04-10,1660.1448501965713
2002-04-11,1659.4353249002907
2002-04-12,1660.4053198487732
2002-04-15,1655.4546991886587
2002-04-16,1659.7994505916774
2002-04-17,1675.488630082241
2002-04-18,1679.4240564525517
2002-04-19,1688.5501862293997
2002-04-22,1691.3381157871697
2002-04-23,1685.6595766227429
2002-04-24,1678.3659980432003
2002-04-25,1673.1119739909825
2002-04-26,1675.324183409339
2002-04-29,1643.0941738463923
2002-04-30,1638.247783095036
2002-05-01,1639.7152440799691
2002-05-02,1637.2389845051393
2002-05-03,1629.003942330167
2002-05-06,1613.6456551617343
2002-05-07,1619.2299858604406
2002-05-08,1634.5356567939712
2002-05-09,1634.8422137115986
2002-05-10,1630.4506427811398
2002-05-13,1627.130319644766
2002-05-14,1649.5621932805573
2002-05-15,1673.8554487295307
2002-05-16,1676.6063426670087
2002-05-17,1676.196685663926
2002-05-20,1666.2896042367956
2002-05-21,1673.1282971329708
