Date,SWITZERLAND IMI VALUE WEIGHTED
1999-08-05,1015.7077763239122
1999-08-06,1010.8360361616919
1999-08-09,1013.9061443858805
1999-08-10,1001.2818917972796
1999-08-11,1009.3485933273097
1999-08-12,1023.2849397028481
1999-08-13,1034.7696742901232
1999-08-16,1041.3168649301892
1999-08-17,1042.9656039571514
1999-08-18,1043.1722747088731
1999-08-19,1044.3202895936329
1999-08-20,1051.9553614149931
1999-08-23,1062.6607139855107
1999-08-24,1054.783214887136
1999-08-25,1059.6044222654507
1999-08-26,1061.7833536524706
1999-08-27,1063.772690899483
1999-08-30,1063.2868656084445
1999-08-31,1047.3660641180315
1999-09-01,1058.2904518772034
1999-09-02,1049.648419372792
1999-09-03,1061.87308395644
1999-09-06,1071.014416187863
1999-09-07,1069.8872789706325
1999-09-08,1067.211318270512
1999-09-09,1070.467974442243
1999-09-10,1065.9568644461358
1999-09-13,1056.1676220146437
1999-09-14,1054.0849667473005
1999-09-15,1055.387938232223
1999-09-16,1048.9728819124339
1999-09-17,1054.5119955392197
1999-09-20,1057.9284208423053
1999-09-21,1052.5574802791987
1999-09-22,1049.9312614727069
1999-09-23,1055.2911471641924
1999-09-24,1043.3041456509022
1999-09-27,1052.464212062099
1999-09-28,1039.9437596376033
1999-09-29,1036.9239221590626
1999-09-30,1040.4717617521173
1999-10-01,1039.8156692402135
1999-10-04,1056.2150397876353
1999-10-05,1056.2456111926967
1999-10-06,1060.474138523215
1999-10-07,1064.8492509738528
1999-10-08,1068.5870124145085
1999-10-11,1069.722984521824
1999-10-12,1060.8072263254264
1999-10-13,1053.6556066471692
1999-10-14,1051.2288499573651
1999-10-15,1031.5995295259559
1999-10-18,1021.3909959656058
1999-10-19,1037.7015593736105
1999-10-20,1036.6134406538547
1999-10-21,1026.326912290604
1999-10-22,1033.3887421541408
1999-10-25,1026.5070126177059
1999-10-26,1032.7512771369134
1999-10-27,1030.9805666887714
1999-10-28,1044.8641484998197
1999-10-29,1061.4296725189743
1999-11-01,1058.952113385995
1999-11-02,1060.595370276027
1999-11-03,1069.1722558541821
1999-11-04,1070.808441808293
1999-11-05,1074.7864407023603
1999-11-08,1077.882495485293
1999-11-09,1081.0792507132762
1999-11-10,1085.074666978349
1999-11-11,1091.9970422897807
1999-11-12,1093.5800900894055
1999-11-15,1094.9086994514719
1999-11-16,1095.4547520681635
1999-11-17,1094.4688260817904
1999-11-18,1096.5872896634464
1999-11-19,1093.0860399240546
1999-11-22,1090.0408408104083
1999-11-23,1086.200670806646
1999-11-24,1084.5063658523666
1999-11-25,1094.8608874155664
1999-11-26,1098.5194519351144
1999-11-29,1101.7690419098294
1999-11-30,1101.8081841482508
1999-12-01,1112.4079852064272
1999-12-02,1115.5349084317272
1999-12-03,1128.6011786833349
1999-12-06,1119.0447304863715
1999-12-07,1112.4143168376336
1999-12-08,1103.9686969442448
1999-12-09,1109.291900513716
1999-12-10,1105.111039201216
1999-12-13,1104.503915418001
1999-12-14,1107.6428904521545
1999-12-15,1099.8598853558026
1999-12-16,1109.0739342559143
1999-12-17,1115.7897980130906
1999-12-20,1120.3641605209236
1999-12-21,1111.3123422837516
1999-12-22,1115.1372348258492
1999-12-23,1126.9405569632625
1999-12-24,1126.9405569632625
1999-12-27,1124.2509366090765
1999-12-28,1127.7569157861547
1999-12-29,1133.1807198874387
1999-12-30,1144.3509384687081
1999-12-31,1144.3534926603052
2000-01-03,1143.3509692513414
2000-01-04,1110.0330629802309
2000-01-05,1099.6457507917246
2000-01-06,1112.2896360169434
2000-01-07,1131.344691698942
2000-01-10,1131.7005776219153
2000-01-11,1127.7441463161242
2000-01-12,1129.9266733341026
2000-01-13,1131.2277376602071
2000-01-14,1141.2401660772352
2000-01-17,1143.486967039996
2000-01-18,1131.8860400584115
2000-01-19,1126.6919966247997
2000-01-20,1116.7236406213374
2000-01-21,1116.3178878385786
2000-01-24,1100.4268010994351
2000-01-25,1081.8860562266048
2000-01-26,1087.6346849258027
2000-01-27,1105.4629219746278
2000-01-28,1098.940885874983
2000-01-31,1082.1773621367115
2000-02-01,1093.6489033398009
2000-02-02,1100.372971291144
2000-02-03,1115.5501051555448
2000-02-04,1112.2131861566031
2000-02-07,1112.5822070843942
2000-02-08,1113.2275950153542
2000-02-09,1098.6260295704199
2000-02-10,1097.1174099546417
2000-02-11,1093.799769479294
2000-02-14,1090.099547642564
2000-02-15,1077.091435034445
2000-02-16,1090.0406476359435
2000-02-17,1097.5381992506652
2000-02-18,1102.4742086567292
2000-02-21,1091.8415221732125
2000-02-22,1097.9922905843978
2000-02-23,1102.4066077572359
2000-02-24,1099.961774489646
2000-02-25,1097.379025693752
2000-02-28,1089.5772362024218
2000-02-29,1087.726787992369
2000-03-01,1098.6196186990153
2000-03-02,1114.346328528362
2000-03-03,1116.012279004963
2000-03-06,1124.9067162983017
2000-03-07,1119.7145438242999
2000-03-08,1105.126629645584
2000-03-09,1098.169274898487
2000-03-10,1099.412830007732
2000-03-13,1076.9305667122683
2000-03-14,1084.7141498652707
2000-03-15,1082.1439122900367
2000-03-16,1115.5934217804127
2000-03-17,1113.5252408880776
2000-03-20,1126.3706745429247
2000-03-21,1134.4058511250755
2000-03-22,1148.4794778915032
2000-03-23,1151.8695848052437
2000-03-24,1169.728545187992
2000-03-27,1164.7335698358881
2000-03-28,1165.0786490113815
2000-03-29,1169.6090286217307
2000-03-30,1163.2055986966582
2000-03-31,1170.191997462408
2000-04-03,1182.27981696712
2000-04-04,1190.1381274393884
2000-04-05,1179.5516107190417
2000-04-06,1186.8283736828469
2000-04-07,1182.587521750134
2000-04-10,1180.294062791029
2000-04-11,1186.4323089656352
2000-04-12,1195.1616944410443
2000-04-13,1194.9690040657572
2000-04-14,1184.2136331802042
2000-04-17,1162.5605553521732
2000-04-18,1163.3633605343405
2000-04-19,1167.0199225618971
2000-04-20,1170.1278647399884
2000-04-21,1170.1278647399884
2000-04-24,1171.8314621830789
2000-04-25,1174.8269104911224
2000-04-26,1179.0580336688786
2000-04-27,1175.3598212410946
2000-04-28,1181.7001812826286
2000-05-01,1187.554200209158
2000-05-02,1205.4858604940423
2000-05-03,1214.460619796917
2000-05-04,1210.94814352424
2000-05-05,1208.6986195441084
2000-05-08,1213.8877323747736
2000-05-09,1216.2118956585362
2000-05-10,1205.779258098992
2000-05-11,1226.9846260644836
2000-05-12,1233.9434268974662
2000-05-15,1230.7306202725601
2000-05-16,1242.9618131163913
2000-05-17,1240.185601094906
2000-05-18,1244.5247446337237
2000-05-19,1236.3041919763104
2000-05-22,1232.6923699266865
2000-05-23,1237.0754863136895
2000-05-24,1234.9282502702056
2000-05-25,1250.5749998907954
2000-05-26,1231.9914265342097
2000-05-29,1233.794090303014
2000-05-30,1219.7606537142356
2000-05-31,1225.3987445875468
2000-06-01,1224.2784774782351
2000-06-02,1239.7118059802044
2000-06-05,1233.0387775661584
2000-06-06,1230.2428027965473
2000-06-07,1239.4144340423688
2000-06-08,1242.5490530358497
2000-06-09,1242.6369851547422
2000-06-12,1245.404383911712
2000-06-13,1246.4594766780253
2000-06-14,1254.6517722480064
2000-06-15,1249.2151990270693
2000-06-16,1251.903351142451
2000-06-19,1247.379181712061
2000-06-20,1252.2098584420562
2000-06-21,1248.9789410730762
2000-06-22,1239.7206137573423
2000-06-23,1237.696123522721
2000-06-26,1241.665467832958
2000-06-27,1241.4273570126445
2000-06-28,1243.2948426422656
2000-06-29,1232.9673110677868
2000-06-30,1240.394491434121
2000-07-03,1247.9396301479892
2000-07-04,1256.3037836636222
2000-07-05,1264.0341922136315
2000-07-06,1271.4023731431707
2000-07-07,1276.4764317847867
2000-07-10,1278.0264474394194
2000-07-11,1280.0837013817854
2000-07-12,1274.9429885082154
2000-07-13,1287.9634611950348
2000-07-14,1291.1593252592402
2000-07-17,1292.5579233472492
2000-07-18,1289.0380109939294
2000-07-19,1291.151454048237
2000-07-20,1293.7217562403027
2000-07-21,1284.9446680943956
2000-07-24,1295.9415086693293
2000-07-25,1298.2335682495086
2000-07-26,1297.3135894510008
2000-07-27,1297.8454943175775
2000-07-28,1299.7454460461774
2000-07-31,1303.889710373188
2000-08-01,1304.4701496687512
2000-08-02,1321.0000453597925
2000-08-03,1319.1100161999457
2000-08-04,1317.9850919345051
2000-08-07,1336.6335181071152
2000-08-08,1340.6293512231625
2000-08-09,1341.3948451066108
2000-08-10,1334.6188160960933
2000-08-11,1331.5177053273096
2000-08-14,1338.84955469992
2000-08-15,1331.867907521861
2000-08-16,1341.7605958940828
2000-08-17,1334.5720312006922
2000-08-18,1333.164566678831
2000-08-21,1338.8488568166897
2000-08-22,1341.2524153557704
2000-08-23,1358.133893096895
2000-08-24,1357.0764495444696
2000-08-25,1351.8746118814827
2000-08-28,1358.7872373689077
2000-08-29,1344.3088147544554
2000-08-30,1334.744089460516
2000-08-31,1336.0178790906978
2000-09-01,1340.4883965572933
2000-09-04,1336.5844073226854
2000-09-05,1334.782604565308
2000-09-06,1329.899950618561
2000-09-07,1330.940491704467
2000-09-08,1326.6790590009207
2000-09-11,1344.0879606719775
2000-09-12,1337.3775159224622
2000-09-13,1334.4892623651663
2000-09-14,1329.2441849952531
2000-09-15,1327.3184381425333
2000-09-18,1318.0582805130502
2000-09-19,1314.3313352311545
2000-09-20,1311.552682268523
2000-09-21,1306.9321467646375
2000-09-22,1309.9562210397623
2000-09-25,1323.8434252400973
2000-09-26,1312.6685341477169
2000-09-27,1305.4503196291364
2000-09-28,1302.1362354812172
2000-09-29,1281.4628504390578
2000-10-02,1305.7719149449133
2000-10-03,1320.9016624300489
2000-10-04,1319.2158692425724
2000-10-05,1323.227990693939
2000-10-06,1312.5947740531901
2000-10-09,1286.846917242878
2000-10-10,1295.8041335711337
2000-10-11,1276.221792503295
2000-10-12,1287.4829309646566
2000-10-13,1277.5880872466842
2000-10-16,1269.0106935358344
2000-10-17,1275.8650421958216
2000-10-18,1280.3058499294593
2000-10-19,1302.7886679062185
2000-10-20,1299.073796021045
2000-10-23,1305.248090105778
2000-10-24,1322.4933816056382
2000-10-25,1321.7657095755587
2000-10-26,1317.0138172993518
2000-10-27,1309.9041494994524
2000-10-30,1319.613011510321
2000-10-31,1325.7986018193908
2000-11-01,1326.2676494038267
2000-11-02,1341.4522501011072
2000-11-03,1339.6092411886345
2000-11-06,1350.2630586381792
2000-11-07,1348.0970818997341
2000-11-08,1344.2415765943722
2000-11-09,1332.682848777575
2000-11-10,1334.160422382396
2000-11-13,1327.6006535786748
2000-11-14,1345.9647713549182
2000-11-15,1339.8131794051797
2000-11-16,1344.4901023579203
2000-11-17,1344.718818034865
2000-11-20,1341.1493770976217
2000-11-21,1347.2448994279712
2000-11-22,1328.962595355892
2000-11-23,1331.0273319743794
2000-11-24,1339.3951595462652
2000-11-27,1353.0201608751959
2000-11-28,1343.4378160805036
2000-11-29,1340.9449231893552
2000-11-30,1327.9524091905969
2000-12-01,1340.0299921594406
2000-12-04,1329.3475600408783
2000-12-05,1352.7096613113067
2000-12-06,1352.3251262300178
2000-12-07,1339.6649227399384
2000-12-08,1343.6852820400052
2000-12-11,1357.5363575593171
2000-12-12,1355.423549243862
2000-12-13,1357.3241536381272
2000-12-14,1337.1997495334247
2000-12-15,1324.403674425934
2000-12-18,1339.309362133653
2000-12-19,1346.1543351470907
2000-12-20,1330.16111403723
2000-12-21,1318.3045378870142
2000-12-22,1326.3611470537383
2000-12-25,1326.3611470537383
2000-12-26,1328.8116132737955
2000-12-27,1337.2308283209056
2000-12-28,1348.6043614073244
2000-12-29,1350.9980037942983
2001-01-01,1350.9980037942983
2001-01-02,1349.319297486147
2001-01-03,1345.3697802279958
2001-01-04,1357.5474633178749
2001-01-05,1336.9364428829972
2001-01-08,1338.7514928979017
2001-01-09,1337.8694969846351
2001-01-10,1323.8032084484673
2001-01-11,1319.2085821809062
2001-01-12,1312.445651087089
2001-01-15,1314.199194784126
2001-01-16,1316.556962085013
2001-01-17,1334.1028452546898
2001-01-18,1338.0464647726037
2001-01-19,1330.010449403167
2001-01-22,1326.69896182596
2001-01-23,1328.6216997779832
2001-01-24,1337.015417657579
2001-01-25,1344.6540155515797
2001-01-26,1348.8212870164791
2001-01-29,1354.143807183442
2001-01-30,1355.34126967197
2001-01-31,1352.465405531777
2001-02-01,1336.9950192353672
2001-02-02,1337.862160397005
2001-02-05,1343.0143517921485
2001-02-06,1346.4211408123672
2001-02-07,1342.4392691259436
2001-02-08,1331.121702464017
2001-02-09,1325.0587567452815
2001-02-12,1318.0966715144418
2001-02-13,1317.3855126624608
2001-02-14,1307.0170352271982
2001-02-15,1316.165864414716
2001-02-16,1293.0737181995262
2001-02-19,1292.334264136963
2001-02-20,1288.0516129631417
2001-02-21,1276.3749106029647
2001-02-22,1279.123400514863
2001-02-23,1270.0118385684877
2001-02-26,1278.6760471304308
2001-02-27,1277.5387565754738
2001-02-28,1275.5250213137126
2001-03-01,1253.1348927088109
2001-03-02,1249.5705472388904
2001-03-05,1257.868239167615
2001-03-06,1265.8605064217177
2001-03-07,1264.9528792481822
2001-03-08,1258.6633640201942
2001-03-09,1250.7570009050905
2001-03-12,1230.7013501406836
2001-03-13,1227.0715998464052
2001-03-14,1203.4985381596616
2001-03-15,1210.3250346682617
2001-03-16,1187.9318204392869
2001-03-19,1178.7375553938089
2001-03-20,1183.7671317235004
2001-03-21,1166.9453753510668
2001-03-22,1108.3595924412039
2001-03-23,1133.1207484714603
2001-03-26,1167.109743425945
2001-03-27,1172.2779090987722
2001-03-28,1168.9252846532702
2001-03-29,1181.4122364274635
2001-03-30,1199.8860857879679
2001-04-02,1179.1795939602
2001-04-03,1152.5134668712458
2001-04-04,1143.707406337592
2001-04-05,1168.2187433520596
2001-04-06,1161.814090526088
2001-04-09,1178.5561197417896
2001-04-10,1197.7780294810918
2001-04-11,1211.9816666727982
2001-04-12,1212.1149181252524
2001-04-13,1212.1149181252524
2001-04-16,1212.200323318505
2001-04-17,1210.6456450039566
2001-04-18,1221.223410317808
2001-04-19,1218.5708419349505
2001-04-20,1210.367977275011
2001-04-23,1200.7468431457685
2001-04-24,1212.6034351267658
2001-04-25,1202.090166995027
2001-04-26,1199.929344064773
2001-04-27,1208.0095078105717
2001-04-30,1218.6664642102428
2001-05-01,1215.8491527462654
2001-05-02,1220.4444641695875
2001-05-03,1209.4918819388276
2001-05-04,1212.5578448763627
2001-05-07,1227.076824782182
2001-05-08,1224.824520272282
2001-05-09,1216.147305899795
2001-05-10,1234.3145294290623
2001-05-11,1239.192680525657
2001-05-14,1231.2812095247814
2001-05-15,1243.5484155592992
2001-05-16,1246.0239033246257
2001-05-17,1258.47352227488
2001-05-18,1260.403637266567
2001-05-21,1264.8232189613525
2001-05-22,1271.2225688021329
2001-05-23,1273.2750499359988
2001-05-24,1274.9389335121057
2001-05-25,1269.6440692118463
2001-05-28,1264.5943246658978
2001-05-29,1260.256341236819
2001-05-30,1252.257802610086
2001-05-31,1249.9495010430608
2001-06-01,1254.7761256883405
2001-06-04,1255.9397662905744
2001-06-05,1270.2623250009387
2001-06-06,1263.7432888042142
2001-06-07,1262.563105236498
2001-06-08,1255.931761009251
2001-06-11,1253.1308535757414
2001-06-12,1234.7631396917336
2001-06-13,1240.8685960650855
2001-06-14,1224.1861068003818
2001-06-15,1218.6293278257376
2001-06-18,1212.2757650398644
2001-06-19,1212.4314188752976
2001-06-20,1200.9169451819193
2001-06-21,1202.9425501973333
2001-06-22,1199.604817899247
2001-06-25,1198.3902415982986
2001-06-26,1182.223204395816
2001-06-27,1174.7784406196222
2001-06-28,1196.0398423719503
2001-06-29,1204.092204570202
2001-07-02,1214.682415462844
2001-07-03,1204.7753985797665
2001-07-04,1198.6998322100235
2001-07-05,1186.7421254711323
2001-07-06,1165.709615851048
2001-07-09,1164.5613275000887
2001-07-10,1155.4785414773746
2001-07-11,1144.315817182355
2001-07-12,1165.5247604228618
2001-07-13,1166.935107135841
2001-07-16,1165.7587843304302
2001-07-17,1158.5987561473755
2001-07-18,1158.4244982995708
2001-07-19,1176.792911639882
2001-07-20,1169.1298581408053
2001-07-23,1169.0558944153217
2001-07-24,1145.1859339267514
2001-07-25,1130.3597169796703
2001-07-26,1129.4171139156258
2001-07-27,1141.34772120847
2001-07-30,1147.4555335569214
2001-07-31,1151.6560561363347
2001-08-01,1161.5523452715233
2001-08-02,1165.4953080799153
2001-08-03,1157.9550804906469
2001-08-06,1159.8936420000086
2001-08-07,1160.8745686515288
2001-08-08,1158.5022827957298
2001-08-09,1135.6226064397974
2001-08-10,1119.9508445363815
2001-08-13,1127.6541823532777
2001-08-14,1145.6467384333037
2001-08-15,1143.0626033528843
2001-08-16,1131.6311201346812
2001-08-17,1122.7976385929064
2001-08-20,1118.3541324484243
2001-08-21,1128.9040578341853
2001-08-22,1116.0793467095984
2001-08-23,1110.2949614281767
2001-08-24,1125.3004280026457
2001-08-27,1131.1116426905396
2001-08-28,1116.3873395372877
2001-08-29,1105.0353129232703
2001-08-30,1098.4827213763772
2001-08-31,1102.8698961103628
2001-09-03,1081.763503243605
2001-09-04,1096.0413158735435
2001-09-05,1090.5160433898386
2001-09-06,1070.0196550875376
2001-09-07,1047.4623879906364
2001-09-10,1027.839981854334
2001-09-11,963.9491024840985
2001-09-12,976.3401444982183
2001-09-13,986.6144315009798
2001-09-14,949.2960784764637
2001-09-17,980.6017305341778
2001-09-18,971.6693355950938
2001-09-19,957.5197237062571
2001-09-20,918.1386704685187
2001-09-21,890.9200928221812
2001-09-24,930.440273391796
2001-09-25,952.1177487691382
2001-09-26,956.8368128147174
2001-09-27,961.884052819413
2001-09-28,993.2842583136645
2001-10-01,976.4723464184851
2001-10-02,968.752597742537
2001-10-03,959.509121433003
2001-10-04,981.3916483927627
2001-10-05,973.2835537491454
2001-10-08,975.3682469350001
2001-10-09,972.2429047818395
2001-10-10,978.6596756427512
2001-10-11,1001.0464669794712
2001-10-12,993.6716815478999
2001-10-15,987.0965596756655
2001-10-16,988.6848182807346
2001-10-17,996.8729682855194
2001-10-18,1005.0099537001998
2001-10-19,1000.8868417080381
2001-10-22,1014.3969141748651
2001-10-23,1033.9611351150143
2001-10-24,1035.9729891213265
2001-10-25,1025.8792960814792
2001-10-26,1040.6950493120044
2001-10-29,1024.74364679944
2001-10-30,1004.4918670742785
2001-10-31,1016.9214906182913
2001-11-01,1017.038385134268
2001-11-02,1020.0358579958444
2001-11-05,1036.2432362646919
2001-11-06,1037.742355613431
2001-11-07,1042.041493790665
2001-11-08,1067.358206932181
2001-11-09,1062.2941471053807
2001-11-12,1048.068971641602
2001-11-13,1069.3398664176254
2001-11-14,1077.3810664829443
2001-11-15,1098.6714379033172
2001-11-16,1107.6876831390675
2001-11-19,1120.7302307763332
2001-11-20,1105.5194126638519
2001-11-21,1105.4772645769965
2001-11-22,1112.1619897360797
2001-11-23,1096.2109413548778
2001-11-26,1096.6137038648458
2001-11-27,1090.8118786253222
2001-11-28,1076.2500673108277
2001-11-29,1070.6757892246476
2001-11-30,1060.130715624046
2001-12-03,1057.7766223201559
2001-12-04,1077.2923364262979
2001-12-05,1095.6167080466225
2001-12-06,1100.4415642571848
2001-12-07,1097.0952298002055
2001-12-10,1078.7643623837696
2001-12-11,1074.3691292278695
2001-12-12,1075.2372771153343
2001-12-13,1063.6097059203612
2001-12-14,1053.605792807861
2001-12-17,1070.2337644245454
2001-12-18,1065.066441892772
2001-12-19,1052.6607564133262
2001-12-20,1065.5877622541475
2001-12-21,1076.7053081277218
2001-12-24,1064.2050111584492
2001-12-25,1064.2050111584492
2001-12-26,1063.076439449232
2001-12-27,1071.6039237745729
2001-12-28,1076.1113109603912
2001-12-31,1077.5921390786525
2002-01-01,1077.5921390786525
2002-01-02,1071.9741316302911
2002-01-03,1080.7476728538404
2002-01-04,1092.8188143272275
2002-01-07,1094.6904725103068
2002-01-08,1081.9436232087985
2002-01-09,1088.6541898258972
2002-01-10,1083.741897027245
2002-01-11,1093.9376048996003
2002-01-14,1071.2136073376935
2002-01-15,1068.7718324506022
2002-01-16,1066.1598666179282
2002-01-17,1079.3556779356054
2002-01-18,1071.6527680354461
2002-01-21,1064.082394263782
2002-01-22,1067.3556738167374
2002-01-23,1067.7428796588515
2002-01-24,1081.5574033655319
2002-01-25,1082.0583908055974
2002-01-28,1086.2991207436178
2002-01-29,1071.0844075964465
2002-01-30,1048.8119698563503
2002-01-31,1049.8742488967953
2002-02-01,1040.4376930696615
2002-02-04,1033.4545228973773
2002-02-05,1025.6256443517127
2002-02-06,1019.9826248615221
2002-02-07,1036.961993478966
2002-02-08,1039.2362720500541
2002-02-11,1041.7984797222011
2002-02-12,1036.6580090657214
2002-02-13,1043.9633183666724
2002-02-14,1057.0462317600695
2002-02-15,1057.0526380350316
2002-02-18,1050.0581389749634
2002-02-19,1030.0706972168032
2002-02-20,1020.8372908457322
2002-02-21,1026.4368856254728
2002-02-22,1018.3265636897769
2002-02-25,1027.7791145565163
2002-02-26,1028.204177549812
2002-02-27,1045.1782932775518
2002-02-28,1049.7965622696047
2002-03-01,1052.3571398478134
2002-03-04,1071.7172974035275
2002-03-05,1069.7358231473515
2002-03-06,1073.630897662299
2002-03-07,1088.868272696007
2002-03-08,1102.3967638685997
2002-03-11,1095.519359540176
2002-03-12,1086.4210550216326
2002-03-13,1091.8715790871606
2002-03-14,1101.5342379384267
2002-03-15,1105.7582381647655
2002-03-18,1114.4278066438922
2002-03-19,1112.2886968261269
2002-03-20,1110.0125747839966
2002-03-21,1107.015182349675
2002-03-22,1112.3413189788623
2002-03-25,1112.1756736942582
2002-03-26,1112.1428255291405
2002-03-27,1114.8691640101772
2002-03-28,1119.5842246623931
2002-03-29,1119.5842246623931
2002-04-01,1123.3407856910164
2002-04-02,1122.9981366717511
2002-04-03,1133.3123601905388
2002-04-04,1131.469920766723
2002-04-05,1127.6788742583612
2002-04-08,1117.0944457616954
2002-04-09,1123.855561151974
2002-04-10,1127.2349661750336
2002-04-11,1119.905037058554
2002-04-12,1116.2498416279516
2002-04-15,1116.7902566500163
2002-04-16,1127.530318534525
2002-04-17,1133.4729219227484
2002-04-18,1132.9798080613177
2002-04-19,1130.299617062193
2002-04-22,1129.39201996577
2002-04-23,1125.9669854894219
2002-04-24,1126.8941502159025
2002-04-25,1114.2659032453628
2002-04-26,1103.3350381104856
2002-04-29,1108.6359583974875
2002-04-30,1109.9483233095364
2002-05-01,1114.3978319192145
2002-05-02,1113.7204616963968
2002-05-03,1117.323346876974
2002-05-06,1111.883846040567
2002-05-07,1097.7032645750674
2002-05-08,1118.8276544972332
2002-05-09,1121.1536742345652
2002-05-10,1112.4869971967946
2002-05-13,1116.354048728912
2002-05-14,1125.3750678880313
2002-05-15,1134.8794423204195
2002-05-16,1139.649089670764
2002-05-17,1136.2952619366915
2002-05-20,1133.8329055837958
2002-05-21,1136.1672376390356
2002-05-22,1129.0485643778827
2002-05-23,1122.6921279679284
2002-05-24,1121.6602366741486
