Date,SWEDEN IMI VALUE WEIGHTED
1999-08-09,1312.3999939901687
1999-08-10,1304.6968714361292
1999-08-11,1323.5805995659312
1999-08-12,1350.0995222488896
1999-08-13,1355.115907330093
1999-08-16,1358.3766706146646
1999-08-17,1358.5376781621517
1999-08-18,1350.9171619433994
1999-08-19,1333.9354615244213
1999-08-20,1347.7433397299653
1999-08-23,1363.4681383042582
1999-08-24,1371.4003162409372
1999-08-25,1382.6110849647198
1999-08-26,1378.4897208700218
1999-08-27,1384.3143442657624
1999-08-30,1378.2364650678874
1999-08-31,1353.5649330327387
1999-09-01,1361.8733391155415
1999-09-02,1350.0109405470862
1999-09-03,1374.5343609029298
1999-09-06,1385.2870512830898
1999-09-07,1379.4673568972748
1999-09-08,1367.517460127858
1999-09-09,1371.7629510221782
1999-09-10,1381.122559213531
1999-09-13,1386.8142501912166
1999-09-14,1373.3090294369592
1999-09-15,1362.0972191575097
1999-09-16,1359.9508014923008
1999-09-17,1369.1022751863902
1999-09-20,1379.902432243968
1999-09-21,1369.7989586174583
1999-09-22,1355.0738110830955
1999-09-23,1369.7210011885659
1999-09-24,1353.4096923841332
1999-09-27,1365.4611564588236
1999-09-28,1361.277170178483
1999-09-29,1341.5067513551191
1999-09-30,1338.324092662065
1999-10-01,1337.6035954978652
1999-10-04,1341.673749763421
1999-10-05,1340.7116555269781
1999-10-06,1341.5801405244129
1999-10-07,1350.3985510040375
1999-10-08,1359.6169658721544
1999-10-11,1364.0113351809923
1999-10-12,1352.1843804788555
1999-10-13,1337.1677992711152
1999-10-14,1330.5130108481715
1999-10-15,1306.3163793879185
1999-10-18,1281.8866416614715
1999-10-19,1307.8910366494679
1999-10-20,1301.569202827697
1999-10-21,1294.7981771626487
1999-10-22,1336.0721887201337
1999-10-25,1341.1306479550149
1999-10-26,1359.3054068438832
1999-10-27,1369.7753385490873
1999-10-28,1377.826684267584
1999-10-29,1393.8572211877815
1999-11-01,1388.9089477054526
1999-11-02,1398.0146690915467
1999-11-03,1400.1541648623113
1999-11-04,1405.8746811935441
1999-11-05,1410.5858570263981
1999-11-08,1413.4367241924288
1999-11-09,1415.8076325667128
1999-11-10,1428.3908461370036
1999-11-11,1449.3341473835974
1999-11-12,1452.5365237684452
1999-11-15,1467.2329218001664
1999-11-16,1483.4996129908563
1999-11-17,1509.7290027608078
1999-11-18,1535.0345360854249
1999-11-19,1525.3145473585696
1999-11-22,1520.4827056543863
1999-11-23,1525.5116352069786
1999-11-24,1512.97379292771
1999-11-25,1531.4967839984704
1999-11-26,1537.4450266952208
1999-11-29,1542.035008878438
1999-11-30,1535.7908328153796
1999-12-01,1554.6129913863606
1999-12-02,1569.2603384152083
1999-12-03,1597.784789156632
1999-12-06,1599.2075599799866
1999-12-07,1599.2525272913263
1999-12-08,1638.1618315791272
1999-12-09,1618.5230171323387
1999-12-10,1614.5325431307983
1999-12-13,1627.474831700373
1999-12-14,1636.8828750761143
1999-12-15,1615.0882713663814
1999-12-16,1616.540348940894
1999-12-17,1639.8655607909568
1999-12-20,1626.0802263972494
1999-12-21,1622.071869818019
1999-12-22,1644.114514168935
1999-12-23,1656.5134191988136
1999-12-24,1656.5134191988136
1999-12-27,1666.5792079662774
1999-12-28,1678.623863905318
1999-12-29,1699.551964012216
1999-12-30,1707.284661388781
1999-12-31,1707.2261326611729
2000-01-03,1714.2879724511722
2000-01-04,1660.014998581798
2000-01-05,1609.729099852563
2000-01-06,1608.0647302418745
2000-01-07,1637.1879544735782
2000-01-10,1685.4270762201206
2000-01-11,1681.8350947183505
2000-01-12,1682.0624155907785
2000-01-13,1695.3293681926002
2000-01-14,1723.0069736122443
2000-01-17,1766.1455360268303
2000-01-18,1742.2721452371657
2000-01-19,1738.4514485080522
2000-01-20,1739.9135192427807
2000-01-21,1741.871128468902
2000-01-24,1748.7696764445404
2000-01-25,1723.357449186314
2000-01-26,1724.0193657766122
2000-01-27,1719.7667032537292
2000-01-28,1725.599087178442
2000-01-31,1682.6498707971166
2000-02-01,1720.8781063157016
2000-02-02,1774.6906913943449
2000-02-03,1788.9341458989788
2000-02-04,1799.449129243638
2000-02-07,1822.9626440722448
2000-02-08,1837.230040942034
2000-02-09,1831.6448528716694
2000-02-10,1829.9403675087435
2000-02-11,1827.1931363869744
2000-02-14,1802.616380571982
2000-02-15,1753.7919827048459
2000-02-16,1767.8032686817278
2000-02-17,1769.7697589448103
2000-02-18,1791.3665450943747
2000-02-21,1792.7828762963645
2000-02-22,1763.994505217377
2000-02-23,1779.745344998531
2000-02-24,1788.7732267365973
2000-02-25,1823.381927372209
2000-02-28,1844.5645767553651
2000-02-29,1842.6174238161502
2000-03-01,1867.794520081132
2000-03-02,1890.651863672869
2000-03-03,1897.8242805099799
2000-03-06,1901.6617873471025
2000-03-07,1900.9371989331073
2000-03-08,1850.312349891125
2000-03-09,1851.589614651555
2000-03-10,1880.5581093297476
2000-03-13,1848.7579549404725
2000-03-14,1865.271617716597
2000-03-15,1807.5850253247386
2000-03-16,1828.0861038810615
2000-03-17,1870.3594203477976
2000-03-20,1893.2197099925922
2000-03-21,1886.414104909919
2000-03-22,1897.4986623869468
2000-03-23,1865.8429495212529
2000-03-24,1890.6719148737927
2000-03-27,1885.1064535192554
2000-03-28,1892.4777233850427
2000-03-29,1887.2989571397507
2000-03-30,1838.319463105537
2000-03-31,1842.15546158557
2000-04-03,1814.3006386513694
2000-04-04,1823.517837560104
2000-04-05,1778.9882827126096
2000-04-06,1829.5552717150074
2000-04-07,1840.2449414251305
2000-04-10,1850.6346941508316
2000-04-11,1818.000475226046
2000-04-12,1797.5347297502788
2000-04-13,1805.8315263561203
2000-04-14,1763.0590319940654
2000-04-17,1749.5545303083395
2000-04-18,1785.3022290133945
2000-04-19,1808.643170102643
2000-04-20,1792.3839995881226
2000-04-21,1792.3839995881226
2000-04-24,1789.533183693451
2000-04-25,1810.7896878104282
2000-04-26,1853.4823302378873
2000-04-27,1857.820748922512
2000-04-28,1883.661923935637
2000-05-01,1888.9387438313797
2000-05-02,1924.3328193431882
2000-05-03,1917.4257559334305
2000-05-04,1910.2794208319272
2000-05-05,1904.1574875570452
2000-05-08,1881.5265215956078
2000-05-09,1860.3228707160233
2000-05-10,1824.24911463581
2000-05-11,1823.0167972194174
2000-05-12,1840.4275365009466
2000-05-15,1823.770358388299
2000-05-16,1872.4493520257383
2000-05-17,1882.3139707400474
2000-05-18,1895.3656492671428
2000-05-19,1858.64653936459
2000-05-22,1781.1942999698447
2000-05-23,1806.1198652743449
2000-05-24,1762.4672048357834
2000-05-25,1807.8570880109003
2000-05-26,1770.2558956054038
2000-05-29,1772.4580090938982
2000-05-30,1805.4749885135548
2000-05-31,1826.6722485874593
2000-06-01,1829.865417360708
2000-06-02,1862.2341534875252
2000-06-05,1842.5539330903853
2000-06-06,1831.7967516883286
2000-06-07,1826.4878202979844
2000-06-08,1815.5508606026583
2000-06-09,1806.558300590811
2000-06-12,1817.1947502306962
2000-06-13,1771.4262906584472
2000-06-14,1785.1378346362403
2000-06-15,1760.8767704785826
2000-06-16,1745.084657280264
2000-06-19,1731.16489060856
2000-06-20,1773.5763406425194
2000-06-21,1782.3273085035244
2000-06-22,1766.8704184307655
2000-06-23,1764.106319728493
2000-06-26,1764.774836210312
2000-06-27,1731.6644765075505
2000-06-28,1752.1381431077673
2000-06-29,1728.1850900426718
2000-06-30,1755.8822000279326
2000-07-03,1768.85236636278
2000-07-04,1789.1260753987535
2000-07-05,1783.6476258669873
2000-07-06,1793.9239521216373
2000-07-07,1789.971986317351
2000-07-10,1789.4553001698955
2000-07-11,1789.9626272283326
2000-07-12,1822.873287079156
2000-07-13,1842.0495156491554
2000-07-14,1860.2018156051786
2000-07-17,1866.2810662257195
2000-07-18,1842.835171753155
2000-07-19,1832.1942783582592
2000-07-20,1836.2873850395106
2000-07-21,1792.2325744592194
2000-07-24,1817.2121460472367
2000-07-25,1806.1807032991983
2000-07-26,1792.8274121006061
2000-07-27,1757.3421972822475
2000-07-28,1769.5480008453167
2000-07-31,1779.0310335664508
2000-08-01,1769.0865329156343
2000-08-02,1767.0524972372637
2000-08-03,1741.3804956571794
2000-08-04,1766.612235118324
2000-08-07,1784.9926227040412
2000-08-08,1790.0685888171392
2000-08-09,1811.4681991834625
2000-08-10,1797.9643811381925
2000-08-11,1782.8812554161805
2000-08-14,1799.8789191391975
2000-08-15,1781.1503039054426
2000-08-16,1794.2226543868867
2000-08-17,1794.0077132540405
2000-08-18,1796.6455327855672
2000-08-21,1802.1206725908305
2000-08-22,1817.0073272202374
2000-08-23,1807.7528299985706
2000-08-24,1792.265954810397
2000-08-25,1800.2937467179156
2000-08-28,1802.0809086686752
2000-08-29,1794.8830350667336
2000-08-30,1806.6337078605536
2000-08-31,1821.503471603695
2000-09-01,1827.8779385368834
2000-09-04,1848.2457400744113
2000-09-05,1855.4838714038428
2000-09-06,1859.3911731109197
2000-09-07,1874.6855640696187
2000-09-08,1852.393730685658
2000-09-11,1826.4798453877984
2000-09-12,1822.9975757700645
2000-09-13,1813.52594618981
2000-09-14,1830.0630276186228
2000-09-15,1807.217347874602
2000-09-18,1797.2480310265219
2000-09-19,1799.1332512802164
2000-09-20,1795.2775375873678
2000-09-21,1768.5857325072707
2000-09-22,1753.0027859338732
2000-09-25,1754.1037243364278
2000-09-26,1750.650662166188
2000-09-27,1749.3388963085786
2000-09-28,1729.2216874774813
2000-09-29,1742.91173027728
2000-10-02,1743.135669022732
2000-10-03,1756.4728628445173
2000-10-04,1739.658550394165
2000-10-05,1765.700028030314
2000-10-06,1743.2031543544533
2000-10-09,1700.7456537728103
2000-10-10,1704.1977663293696
2000-10-11,1662.2564559423527
2000-10-12,1673.2622020970707
2000-10-13,1685.5521351973705
2000-10-16,1704.3157738379086
2000-10-17,1691.0598432809559
2000-10-18,1657.238515600776
2000-10-19,1694.278116119064
2000-10-20,1698.3817591249563
2000-10-23,1702.6185308917431
2000-10-24,1748.6874028326151
2000-10-25,1744.5404313920478
2000-10-26,1723.0430936328364
2000-10-27,1727.989200813588
2000-10-30,1733.047820600069
2000-10-31,1770.074552389519
2000-11-01,1772.165103057668
2000-11-02,1769.3056581794272
2000-11-03,1766.6374917160676
2000-11-06,1760.420758582072
2000-11-07,1756.5308333484215
2000-11-08,1759.9203825620518
2000-11-09,1739.8839609487272
2000-11-10,1719.8899082423595
2000-11-13,1687.282649613013
2000-11-14,1708.6189778458186
2000-11-15,1717.5686898767137
2000-11-16,1705.6673230417493
2000-11-17,1698.0918121685786
2000-11-20,1699.3082392077747
2000-11-21,1682.849233415679
2000-11-22,1652.2577475051162
2000-11-23,1649.2877629295192
2000-11-24,1663.9429116613123
2000-11-27,1675.486449573595
2000-11-28,1673.008753189361
2000-11-29,1669.4775834412853
2000-11-30,1643.82755333866
2000-12-01,1676.8953715123791
2000-12-04,1657.6669686956752
2000-12-05,1692.9527991992393
2000-12-06,1713.6442813142526
2000-12-07,1698.5602898992342
2000-12-08,1731.0792217003109
2000-12-11,1760.255225009983
2000-12-12,1761.6190551198094
2000-12-13,1728.278701090968
2000-12-14,1705.3162500508463
2000-12-15,1673.8673177745743
2000-12-18,1662.6615964252278
2000-12-19,1660.9483605826908
2000-12-20,1618.0714023385244
2000-12-21,1608.5754921686057
2000-12-22,1610.8699896255976
2000-12-25,1610.8699896255976
2000-12-26,1609.9312831647908
2000-12-27,1608.5774808821677
2000-12-28,1619.944121300868
2000-12-29,1621.5974442707827
2001-01-01,1621.5974442707827
2001-01-02,1599.6584774550465
2001-01-03,1543.6459943208572
2001-01-04,1620.1557945700488
2001-01-05,1642.5512154079213
2001-01-08,1636.8058619663896
2001-01-09,1624.2668123956016
2001-01-10,1622.8442075048836
2001-01-11,1644.270413084502
2001-01-12,1659.0143863818857
2001-01-15,1669.6102829437339
2001-01-16,1642.945939315306
2001-01-17,1686.4192709385532
2001-01-18,1697.2208664619104
2001-01-19,1713.1873093079816
2001-01-22,1698.02706256916
2001-01-23,1677.8948548170495
2001-01-24,1703.0279708709645
2001-01-25,1712.6039288006557
2001-01-26,1688.696230460774
2001-01-29,1705.6388464303307
2001-01-30,1724.9404539562408
2001-01-31,1753.7778798202087
2001-02-01,1744.0040286933959
2001-02-02,1729.10016250409
2001-02-05,1697.8537195424121
2001-02-06,1719.1006926275645
2001-02-07,1704.4417016311393
2001-02-08,1705.263664653364
2001-02-09,1672.8243574464257
2001-02-12,1662.2119609526615
2001-02-13,1659.4888701783245
2001-02-14,1623.815521065482
2001-02-15,1679.768013263671
2001-02-16,1649.0341862120492
2001-02-19,1656.238870043649
2001-02-20,1662.8965398254247
2001-02-21,1638.332078879219
2001-02-22,1613.714530736801
2001-02-23,1596.8559618385475
2001-02-26,1631.978085464487
2001-02-27,1637.8062088890986
2001-02-28,1636.9759622897814
2001-03-01,1606.4673460631564
2001-03-02,1612.0879045529737
2001-03-05,1631.071736229081
2001-03-06,1660.642298513015
2001-03-07,1665.4381724661582
2001-03-08,1656.2658422362856
2001-03-09,1639.4082375254495
2001-03-12,1574.6165757110455
2001-03-13,1550.9820654057926
2001-03-14,1522.0650797434287
2001-03-15,1542.2133428253117
2001-03-16,1491.7118890022666
2001-03-19,1472.92057104758
2001-03-20,1483.4995825304288
2001-03-21,1450.4213568736398
2001-03-22,1382.422933132678
2001-03-23,1421.7178975748525
2001-03-26,1475.3151299741921
2001-03-27,1490.8862971979192
2001-03-28,1460.141164279061
2001-03-29,1432.9584693877516
2001-03-30,1435.9723604137293
2001-04-02,1411.0857441371727
2001-04-03,1393.7160618391965
2001-04-04,1385.8402712749303
2001-04-05,1441.0444517334909
2001-04-06,1428.1991104783312
2001-04-09,1469.9528747121926
2001-04-10,1507.604692926396
2001-04-11,1495.7245179604058
2001-04-12,1479.2375305119588
2001-04-13,1479.2375305119588
2001-04-16,1478.8776816960499
2001-04-17,1476.18431790946
2001-04-18,1525.720669189333
2001-04-19,1562.9144539018325
2001-04-20,1525.1350705189595
2001-04-23,1495.1178484940285
2001-04-24,1493.3120210058717
2001-04-25,1501.919652609169
2001-04-26,1508.5988050987498
2001-04-27,1536.4313421261745
2001-04-30,1567.4744108154316
2001-05-01,1565.7328687297952
2001-05-02,1549.985362566923
2001-05-03,1528.436514949288
2001-05-04,1547.8986908723905
2001-05-07,1572.672238826701
2001-05-08,1552.763511508739
2001-05-09,1545.6677119635042
2001-05-10,1582.5207246504656
2001-05-11,1581.8394787573022
2001-05-14,1573.8670277046701
2001-05-15,1564.3306074683592
2001-05-16,1555.7496169457643
2001-05-17,1592.3570345657677
2001-05-18,1622.0145600949547
2001-05-21,1645.972383091408
2001-05-22,1647.3790059711123
2001-05-23,1622.298821928447
2001-05-24,1623.1990315629287
2001-05-25,1615.5807166906247
2001-05-28,1610.4775055130656
2001-05-29,1609.9820417933504
2001-05-30,1586.5065337595786
2001-05-31,1581.4247179499414
2001-06-01,1565.9780987099507
2001-06-04,1555.7134005991816
2001-06-05,1584.3970553556574
2001-06-06,1577.4985232912024
2001-06-07,1550.4153374848331
2001-06-08,1536.5920293923405
2001-06-11,1515.6646807861468
2001-06-12,1501.246674709085
2001-06-13,1528.2166595773408
2001-06-14,1503.1963620961758
2001-06-15,1528.523760742318
2001-06-18,1518.8424096990716
2001-06-19,1506.509775433968
2001-06-20,1475.0688957926538
2001-06-21,1474.0188157509103
2001-06-22,1475.6312729375352
2001-06-25,1483.5888989043044
2001-06-26,1465.084503038995
2001-06-27,1475.9308858105303
2001-06-28,1513.814514537976
2001-06-29,1526.6517121971344
2001-07-02,1539.887669593844
2001-07-03,1536.2122857273746
2001-07-04,1516.0551105045781
2001-07-05,1497.709795213769
2001-07-06,1446.3353949792265
2001-07-09,1425.9274130642184
2001-07-10,1438.1105847258154
2001-07-11,1424.7550342822924
2001-07-12,1452.9758016810074
2001-07-13,1467.829296757703
2001-07-16,1482.808113248663
2001-07-17,1452.2365924673438
2001-07-18,1429.3956987073911
2001-07-19,1449.0750191048464
2001-07-20,1432.3000499861027
2001-07-23,1433.437574557094
2001-07-24,1422.6390702457647
2001-07-25,1408.499421855438
2001-07-26,1419.8237980520735
2001-07-27,1448.185404014078
2001-07-30,1466.0671507122686
2001-07-31,1479.1680111450185
2001-08-01,1478.373535375483
2001-08-02,1486.6449122236438
2001-08-03,1484.8797723057594
2001-08-06,1487.0780489732645
2001-08-07,1495.8385782765422
2001-08-08,1487.5308501093737
2001-08-09,1455.219561638589
2001-08-10,1439.3691891306712
2001-08-13,1447.688545350679
2001-08-14,1466.9667261550599
2001-08-15,1459.1342503534213
2001-08-16,1436.4093435337825
2001-08-17,1408.620369777798
2001-08-20,1369.0254324036346
2001-08-21,1381.3434462135892
2001-08-22,1396.2210439126854
2001-08-23,1414.4808714113617
2001-08-24,1439.893642328675
2001-08-27,1443.6722757222885
2001-08-28,1424.5704839099708
2001-08-29,1409.3766793106538
2001-08-30,1377.8794992121695
2001-08-31,1373.7312649655216
2001-09-03,1346.1360279588343
2001-09-04,1348.0308045626448
2001-09-05,1349.2451002311404
2001-09-06,1338.1626219114548
2001-09-07,1303.7464567905408
2001-09-10,1292.6569738492365
2001-09-11,1202.1897622067688
2001-09-12,1233.0256482365292
2001-09-13,1238.675762348416
2001-09-14,1220.577292417186
2001-09-17,1218.4477506245885
2001-09-18,1179.604590417665
2001-09-19,1174.8991047265115
2001-09-20,1111.57419445793
2001-09-21,1072.3394145809084
2001-09-24,1115.6606642908935
2001-09-25,1142.9068432795552
2001-09-26,1129.4635200419325
2001-09-27,1132.5405611561298
2001-09-28,1171.6179396890404
2001-10-01,1158.7527475828847
2001-10-02,1162.17485993913
2001-10-03,1151.768963939308
2001-10-04,1212.866165161164
2001-10-05,1214.020574094864
2001-10-08,1211.294618366182
2001-10-09,1216.9699775051054
2001-10-10,1234.087185292456
2001-10-11,1295.0723233043896
2001-10-12,1295.1536083097253
2001-10-15,1277.3785394815168
2001-10-16,1282.1681816131495
2001-10-17,1322.8920767882141
2001-10-18,1293.299363045046
2001-10-19,1267.9020014754874
2001-10-22,1262.2212579150041
2001-10-23,1299.2318811423806
2001-10-24,1311.179110335001
2001-10-25,1282.6558716533968
2001-10-26,1311.6992169867203
2001-10-29,1286.6468309176441
2001-10-30,1237.3115258794444
2001-10-31,1251.954306917833
2001-11-01,1247.6196546298336
2001-11-02,1254.1728763329293
2001-11-05,1287.864795119278
2001-11-06,1301.5410677919112
2001-11-07,1318.0463611145904
2001-11-08,1347.7261402786592
2001-11-09,1328.1730734458429
2001-11-12,1311.7381487057603
2001-11-13,1364.1567711706082
2001-11-14,1376.901800948762
2001-11-15,1398.08907696088
2001-11-16,1409.0509053583262
2001-11-19,1424.7815283728366
2001-11-20,1390.7963809968928
2001-11-21,1394.7094324159207
2001-11-22,1424.2602072440586
2001-11-23,1430.6087335467357
2001-11-26,1440.5168938294626
2001-11-27,1430.6560880640702
2001-11-28,1412.921552150551
2001-11-29,1405.1413542514695
2001-11-30,1399.8827644226446
2001-12-03,1396.2395820794127
2001-12-04,1423.8732712939777
2001-12-05,1485.6784247864193
2001-12-06,1485.6155411181123
2001-12-07,1488.9147102957788
2001-12-10,1466.0948626952115
2001-12-11,1461.4023240316471
2001-12-12,1446.4614598326198
2001-12-13,1427.3211078688564
2001-12-14,1396.3125071863537
2001-12-17,1417.639711179611
2001-12-18,1425.191253410925
2001-12-19,1404.8123184715225
2001-12-20,1381.9332147647
2001-12-21,1407.385441490194
2001-12-24,1402.7831990308612
2001-12-25,1402.7831990308612
2001-12-26,1396.820848427306
2001-12-27,1428.8666180682008
2001-12-28,1465.046834166591
2001-12-31,1462.678425196379
2002-01-01,1462.678425196379
2002-01-02,1452.9562662256515
2002-01-03,1510.2862647898671
2002-01-04,1521.979947581216
2002-01-07,1520.775312629343
2002-01-08,1485.82953941586
2002-01-09,1496.3496611087528
2002-01-10,1485.7719167319465
2002-01-11,1505.157101080633
2002-01-14,1449.7484401830607
2002-01-15,1446.1295244958947
2002-01-16,1416.3499397611674
2002-01-17,1431.4073912136578
2002-01-18,1436.9104627947581
2002-01-21,1426.4418172112623
2002-01-22,1429.2729867254586
2002-01-23,1437.3598176816417
2002-01-24,1446.2941787154155
2002-01-25,1437.138477470163
2002-01-28,1431.3647619210083
2002-01-29,1416.772542048881
2002-01-30,1398.324296807856
2002-01-31,1437.961528619326
2002-02-01,1442.464642559147
2002-02-04,1434.755844251848
2002-02-05,1426.212086153848
2002-02-06,1420.399343612882
2002-02-07,1418.9944626675726
2002-02-08,1419.356335273818
2002-02-11,1437.5595097889436
2002-02-12,1435.2204864692103
2002-02-13,1440.2880927325298
2002-02-14,1445.2686962502232
2002-02-15,1433.5295579743006
2002-02-18,1417.8755485740178
2002-02-19,1405.0633216648866
2002-02-20,1400.106925519627
2002-02-21,1429.4847510017237
2002-02-22,1418.3671797111942
2002-02-25,1439.8621908540813
2002-02-26,1452.9966660111763
2002-02-27,1488.8997130492464
2002-02-28,1494.4862196354647
2002-03-01,1500.2592529305361
2002-03-04,1560.8276436059277
2002-03-05,1565.7974883196457
2002-03-06,1550.2808426931601
2002-03-07,1563.7064276563199
2002-03-08,1573.9442570763968
2002-03-11,1567.0021622434315
2002-03-12,1551.228045241699
2002-03-13,1551.8006771887663
2002-03-14,1540.7166003149978
2002-03-15,1542.7856202445196
2002-03-18,1546.6513501237403
2002-03-19,1543.4126378782507
2002-03-20,1542.257113494421
2002-03-21,1548.1727394833745
2002-03-22,1566.6450397602953
2002-03-25,1551.4889959775044
2002-03-26,1537.5759814982473
2002-03-27,1534.0424648615506
2002-03-28,1545.0900523716546
2002-03-29,1545.0900523716546
2002-04-01,1547.6579190583325
2002-04-02,1541.993280709587
2002-04-03,1524.0755931245053
2002-04-04,1517.0325796171671
2002-04-05,1531.1000741994387
2002-04-08,1508.9412440858205
2002-04-09,1509.42814694927
2002-04-10,1511.097516671885
2002-04-11,1495.7133588741112
2002-04-12,1503.5300734810671
2002-04-15,1507.416666574749
2002-04-16,1531.0661539447683
2002-04-17,1542.1132030427882
2002-04-18,1522.6183803496804
2002-04-19,1519.290925319462
2002-04-22,1465.9450123915965
2002-04-23,1467.0120372473307
2002-04-24,1438.4743375863675
2002-04-25,1413.559306740519
2002-04-26,1451.5944728844552
2002-04-29,1441.4731542219881
2002-04-30,1446.5479706961673
2002-05-01,1446.8555753595645
2002-05-02,1444.8594790170464
2002-05-03,1422.6455212907122
2002-05-06,1416.0977805202165
2002-05-07,1410.7237170707263
2002-05-08,1447.4862863147825
2002-05-09,1445.3145486350036
2002-05-10,1433.7088666227382
2002-05-13,1437.50709933496
2002-05-14,1464.149537202631
2002-05-15,1468.769734594926
2002-05-16,1461.7684505647078
2002-05-17,1464.0097631209944
2002-05-20,1467.7072968175069
2002-05-21,1458.7261756432615
2002-05-22,1439.398434366894
