Date,NETHERLANDS IMI VALUE WEIGHTED
2000-03-03,1285.129715283242
2000-03-06,1279.3170736483612
2000-03-07,1273.8177620799731
2000-03-08,1271.63304704883
2000-03-09,1265.1972549978018
2000-03-10,1272.1927321345195
2000-03-13,1245.4869765596022
2000-03-14,1247.7547869365524
2000-03-15,1235.203259180755
2000-03-16,1280.2865536889813
2000-03-17,1279.3201032263783
2000-03-20,1282.1965388237295
2000-03-21,1300.0457915697339
2000-03-22,1314.7106512346672
2000-03-23,1302.3228514704533
2000-03-24,1318.7506593062892
2000-03-27,1312.8780140396593
2000-03-28,1322.5644559385635
2000-03-29,1322.4947990905396
2000-03-30,1307.5080770236204
2000-03-31,1306.2828609822086
2000-04-03,1290.5796969126
2000-04-04,1312.1335083908373
2000-04-05,1286.3528999450955
2000-04-06,1307.1157119461589
2000-04-07,1321.5818248817407
2000-04-10,1320.8911061493523
2000-04-11,1309.797066410067
2000-04-12,1317.5050466553002
2000-04-13,1319.3305435448572
2000-04-14,1303.821302680434
2000-04-17,1279.6919024610825
2000-04-18,1288.712961284874
2000-04-19,1296.9710134564357
2000-04-20,1306.9186099572987
2000-04-21,1306.9186099572987
2000-04-24,1307.0528367570996
2000-04-25,1321.2954599902382
2000-04-26,1335.0997213682733
2000-04-27,1313.7730618596174
2000-04-28,1322.0166705160068
2000-05-01,1330.6527126586345
2000-05-02,1335.4427791304704
2000-05-03,1334.4829976126798
2000-05-04,1324.8469723521819
2000-05-05,1337.2272899130915
2000-05-08,1337.106209857506
2000-05-09,1334.3174223253825
2000-05-10,1331.6177143670561
2000-05-11,1340.5165364966676
2000-05-12,1359.7952347740538
2000-05-15,1358.991205611376
2000-05-16,1372.279456473805
2000-05-17,1364.4449054344047
2000-05-18,1371.168137330385
2000-05-19,1357.1568913060348
2000-05-22,1345.2441415851335
2000-05-23,1348.6153653678593
2000-05-24,1349.7626154973252
2000-05-25,1346.8801095826234
2000-05-26,1345.7978811015228
2000-05-29,1361.6557673078194
2000-05-30,1359.9613768708589
2000-05-31,1359.0816852323712
2000-06-01,1359.0466147752677
2000-06-02,1384.8414170127473
2000-06-05,1378.477757618228
2000-06-06,1375.3791918386157
2000-06-07,1380.099909886274
2000-06-08,1384.2427005447862
2000-06-09,1387.1270121277403
2000-06-12,1386.8308481994472
2000-06-13,1401.2192890527401
2000-06-14,1409.3447155575525
2000-06-15,1407.788683663197
2000-06-16,1401.278298794158
2000-06-19,1390.4460285885546
2000-06-20,1392.6642650300582
2000-06-21,1396.2933377259353
2000-06-22,1401.0983000630015
2000-06-23,1396.0766842648868
2000-06-26,1402.6233809478515
2000-06-27,1398.868165711582
2000-06-28,1401.355447916037
2000-06-29,1384.0438013219937
2000-06-30,1393.7370688874053
2000-07-03,1388.5081929692426
2000-07-04,1393.675103268499
2000-07-05,1390.5765136865966
2000-07-06,1383.863346418893
2000-07-07,1397.6850557078242
2000-07-10,1404.6217152785123
2000-07-11,1406.032471318874
2000-07-12,1417.2517730749078
2000-07-13,1416.1387974377478
2000-07-14,1414.6447224585522
2000-07-17,1412.2818333459568
2000-07-18,1405.4568723007735
2000-07-19,1405.3738290343658
2000-07-20,1404.3760278904685
2000-07-21,1397.2025709986403
2000-07-24,1407.0010289972402
2000-07-25,1409.853989123604
2000-07-26,1407.8317659191114
2000-07-27,1399.9897599596115
2000-07-28,1396.6213001680599
2000-07-31,1400.1994799054357
2000-08-01,1404.2560222094767
2000-08-02,1417.260886716547
2000-08-03,1411.7154736041723
2000-08-04,1417.5701733359354
2000-08-07,1433.7577690197875
2000-08-08,1431.8624886099735
2000-08-09,1441.2318464074892
2000-08-10,1444.5348448148288
2000-08-11,1447.7914516283458
2000-08-14,1455.129074932064
2000-08-15,1453.8295556445885
2000-08-16,1457.5884683609231
2000-08-17,1463.0557963423428
2000-08-18,1467.2399034914174
2000-08-21,1470.471691050364
2000-08-22,1478.9435766420718
2000-08-23,1483.5212908751716
2000-08-24,1476.8030051274295
2000-08-25,1468.2748393410322
2000-08-28,1476.1338539021124
2000-08-29,1474.0324639327214
2000-08-30,1467.1838940570638
2000-08-31,1468.2213506844917
2000-09-01,1470.027094967305
2000-09-04,1479.7823710755376
2000-09-05,1479.0852802838876
2000-09-06,1482.1787961652499
2000-09-07,1483.9163404194735
2000-09-08,1470.2060825145636
2000-09-11,1481.3843939926285
2000-09-12,1470.3999418097005
2000-09-13,1461.1396057149186
2000-09-14,1456.6423019702377
2000-09-15,1459.359577864256
2000-09-18,1445.5143627306138
2000-09-19,1443.554296002261
2000-09-20,1442.516027554783
2000-09-21,1427.2765759413055
2000-09-22,1419.927328168728
2000-09-25,1420.6759990528194
2000-09-26,1415.400996376065
2000-09-27,1421.2757113258829
2000-09-28,1428.8708303144272
2000-09-29,1432.9301272396697
2000-10-02,1443.9699382098097
2000-10-03,1452.6697669258083
2000-10-04,1454.9189249409285
2000-10-05,1456.3733990038565
2000-10-06,1452.7413446331263
2000-10-09,1439.2537754411821
2000-10-10,1442.9467011026302
2000-10-11,1422.9235669886525
2000-10-12,1432.0209098844325
2000-10-13,1424.9173531026727
2000-10-16,1425.1733544693464
2000-10-17,1425.6758533757225
2000-10-18,1415.2550559309288
2000-10-19,1436.7827319390394
2000-10-20,1446.1398387101488
2000-10-23,1454.94068364834
2000-10-24,1472.1382530158514
2000-10-25,1465.5381808429613
2000-10-26,1463.1178905633158
2000-10-27,1467.4816509400043
2000-10-30,1478.1703469852666
2000-10-31,1489.2760912445804
2000-11-01,1492.7164109491493
2000-11-02,1489.8309347448733
2000-11-03,1497.6944465458148
2000-11-06,1501.0413654378106
2000-11-07,1503.092735253446
2000-11-08,1509.4387252583094
2000-11-09,1504.8107820366404
2000-11-10,1502.1301707361515
2000-11-13,1484.6514260061174
2000-11-14,1507.2349206233307
2000-11-15,1512.6422396093155
2000-11-16,1508.6795650741176
2000-11-17,1517.7147528719934
2000-11-20,1497.2005142877715
2000-11-21,1500.4571334453742
2000-11-22,1469.3203370817369
2000-11-23,1457.2959343692235
2000-11-24,1474.8077258004328
2000-11-27,1486.264543537406
2000-11-28,1482.7034518019288
2000-11-29,1482.2533359689548
2000-11-30,1461.6985359825735
2000-12-01,1479.1883478694779
2000-12-04,1455.503018705188
2000-12-05,1477.5912411961745
2000-12-06,1467.210068599396
2000-12-07,1462.10044977581
2000-12-08,1464.3665266022945
2000-12-11,1476.5318017138773
2000-12-12,1468.687803702885
2000-12-13,1455.7691611988985
2000-12-14,1429.1947559890737
2000-12-15,1404.847673893279
2000-12-18,1415.0533667983623
2000-12-19,1431.9012109519967
2000-12-20,1398.0156829847958
2000-12-21,1391.9724186102753
2000-12-22,1399.2804692764983
2000-12-25,1399.2804692764983
2000-12-26,1399.2804692764983
2000-12-27,1420.597344438169
2000-12-28,1432.7334442583362
2000-12-29,1431.1504486782117
2001-01-01,1431.1504486782117
2001-01-02,1429.4094852967546
2001-01-03,1423.317529990135
2001-01-04,1443.3438438732062
2001-01-05,1434.811683796857
2001-01-08,1427.4911886143043
2001-01-09,1428.463201693003
2001-01-10,1418.380269874462
2001-01-11,1434.0199097758893
2001-01-12,1439.9166517839321
2001-01-15,1448.4848557850576
2001-01-16,1432.2672131319698
2001-01-17,1451.476498298628
2001-01-18,1437.4975222666005
2001-01-19,1428.7754757732848
2001-01-22,1430.967218198875
2001-01-23,1431.4153608736835
2001-01-24,1444.1397560474438
2001-01-25,1447.2093400410404
2001-01-26,1439.1314631243051
2001-01-29,1448.8454908484164
2001-01-30,1442.8850787643373
2001-01-31,1457.7872321910074
2001-02-01,1445.2005780702057
2001-02-02,1444.0370837521032
2001-02-05,1442.3510974608437
2001-02-06,1446.923546330989
2001-02-07,1433.637022666217
2001-02-08,1437.7557034840145
2001-02-09,1432.8057848009462
2001-02-12,1433.8389609085027
2001-02-13,1439.8080993196809
2001-02-14,1430.3070420177692
2001-02-15,1434.9737205122985
2001-02-16,1426.3377202958782
2001-02-19,1418.5931796972948
2001-02-20,1417.6126287935035
2001-02-21,1399.4561391631246
2001-02-22,1379.3912312898165
2001-02-23,1363.1468044676737
2001-02-26,1378.680174677623
2001-02-27,1385.027643722061
2001-02-28,1382.420778924321
2001-03-01,1370.9250454992166
2001-03-02,1368.678028296283
2001-03-05,1373.5378299735721
2001-03-06,1389.6023677942173
2001-03-07,1388.248336274951
2001-03-08,1384.328128910788
2001-03-09,1384.5930633043597
2001-03-12,1360.3288827554825
2001-03-13,1343.197140277609
2001-03-14,1324.3287251651868
2001-03-15,1327.816404548777
2001-03-16,1297.4517850330533
2001-03-19,1284.9831806731313
2001-03-20,1295.972338160158
2001-03-21,1273.6027448097993
2001-03-22,1220.3595725461957
2001-03-23,1240.202506684406
2001-03-26,1283.0184082263556
2001-03-27,1301.0534604402528
2001-03-28,1288.7149954204651
2001-03-29,1292.6689554728314
2001-03-30,1305.124651590271
2001-04-02,1305.3634648748673
2001-04-03,1270.815487084186
2001-04-04,1264.0679607707211
2001-04-05,1293.0857097311025
2001-04-06,1290.9078842295808
2001-04-09,1306.6566338728492
2001-04-10,1333.2274570084653
2001-04-11,1340.8493022244
2001-04-12,1343.0268818958825
2001-04-13,1343.0268818958825
2001-04-16,1343.0268818958828
2001-04-17,1332.0170473329836
2001-04-18,1357.2533225913953
2001-04-19,1344.4462236122658
2001-04-20,1334.7525970883337
2001-04-23,1324.3082523737164
2001-04-24,1341.6676125616953
2001-04-25,1342.8276635322802
2001-04-26,1357.3145033879277
2001-04-27,1374.8658083599998
2001-04-30,1374.847209816137
2001-05-01,1377.3275810023495
2001-05-02,1377.4878554278762
2001-05-03,1360.2549180988333
2001-05-04,1352.7057835883847
2001-05-07,1363.180470113333
2001-05-08,1364.5603867852703
2001-05-09,1358.5924779040618
2001-05-10,1392.9245427661563
2001-05-11,1387.7093068525783
2001-05-14,1382.3671093313067
2001-05-15,1390.6993494728395
2001-05-16,1379.1461020051488
2001-05-17,1393.2865417902644
2001-05-18,1412.4786077713586
2001-05-21,1411.390292898655
2001-05-22,1426.1672858346492
2001-05-23,1416.3006605359335
2001-05-24,1415.3362245891165
2001-05-25,1403.9763030924596
2001-05-28,1414.164099210441
2001-05-29,1410.7421719002768
2001-05-30,1395.7948897584597
2001-05-31,1400.1215175035184
2001-06-01,1386.7898338834052
2001-06-04,1386.736124154108
2001-06-05,1405.6394389323996
2001-06-06,1404.6396164445077
2001-06-07,1398.491906604701
2001-06-08,1397.6650390568873
2001-06-11,1382.7573346268512
2001-06-12,1359.8450824844756
2001-06-13,1368.1707604862133
2001-06-14,1350.6930755751575
2001-06-15,1328.6886003845343
2001-06-18,1330.1443426364642
2001-06-19,1324.1717634382683
2001-06-20,1315.069717380458
2001-06-21,1323.907475691655
2001-06-22,1335.8353948359381
2001-06-25,1342.355902846319
2001-06-26,1326.1701467527848
2001-06-27,1315.5025817564804
2001-06-28,1321.845727948726
2001-06-29,1347.3576806451947
2001-07-02,1363.0870888766992
2001-07-03,1351.72748485992
2001-07-04,1350.9921760683544
2001-07-05,1350.0683987871012
2001-07-06,1323.4412631761293
2001-07-09,1317.3727027940392
2001-07-10,1312.1277229040584
2001-07-11,1292.3573688842996
2001-07-12,1301.544663733244
2001-07-13,1301.8575994294483
2001-07-16,1287.4237022946436
2001-07-17,1286.6212995628339
2001-07-18,1268.2536450247314
2001-07-19,1274.7023811089005
2001-07-20,1265.4053329037536
2001-07-23,1272.8348445035745
2001-07-24,1266.6041521044283
2001-07-25,1245.1794699454508
2001-07-26,1251.7600358919112
2001-07-27,1269.3343981923272
2001-07-30,1286.4416229734118
2001-07-31,1295.595980523529
2001-08-01,1302.5772764888438
2001-08-02,1298.5856219525388
2001-08-03,1282.9915643327531
2001-08-06,1286.7908068693448
2001-08-07,1289.6619185905286
2001-08-08,1277.8383808279937
2001-08-09,1257.8208457500043
2001-08-10,1247.1903055150513
2001-08-13,1254.8471226576717
2001-08-14,1266.8770385964451
2001-08-15,1254.9224691210713
2001-08-16,1250.3589919128788
2001-08-17,1232.5682683523894
2001-08-20,1231.923231392905
2001-08-21,1244.7631862270825
2001-08-22,1241.5187464230614
2001-08-23,1253.357206972701
2001-08-24,1266.9729313279856
2001-08-27,1275.7137170482401
2001-08-28,1258.1264967508068
2001-08-29,1264.2429654103032
2001-08-30,1245.5342750544828
2001-08-31,1237.0953638830217
2001-09-03,1221.4855565767662
2001-09-04,1229.1277178053351
2001-09-05,1208.5221568971015
2001-09-06,1179.049961525748
2001-09-07,1146.1797678626579
2001-09-10,1137.174859175813
2001-09-11,1067.4839287574187
2001-09-12,1070.561231359774
2001-09-13,1077.7474036465317
2001-09-14,1006.0000239715962
2001-09-17,1032.790796719109
2001-09-18,1035.8270399424616
2001-09-19,1011.5897713991178
2001-09-20,957.3808900951605
2001-09-21,916.8068344251722
2001-09-24,974.2621062360919
2001-09-25,1002.5380962216597
2001-09-26,1017.8237286020207
2001-09-27,1018.8609248659031
2001-09-28,1064.3877715623648
2001-10-01,1031.0114911794376
2001-10-02,1045.0442712023403
2001-10-03,1034.695387911066
2001-10-04,1081.2483900203779
2001-10-05,1073.0272881913424
2001-10-08,1073.2294842567992
2001-10-09,1075.661535107718
2001-10-10,1105.1474920195408
2001-10-11,1123.1642669396297
2001-10-12,1116.5959624148143
2001-10-15,1061.476381978942
2001-10-16,1068.4140658716258
2001-10-17,1096.3090106281627
2001-10-18,1069.1990547756593
2001-10-19,1049.7884639864264
2001-10-22,1068.2575197541942
2001-10-23,1105.656372877541
2001-10-24,1100.8225404198074
2001-10-25,1083.3952013367589
2001-10-26,1115.1137655770349
2001-10-29,1100.0241706928848
2001-10-30,1070.251920836419
2001-10-31,1083.5768990936403
2001-11-01,1095.8026782623315
2001-11-02,1100.0060673970129
2001-11-05,1129.6044398137415
2001-11-06,1126.3911995162748
2001-11-07,1141.318876016798
2001-11-08,1165.27000109573
2001-11-09,1142.6302427370115
2001-11-12,1113.6885371331496
2001-11-13,1158.5922859905565
2001-11-14,1148.803858209552
2001-11-15,1149.618694537113
2001-11-16,1169.6496988943452
2001-11-19,1182.219737245271
2001-11-20,1172.033644670687
2001-11-21,1164.669874566224
2001-11-22,1179.6090129492704
2001-11-23,1184.910269192924
2001-11-26,1182.6057405818294
2001-11-27,1162.984111128622
2001-11-28,1145.0611584449855
2001-11-29,1145.1093079667357
2001-11-30,1148.6467566536526
2001-12-03,1141.4959671658626
2001-12-04,1150.2272111707102
2001-12-05,1185.0476706786492
2001-12-06,1184.0571793959914
2001-12-07,1182.3442279983005
2001-12-10,1161.1258656603945
2001-12-11,1166.2754938753621
2001-12-12,1148.2379758292484
2001-12-13,1124.5068129464055
2001-12-14,1119.9288400428327
2001-12-17,1148.1182339987163
2001-12-18,1148.5477099259251
2001-12-19,1147.3879709356252
2001-12-20,1132.5402177698686
2001-12-21,1162.1566480088359
2001-12-24,1163.0093520795776
2001-12-25,1163.0093520795776
2001-12-26,1163.0093520795779
2001-12-27,1184.0386932905128
2001-12-28,1189.2116605548435
2001-12-31,1189.211679546781
2002-01-01,1189.211679546781
2002-01-02,1170.2428488760252
2002-01-03,1191.955035760325
2002-01-04,1189.8531284967266
2002-01-07,1187.0446696770316
2002-01-08,1181.2183563049862
2002-01-09,1194.7772043074963
2002-01-10,1174.80869082794
2002-01-11,1191.5098201694989
2002-01-14,1164.6715483473683
2002-01-15,1179.599094516183
2002-01-16,1165.7168345737916
2002-01-17,1183.3774040405947
2002-01-18,1179.9050008776792
2002-01-21,1172.25426329268
2002-01-22,1175.2482821217234
2002-01-23,1173.6469869239234
2002-01-24,1196.5768555025763
2002-01-25,1197.265769716743
2002-01-28,1208.4867663103068
2002-01-29,1193.3706267525658
2002-01-30,1173.700576122346
2002-01-31,1188.3812498352152
2002-02-01,1190.9765495353997
2002-02-04,1177.4657799273
2002-02-05,1154.6147491819588
2002-02-06,1147.8299452438578
2002-02-07,1155.343151445076
2002-02-08,1148.6250328794483
2002-02-11,1164.1742036259748
2002-02-12,1164.1110007867676
2002-02-13,1171.174673999511
2002-02-14,1186.8228596458919
2002-02-15,1179.6008079542946
2002-02-18,1171.8932950827887
2002-02-19,1151.2943254644983
2002-02-20,1144.645126078901
2002-02-21,1158.7501660592566
2002-02-22,1140.4621039736694
2002-02-25,1152.5005623393524
2002-02-26,1160.8127991003423
2002-02-27,1175.027526344576
2002-02-28,1181.1591815698453
2002-03-01,1192.4207093603777
2002-03-04,1220.4312410605078
2002-03-05,1219.8868685086702
2002-03-06,1221.5057285604773
2002-03-07,1236.6389091541146
2002-03-08,1237.7094049363848
2002-03-11,1238.4204190408127
2002-03-12,1232.7430276335945
2002-03-13,1223.563390206099
2002-03-14,1222.4541720598056
2002-03-15,1235.884433623031
2002-03-18,1244.762510809763
2002-03-19,1253.9779428540514
2002-03-20,1250.1574337942275
2002-03-21,1248.6802863453881
2002-03-22,1253.474291236229
2002-03-25,1247.9126648933945
2002-03-26,1252.9764502071123
2002-03-27,1257.764527666176
2002-03-28,1275.1550244141692
2002-03-29,1275.1550244141692
2002-04-01,1275.1550244141692
2002-04-02,1273.7421784555813
2002-04-03,1270.372539776816
2002-04-04,1253.2487911893413
2002-04-05,1249.898427609619
2002-04-08,1230.1651557687521
2002-04-09,1236.2139441109143
2002-04-10,1244.903253529645
2002-04-11,1229.807945594297
2002-04-12,1230.1209457613259
2002-04-15,1234.8666827637614
2002-04-16,1265.4310032936492
2002-04-17,1272.9773772751971
2002-04-18,1271.124823750709
2002-04-19,1273.3650710252475
2002-04-22,1264.2963579200086
2002-04-23,1263.885021612763
2002-04-24,1249.2975061327725
2002-04-25,1231.720319989045
2002-04-26,1228.7331555633696
2002-04-29,1222.707464927973
2002-04-30,1231.629066327442
2002-05-01,1231.6290587334036
2002-05-02,1211.9147233386107
2002-05-03,1195.0344699996558
2002-05-06,1186.842954059756
2002-05-07,1176.7138168306547
2002-05-08,1199.6219688938
2002-05-09,1202.6120393004778
2002-05-10,1188.747854020604
2002-05-13,1196.1582352827238
2002-05-14,1219.174510143639
2002-05-15,1222.9719821095537
2002-05-16,1221.3483461317749
2002-05-17,1220.0085923868203
2002-05-20,1212.6030462872682
2002-05-21,1203.2371157225164
2002-05-22,1189.4058787659271
2002-05-23,1201.344815000823
