Date,GERMANY IMI VALUE WEIGHTED
1998-12-31,1000.0
1999-01-01,999.9014321128722
1999-01-04,1042.4658436945945
1999-01-05,1047.7674167293526
1999-01-06,1075.873000843606
1999-01-07,1055.9077256885273
1999-01-08,1061.3392458442192
1999-01-11,1044.110814214241
1999-01-12,1036.0664063497175
1999-01-13,994.3947078491695
1999-01-14,993.8022278201821
1999-01-15,997.6485820929535
1999-01-18,1012.240923300781
1999-01-19,1022.170713873903
1999-01-20,1033.3623134895822
1999-01-21,1035.3638402904344
1999-01-22,1010.2437429353993
1999-01-25,1001.98202520708
1999-01-26,1001.2803840676905
1999-01-27,1010.6029314722974
1999-01-28,1021.7735861735986
1999-01-29,1036.0476671448614
1999-02-01,1042.996618689957
1999-02-02,1031.5572546526848
1999-02-03,1020.2155541805657
1999-02-04,1026.0487182811073
1999-02-05,1031.2771095004737
1999-02-08,1034.7227285443041
1999-02-09,1006.6822206718283
1999-02-10,995.8129655632476
1999-02-11,1007.9617407334683
1999-02-12,1019.3930639278983
1999-02-15,1015.519884104098
1999-02-16,1018.113723369527
1999-02-17,1005.8036366548362
1999-02-18,1015.9189457801933
1999-02-19,1011.9560203537594
1999-02-22,1017.5230114869374
1999-02-23,1036.518116075121
1999-02-24,1038.3143305118747
1999-02-25,1024.9111218946834
1999-02-26,1023.7760703701648
1999-03-01,1007.9909727503596
1999-03-02,1014.7102500526447
1999-03-03,993.2511961211541
1999-03-04,994.6465289193471
1999-03-05,1011.5884132490908
1999-03-08,1005.2776893903274
1999-03-09,1003.6943850910931
1999-03-10,995.160378369495
1999-03-11,1001.2718501492768
1999-03-12,1033.489701729809
1999-03-15,1038.65749045364
1999-03-16,1047.2231093156242
1999-03-17,1041.8224673938334
1999-03-18,1036.6798951798135
1999-03-19,1047.5493249909096
1999-03-22,1039.0778351124277
1999-03-23,1019.1789446998433
1999-03-24,1004.932728547831
1999-03-25,1019.9833594095719
1999-03-26,1007.9902002769746
1999-03-29,1018.6279109904624
1999-03-30,1013.4241577225122
1999-03-31,1016.6344200259327
1999-04-01,1021.4439084844195
1999-04-02,1021.4437836675677
1999-04-05,1021.4436152809993
1999-04-06,1039.266874954005
1999-04-07,1044.264884416469
1999-04-08,1050.8088148995898
1999-04-09,1062.4014579471757
1999-04-12,1064.7279018469442
1999-04-13,1076.366357430632
1999-04-14,1072.9105234410267
1999-04-15,1071.701250767976
1999-04-16,1067.6003211689524
1999-04-19,1080.856190118538
1999-04-20,1058.1405589028968
1999-04-21,1064.6383928320952
1999-04-22,1069.329581623429
1999-04-23,1065.895026351739
1999-04-26,1074.4024065407716
1999-04-27,1093.579035758601
1999-04-28,1088.2872085536278
1999-04-29,1088.6836441321786
1999-04-30,1091.178177577757
1999-05-03,1094.0192071637587
1999-05-04,1097.3602989138033
1999-05-05,1084.6885882405625
1999-05-06,1087.0398326331187
1999-05-07,1086.328633563471
1999-05-10,1086.5190896891452
1999-05-11,1092.07532496654
1999-05-12,1084.0076799564372
1999-05-13,1084.0075774756726
1999-05-14,1076.291412467773
1999-05-17,1059.3828980373646
1999-05-18,1064.7687252847816
1999-05-19,1072.9017635857301
1999-05-20,1080.7482493542211
1999-05-21,1080.1694351449473
1999-05-24,1080.1692556128205
1999-05-25,1062.2951443372103
1999-05-26,1064.1235220481974
1999-05-27,1046.4212252313596
1999-05-28,1055.2842127949566
1999-05-31,1061.1810439346898
1999-06-01,1055.4825503512589
1999-06-02,1059.9147593339442
1999-06-03,1060.4882672967774
1999-06-04,1072.3948227534365
1999-06-07,1087.6062174176739
1999-06-08,1087.2496307350946
1999-06-09,1097.3842590249371
1999-06-10,1092.8056513407312
1999-06-11,1103.653342485537
1999-06-14,1102.6934921822149
1999-06-15,1108.7011762628426
1999-06-16,1112.0819683850584
1999-06-17,1117.3005057459768
1999-06-18,1111.074253136651
1999-06-21,1129.8186357332022
1999-06-22,1132.533870072304
1999-06-23,1122.5142010064774
1999-06-24,1114.433996686475
1999-06-25,1116.2349705324216
1999-06-28,1119.6975959868862
1999-06-29,1120.5100982024678
1999-06-30,1126.7846195884892
1999-07-01,1142.6971291939726
1999-07-02,1149.0361205461174
1999-07-05,1164.6950493835907
1999-07-06,1167.1055370892645
1999-07-07,1166.5707556293935
1999-07-08,1174.6567317529675
1999-07-09,1184.1886313375198
1999-07-12,1184.802991633688
1999-07-13,1169.809800167634
1999-07-14,1176.7111724904094
1999-07-15,1178.2903242834059
1999-07-16,1178.5615772560704
1999-07-19,1179.735127335799
1999-07-20,1162.0850099925426
1999-07-21,1145.6326160768967
1999-07-22,1133.4046647944033
1999-07-23,1130.4085313193993
1999-07-26,1112.7252563571612
1999-07-27,1114.926771934792
1999-07-28,1118.4041596313366
1999-07-29,1092.9092705058508
1999-07-30,1101.0207926078376
1999-08-02,1101.0719336219672
1999-08-03,1098.7582661804547
1999-08-04,1106.2698742140929
1999-08-05,1086.0618433747231
1999-08-06,1089.546366319763
1999-08-09,1099.4349135434823
1999-08-10,1084.5732895360577
1999-08-11,1085.721202689746
1999-08-12,1104.624769304338
1999-08-13,1120.3152200329996
1999-08-16,1128.2915389944474
1999-08-17,1125.421339624434
1999-08-18,1120.889491625582
1999-08-19,1114.2223499003567
1999-08-20,1125.806975047224
1999-08-23,1135.0468660573888
1999-08-24,1137.5397453330272
1999-08-25,1148.371197258659
1999-08-26,1145.973273016194
1999-08-27,1151.1175008560315
1999-08-30,1147.4583899323143
1999-08-31,1127.185047818063
1999-09-01,1135.279016762674
1999-09-02,1116.3322170434558
1999-09-03,1137.9590830387774
1999-09-06,1146.6478719068764
1999-09-07,1148.0332270624865
1999-09-08,1147.6818241719025
1999-09-09,1152.8453547472332
1999-09-10,1157.8689135413917
1999-09-13,1151.173866634384
1999-09-14,1143.7497786018853
1999-09-15,1142.0579953256727
1999-09-16,1126.0223569303514
1999-09-17,1126.633893143193
1999-09-20,1129.1674038012468
1999-09-21,1117.3386510586108
1999-09-22,1106.4215014933236
1999-09-23,1109.1847336705139
1999-09-24,1089.058169305125
1999-09-27,1096.1812967127532
1999-09-28,1080.0675717945878
1999-09-29,1079.243205640689
1999-09-30,1081.326822978338
1999-10-01,1078.6750757063035
1999-10-04,1095.4324947461027
1999-10-05,1108.1344331873524
1999-10-06,1113.8419576586812
1999-10-07,1123.2693587922204
1999-10-08,1119.544168657117
1999-10-11,1118.3410281609906
1999-10-12,1111.309497630987
1999-10-13,1101.807663996593
1999-10-14,1092.6978905145459
1999-10-15,1084.1590782805788
1999-10-18,1077.8173211991
1999-10-19,1097.7422681726664
1999-10-20,1099.608817745648
1999-10-21,1097.1111200183445
1999-10-22,1114.8009243301835
1999-10-25,1110.5123498129701
1999-10-26,1118.6013210634694
1999-10-27,1115.4630685639931
1999-10-28,1134.0177546461096
1999-10-29,1142.9345826074375
1999-11-01,1144.5647499810502
1999-11-02,1144.9084035357535
1999-11-03,1148.1065057985065
1999-11-04,1157.465556197136
1999-11-05,1158.352052126019
1999-11-08,1154.7658318621513
1999-11-09,1161.189178993707
1999-11-10,1162.9186552346575
1999-11-11,1166.0467711668318
1999-11-12,1160.9019219559118
1999-11-15,1165.9452687900814
1999-11-16,1174.3997494529574
1999-11-17,1173.275386830772
1999-11-18,1183.9026645192776
1999-11-19,1186.8585527043267
1999-11-22,1168.5609824744092
1999-11-23,1166.3045474217959
1999-11-24,1164.302345613694
1999-11-25,1181.495775973886
1999-11-26,1180.4955671127966
1999-11-29,1170.795199777627
1999-11-30,1169.9292436574617
1999-12-01,1175.647429945488
1999-12-02,1174.9316051372734
1999-12-03,1195.3020938992672
1999-12-06,1192.163863746752
1999-12-07,1191.75793699653
1999-12-08,1186.9463775178167
1999-12-09,1184.481588766535
1999-12-10,1182.0866003810186
1999-12-13,1183.21503261246
1999-12-14,1192.8482823978127
1999-12-15,1204.858591780343
1999-12-16,1234.1578449134538
1999-12-17,1231.1956754923629
1999-12-20,1226.167102069426
1999-12-21,1235.3067549945606
1999-12-22,1247.8847217704665
1999-12-23,1285.3060480840372
1999-12-24,1285.304684873273
1999-12-27,1293.2456484005697
1999-12-28,1298.3794385876047
1999-12-29,1301.0131720830138
1999-12-30,1313.604548196236
1999-12-31,1313.5124501559042
2000-01-03,1285.625916748025
2000-01-04,1258.9154871334813
2000-01-05,1251.7306996700495
2000-01-06,1254.7811562122897
2000-01-07,1288.2407730299938
2000-01-10,1302.864721288763
2000-01-11,1297.5863369362237
2000-01-12,1295.7454688106736
2000-01-13,1297.04684891673
2000-01-14,1312.1890081644385
2000-01-17,1317.4949103468296
2000-01-18,1299.9312145638498
2000-01-19,1296.066271463841
2000-01-20,1296.151764138686
2000-01-21,1285.514821440014
2000-01-24,1275.3424979192582
2000-01-25,1249.201490669554
2000-01-26,1261.424498599993
2000-01-27,1276.460290733866
2000-01-28,1267.7698306638872
2000-01-31,1228.911499654904
2000-02-01,1246.9427793881966
2000-02-02,1260.1944595051784
2000-02-03,1280.6019194001829
2000-02-04,1286.5145259365747
2000-02-07,1269.9843882968603
2000-02-08,1294.836753967443
2000-02-09,1301.6415190078806
2000-02-10,1317.3527342084153
2000-02-11,1309.4681685610324
2000-02-14,1310.9621164269154
2000-02-15,1285.2534214600742
2000-02-16,1299.1872282944225
2000-02-17,1310.8643540466007
2000-02-18,1311.6261897943712
2000-02-21,1311.2985749568788
2000-02-22,1319.2825007275871
2000-02-23,1326.0544126702257
2000-02-24,1310.1029273138365
2000-02-25,1319.1541039369338
2000-02-28,1304.393355372133
2000-02-29,1317.814407175254
2000-03-01,1324.0058805134431
2000-03-02,1345.007190559569
2000-03-03,1341.0747834730162
2000-03-06,1337.0553611613816
2000-03-07,1340.1482188044697
2000-03-08,1336.4179078085276
2000-03-09,1327.0865382486436
2000-03-10,1323.2550992415524
2000-03-13,1300.899318572992
2000-03-14,1305.1062098371065
2000-03-15,1291.9880973101083
2000-03-16,1327.6420558901932
2000-03-17,1337.723545061251
2000-03-20,1349.4271144557463
2000-03-21,1350.4085442719752
2000-03-22,1347.2324370078097
2000-03-23,1333.397107340505
2000-03-24,1361.9898875021431
2000-03-27,1359.8699021944449
2000-03-28,1366.56045078658
2000-03-29,1363.5246586503335
2000-03-30,1338.7435650199207
2000-03-31,1338.0332055994206
2000-04-03,1322.4990929756123
2000-04-04,1329.4588299836028
2000-04-05,1310.3067018205347
2000-04-06,1317.3427304391275
2000-04-07,1324.9734443151701
2000-04-10,1332.2778745754244
2000-04-11,1322.8224259782726
2000-04-12,1322.3544045219978
2000-04-13,1322.3712812802019
2000-04-14,1294.9371513049452
2000-04-17,1284.4895738451874
2000-04-18,1289.2046357463732
2000-04-19,1288.736674647171
2000-04-20,1286.747512118211
2000-04-21,1286.7475476245513
2000-04-24,1286.7472302965234
2000-04-25,1303.567897410433
2000-04-26,1314.5105923409471
2000-04-27,1293.6227277509483
2000-04-28,1312.4283577486178
2000-05-01,1312.428357748618
2000-05-02,1329.8106654988628
2000-05-03,1315.3680515044848
2000-05-04,1320.0045007468668
2000-05-05,1337.8325883986831
2000-05-08,1327.420270893089
2000-05-09,1318.2392528516802
2000-05-10,1299.8350281277558
2000-05-11,1311.7630515376704
2000-05-12,1313.541392807569
2000-05-15,1307.697256516815
2000-05-16,1328.922115334362
2000-05-17,1307.5867140003222
2000-05-18,1303.3031441031612
2000-05-19,1280.4149317377362
2000-05-22,1273.7449564973751
2000-05-23,1275.8711539669835
2000-05-24,1262.9400512640627
2000-05-25,1277.3969268080957
2000-05-26,1268.860010411994
2000-05-29,1280.4272525487897
2000-05-30,1291.28115845135
