Date,QATAR DOMESTIC
2005-05-31,774.5124814
2005-06-01,783.5918101
2005-06-02,786.3235807
2005-06-03,786.3019702
2005-06-06,794.7213817
2005-06-07,826.8656805
2005-06-08,825.4229868
2005-06-09,820.6282124
2005-06-10,820.6282124
2005-06-13,873.7351631
2005-06-14,880.9391368
2005-06-15,847.6498995
2005-06-16,854.0296285
2005-06-17,853.7011563
2005-06-20,887.9554144
2005-06-21,887.3191532
2005-06-22,898.0233138
2005-06-23,900.0720643
2005-06-24,900.0349837
2005-06-27,911.0893626
2005-06-28,920.8404252
2005-06-29,937.0896575
2005-06-30,923.7939263
2005-07-01,923.7685378
2005-07-04,874.2117423
2005-07-05,906.5778762
2005-07-06,905.4135353
2005-07-07,895.9194227
2005-07-08,895.9194227
2005-07-11,898.9097635
2005-07-12,898.9409221
2005-07-13,885.8468011
2005-07-14,897.8656819
2005-07-15,897.8903587
2005-07-18,904.1617651
2005-07-19,902.1784067
2005-07-20,902.1459446
2005-07-21,901.6758302
2005-07-22,901.6758302
2005-07-25,879.831268
2005-07-26,879.7717266
2005-07-27,889.2038286
2005-07-28,890.8235418
2005-07-29,891.1041074
2005-08-01,900.5013177
2005-08-02,907.9255418
2005-08-03,914.0284996
2005-08-04,917.0053941
2005-08-05,917.0053941
2005-08-08,956.1420597
2005-08-09,944.7682517
2005-08-10,949.0871881
2005-08-11,959.3343259
2005-08-12,959.3343259
2005-08-15,1013.484885
2005-08-16,1017.205501
2005-08-17,1049.489555
2005-08-18,1070.550965
2005-08-19,1070.550965
2005-08-22,1128.37303
2005-08-23,1104.634579
2005-08-24,1071.111633
2005-08-25,1093.190378
2005-08-26,1092.67985
2005-08-29,1099.576745
2005-08-30,1090.432989
2005-08-31,1102.298103
2005-09-01,1104.06208
2005-09-02,1103.971099
2005-09-05,1132.847741
2005-09-06,1129.521334
2005-09-07,1127.894699
2005-09-08,1124.844067
2005-09-09,1124.844067
2005-09-12,1120.478059
2005-09-13,1126.445126
2005-09-14,1144.445664
2005-09-15,1155.062806
2005-09-16,1155.300792
2005-09-19,1201.101866
2005-09-20,1188.743271
2005-09-21,1188.182484
2005-09-22,1181.107494
2005-09-23,1181.805395
2005-09-26,1137.547328
2005-09-27,1158.488543
2005-09-28,1153.836845
2005-09-29,1161.10439
2005-09-30,1161.120337
2005-10-03,1142.511737
2005-10-04,1125.056905
2005-10-05,1133.049824
2005-10-06,1145.178299
2005-10-07,1145.083937
2005-10-10,1169.549341
2005-10-11,1148.368695
2005-10-12,1161.880037
2005-10-13,1151.004098
2005-10-14,1151.019906
2005-10-17,1149.212914
2005-10-18,1132.78296
2005-10-19,1140.779082
2005-10-20,1139.605972
2005-10-21,1139.480773
2005-10-24,1127.843802
2005-10-25,1127.81195
2005-10-26,1137.20552
2005-10-27,1147.180306
2005-10-28,1147.164551
2005-10-31,1160.939325
2005-11-01,1146.235206
2005-11-02,1146.235206
2005-11-03,1146.235206
2005-11-04,1146.203722
2005-11-07,1151.936611
2005-11-08,1149.829565
2005-11-09,1143.567055
2005-11-10,1128.071853
2005-11-11,1128.180304
2005-11-14,1042.653047
2005-11-15,1096.44325
2005-11-16,1086.846759
2005-11-17,1071.330035
2005-11-18,1071.330035
2005-11-21,1034.486788
2005-11-22,1022.023597
2005-11-23,1001.786561
2005-11-24,1012.815271
2005-11-25,1012.843092
2005-11-28,980.6457339
2005-11-29,1015.225459
2005-11-30,1000.0
2005-12-01,1015.081621689856
2005-12-02,1015.0258602296444
2005-12-05,1050.1564750537152
2005-12-06,1050.3743484352085
2005-12-07,1068.70306762742
2005-12-08,1090.2289415283592
2005-12-09,1090.2588887592758
2005-12-12,1095.6967762076135
2005-12-13,1064.0931482531507
2005-12-14,1075.9009728985857
2005-12-15,1074.4355711583166
2005-12-16,1074.4355711583166
2005-12-19,1064.5759395346188
2005-12-20,1043.4049121936482
2005-12-21,1000.5256242533578
2005-12-22,996.2820447992347
2005-12-23,996.3094114259286
2005-12-26,969.5846946088589
2005-12-27,994.7107414287221
2005-12-28,1024.6107800611137
2005-12-29,1031.1096432620905
2005-12-30,1031.1096432620905
2006-01-02,1039.818910822655
2006-01-03,1003.6822472575986
2006-01-04,997.4649877618187
2006-01-05,998.9456695021648
2006-01-06,998.9182304627345
2006-01-09,994.1793400821974
2006-01-10,994.1793400821974
2006-01-11,994.1793400821974
2006-01-12,994.1520319643026
2006-01-13,994.1793400821974
2006-01-16,993.484704534405
2006-01-17,962.4323140968755
2006-01-18,968.3880319016604
2006-01-19,985.2778015095582
2006-01-20,985.2778015095582
2006-01-23,922.948629146668
2006-01-24,894.0525114752207
2006-01-25,938.219261305951
2006-01-26,964.4760550733378
2006-01-27,964.4760550733378
2006-01-30,950.269634670039
2006-01-31,972.0111894229018
2006-02-01,963.2642965400629
2006-02-02,955.7420807514677
2006-02-03,955.7683482265469
2006-02-06,932.1884856619548
2006-02-07,932.7441401022512
2006-02-08,925.2990837686131
2006-02-09,924.5840674867575
2006-02-10,924.571362269538
2006-02-13,907.2834931563082
2006-02-14,883.8527031841014
2006-02-15,850.5133631338219
2006-02-16,883.526278902346
2006-02-17,883.526278902346
2006-02-20,844.8469979037374
2006-02-21,828.4099853811483
2006-02-22,842.138217813341
2006-02-23,836.0490458577159
2006-02-24,836.0490458577159
2006-02-27,800.9880884207907
2006-02-28,796.0233396655527
2006-03-01,788.4657841185649
2006-03-02,786.306775782561
2006-03-03,786.306775782561
2006-03-06,807.1762539742782
2006-03-07,839.2742562549975
2006-03-08,848.075087357448
2006-03-09,856.3540350804731
2006-03-10,856.2128855774105
2006-03-13,867.1404729523919
2006-03-14,848.5131774153655
2006-03-15,809.0399145951038
2006-03-16,830.7848398682446
2006-03-17,830.5338267872835
2006-03-20,832.1941247778724
2006-03-21,841.7560684939147
2006-03-22,850.5211469915816
2006-03-23,841.771934706107
2006-03-24,841.7950634857389
2006-03-27,812.5617544148749
2006-03-28,824.9959341309136
2006-03-29,818.9314245018699
2006-03-30,828.7953847930238
2006-03-31,828.7953847930238
2006-04-03,835.5441931118224
2006-04-04,837.8267641083962
2006-04-05,850.4598767886657
2006-04-06,851.7802550606366
2006-04-07,851.6749800322025
2006-04-10,848.9324921813705
2006-04-11,863.8256568852236
2006-04-12,862.6186801677504
2006-04-13,869.5290709687614
2006-04-14,869.5290709687614
2006-04-17,901.7864666222406
2006-04-18,879.0356672399563
2006-04-19,875.1647020481385
2006-04-20,860.4793311999638
2006-04-21,860.4202428962816
2006-04-24,816.6878642961356
2006-04-25,834.6928497692944
2006-04-26,830.208030933879
2006-04-27,827.0919750270106
2006-04-28,827.1146954614535
2006-05-01,819.4304460237581
2006-05-02,822.688437305214
2006-05-03,817.4265444951913
2006-05-04,811.1115875988958
2006-05-05,811.2675577418289
2006-05-08,771.3342670839177
2006-05-09,769.6779729251833
2006-05-10,747.1790177848575
2006-05-11,742.986286811707
2006-05-12,742.8332431251032
2006-05-15,754.9241990054795
2006-05-16,755.2096076260742
2006-05-17,744.6562274280647
2006-05-18,742.9300672421303
2006-05-19,742.950475166184
2006-05-22,708.3412849491647
2006-05-23,684.6379253221967
2006-05-24,661.365183307746
2006-05-25,692.9214575567032
2006-05-26,692.9119396662941
2006-05-29,728.3837309567049
2006-05-30,712.6841156376867
2006-05-31,709.2168393144797
2006-06-01,715.1142718713741
2006-06-02,715.0455288248738
2006-06-05,702.5681729406236
2006-06-06,706.4707662550471
2006-06-07,706.5747522498926
2006-06-08,701.1164055601445
2006-06-09,701.097148088317
2006-06-12,710.4050117379172
2006-06-13,709.9156833822209
2006-06-14,715.2595787452008
2006-06-15,711.5806025334755
2006-06-16,711.6001514511277
2006-06-19,702.0256909715663
2006-06-20,683.3077934679416
2006-06-21,682.2630032883806
2006-06-22,677.5415114691016
2006-06-23,677.5415114691016
2006-06-26,677.7095833432651
2006-06-27,674.1494583173193
2006-06-28,682.3878414806293
2006-06-29,690.7410570317007
2006-06-30,690.7410570317007
2006-07-03,691.2467403965012
2006-07-04,707.6520457519505
2006-07-05,727.5966211910672
2006-07-06,717.955963197576
2006-07-07,717.9756856370232
2006-07-10,732.110275504299
2006-07-11,744.146226498358
2006-07-12,758.7143943768966
2006-07-13,745.1482860757101
2006-07-14,745.1482860757101
2006-07-17,705.8845232579654
2006-07-18,720.3241438578517
2006-07-19,718.2707483050532
2006-07-20,716.1152540422712
2006-07-21,716.1054183751187
2006-07-24,715.4400092793677
2006-07-25,714.4672027195202
2006-07-26,713.321486652766
2006-07-27,716.6346665633876
2006-07-28,716.5952975216601
2006-07-31,719.2743939972274
2006-08-01,719.0907912324882
2006-08-02,720.2234167765523
2006-08-03,722.3664126348002
2006-08-04,722.3862562304553
2006-08-07,723.2162199910113
2006-08-08,722.484034310432
2006-08-09,719.5563672192029
2006-08-10,719.1223584741819
2006-08-11,719.1421129548146
2006-08-14,727.5359998199057
2006-08-15,724.7230501633547
2006-08-16,723.129889367772
2006-08-17,726.5658233818774
