Date,BRAZIL ADR
2003-05-30,106.82916803128204
2003-06-02,105.66435493844709
2003-06-03,106.31102225335187
2003-06-04,109.60534419768412
2003-06-05,111.55152465355458
2003-06-06,112.09012932751196
2003-06-09,111.39536898232747
2003-06-10,111.16010756339651
2003-06-11,111.79586524940406
2003-06-12,112.4682800742524
2003-06-13,112.31925810030712
2003-06-16,112.13787457252285
2003-06-17,112.1312099745938
2003-06-18,110.33930172400477
2003-06-19,109.86508129224413
2003-06-20,107.55934516673318
2003-06-23,107.08249295367382
2003-06-24,107.65458348391309
2003-06-25,107.94242468432746
2003-06-26,106.84730986656004
2003-06-27,107.08692075010715
2003-06-30,108.07219446312101
2003-07-01,109.43535962105315
2003-07-02,110.87916915244742
2003-07-03,110.69605013100342
2003-07-04,110.69605013100342
2003-07-07,110.74644011424019
2003-07-08,111.96863221980135
2003-07-09,113.02421956151957
2003-07-10,111.05515512191162
2003-07-11,110.5906892934286
2003-07-14,113.05792507647575
2003-07-15,113.82709829719549
2003-07-16,112.58916906235203
2003-07-17,112.31488043778197
2003-07-18,113.0738146814962
2003-07-21,113.4131719061745
2003-07-22,114.01134869235383
2003-07-23,114.11453645000816
2003-07-24,114.41776488082755
2003-07-25,114.67122025387873
2003-07-28,114.60392664202877
2003-07-29,113.68087329263693
2003-07-30,112.0518767188585
2003-07-31,112.74122369040933
2003-08-01,108.68449561387838
2003-08-04,105.27103384964525
2003-08-05,107.72608613094192
2003-08-06,106.6141187148807
2003-08-07,110.42042882433742
2003-08-08,112.42905339227003
2003-08-11,112.05668066252095
2003-08-12,111.7487980595657
2003-08-13,112.49708311426254
2003-08-14,115.08102896030712
2003-08-15,115.19164703233622
2003-08-18,116.22966508695298
2003-08-19,116.77898129957609
2003-08-20,117.86755419357233
2003-08-21,119.49937515949524
2003-08-22,119.29494148294326
2003-08-25,117.47774124258393
2003-08-26,119.10630708778632
2003-08-27,122.28906062660664
2003-08-28,123.86438982010468
2003-08-29,124.78988578627839
2003-09-01,124.78988578627839
2003-09-02,126.75311889482086
2003-09-03,128.67001269001668
2003-09-04,131.42955736183995
2003-09-05,133.60110468048515
2003-09-08,132.46517986188425
2003-09-09,129.67285179442285
2003-09-10,131.4416118406482
2003-09-11,132.1925752280268
2003-09-12,132.04260274507928
2003-09-15,131.76017449828723
2003-09-16,130.58476542209686
2003-09-17,130.58176795341652
2003-09-18,134.03444980177198
2003-09-19,133.31794003645408
2003-09-22,130.84929299784503
2003-09-23,128.96828983804048
2003-09-24,127.86200464142345
2003-09-25,125.11963993054235
2003-09-26,125.44673310253107
2003-09-29,127.43594690760835
2003-09-30,129.41788128845
2003-10-01,132.87802146477492
2003-10-02,135.99301172701598
2003-10-03,138.02358459886034
2003-10-06,139.851744371705
2003-10-07,140.83700443833703
2003-10-08,142.203110919838
2003-10-09,142.35686615644718
2003-10-10,141.56798997766623
2003-10-13,144.6314195775607
2003-10-14,144.30720589518586
2003-10-15,142.90848671846803
2003-10-16,141.8152378812384
2003-10-17,140.19145944216402
2003-10-20,141.1900607757866
2003-10-21,142.57801249797794
2003-10-22,140.0246384518027
2003-10-23,136.83841362829725
2003-10-24,137.4927172775156
2003-10-27,137.78093163215522
2003-10-28,141.0166654521337
2003-10-29,140.0691908574622
2003-10-30,140.3323766707843
2003-10-31,138.73624729742383
2003-11-03,142.25847330674023
2003-11-04,142.02924815634015
2003-11-05,139.4475778958658
2003-11-06,139.936634265029
2003-11-07,140.84719500283487
2003-11-10,138.14898944540278
2003-11-11,137.13662962508425
2003-11-12,140.22209977498395
2003-11-13,140.275044334747
2003-11-14,140.01153375784222
2003-11-17,137.92870369473954
2003-11-18,138.3599935548875
2003-11-19,139.04802552535884
2003-11-20,139.496647399307
