Date,SAUDI ARABIA DOMESTIC
2005-05-31,729.2511544
2005-06-01,751.0051524
2005-06-02,757.494827
2005-06-03,757.5150258
2005-06-06,779.27493
2005-06-07,788.9656649
2005-06-08,792.5521133
2005-06-09,791.0392665
2005-06-10,791.0392665
2005-06-13,804.0126022
2005-06-14,808.2376413
2005-06-15,802.7183623
2005-06-16,808.4040127
2005-06-17,808.4040127
2005-06-20,839.0804627
2005-06-21,835.1050266
2005-06-22,811.4403818
2005-06-23,831.0740435
2005-06-24,831.1072849
2005-06-27,825.478732
2005-06-28,830.76086
2005-06-29,815.0276835
2005-06-30,814.9045071
2005-07-01,814.8827776
2005-07-04,805.0610175
2005-07-05,791.5115733
2005-07-06,780.4635561
2005-07-07,776.0776917
2005-07-08,775.953549
2005-07-11,747.2904834
2005-07-12,734.9959011
2005-07-13,764.6046924
2005-07-14,759.089891
2005-07-15,759.0696499
2005-07-18,699.5236657
2005-07-19,729.6258429
2005-07-20,742.4537499
2005-07-21,741.6247496
2005-07-22,741.6247496
2005-07-25,763.2217617
2005-07-26,771.5274722
2005-07-27,777.4943051
2005-07-28,780.2817247
2005-07-29,780.2817247
2005-08-01,807.1621031
2005-08-02,822.6091528
2005-08-03,827.4036736
2005-08-04,829.5852525
2005-08-05,829.596313
2005-08-08,843.6403798
2005-08-09,840.8327512
2005-08-10,840.8119704
2005-08-11,847.8072159
2005-08-12,847.8185193
2005-08-15,864.2594194
2005-08-16,859.5347332
2005-08-17,859.6382344
2005-08-18,866.7142065
2005-08-19,866.7142065
2005-08-22,888.7322393
2005-08-23,879.0444856
2005-08-24,884.3831707
2005-08-25,894.1619576
2005-08-26,894.1261944
2005-08-29,892.01532
2005-08-30,888.5228196
2005-08-31,889.0452252
2005-09-01,888.0671769
2005-09-02,888.1026972
2005-09-05,868.5286067
2005-09-06,852.1933983
2005-09-07,856.9011243
2005-09-08,855.6037851
2005-09-09,855.6037851
2005-09-12,886.4495512
2005-09-13,887.7879145
2005-09-14,888.917184
2005-09-15,896.0879179
2005-09-16,896.135705
2005-09-19,901.3539644
2005-09-20,901.6436988
2005-09-21,902.9782919
2005-09-22,903.7570621
2005-09-23,903.7691115
2005-09-26,890.3555911
2005-09-27,899.2515385
2005-09-28,898.3643126
2005-09-29,904.3576683
2005-09-30,904.3576683
2005-10-03,893.1193304
2005-10-04,892.5927002
2005-10-05,860.7622408
2005-10-06,875.4656651
2005-10-07,875.4773332
2005-10-10,895.349907
2005-10-11,901.8348028
2005-10-12,903.5759526
2005-10-13,902.0046045
2005-10-14,901.9805589
2005-10-17,881.6817517
2005-10-18,890.052367
2005-10-19,899.8563721
2005-10-20,899.3271363
2005-10-21,899.363103
2005-10-24,890.1801245
2005-10-25,898.9126336
2005-10-26,896.3566448
2005-10-27,901.7271923
2005-10-28,901.7271923
2005-10-31,941.6992486
2005-11-01,941.6992486
2005-11-02,941.6992486
2005-11-03,941.6992486
2005-11-04,941.7243589
2005-11-07,941.6992486
2005-11-08,958.9167691
2005-11-09,970.1389956
2005-11-10,975.9885095
2005-11-11,975.9494741
2005-11-14,974.8301072
2005-11-15,972.6196113
2005-11-16,976.5419564
2005-11-17,982.1584038
2005-11-18,982.1584038
2005-11-21,969.447807
2005-11-22,975.859987
2005-11-23,981.8727758
2005-11-24,999.2866925
2005-11-25,999.3133378
2005-11-28,1005.509526
2005-11-29,1002.983956
2005-11-30,1000.0
2005-12-01,1001.2882683724278
2005-12-02,1001.0052428600679
2005-12-05,1013.3232669836797
2005-12-06,1021.0547376102896
2005-12-07,1025.4277034188626
2005-12-08,1024.4445070719091
2005-12-09,1024.710875577121
2005-12-12,1019.3356392319314
2005-12-13,1026.8768502034852
2005-12-14,1025.070165613434
2005-12-15,1036.584626344998
2005-12-16,1041.3163641836834
2005-12-19,1030.5472782609045
2005-12-20,1014.358617768934
2005-12-21,1023.0921708156089
2005-12-22,1033.0639197136038
2005-12-23,1031.5475777945967
2005-12-26,1025.2107957254532
2005-12-27,1028.6924840513716
2005-12-28,1030.9178819862032
2005-12-29,1033.788693659187
2005-12-30,1034.215686893883
2006-01-02,1053.7229783681855
2006-01-03,1053.5835434245378
2006-01-04,1069.8183916637402
2006-01-05,1071.9146417961397
2006-01-06,1076.0877797083565
2006-01-09,1087.4691009848157
2006-01-10,1087.4980978410933
2006-01-11,1087.4835992196602
2006-01-12,1087.4111119110148
2006-01-13,1087.498097841093
2006-01-16,1084.5766837412189
2006-01-17,1081.0971525229154
2006-01-18,1083.457736123032
2006-01-19,1085.035466583121
2006-01-20,1085.021000793707
2006-01-23,1138.761380878887
2006-01-24,1148.9412371404076
2006-01-25,1151.9397949567963
2006-01-26,1152.225517824043
2006-01-27,1152.225517824043
2006-01-30,1157.7451268040898
2006-01-31,1154.6414397019946
2006-02-01,1165.4682485024475
2006-02-02,1166.049124463018
2006-02-03,1166.0802182771686
2006-02-06,1189.9271448875734
2006-02-07,1197.775735046648
2006-02-08,1197.2414593997955
2006-02-09,1198.5506881505246
2006-02-10,1198.582648223806
2006-02-13,1211.69146927686
2006-02-14,1208.6050432222303
2006-02-15,1215.3065257427734
2006-02-16,1190.1418260195953
2006-02-17,1190.1259583081928
2006-02-20,1214.786327397329
2006-02-21,1221.3919401161297
2006-02-22,1238.3758722357302
2006-02-23,1253.3085876659397
2006-02-24,1253.3085876659397
2006-02-27,1146.9372885070597
2006-02-28,1198.5993064300803
2006-03-01,1185.7233566965213
2006-03-02,1137.1047981393033
2006-03-03,1137.1351197210574
2006-03-06,1160.4439642527839
2006-03-07,1120.293855964247
2006-03-08,1069.6598477203058
2006-03-09,1109.8829866329372
2006-03-10,1109.8090052844261
2006-03-13,972.2536385929643
2006-03-14,926.856782137927
2006-03-15,971.7355957558241
2006-03-16,1018.5852027675033
2006-03-17,1018.5444642480151
2006-03-20,1044.979655308952
2006-03-21,1019.0379940106973
2006-03-22,987.5676051620376
2006-03-23,985.1961119463734
2006-03-24,985.1173088659107
2006-03-27,960.9159516835019
2006-03-28,1008.6644234283522
2006-03-29,1054.688851566175
2006-03-30,1054.688851566175
2006-03-31,1054.6747903605333
2006-04-03,1067.2293533404143
2006-04-04,1087.378414876889
2006-04-05,1088.1973921264675
2006-04-06,1087.9946867509898
2006-04-07,1088.0527069454627
2006-04-10,989.6333445636368
2006-04-11,927.0555931428712
2006-04-12,958.1387933040218
2006-04-13,958.1004749050574
2006-04-14,958.1004749050574
2006-04-17,865.7069581269354
2006-04-18,799.8938824925646
2006-04-19,814.8653327585581
2006-04-20,814.8653327585581
2006-04-21,814.9196498717937
2006-04-24,794.84769045
2006-04-25,858.2637287081383
2006-04-26,864.5009156499372
2006-04-27,844.5308230879292
2006-04-28,844.5758587270755
2006-05-01,839.0533805989166
2006-05-02,815.0095749941348
2006-05-03,813.3520611306777
2006-05-04,795.934949034847
2006-05-05,795.8925070933941
2006-05-08,713.8388191946685
2006-05-09,665.28382671289
2006-05-10,629.5019760710725
2006-05-11,630.4297804000502
2006-05-12,629.2692015775107
2006-05-15,740.1323330065362
2006-05-16,674.4627752282804
2006-05-17,669.6447515950401
2006-05-18,691.3508642404224
2006-05-19,691.3508642404224
2006-05-22,639.5727549787963
2006-05-23,646.8507541681932
2006-05-24,645.6978084741015
2006-05-25,649.5842692260412
2006-05-26,649.6102505183068
2006-05-29,656.0665073228981
2006-05-30,673.9486439233914
2006-05-31,696.1279042201993
2006-06-01,720.7685229981653
2006-06-02,720.7973483583512
2006-06-05,754.5986159884189
2006-06-06,767.1639140814841
2006-06-07,708.3098350106
2006-06-08,740.030585046948
2006-06-09,740.0503157758894
2006-06-12,746.1626336667746
2006-06-13,740.4180822427692
2006-06-14,745.9270244292672
2006-06-15,745.9270244292672
2006-06-16,745.9469123693424
2006-06-19,783.6408546835999
2006-06-20,782.4427963930726
2006-06-21,789.05169611513
2006-06-22,789.0306589440012
2006-06-23,789.0306589440012
2006-06-26,806.0320290355751
2006-06-27,810.2997203175911
2006-06-28,818.0790074974383
2006-06-29,818.2862652330836
2006-06-30,818.2426232989378
2006-07-03,811.7243866671159
2006-07-04,801.4623779359117
2006-07-05,806.9189788357894
2006-07-06,806.929736751435
2006-07-07,806.9404949539355
2006-07-10,769.3427830546768
2006-07-11,761.2642580456022
2006-07-12,736.1943219064735
2006-07-13,736.2237665385891
2006-07-14,736.2237665385891
2006-07-17,704.2006873545508
2006-07-18,695.90730647945
2006-07-19,655.5737447561843
2006-07-20,655.565004705193
2006-07-21,655.565004705193
2006-07-24,669.9185787594581
2006-07-25,651.6976000404446
2006-07-26,654.3501549645582
2006-07-27,654.367602673571
2006-07-28,654.3501549645581
2006-07-31,677.6268365307465
2006-08-01,665.4887142366224
2006-08-02,674.601671681817
2006-08-03,674.6106655313469
2006-08-04,674.6196596206934
2006-08-07,703.8967589191549
2006-08-08,708.8947433613234
2006-08-09,706.7805305787183
2006-08-10,706.7711078434024
2006-08-11,706.7805305787184
2006-08-14,728.1180336209685
2006-08-15,719.3831100920787
2006-08-16,720.0593158270202
2006-08-17,720.0497161880992
2006-08-18,720.0593158270202
2006-08-21,701.768208450585
2006-08-22,708.0959168372345
2006-08-23,708.2870615938415
2006-08-24,708.2776187735877
2006-08-25,708.2965046658835
2006-08-28,692.0797430184637
