Date,CHINA A 50 CONNECT RMB
2012-11-30,1000.0
2012-12-03,989.1943004835045
2012-12-04,995.9929091012967
2012-12-05,1027.2980505349815
2012-12-06,1024.2210403183044
2012-12-07,1038.7879605252724
2012-12-10,1044.1324448573785
2012-12-11,1039.0986095560972
2012-12-12,1044.676629141753
2012-12-13,1037.3107842805655
2012-12-14,1083.0618363371273
2012-12-17,1086.7038433907233
2012-12-18,1090.9981012462072
2012-12-19,1094.2583559111833
2012-12-20,1099.541461339261
2012-12-21,1093.5721438185717
2012-12-24,1095.3117582180987
2012-12-25,1122.385559049888
2012-12-26,1122.6677740785094
2012-12-27,1118.1577895484456
2012-12-28,1134.40611471515
2012-12-31,1152.1065470801018
2013-01-01,1152.1065470801018
2013-01-02,1152.1065470801018
2013-01-03,1152.1065470801018
2013-01-04,1156.2800103231637
2013-01-07,1159.1504421084676
2013-01-08,1152.3974174814916
2013-01-09,1150.7275751171692
2013-01-10,1150.7669281732237
2013-01-11,1134.4480844199015
2013-01-14,1171.516705782459
2013-01-15,1177.222808774704
2013-01-16,1163.9005084579
2013-01-17,1155.4645123872012
2013-01-18,1172.5603279473994
2013-01-21,1175.795129638276
2013-01-22,1172.0459430164917
2013-01-23,1176.3071107401745
2013-01-24,1169.7982932375737
2013-01-25,1165.3821193417339
2013-01-28,1196.8369833393467
2013-01-29,1204.4635708335688
2013-01-30,1208.5814811513867
2013-01-31,1208.9872848998857
2013-02-01,1229.9044434111927
2013-02-04,1226.8785497112394
2013-02-05,1240.5132026854512
2013-02-06,1239.4322957027857
2013-02-07,1229.9587097924116
2013-02-08,1235.2007348331074
2013-02-11,1235.2007348331072
2013-02-12,1235.200734833107
2013-02-13,1235.2007348331067
2013-02-14,1235.2007348331065
2013-02-15,1235.2007348331063
2013-02-18,1222.0161214903235
2013-02-19,1200.6700547968292
2013-02-20,1204.8550835943417
2013-02-21,1164.294493310841
2013-02-22,1159.8941968533654
2013-02-25,1163.5715279364583
2013-02-26,1147.1444668741915
2013-02-27,1158.1206439186146
2013-02-28,1193.3119206479885
2013-03-01,1190.3291973378734
2013-03-04,1140.629784006677
2013-03-05,1171.7689345575436
2013-03-06,1181.4020922010632
2013-03-07,1167.5216054782422
2013-03-08,1165.8345132463278
2013-03-11,1157.7932166010523
2013-03-12,1144.8718964098516
2013-03-13,1132.982380311871
2013-03-14,1134.3883873048974
2013-03-15,1138.955772402633
2013-03-18,1119.51624764162
2013-03-19,1126.8412711713352
2013-03-20,1163.975227055649
2013-03-21,1162.8965799351954
2013-03-22,1167.659618242449
2013-03-25,1164.4648868530821
2013-03-26,1147.3809626783507
2013-03-27,1148.6912315219624
2013-03-28,1118.0965566545733
2013-03-29,1117.9847088907613
2013-04-01,1113.5142791042895
2013-04-02,1112.7828671778148
2013-04-03,1113.3545858049679
2013-04-04,1113.354585804968
2013-04-05,1113.3545858049683
2013-04-08,1108.4707969164892
2013-04-09,1113.8784982876375
2013-04-10,1113.724744679596
2013-04-11,1110.9694786123982
2013-04-12,1105.5830501038677
2013-04-15,1096.8749937101002
2013-04-16,1105.0884967809193
2013-04-17,1105.518852804885
2013-04-18,1105.921142056921
2013-04-19,1134.7550619131546
2013-04-22,1130.3621197981527
2013-04-23,1099.2444572021875
2013-04-24,1115.1652810085343
2013-04-25,1106.9058980742175
2013-04-26,1100.9201871075559
2013-04-29,1100.9201871075556
2013-04-30,1100.9201871075554
2013-05-01,1100.9201871075552
2013-05-02,1102.7165250648843
2013-05-03,1120.1136793134287
2013-05-06,1131.5626527758077
2013-05-07,1138.1060175491061
2013-05-08,1148.4896392890014
2013-05-09,1141.5156503190008
2013-05-10,1144.1728691632372
2013-05-13,1135.57403677204
2013-05-14,1118.4833386699142
2013-05-15,1121.9402467617872
2013-05-16,1135.9861490464916
2013-05-17,1152.9221035466667
2013-05-20,1161.396642802748
2013-05-21,1160.3317038835207
2013-05-22,1160.957104201518
2013-05-23,1142.3856865799232
2013-05-24,1146.9667669331268
2013-05-27,1145.3889400311723
2013-05-28,1166.1042044010285
2013-05-29,1162.5782271473163
2013-05-30,1157.6818986320366
2013-05-31,1149.601272474012
2013-06-03,1148.7069860800077
2013-06-04,1136.4823012217225
2013-06-05,1133.8821662817747
2013-06-06,1121.592261131874
2013-06-07,1106.8991668928447
2013-06-10,1106.8991668928447
2013-06-11,1106.8991668928447
2013-06-12,1106.8991668928447
2013-06-13,1074.3338768552073
2013-06-14,1079.4539391485298
2013-06-17,1073.9909434937692
2013-06-18,1076.4684610958184
2013-06-19,1069.4083218071435
2013-06-20,1037.6976315870186
2013-06-21,1036.667336607839
2013-06-24,978.932058634183
2013-06-25,979.6724829731072
2013-06-26,978.4830122930498
2013-06-27,980.4950928430703
2013-06-28,1001.620231738582
2013-07-01,1004.4641282266131
2013-07-02,1005.4352168498687
2013-07-03,997.3090670951235
2013-07-04,1006.6972663038921
2013-07-05,1009.110307027103
2013-07-08,986.7526054574482
2013-07-09,989.4871333675602
2013-07-10,1012.4439601936501
2013-07-11,1057.5609878567284
2013-07-12,1036.8024509718448
2013-07-15,1045.9838064006715
2013-07-16,1048.9729326668728
2013-07-17,1036.4900674513524
2013-07-18,1019.1621628849215
2013-07-19,996.860191015045
2013-07-22,1000.4643986980414
2013-07-23,1030.6314828846268
2013-07-24,1025.1010882978248
2013-07-25,1023.5381325471944
2013-07-26,1019.1431054103771
2013-07-29,999.0432816370454
2013-07-30,1005.9594975277012
2013-07-31,1006.4384936407965
2013-08-01,1025.9725576478345
2013-08-02,1025.2830880830002
2013-08-05,1036.5542360172005
2013-08-06,1043.0068954561655
2013-08-07,1035.5226480804408
2013-08-08,1031.529170791148
2013-08-09,1034.19385983715
2013-08-12,1063.5384412122128
2013-08-13,1067.4080651052923
2013-08-14,1064.7731825411147
2013-08-15,1058.860791681885
2013-08-16,1053.9767992386037
2013-08-19,1064.443846415767
2013-08-20,1058.3212188754144
2013-08-21,1054.5075654553252
2013-08-22,1054.1108046128254
2013-08-23,1045.6667080821692
2013-08-26,1065.3013350359643
2013-08-27,1065.4675494055318
2013-08-28,1061.0469155136393
2013-08-29,1054.7713761801624
2013-08-30,1054.1116961552398
2013-09-02,1057.669390547425
2013-09-03,1071.970655531683
2013-09-04,1071.7996295373594
2013-09-05,1066.023398079839
2013-09-06,1073.736070606573
2013-09-09,1114.4003375653062
2013-09-10,1126.9767907294604
2013-09-11,1127.8822575828067
2013-09-12,1137.7793579671975
2013-09-13,1130.124082667793
2013-09-16,1123.0573239484254
2013-09-17,1103.6920397419747
2013-09-18,1103.030716577117
2013-09-19,1103.030716577117
2013-09-20,1103.030716577117
2013-09-23,1121.0317844283375
2013-09-24,1104.4343377418838
2013-09-25,1097.1223618434994
2013-09-26,1081.8313996754512
2013-09-27,1085.9936234568759
2013-09-30,1089.6273423000982
2013-10-01,1089.6273423000985
2013-10-02,1089.6273423000987
2013-10-03,1089.627342300099
2013-10-04,1089.6273423000991
2013-10-07,1089.6273423000994
2013-10-08,1098.9547062960817
2013-10-09,1100.777908305234
2013-10-10,1089.6519171774626
2013-10-11,1102.9122621619426
2013-10-14,1109.475856861001
2013-10-15,1105.5883961055313
2013-10-16,1093.8337316540135
2013-10-17,1089.8959225672631
2013-10-18,1092.8340724609088
2013-10-21,1108.6854089487413
2013-10-22,1096.7835126806067
2013-10-23,1093.914112505051
2013-10-24,1085.7785995730833
2013-10-25,1071.3785685281312
2013-10-28,1070.2932116852928
2013-10-29,1081.1036626611672
2013-10-30,1095.6999408279055
2013-10-31,1084.9928805301365
2013-11-01,1091.723901920106
2013-11-04,1089.2543103781545
2013-11-05,1088.4509561195082
2013-11-06,1073.9085561404393
2013-11-07,1070.228853887284
2013-11-08,1061.5198426713473
2013-11-11,1068.4385776891982
2013-11-12,1078.3211867674343
2013-11-13,1055.018593439126
2013-11-14,1059.3782930661862
2013-11-15,1075.7756858156195
2013-11-18,1109.3141409809218
2013-11-19,1102.141627301645
2013-11-20,1106.4261945228618
2013-11-21,1098.4436000113183
2013-11-22,1093.7160758317652
2013-11-25,1093.2255548049993
2013-11-26,1092.8389974139216
2013-11-27,1104.7944774978728
2013-11-28,1118.5207891714865
2013-11-29,1115.2862471474361
2013-12-02,1112.0462441047964
2013-12-03,1120.9386305850367
2013-12-04,1131.613752558481
2013-12-05,1123.9897973704658
2013-12-06,1118.0947508304205
2013-12-09,1120.1055697059667
2013-12-10,1121.8769156859819
2013-12-11,1102.516403823188
2013-12-12,1100.8226607511415
2013-12-13,1098.553980401111
2013-12-16,1079.4504826577963
2013-12-17,1076.6141877190953
2013-12-18,1079.1369237931517
2013-12-19,1067.7751343545508
2013-12-20,1042.0061652264822
2013-12-23,1047.45044517261
2013-12-24,1050.8197754869248
2013-12-25,1054.985390742679
2013-12-26,1036.1909282934323
2013-12-27,1052.6708698634566
2013-12-30,1047.702264899172
2013-12-31,1063.5387991418054
2014-01-01,1063.5387991418052
2014-01-02,1059.2548542841823
2014-01-03,1046.7027615609159
2014-01-06,1026.2102206652553
2014-01-07,1023.12673460077
2014-01-08,1023.0408914232796
2014-01-09,1015.4583751782111
2014-01-10,1010.4689585968459
2014-01-13,1008.5744186385468
2014-01-14,1014.1726430247517
2014-01-15,1013.5251312283995
2014-01-16,1011.4707624074099
2014-01-17,999.842253219913
2014-01-20,992.5326460326204
2014-01-21,1000.5902751019561
2014-01-22,1024.3954216261245
2014-01-23,1017.0403832073158
2014-01-24,1020.3485703983392
2014-01-27,1004.4644912789696
2014-01-28,1007.3872062156504
2014-01-29,1008.9907024535436
2014-01-30,996.8327461548588
2014-01-31,996.8327461548588
2014-02-03,996.8327461548588
2014-02-04,996.8327461548588
2014-02-05,996.8327461548588
2014-02-06,996.8327461548588
2014-02-07,996.0759061912534
2014-02-10,1016.8750756302187
2014-02-11,1023.8765163657843
2014-02-12,1024.3643078407697
2014-02-13,1021.7841232777486
2014-02-14,1026.5055093595477
2014-02-17,1029.1439466781376
2014-02-18,1011.325986034482
2014-02-19,1025.071279853258
2014-02-20,1017.6861915659638
2014-02-21,1008.8073012585063
2014-02-24,982.8763024641274
2014-02-25,956.915548487468
2014-02-26,955.6551884487219
2014-02-27,953.2188590658435
2014-02-28,959.8660991707081
2014-03-03,962.980120184396
2014-03-04,958.401872272241
2014-03-05,951.7044021903952
2014-03-06,956.6382850383358
2014-03-07,957.2187847672525
2014-03-10,931.1939509823943
2014-03-11,936.5322973311347
2014-03-12,934.1307573110581
2014-03-13,946.4041943048527
2014-03-14,935.5042281558194
2014-03-17,940.0704496238757
2014-03-18,934.2369015854979
2014-03-19,925.1209304482918
2014-03-20,907.9541806144133
2014-03-21,938.5765534491962
2014-03-24,951.5724106073073
2014-03-25,945.9001161954355
