Date,CHINA A INCLUSION RMB
2014-08-29,628.6126771166886
2014-09-01,632.291175
2014-09-02,639.8864343700845
2014-09-03,647.142605487597
2014-09-04,652.0783319980256
2014-09-05,658.4404182351208
2014-09-08,658.4404182351208
2014-09-09,656.4979692835951
2014-09-10,653.3163973301098
2014-09-11,649.7099456197938
2014-09-12,653.2800881084646
2014-09-15,651.0503055423677
2014-09-16,639.9458031966744
2014-09-17,643.6146310688879
2014-09-18,645.0213981925541
2014-09-19,648.9609643878138
2014-09-22,635.5983082032086
2014-09-23,640.9363628316854
2014-09-24,652.2083337590162
2014-09-25,650.5630126789487
2014-09-26,651.1046306880338
2014-09-29,650.308605
2014-09-30,651.637688
2014-10-01,651.637688
2014-10-02,651.6376877095462
2014-10-03,651.6376877095462
2014-10-06,651.6376877095462
2014-10-07,651.6376877095462
2014-10-08,657.9482966435334
2014-10-09,659.8083333297337
2014-10-10,655.2502888715622
2014-10-13,651.4941355648652
2014-10-14,648.8616392832869
2014-10-15,653.5159707614287
2014-10-16,651.475519076992
2014-10-17,651.4353767304226
2014-10-20,653.5910851416339
2014-10-21,648.3294147970893
2014-10-22,646.3143365585593
2014-10-23,641.3408003403158
2014-10-24,639.7704990341811
2014-10-27,632.8845437667762
2014-10-28,645.4564460388322
2014-10-29,654.9606049158127
2014-10-30,660.261896
2014-10-31,672.578706
2014-11-03,672.393327
2014-11-04,672.4992697571549
2014-11-05,668.8314354435148
2014-11-06,668.584921636565
2014-11-07,667.576464538676
2014-11-10,686.5422827352387
2014-11-11,687.5914006647142
2014-11-12,694.9835707864852
2014-11-13,692.5625523518802
2014-11-14,692.4995454255285
2014-11-17,688.7675549431215
2014-11-18,679.7901092802757
2014-11-19,677.8176578369192
2014-11-20,677.2407204776781
2014-11-21,688.853185491362
2014-11-24,702.8032428413686
2014-11-25,712.8950922452349
2014-11-26,723.8046
2014-11-27,733.616054
2014-11-28,749.935973
2014-12-01,752.718385
2014-12-02,781.5507850442723
2014-12-03,790.4681470562075
2014-12-04,827.4175500678915
2014-12-05,838.2408046987762
2014-12-08,869.5346974048525
2014-12-09,826.5061165208905
2014-12-10,856.2985564568194
2014-12-11,844.0501054234463
2014-12-12,846.0735521585043
2014-12-15,849.8458167795957
2014-12-16,874.6864789501229
2014-12-17,892.2274887993211
2014-12-18,886.1873867900375
2014-12-19,900.7460906367677
2014-12-22,909.8995292152097
2014-12-23,886.5674030144804
2014-12-24,859.2365632826373
2014-12-25,890.3593950890577
2014-12-26,922.1581033348576
2014-12-29,924.6789038669061
2014-12-30,931.28816
2014-12-31,952.724805
2015-01-01,952.724805
2015-01-02,952.7248051747174
2015-01-05,983.7003556271642
2015-01-06,984.2272871074812
2015-01-07,985.8328988601817
2015-01-08,960.0048637394932
2015-01-09,958.5268070264536
2015-01-12,948.2187588037401
2015-01-13,947.6931017768237
2015-01-14,945.4523273415183
2015-01-15,977.6086455665325
2015-01-16,983.0924219213109
2015-01-19,900.0667153275167
2015-01-20,909.514666017949
2015-01-21,952.811028018226
2015-01-22,957.5517409841743
2015-01-23,956.8391119373579
2015-01-26,958.0993528276404
2015-01-27,951.0641156660212
2015-01-28,935.6925224060956
2015-01-29,923.791383
2015-01-30,910.309378
2015-02-02,885.952364
2015-02-03,908.2341309628121
2015-02-04,901.4488660960515
2015-02-05,890.0159427404426
2015-02-06,875.6862465158234
2015-02-09,885.3982534101953
2015-02-10,902.3187428618463
2015-02-11,907.4124441807425
2015-02-12,910.6245470336556
2015-02-13,917.544777087718
2015-02-16,920.2645100813128
2015-02-17,926.1189294340821
2015-02-18,926.118929434082
2015-02-19,926.1189294340818
