Date,KUWAIT DOMESTIC
2005-05-31,687.5593535
2005-06-01,699.3717105
2005-06-02,699.3717105
2005-06-03,699.2519755
2005-06-06,752.315818
2005-06-07,756.4687659
2005-06-08,760.7635882
2005-06-09,760.7635882
2005-06-10,760.7635882
2005-06-13,748.1499076
2005-06-14,749.5189544
2005-06-15,753.5375257
2005-06-16,753.5375257
2005-06-17,753.4085176
2005-06-20,765.7158513
2005-06-21,761.2918882
2005-06-22,772.8163036
2005-06-23,772.6839951
2005-06-24,772.8163036
2005-06-27,755.5225013
2005-06-28,744.8330408
2005-06-29,745.9578611
2005-06-30,745.9578611
2005-07-01,745.9578611
2005-07-04,748.2702669
2005-07-05,760.5381306
2005-07-06,774.5953806
2005-07-07,774.5953806
2005-07-08,774.5953806
2005-07-11,756.4452809
2005-07-12,750.3995804
2005-07-13,750.7755578
2005-07-14,750.7755578
2005-07-15,750.7755578
2005-07-18,740.3875522
2005-07-19,757.9274712
2005-07-20,759.5910238
2005-07-21,759.7210908
2005-07-22,759.7210908
2005-07-25,748.6257564
2005-07-26,777.6761408
2005-07-27,780.9935783
2005-07-28,780.9935783
2005-07-29,780.9935783
2005-08-01,786.3284613
2005-08-02,794.0376917
2005-08-03,793.3969833
2005-08-04,793.2611512
2005-08-05,793.2611512
2005-08-08,794.3413956
2005-08-09,798.8096163
2005-08-10,808.6183359
2005-08-11,808.6183359
2005-08-12,808.756798
2005-08-15,812.2926634
2005-08-16,805.1924958
2005-08-17,793.4411879
2005-08-18,793.3053475
2005-08-19,793.4411879
2005-08-22,807.0632568
2005-08-23,799.8360516
2005-08-24,805.8337563
2005-08-25,805.8337563
2005-08-26,805.6957941
2005-08-29,809.4530014
2005-08-30,809.0887008
2005-08-31,809.4697957
2005-09-01,809.4697957
2005-09-02,809.6084035
2005-09-05,800.5287065
2005-09-06,802.2514731
2005-09-07,811.7061767
2005-09-08,811.8451675
2005-09-09,811.8451675
2005-09-12,827.8202398
2005-09-13,833.9137532
2005-09-14,836.3143433
2005-09-15,836.3143433
2005-09-16,836.3143433
2005-09-19,864.1215888
2005-09-20,868.7412307
2005-09-21,862.4037039
2005-09-22,862.4037039
2005-09-23,862.5513758
2005-09-26,849.487856
2005-09-27,855.7637074
2005-09-28,854.2389015
2005-09-29,854.0926528
2005-09-30,854.2389015
2005-10-03,877.519228
2005-10-04,874.4204145
2005-10-05,874.1098096
2005-10-06,874.1098096
2005-10-07,873.9601589
2005-10-10,876.2217135
2005-10-11,874.7383819
2005-10-12,876.4983076
2005-10-13,876.6483929
2005-10-14,876.6483929
2005-10-17,883.3755451
2005-10-18,891.2025949
2005-10-19,892.335798
2005-10-20,892.335798
2005-10-21,892.1830271
2005-10-24,897.8146387
2005-10-25,904.4956818
2005-10-26,896.4726356
2005-10-27,896.3191566
2005-10-28,896.3191566
2005-10-31,905.331083
2005-11-01,909.2108999
2005-11-02,926.1762537
2005-11-03,926.1762537
2005-11-04,926.0176895
2005-11-07,943.1830137
2005-11-08,951.1074048
2005-11-09,958.6783305
2005-11-10,959.740422
2005-11-11,960.9670341
2005-11-14,997.0717301
2005-11-15,986.1858277
2005-11-16,959.3735816
2005-11-17,959.3735816
2005-11-18,959.3735816
2005-11-21,948.6488356
2005-11-22,954.0248216
2005-11-23,966.2725755
2005-11-24,966.107146
2005-11-25,966.2725755
2005-11-28,988.7421156
2005-11-29,998.8908877
2005-11-30,1000.0
2005-12-01,1000.0
2005-12-02,999.8287964389659
2005-12-05,988.1760235667832
2005-12-06,981.4789043634321
2005-12-07,968.2668539493277
2005-12-08,968.4326530681545
2005-12-09,968.4326530681545
2005-12-12,932.5594473046493
2005-12-13,932.8375551265963
2005-12-14,918.3928925059454
2005-12-15,918.3928925059454
2005-12-16,918.3928925059454
2005-12-19,905.2784389106267
2005-12-20,921.1865932608893
2005-12-21,926.3935780550754
2005-12-22,926.3935780550754
2005-12-23,926.3935780550754
2005-12-26,934.6241187020225
2005-12-27,929.1698900587993
2005-12-28,935.7648120910144
2005-12-29,934.3356297595406
2005-12-30,935.9250457917149
2006-01-02,941.417887981116
2006-01-03,943.0712350795754
2006-01-04,938.8796013207054
2006-01-05,938.7188617895771
2006-01-06,938.8796013207054
2006-01-09,957.4126268765551
2006-01-10,957.4126268765551
2006-01-11,957.4126268765551
2006-01-12,957.4126268765551
2006-01-13,957.4126268765551
2006-01-16,958.7366785545352
2006-01-17,960.429860349484
2006-01-18,960.429860349484
2006-01-19,960.429860349484
2006-01-20,960.429860349484
2006-01-23,940.2627823688124
2006-01-24,962.7466746623256
2006-01-25,965.3599763789309
2006-01-26,965.3599763789309
2006-01-27,965.1947316037891
2006-01-30,948.8878990408375
2006-01-31,951.1731577270043
2006-02-01,963.9798810382908
2006-02-02,963.9798810382908
2006-02-03,963.9798810382908
2006-02-06,960.3391119658777
2006-02-07,963.0645027305206
2006-02-08,960.6214028405351
2006-02-09,960.4569691871903
2006-02-10,960.4569691871903
2006-02-13,963.1776973122785
2006-02-14,962.8678448365908
2006-02-15,953.9398110400343
2006-02-16,953.7765211031908
2006-02-17,953.7765211031908
2006-02-20,921.828082740836
2006-02-21,930.653016249693
2006-02-22,932.5548015417226
2006-02-23,932.5548015417226
2006-02-24,932.5548015417226
2006-02-27,926.7485048379041
2006-02-28,925.7447812832182
2006-03-01,919.9641899385226
2006-03-02,919.9641899385226
2006-03-03,920.1216910838638
2006-03-06,884.6549472263886
2006-03-07,876.6208680967651
2006-03-08,859.5050267198155
2006-03-09,859.5050267198155
2006-03-10,859.5050267198155
2006-03-13,850.8785958064788
2006-03-14,815.160489629466
2006-03-15,807.0072699720724
2006-03-16,807.0072699720724
2006-03-17,807.0072699720724
2006-03-20,866.7653759956336
2006-03-21,845.3844557632453
2006-03-22,853.7371829180357
2006-03-23,853.7371829180357
2006-03-24,853.7371829180357
2006-03-27,791.6973132234378
2006-03-28,791.9033661642877
2006-03-29,801.7532267138815
2006-03-30,801.7532267138815
2006-03-31,801.7532267138815
2006-04-03,834.0679743994517
2006-04-04,848.4785383580437
2006-04-05,863.2827059380578
2006-04-06,863.2827059380578
2006-04-07,862.6919222214194
2006-04-10,886.3959251435276
2006-04-11,905.7993473223894
2006-04-12,894.0474574683776
2006-04-13,894.0474574683776
2006-04-14,894.0474574683776
2006-04-17,883.9750928880017
2006-04-18,874.7063922583183
2006-04-19,862.1911557266492
2006-04-20,862.1911557266492
2006-04-21,862.1911557266492
2006-04-24,833.9275919032564
2006-04-25,849.882388310067
2006-04-26,852.9981099156889
2006-04-27,852.9981099156889
2006-04-28,852.9981099156889
2006-05-01,857.6675054750152
2006-05-02,857.2840695561877
2006-05-03,852.5432367389701
2006-05-04,851.9598025307656
2006-05-05,852.5432367389702
2006-05-08,810.6345683013833
2006-05-09,818.8662218435308
2006-05-10,809.1566661849533
2006-05-11,817.5547633949685
2006-05-12,817.2720192264072
2006-05-15,816.1649006511169
2006-05-16,808.0403537672751
2006-05-17,801.1125794407982
2006-05-18,801.3896372237623
2006-05-19,801.3896372237623
2006-05-22,806.6853444472902
2006-05-23,813.7096044968865
2006-05-24,824.6417131072274
2006-05-25,824.6417131072274
2006-05-26,824.7843353336382
2006-05-29,822.9071360641485
2006-05-30,825.084399181037
2006-05-31,829.8291950031155
2006-06-01,829.8291950031155
2006-06-02,829.8291950031155
2006-06-05,847.1559031731355
2006-06-06,854.4333337076166
2006-06-07,866.5956930675021
2006-06-08,867.1951021583321
2006-06-09,867.1951021583321
2006-06-12,871.8816409543095
2006-06-13,863.0788810196058
2006-06-14,849.0076502001749
2006-06-15,849.1544611374393
2006-06-16,849.1544611374393
2006-06-19,843.7867825344354
2006-06-20,835.3210758297992
2006-06-21,825.030862521614
2006-06-22,825.030862521614
2006-06-23,825.030862521614
2006-06-26,828.3888943096456
2006-06-27,832.8057088302363
