Date,CHINA WITH PARTIAL A SHARES
2017-05-03,2489.271537632338
2017-05-04,2469.911742392138
2017-05-05,2451.0712421867665
2017-05-08,2467.1717636050225
2017-05-09,2506.037448167733
2017-05-10,2519.0248282422867
2017-05-11,2526.7453577840192
2017-05-12,2534.3197636017203
2017-05-15,2552.2409086254634
2017-05-16,2571.1640440564815
2017-05-17,2552.7888528386043
2017-05-18,2542.8955420318603
2017-05-19,2567.8258892347963
2017-05-22,2600.7946440852747
2017-05-23,2592.2155443543106
2017-05-24,2592.2054710014363
2017-05-25,2622.5675100132144
2017-05-26,2623.201764582207
2017-05-29,2628.2780357183638
2017-05-30,2625.1026283131323
2017-05-31,2608.1780505403503
2017-06-01,2627.7783807323144
2017-06-02,2633.914907698896
2017-06-05,2637.8290409918663
2017-06-06,2642.7867633043343
2017-06-07,2657.418340228315
2017-06-08,2699.6642383596845
2017-06-09,2676.0063170626286
2017-06-12,2647.0021700594457
2017-06-13,2651.813551663542
2017-06-14,2651.646259558911
2017-06-15,2617.3572940959416
2017-06-16,2621.530734039865
2017-06-19,2666.679341357882
2017-06-20,2659.6062732772357
2017-06-21,2672.1423192909556
2017-06-22,2676.924127431036
2017-06-23,2684.5786283125612
2017-06-26,2702.4303033135684
2017-06-27,2693.6170322713547
2017-06-28,2683.842021650749
2017-06-29,2686.597421692764
2017-06-30,2669.911832015645
2017-07-03,2684.275519845182
2017-07-04,2649.6863268063507
2017-07-05,2675.260492524506
2017-07-06,2665.1807919924836
2017-07-07,2654.6670561714063
2017-07-10,2665.6676509049494
2017-07-11,2710.0585030446628
2017-07-12,2738.201019553917
2017-07-13,2768.686802081327
2017-07-14,2787.5296614253343
2017-07-17,2790.767398831304
2017-07-18,2804.472024621367
2017-07-19,2839.6637719913697
2017-07-20,2838.2774885643007
2017-07-21,2832.0641266978396
2017-07-24,2853.3715733581885
2017-07-25,2843.107244911079
2017-07-26,2863.5081096978515
2017-07-27,2877.1676547169664
2017-07-28,2876.9377829126506
2017-07-31,2899.8870151993838
2017-08-01,2908.5315032269327
2017-08-02,2897.889084685618
2017-08-03,2890.3896667118374
2017-08-04,2901.4615223163282
2017-08-07,2940.2941365095885
2017-08-08,2960.6577088498143
2017-08-09,2957.954409929907
2017-08-10,2905.4707823000895
2017-08-11,2848.0657383214293
2017-08-14,2893.9522165368085
2017-08-15,2891.299956576291
2017-08-16,2916.733858456105
2017-08-17,2922.8899010435257
2017-08-18,2910.745207605125
2017-08-21,2936.185132737366
2017-08-22,2969.9056800003177
2017-08-23,2973.884092633464
2017-08-24,2989.193908062918
2017-08-25,3000.8220645125125
2017-08-28,2986.0737029472184
2017-08-29,2980.4569170836407
2017-08-30,3019.055720745151
2017-08-31,3021.4427214138027
2017-09-01,3021.757324732596
2017-09-04,3004.839747806002
2017-09-05,3002.21366477004
2017-09-06,2998.0017292204384
2017-09-07,3012.9988513071
2017-09-08,3013.791743324412
2017-09-11,3055.639885973802
2017-09-12,3074.2383391304943
2017-09-13,3086.644616563924
2017-09-14,3079.3872718549273
2017-09-15,3081.0673321614163
2017-09-18,3132.6833133325013
2017-09-19,3127.5827019503836
2017-09-20,3139.3231714723174
2017-09-21,3136.894134531161
2017-09-22,3115.761334040219
2017-09-25,3030.1606341810857
2017-09-26,3024.6551590320564
2017-09-27,3059.9644780316517
2017-09-28,3028.200976497769
2017-09-29,3054.251773874762
2017-10-02,3059.671273810119
2017-10-03,3141.825579467804
2017-10-04,3157.5738482046695
2017-10-05,3158.8434629208036
2017-10-06,3181.110054838109
2017-10-09,3173.385781268752
2017-10-10,3194.500587261614
2017-10-11,3185.993006487525
2017-10-12,3181.7168115081236
2017-10-13,3186.7493898035013
2017-10-16,3216.7714031392707
2017-10-17,3196.3484364001374
2017-10-18,3210.368512113015
2017-10-19,3146.972480897928
2017-10-20,3184.572266912626
2017-10-23,3168.1600310120534
2017-10-24,3154.8497536946275
2017-10-25,3160.6523867521482
2017-10-26,3138.8888128738554
2017-10-27,3153.987068916037
2017-10-30,3155.7980370024397
2017-10-31,3173.267787525456
2017-11-01,3205.7978286769526
2017-11-02,3197.5200733035545
2017-11-03,3205.1092896037544
2017-11-06,3234.03830262942
2017-11-07,3274.833751034639
2017-11-08,3261.0410520287346
2017-11-09,3281.378698791717
2017-11-10,3278.130287434351
2017-11-13,3278.949314927597
2017-11-14,3254.7994971263606
2017-11-15,3220.0212854447527
2017-11-16,3264.2951196363238
2017-11-17,3288.444153313575
2017-11-20,3304.678272264424
2017-11-21,3368.870050241046
2017-11-22,3379.2878143723988
2017-11-23,3338.1162100944916
2017-11-24,3349.760079686299
2017-11-27,3306.8907788259403
2017-11-28,3312.8717173376267
2017-11-29,3273.2898919102704
2017-11-30,3213.562285702332
2017-12-01,3185.811487269888
2017-12-04,3185.605333576886
2017-12-05,3155.2791892323517
2017-12-06,3096.336004086207
2017-12-07,3117.6212889014887
2017-12-08,3175.3520481711266
2017-12-11,3220.853899412863
2017-12-12,3176.939127360023
2017-12-13,3214.3515158001046
2017-12-14,3209.762465370482
2017-12-15,3174.257789413643
2017-12-18,3197.7071618019736
2017-12-19,3218.599772181252
2017-12-20,3209.8955004711056
2017-12-21,3244.075359639155
2017-12-22,3269.1230798532533
2017-12-25,3268.752529596153
2017-12-26,3258.657694200841
2017-12-27,3256.460114259778
2017-12-28,3277.9446869096446
2017-12-29,3279.230082605956
2018-01-01,3279.230082605956
2018-01-02,3385.3790942498363
2018-01-03,3404.342410606465
2018-01-04,3433.5822638906493
2018-01-05,3457.9442318207684
2018-01-08,3484.443720967217
2018-01-09,3496.2376065859944
2018-01-10,3490.113463132265
2018-01-11,3473.964507359633
2018-01-12,3515.6127080368838
2018-01-15,3483.40572792055
2018-01-16,3530.3243917281857
2018-01-17,3544.0246378970573
2018-01-18,3561.3286892556507
2018-01-19,3587.9106146433123
2018-01-22,3613.3950621904955
2018-01-23,3684.2462091295693
2018-01-24,3694.8671535124267
2018-01-25,3667.8224271470654
2018-01-26,3749.1799359637216
2018-01-29,3720.513290399578
2018-01-30,3654.437569464179
2018-01-31,3683.825648701998
2018-02-01,3625.4605314363475
2018-02-02,3610.7940212059516
2018-02-05,3553.4899199951533
2018-02-06,3402.1367780605433
2018-02-07,3359.203852758465
2018-02-08,3327.4664523233027
2018-02-09,3247.7852705208757
2018-02-12,3264.614235157435
2018-02-13,3319.1900931830546
2018-02-14,3402.8693328523073
2018-02-15,3476.148209302817
2018-02-16,3464.408902106965
2018-02-19,3464.2954271878107
2018-02-20,3465.0757866130803
2018-02-21,3525.0658560679085
2018-02-22,3490.873203756359
2018-02-23,3544.258536494207
2018-02-26,3558.930144012085
2018-02-27,3497.70256352906
2018-02-28,3447.572041644845
2018-03-01,3455.6930064749536
2018-03-02,3404.5389699731472
2018-03-05,3359.086345809085
2018-03-06,3438.0276374733075
2018-03-07,3420.6650506107635
2018-03-08,3458.813334527861
2018-03-09,3503.3706153738567
2018-03-12,3562.4312103953407
2018-03-13,3544.5609396322034
2018-03-14,3548.1091863729507
2018-03-15,3582.906488670369
2018-03-16,3579.763949459846
2018-03-19,3551.553311386467
2018-03-20,3581.1065593886283
2018-03-21,3552.792131588323
2018-03-22,3463.2553542831483
2018-03-23,3363.453557012832
2018-03-26,3416.070192396324
2018-03-27,3415.4234920043227
2018-03-28,3321.201093791285
2018-03-29,3340.893020590357
2018-03-30,3341.1948361435
2018-04-02,3318.506353117564
2018-04-03,3325.9521871432903
2018-04-04,3271.212756839689
2018-04-05,3274.9166423245365
2018-04-06,3288.923929695207
2018-04-09,3328.334214523901
2018-04-10,3407.751642085028
2018-04-11,3403.597946533781
2018-04-12,3390.5949934488535
2018-04-13,3358.051128498936
2018-04-16,3321.5915040952295
2018-04-17,3301.053557296337
2018-04-18,3321.704009048664
2018-04-19,3361.3078396453266
2018-04-20,3313.304237259577
2018-04-23,3275.5483554178804
2018-04-24,3310.973731395987
2018-04-25,3270.627750680775
2018-04-26,3256.1140778007934
2018-04-27,3296.5639285227735
2018-04-30,3338.0950483778192
2018-05-01,3343.5136152701016
2018-05-02,3331.186669242287
2018-05-03,3299.598450389383
2018-05-04,3298.239140645531
2018-05-07,3333.9418561458733
2018-05-08,3379.639685735978
2018-05-09,3387.9820477442513
2018-05-10,3419.681243822003
2018-05-11,3431.6886933261912
2018-05-14,3477.9951403635187
2018-05-15,3440.2940867362718
2018-05-16,3451.3847197324553
2018-05-17,3442.6878186796257
2018-05-18,3441.6488216355433
2018-05-21,3442.6523441643058
2018-05-22,3438.8927920990127
2018-05-23,3409.3563103945603
2018-05-24,3419.63830587616
2018-05-25,3413.6093339774347
2018-05-28,3427.1072249268755
2018-05-29,3395.153232148039
2018-05-30,3355.567478140121
2018-05-31,3400.697709484198
2018-06-01,3429.0228611113134
2018-06-04,3502.799936615756
2018-06-05,3519.831322573019
2018-06-06,3540.2286409748262
2018-06-07,3548.181292259441
2018-06-08,3501.7630348848415
2018-06-11,3516.659938886181
2018-06-12,3539.7960229398327
2018-06-13,3500.6188908606737
2018-06-14,3489.330347664957
2018-06-15,3465.405674255918
2018-06-18,3465.0577392491814
2018-06-19,3359.9031892547982
2018-06-20,3377.9437492765665
2018-06-21,3334.9068651607763
2018-06-22,3338.399109810477
2018-06-25,3255.4523360867834
2018-06-26,3234.416453712055
2018-06-27,3143.806704464748
2018-06-28,3150.7468609194743
2018-06-29,3219.982348903825
2018-07-02,3219.6775440701745
2018-07-03,3175.861566840808
2018-07-04,3131.166020757243
2018-07-05,3129.688740697503
2018-07-06,3160.3050397491374
2018-07-09,3222.6142952012447
2018-07-10,3208.3849134641555
2018-07-11,3159.0585155053795
2018-07-12,3199.811233249594
2018-07-13,3201.527596297693
2018-07-16,3194.3846500952927
2018-07-17,3170.194896366668
2018-07-18,3167.3004441579874
2018-07-19,3130.9576937533184
2018-07-20,3146.3108884439603
2018-07-23,3145.7630741063426
2018-07-24,3190.232402524458
2018-07-25,3242.464281255071
2018-07-26,3211.5079784885825
2018-07-27,3196.7704494220434
2018-07-30,3161.3495967633003
2018-07-31,3139.684849447892
2018-08-01,3112.28936662467
2018-08-02,3049.3269151814898
2018-08-03,3035.19868220486
2018-08-06,3025.9927110199064
2018-08-07,3073.9853928731886
2018-08-08,3071.14436786043
2018-08-09,3102.460114200271
2018-08-10,3096.56243995774
2018-08-13,3041.5697970021033
2018-08-14,2987.076658716613
2018-08-15,2908.717054940647
2018-08-16,2900.3044609569865
2018-08-17,2919.626554783637
2018-08-20,2975.7179974824685
2018-08-21,3011.7808489110066
2018-08-22,3034.6239406770956
2018-08-23,3011.5289366266284
2018-08-24,3007.216624705244
2018-08-27,3088.71468168424
2018-08-28,3089.02884149706
2018-08-29,3089.698225244657
2018-08-30,3047.863012720672
2018-08-31,3019.145863602935
2018-09-03,2996.6797044155214
2018-09-04,3003.2676365851366
2018-09-05,2912.490067521673
2018-09-06,2879.9701739893553
2018-09-07,2891.0708956683616
2018-09-10,2837.204659660877
2018-09-11,2813.322215561668
2018-09-12,2804.5006003091166
2018-09-13,2886.4834313454817
2018-09-14,2907.5267539893844
2018-09-17,2851.167575161442
2018-09-18,2865.674682053163
2018-09-19,2931.358999164345
2018-09-20,2955.680943230424
2018-09-21,3018.885367860784
2018-09-24,2959.6739269275176
2018-09-25,2963.225117537755
2018-09-26,2990.768086175537
2018-09-27,2979.509409244719
2018-09-28,2976.970589736679
2018-10-01,2967.735022782876
2018-10-02,2901.575569433976
2018-10-03,2908.712635789003
2018-10-04,2841.450877022311
2018-10-05,2819.884749702115
2018-10-08,2764.7517596259927
2018-10-09,2750.0947637164504
2018-10-10,2709.7771209876178
2018-10-11,2628.796513142271
2018-10-12,2717.490674969781
2018-10-15,2669.030931109653
2018-10-16,2692.2631196289935
2018-10-17,2682.8030039743167
2018-10-18,2647.921860816378
2018-10-19,2664.9589507579
2018-10-22,2746.828288811779
2018-10-23,2666.5408012225976
2018-10-24,2629.404892066664
2018-10-25,2634.769636398384
2018-10-26,2602.1009610020246
2018-10-29,2558.3948448326464
2018-10-30,2557.3216397032525
2018-10-31,2635.518378891614
2018-11-01,2718.134472274611
2018-11-02,2811.7517349732348
2018-11-05,2755.7870993505867
2018-11-06,2776.646984613144
2018-11-07,2793.3123967364963
2018-11-08,2778.7866302798334
2018-11-09,2698.6020260533005
2018-11-12,2680.367868407583
2018-11-13,2711.6718078779877
2018-11-14,2709.8305792050223
2018-11-15,2773.9556320886068
2018-11-16,2773.767186453051
2018-11-19,2771.70095309434
2018-11-20,2714.2526053916963
2018-11-21,2747.306251121181
2018-11-22,2747.8752415451977
2018-11-23,2725.9836667531285
2018-11-26,2772.7572151123777
2018-11-27,2775.488173469553
2018-11-28,2825.4956168497447
2018-11-29,2800.360325801815
2018-11-30,2828.2687164689573
2018-12-03,2900.8128537191496
2018-12-04,2891.739571859048
2018-12-05,2857.183817867355
2018-12-06,2780.5651819156046
2018-12-07,2762.4957893184046
2018-12-10,2730.442296108068
2018-12-11,2735.5904326660725
2018-12-12,2776.707689565195
2018-12-13,2809.116951849746
2018-12-14,2755.89857902034
2018-12-17,2728.3730938313456
2018-12-18,2684.288266198111
2018-12-19,2659.4947050741685
2018-12-20,2634.021591474202
2018-12-21,2631.4411399249593
2018-12-24,2616.6976226722595
2018-12-25,2616.0786388609963
2018-12-26,2640.887599200016
2018-12-27,2628.420986694711
2018-12-28,2638.6315511586495
2018-12-31,2657.362443534227
2019-01-01,2657.3624435342267
2019-01-02,2598.1064750412415
2019-01-03,2562.5579282081117
2019-01-04,2635.193767565365
2019-01-07,2672.8049818675386
2019-01-08,2680.550883111961
2019-01-09,2749.3355678547287
2019-01-10,2761.3261090824153
2019-01-11,2768.862064638339
2019-01-14,2724.05134944865
2019-01-15,2781.9329955840617
2019-01-16,2806.5191729355543
2019-01-17,2797.715011072799
2019-01-18,2839.497187143734
2019-01-21,2852.286446505501
2019-01-22,2805.3941600828157
2019-01-23,2806.1627604597343
2019-01-24,2827.5774997560134
2019-01-25,2885.5338463159883
2019-01-28,2879.943113374704
2019-01-29,2872.77311565176
2019-01-30,2909.2288728809467
2019-01-31,2950.5263501405548
2019-02-01,2960.6084922471814
2019-02-04,2959.143984517953
2019-02-05,2978.159950376311
2019-02-06,2973.5436052533532
2019-02-07,2954.6247130853144
2019-02-08,2946.806371192915
2019-02-11,2965.549607404206
2019-02-12,2977.862259679097
2019-02-13,3008.3115194829647
2019-02-14,2993.951292076068
2019-02-15,2933.4204030075516
2019-02-18,2974.131109820956
2019-02-19,2973.78427165843
2019-02-20,3004.881162053607
2019-02-21,3018.6054034455774
2019-02-22,3062.189788441871
2019-02-25,3110.8099133121013
2019-02-26,3094.5705960466307
2019-02-27,3076.624721428747
2019-02-28,3054.331682601238
2019-03-01,3084.7034988042105
2019-03-04,3123.2917550885063
2019-03-05,3148.322127851483
2019-03-06,3149.889062168408
2019-03-07,3088.4551950268033
2019-03-08,3013.110592871721
2019-03-11,3065.182804072498
2019-03-12,3101.7723198971994
2019-03-13,3088.682602459675
2019-03-14,3081.1252580519863
2019-03-15,3105.2790155986672
2019-03-18,3158.3831605257706
2019-03-19,3162.4371175749047
2019-03-20,3147.4685011837337
2019-03-21,3133.052136742423
2019-03-22,3109.493797062008
2019-03-25,3063.727014840661
2019-03-26,3060.319939071535
2019-03-27,3077.4504014889426
2019-03-28,3078.575342431304
2019-03-29,3129.6541048051213
2019-04-01,3171.711452748064
2019-04-02,3171.3864588683928
2019-04-03,3206.1066429401208
2019-04-04,3210.6189824661055
2019-04-05,3226.7971678223284
2019-04-08,3252.8606714913158
2019-04-09,3267.049179627968
2019-04-10,3262.641245455498
2019-04-11,3225.903183471123
2019-04-12,3248.3616925194297
2019-04-15,3217.8193070598563
2019-04-16,3253.218193460397
2019-04-17,3264.902552286987
2019-04-18,3248.144273622701
2019-04-19,3249.0040346382966
2019-04-22,3241.801752154889
2019-04-23,3238.778460030586
2019-04-24,3226.821221096831
2019-04-25,3187.676239137894
2019-04-26,3189.200216721408
2019-04-29,3212.314068032024
2019-04-30,3198.490509379497
2019-05-01,3203.954345535065
2019-05-02,3215.929932386106
2019-05-03,3231.666755134508
2019-05-06,3122.947362790283
2019-05-07,3104.8075386175683
2019-05-08,3072.908267280506
2019-05-09,3010.864945790675
2019-05-10,3037.76147418505
2019-05-13,3001.678722530058
2019-05-14,2974.32079766215
2019-05-15,3001.1314204384926
2019-05-16,2993.8328262912364
2019-05-17,2918.4264830771026
2019-05-20,2851.826163574016
2019-05-21,2869.5647315256365
2019-05-22,2848.330776229357
2019-05-23,2789.832717568702
2019-05-24,2789.9736365230756
2019-05-27,2789.088331063707
2019-05-28,2798.0841576655594
2019-05-29,2782.542006503429
2019-05-30,2788.10420610828
2019-05-31,2781.5142159757565
2019-06-03,2796.4132945043557
2019-06-04,2787.8759619184634
2019-06-05,2784.368784138444
2019-06-06,2780.8335209715483
2019-06-07,2793.4220702258763
2019-06-10,2861.943102562824
2019-06-11,2903.0114587546113
2019-06-12,2864.1215846430327
2019-06-13,2863.72057967394
2019-06-14,2840.073519029235
2019-06-17,2840.078650587045
2019-06-18,2882.6815869607653
2019-06-19,2943.8527723440434
2019-06-20,2995.10386736033
2019-06-21,2988.76370974597
2019-06-24,2994.7978686455476
2019-06-25,2952.4698538376706
2019-06-26,2974.766972979419
2019-06-27,3011.0912383062127
2019-06-28,3004.86624621092
2019-07-01,3028.943878185584
2019-07-02,3072.2885082607913
2019-07-03,3057.818142201427
2019-07-04,3058.8166631626223
2019-07-05,3046.2406731801575
2019-07-08,2982.0371594389267
2019-07-09,2969.836692981706
2019-07-10,2979.7731063607853
2019-07-11,2988.5104323762803
2019-07-12,2988.169379700581
2019-07-15,3016.453335740216
2019-07-16,3026.192758682342
2019-07-17,3026.0084109834042
2019-07-18,3000.1397987619202
2019-07-19,3029.0943357210585
2019-07-22,3001.146801528135
2019-07-23,3026.617452465298
2019-07-24,3044.204685816517
2019-07-25,3057.022669358369
2019-07-26,3040.0447054057336
2019-07-29,3024.7844170668336
2019-07-30,3019.5954406872816
2019-07-31,2987.380404111782
2019-08-01,2951.7056191725064
2019-08-02,2871.5349416453996
2019-08-05,2767.9222444341403
2019-08-06,2761.781257899116
2019-08-07,2767.6395304791463
2019-08-08,2802.748689554496
2019-08-09,2775.8495438468262
2019-08-12,2776.265068897168
2019-08-13,2765.060934623282
2019-08-14,2763.075356386708
2019-08-15,2776.3416346553477
2019-08-16,2813.236074489966
2019-08-19,2877.4261215474226
2019-08-20,2877.3895549418394
2019-08-21,2879.2898211429238
2019-08-22,2856.0888490277466
2019-08-23,2844.391649552995
2019-08-26,2810.2778828236305
2019-08-27,2817.9507803033207
2019-08-28,2814.7825599285406
2019-08-29,2838.078698511362
2019-08-30,2864.01136287099
2019-09-02,2874.7641205889277
2019-09-03,2847.056319558784
2019-09-04,2907.7747908897395
2019-09-05,2950.4779826722634
2019-09-06,2958.291306496407
2019-09-09,2962.016818809609
2019-09-10,2948.855763372003
2019-09-11,2983.4999994248715
2019-09-12,3006.869428079667
2019-09-13,3029.921672439703
2019-09-16,3010.6335021312225
2019-09-17,2987.1273537900224
2019-09-18,2988.45257777861
2019-09-19,2970.9802942137244
2019-09-20,2968.2470548252013
2019-09-23,2928.1947237130466
2019-09-24,2901.2046079839884
2019-09-25,2893.589977788916
2019-09-26,2897.3065286215888
2019-09-27,2848.508465842949
2019-09-30,2862.5913044525378
2019-10-01,2855.018625898796
2019-10-02,2849.7705439353663
2019-10-03,2873.9641911360104
2019-10-04,2868.6823954724578
2019-10-07,2860.3208796482177
2019-10-08,2843.5492128766105
2019-10-09,2842.731507177001
2019-10-10,2865.643766776579
2019-10-11,2931.3536275337
2019-10-14,2943.3851197156014
2019-10-15,2959.0017987243614
2019-10-16,2972.575932214711
2019-10-17,2978.613207074125
2019-10-18,2943.2407916615957
2019-10-21,2957.500092554294
2019-10-22,2941.8026806686958
2019-10-23,2921.474230176583
2019-10-24,2951.8622836934587
2019-10-25,2954.331156954159
2019-10-28,2992.8202408021234
2019-10-29,2977.496947964124
2019-10-30,2967.908430107492
2019-10-31,2978.985692753697
2019-11-01,3000.0250659934436
2019-11-04,3061.5169662650796
2019-11-05,3084.4138188301604
2019-11-06,3085.9596064578864
2019-11-07,3116.387451050368
2019-11-08,3100.800074065719
2019-11-11,3042.9971086657333
2019-11-12,3061.739623913553
2019-11-13,3016.5736416835894
2019-11-14,2991.618596101918
2019-11-15,2998.1998283072426
2019-11-18,3023.132153526762
2019-11-19,3056.9274847401175
2019-11-20,3028.9983635129806
2019-11-21,3003.2211317706233
2019-11-22,3023.9284652661377
2019-11-25,3062.8851022770996
2019-11-26,3069.3980032046784
2019-11-27,3091.308632930905
2019-11-28,3089.62207477823
2019-11-29,3037.1868533300612
2019-12-02,3035.576014162554
2019-12-03,3029.522191572886
2019-12-04,3003.4064966042492
2019-12-05,3045.5117797873963
2019-12-06,3073.6254786078384
2019-12-09,3064.2935517279025
2019-12-10,3067.034294448256
2019-12-11,3106.847520152775
2019-12-12,3134.5513043425267
2019-12-13,3187.94127173164
2019-12-16,3193.9007356527513
2019-12-17,3241.9185981538435
2019-12-18,3260.5712477763923
2019-12-19,3249.171608692447
2019-12-20,3257.520247140452
2019-12-23,3276.9246886633455
2019-12-24,3271.5019484232785
2019-12-25,3271.608877101567
2019-12-26,3280.8353790698325
2019-12-27,3309.1520758134843
2019-12-30,3307.1174995497045
2019-12-31,3290.2508230174863
2020-01-01,3290.2508230174863
2020-01-02,3372.6397811377406
2020-01-03,3354.430054781277
2020-01-06,3333.5469657454464
2020-01-07,3354.406290253194
2020-01-08,3335.8705450572324
2020-01-09,3399.1999876846626
2020-01-10,3411.86555634069
2020-01-13,3467.260389933367
2020-01-14,3442.7149920746688
2020-01-15,3432.298869652042
2020-01-16,3439.7042882225805
2020-01-17,3466.2635229191733
2020-01-20,3449.1549960793186
2020-01-21,3347.556403249633
2020-01-22,3384.4898153997283
2020-01-23,3315.8183318903466
2020-01-24,3294.0647363328158
2020-01-27,3259.5296815604806
2020-01-28,3284.4572659794517
2020-01-29,3228.027069278174
2020-01-30,3149.9833670743674
2020-01-31,3124.247373394154
2020-02-03,3158.0588869107446
2020-02-04,3247.9126361187664
2020-02-05,3248.0297078393473
2020-02-06,3309.629310697773
2020-02-07,3284.552365872708
2020-02-10,3278.6437608458205
2020-02-11,3320.1882994262915
2020-02-12,3365.8451211046527
2020-02-13,3353.6590947167547
2020-02-14,3354.3855481399146
2020-02-17,3375.5276561304363
2020-02-18,3342.3850410504483
2020-02-19,3370.5473044283403
2020-02-20,3351.094044749443
2020-02-21,3300.1140160104665
2020-02-24,3221.4918496691967
2020-02-25,3230.458210874274
2020-02-26,3223.213192171048
2020-02-27,3218.2249160417346
2020-02-28,3157.8100195455104
2020-03-02,3222.001534714627
2020-03-03,3215.907321188726
2020-03-04,3247.4322260855
2020-03-05,3293.5727929044947
2020-03-06,3210.7732887094944
2020-03-09,3069.295698615236
2020-03-10,3136.630675372824
2020-03-11,3088.1021781378654
2020-03-12,2939.203470592736
2020-03-13,2960.0587107406914
2020-03-16,2778.909452355433
2020-03-17,2811.1327781919454
2020-03-18,2692.103794347492
2020-03-19,2668.2044555031675
2020-03-20,2776.272653338154
2020-03-23,2683.9963361684286
2020-03-24,2824.743511428914
2020-03-25,2917.6066739536864
2020-03-26,2939.823573717941
2020-03-27,2913.3815422614703
2020-03-30,2893.717767898719
2020-03-31,2951.008519967034
2020-04-01,2888.001824661712
2020-04-02,2921.4106499521076
2020-04-03,2900.0777580723175
2020-04-06,2973.5672650130637
2020-04-07,3026.445165369293
2020-04-08,2988.3345662683705
2020-04-09,3023.374057166125
2020-04-10,3022.2992371594974
2020-04-13,3033.24437451657
2020-04-14,3067.509095174092
2020-04-15,3059.3233686899584
2020-04-16,3084.5593980149874
2020-04-17,3102.9095863999273
2020-04-20,3114.0625293100434
2020-04-21,3050.7096742876583
2020-04-22,3086.1439249288983
2020-04-23,3074.5346653997863
2020-04-24,3051.8868606598326
2020-04-27,3102.281419130766
2020-04-28,3111.5675353526776
2020-04-29,3150.798934571967
2020-04-30,3135.9426760489077
2020-05-01,3091.762724793092
2020-05-04,2996.421782096252
2020-05-05,3036.4637548431874
2020-05-06,3067.010988762845
2020-05-07,3069.6121566074958
2020-05-08,3132.130518954336
2020-05-11,3176.5873057373074
2020-05-12,3139.782093198017
2020-05-13,3140.716995212011
2020-05-14,3126.605139735174
2020-05-15,3130.9291211497593
2020-05-18,3192.424670598795
2020-05-19,3235.2759741983805
2020-05-20,3240.292703486996
2020-05-21,3200.356658154301
2020-05-22,3049.6983203698373
2020-05-25,3068.763270620509
2020-05-26,3126.6480192155523
2020-05-27,3103.7499116085505
2020-05-28,3074.0660023057253
2020-05-29,3125.149676539039
2020-06-01,3199.1430094580487
2020-06-02,3244.286696218294
2020-06-03,3293.5541116715035
2020-06-04,3298.2438551055798
2020-06-05,3327.124666095591
2020-06-08,3311.880193712924
2020-06-09,3332.1159403271645
2020-06-10,3368.5610789709804
2020-06-11,3295.072807754431
2020-06-12,3297.3224779669918
2020-06-15,3263.5313445662628
2020-06-16,3346.0937137712813
2020-06-17,3371.4121674445337
2020-06-18,3387.4876700451628
2020-06-19,3403.9276053289946
2020-06-22,3404.7372187097976
2020-06-23,3477.2531099398025
2020-06-24,3458.1453822284047
2020-06-25,3449.833587112875
2020-06-26,3409.480750029067
2020-06-29,3387.574882277656
2020-06-30,3401.38444590155
2020-07-01,3403.694439811767
2020-07-02,3531.7381777720993
2020-07-03,3582.292875481675
2020-07-06,3731.2749846068577
2020-07-07,3691.277328669781
2020-07-08,3839.028085665292
2020-07-09,3905.9722518380468
2020-07-10,3844.025085173697
2020-07-13,3815.0706155021503
2020-07-14,3744.9439604616164
2020-07-15,3762.0961600884025
2020-07-16,3626.2580317050706
2020-07-17,3666.3442252176596
2020-07-20,3727.5862616894633
2020-07-21,3817.6298507408765
2020-07-22,3724.6271978766385
2020-07-23,3751.9509901223455
2020-07-24,3650.96057056677
2020-07-27,3651.325431831311
2020-07-28,3688.812122087184
2020-07-29,3720.086202585213
2020-07-30,3705.9375543457913
2020-07-31,3704.9559513891095
2020-08-03,3759.600328298522
2020-08-04,3824.541205475602
2020-08-05,3866.8395330872927
2020-08-06,3862.667840920749
2020-08-07,3750.9804272427814
2020-08-10,3693.827634964986
2020-08-11,3718.711078363056
2020-08-12,3749.1557145164397
2020-08-13,3736.9354048679693
2020-08-14,3732.6794685212376
2020-08-17,3781.8953614744996
2020-08-18,3826.570016700506
2020-08-19,3800.821138544841
2020-08-20,3775.0131774008696
2020-08-21,3822.0981704282
2020-08-24,3919.5620491368095
2020-08-25,3949.743577098862
2020-08-26,3980.4976779045355
2020-08-27,3971.1962604285673
2020-08-28,3978.0202338152117
2020-08-31,3918.0733218751047
2020-09-01,3995.647565357339
2020-09-02,3999.544933892637
2020-09-03,3906.1710423488944
2020-09-04,3874.4251248760283
2020-09-07,3832.47775101496
2020-09-08,3776.023973275545
2020-09-09,3766.846626731948
2020-09-10,3733.2795322247216
2020-09-11,3778.358919879075
2020-09-14,3826.7842544726873
2020-09-15,3858.0869011996765
2020-09-16,3871.0735196538863
2020-09-17,3833.4676357293706
2020-09-18,3840.5127785109557
2020-09-21,3799.9481400180193
2020-09-22,3785.6118001979453
2020-09-23,3778.6191229196047
2020-09-24,3711.4030770462955
2020-09-25,3698.447333151314
2020-09-28,3742.360569340577
2020-09-29,3726.1936816951165
2020-09-30,3816.5703043818844
2020-10-01,3812.193655109946
2020-10-02,3795.0199022934376
2020-10-05,3824.328172237004
2020-10-06,3874.796650819053
2020-10-07,3916.0613826476
2020-10-08,3936.1964124899905
2020-10-09,3948.127426351069
2020-10-12,4042.9204826085343
