Date,CHINA A 50
2004-11-30,1000.0
2004-12-01,994.4557108450258
2004-12-02,988.0851475744043
2004-12-03,988.8097186916714
2004-12-06,989.1939275266218
2004-12-07,982.3362981965408
2004-12-08,982.9897946359625
2004-12-09,993.0932003592027
2004-12-10,984.5236665482529
2004-12-13,980.9050719394814
2004-12-14,977.5742494136665
2004-12-15,983.0778810496835
2004-12-16,982.5851303412138
2004-12-17,972.4907069540426
2004-12-20,959.8261289271683
2004-12-21,957.7929932409372
2004-12-22,980.5721215302824
2004-12-23,966.6243861657754
2004-12-24,967.4988475620272
2004-12-27,963.0966680542965
2004-12-28,963.8543425999784
2004-12-29,960.6084694815676
2004-12-30,958.8886919104782
2004-12-31,957.2663121555829
2005-01-03,957.2663121555829
2005-01-04,939.9400779264903
2005-01-05,945.5784888059409
2005-01-06,934.4059961742317
2005-01-07,933.7315826027736
2005-01-10,942.8824263776435
2005-01-11,946.462180556813
2005-01-12,944.6181506949051
2005-01-13,943.431005987617
2005-01-14,936.4639115528248
2005-01-17,918.790427822263
2005-01-18,926.1338360755624
2005-01-19,919.98588199445
2005-01-20,913.7796819570809
2005-01-21,943.38454156052
2005-01-24,956.635571823627
2005-01-25,957.7493888634507
2005-01-26,949.9328789918318
2005-01-27,935.2935705218779
2005-01-28,934.765112476623
2005-01-31,928.4926038844137
2005-02-01,933.3560120351111
2005-02-02,981.1664196982033
2005-02-03,967.7672713762798
2005-02-04,993.1080605615638
2005-02-07,993.1200598373426
2005-02-08,993.1080605615638
2005-02-09,993.1080605615638
2005-02-10,993.1080605615638
2005-02-11,993.1080605615638
2005-02-14,993.1080605615638
2005-02-15,993.1080605615638
2005-02-16,996.926539442388
2005-02-17,990.1046517556999
2005-02-18,977.0220423100253
2005-02-21,997.1903318742359
2005-02-22,1013.4295074753257
2005-02-23,1004.994520792869
2005-02-24,1004.1424568105792
2005-02-25,1006.2934336772437
2005-02-28,999.4559211737476
2005-03-01,994.8943025521595
2005-03-02,982.2497202617202
2005-03-03,989.07438012551
2005-03-04,987.2319480860823
2005-03-07,993.5421515382974
2005-03-08,1009.2181546139357
2005-03-09,1004.0615765388828
2005-03-10,983.7319217301347
2005-03-11,988.8026644135448
2005-03-14,995.1000841494686
2005-03-15,975.0939268435651
2005-03-16,966.2885266224928
2005-03-17,957.7688996333712
2005-03-18,951.0073965416029
2005-03-21,953.4793469954036
2005-03-22,939.6172740313343
2005-03-23,930.1921585754915
2005-03-24,932.0836931112643
2005-03-25,931.865993686125
2005-03-28,931.893987750959
2005-03-29,928.7662095150358
2005-03-30,914.2713144030323
2005-03-31,921.5054097831417
2005-04-01,955.257253414811
2005-04-04,940.9194981636352
2005-04-05,935.6514815354478
2005-04-06,955.2584181610109
2005-04-07,963.0119615171936
2005-04-08,979.7713227515461
2005-04-11,968.2697890904544
2005-04-12,953.863597117982
2005-04-13,974.3359354042609
2005-04-14,962.3487937554223
2005-04-15,954.2621268955411
2005-04-18,941.9174366764316
2005-04-19,943.4948384325016
2005-04-20,930.6014231865698
2005-04-21,926.5992527215278
2005-04-22,924.2015948894922
2005-04-25,921.2215134359324
2005-04-26,923.6765880417539
2005-04-27,914.3154290713883
2005-04-28,925.6272350260127
2005-04-29,918.1715714147288
2005-05-02,918.160477696715
