Date,MEXICO VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,96.37655848494977
2001-01-03,97.72423362268924
2001-01-04,101.36253299416117
2001-01-05,98.42053005436824
2001-01-08,99.83814465301185
2001-01-09,100.06909448962962
2001-01-10,97.55330031850615
2001-01-11,98.19236767534254
2001-01-12,97.92610187446935
2001-01-15,98.6302822986043
2001-01-16,97.93492423670817
2001-01-17,100.14527346095122
2001-01-18,100.99223004961617
2001-01-19,104.55140467369851
2001-01-22,103.98662073174393
2001-01-23,106.6129995765709
2001-01-24,109.73994143639196
2001-01-25,110.56514476211593
2001-01-26,111.67075117047129
2001-01-29,111.39238583654515
2001-01-30,111.63751666874167
2001-01-31,112.62324212649308
2001-02-01,110.81769229301943
2001-02-02,110.34201271737957
2001-02-05,109.3036760511035
2001-02-06,109.8878077502168
2001-02-07,108.58172351415239
2001-02-08,110.56941630277181
2001-02-09,108.57023701521462
2001-02-12,108.71738871521517
2001-02-13,109.480002133114
2001-02-14,110.71399519009184
2001-02-15,114.0070704633955
2001-02-16,111.42779977257966
2001-02-19,111.11003467979761
2001-02-20,111.5070596089884
2001-02-21,108.0659063050379
2001-02-22,109.52410843330757
2001-02-23,108.11416105766607
2001-02-26,110.02947244498591
2001-02-27,108.95627536515433
2001-02-28,108.31745005205711
2001-03-01,108.7259213944531
2001-03-02,110.50717506977087
2001-03-05,111.45016128571741
2001-03-06,113.07812294267224
2001-03-07,114.67994279779282
2001-03-08,114.80683521667923
2001-03-09,113.53707870081047
2001-03-12,109.5917244814948
2001-03-13,111.37370723673043
2001-03-14,109.23629316598443
2001-03-15,109.66312424103012
2001-03-16,112.1347043050496
2001-03-19,112.77381029026508
2001-03-20,110.92382388529721
2001-03-21,111.79059545928325
2001-03-22,109.76924521070426
2001-03-23,107.668299783687
2001-03-26,109.92477658738859
2001-03-27,112.83843801419003
2001-03-28,111.56347873265513
2001-03-29,112.00706115162689
2001-03-30,113.20490169386909
2001-04-02,112.62278348147487
2001-04-03,110.03791914365928
2001-04-04,107.68938600204709
2001-04-05,110.9031354580733
2001-04-06,110.4881431876198
2001-04-09,113.29514466026812
2001-04-10,117.60483577313074
2001-04-11,119.24065313153903
2001-04-12,117.68635946168547
2001-04-13,117.68635946168547
2001-04-16,117.88573203923781
2001-04-17,121.07044160912243
2001-04-18,125.81544836057728
2001-04-19,120.34654665311211
2001-04-20,117.42534411004675
2001-04-23,114.67814109299367
2001-04-24,116.71252876861507
2001-04-25,116.71394237311722
2001-04-26,118.95329389847558
2001-04-27,119.00763715021058
2001-04-30,121.10967167683563
2001-05-01,120.43193752765629
2001-05-02,121.28894513370993
2001-05-03,120.82040506597059
2001-05-04,121.57641689856202
2001-05-07,120.05321710164644
2001-05-08,120.15637489337814
