Date,BRAZIL VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.17815442635427
2001-01-03,107.18574153410523
2001-01-04,108.13974269906659
2001-01-05,104.65562375886824
2001-01-08,105.96443107235709
2001-01-09,110.4982009671286
2001-01-10,109.62959662020697
2001-01-11,109.8364289932093
2001-01-12,109.57622283203241
2001-01-15,111.12069902565045
2001-01-16,109.2598855426972
2001-01-17,112.75062179698888
2001-01-18,113.87654243120043
2001-01-19,114.66406561388538
2001-01-22,114.42862789305576
2001-01-23,116.43690437158472
2001-01-24,117.91927662442632
2001-01-25,117.4575055201548
2001-01-26,119.04167559996375
2001-01-29,119.77278023464606
2001-01-30,118.07905113739554
2001-01-31,118.07996216707552
2001-02-01,111.97530364772672
2001-02-02,111.59526772696105
2001-02-05,109.1701306691301
2001-02-06,111.80079533340799
2001-02-07,109.97237651187548
2001-02-08,115.39133155734696
2001-02-09,113.84430242566718
2001-02-12,112.88875539073791
2001-02-13,114.83307060432521
2001-02-14,114.76870903280495
2001-02-15,115.93611235547705
2001-02-16,108.69439370163799
2001-02-19,106.5446657567156
2001-02-20,106.98289881006818
2001-02-21,104.66405068957071
2001-02-22,106.67883837153636
2001-02-23,107.68397029847029
2001-02-26,108.372265615184
2001-02-27,107.09935492356567
2001-02-28,105.86637526153957
2001-03-01,107.72881911619314
2001-03-02,108.76652752987496
2001-03-05,109.48330708619206
2001-03-06,107.76873037201162
2001-03-07,106.75989456127452
2001-03-08,107.67688041224545
2001-03-09,106.8269037818171
2001-03-12,103.79735967250495
2001-03-13,105.52244511953639
2001-03-14,103.09417591791411
2001-03-15,102.27135120550925
2001-03-16,102.15943615402698
2001-03-19,97.5355907086643
2001-03-20,101.22251483082233
2001-03-21,101.7320527598904
2001-03-22,95.74043904586426
2001-03-23,95.88091958475184
2001-03-26,99.87492887823518
2001-03-27,100.65111530877873
2001-03-28,101.01300017731728
2001-03-29,99.02004641928302
2001-03-30,99.53863772299428
2001-04-02,98.42288159940088
2001-04-03,94.94629284713326
2001-04-04,93.99485889306466
2001-04-05,97.45827063106289
2001-04-06,97.06536639892342
2001-04-09,98.43153336432995
2001-04-10,102.23578470376671
2001-04-11,100.0414887614258
2001-04-12,99.07690870215535
2001-04-13,99.07690870215535
2001-04-16,96.49349281936678
2001-04-17,96.02379614493755
2001-04-18,101.11911338741145
2001-04-19,95.66881939209313
2001-04-20,88.69146899402868
2001-04-23,89.12466435885585
2001-04-24,90.58393110885068
2001-04-25,89.29593030890658
2001-04-26,93.34424473055212
2001-04-27,96.74647885086186
2001-04-30,99.02384629177286
2001-05-01,97.67389988790745
2001-05-02,96.99915535075887
2001-05-03,96.57825912658902
2001-05-04,97.33898649207353
2001-05-07,97.0815211660109
