Date,COLOMBIA VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.86239636017324
2001-01-03,98.73521031048192
2001-01-04,98.37548996183986
2001-01-05,97.581405093162
2001-01-08,97.63573811881523
2001-01-09,99.9219206411203
2001-01-10,100.42584559910817
2001-01-11,99.17500970161733
2001-01-12,98.95367085442635
2001-01-15,99.35205646499185
2001-01-16,100.16827040144624
2001-01-17,101.13305347203216
2001-01-18,100.32438807948088
2001-01-19,102.1511037291623
2001-01-22,101.94637148752776
2001-01-23,104.06069105254544
2001-01-24,110.26924967358309
2001-01-25,111.19564481538256
2001-01-26,115.517918471564
2001-01-29,116.30867503619974
2001-01-30,117.94289837080382
2001-01-31,120.42334453640319
2001-02-01,125.16611459120803
2001-02-02,126.3437337382526
2001-02-05,123.98250585317335
2001-02-06,124.27175821293692
2001-02-07,119.79139730911636
2001-02-08,120.03311225677041
2001-02-09,121.86091112610052
2001-02-12,124.03444087544564
2001-02-13,124.30332456035258
2001-02-14,127.52744918243083
2001-02-15,129.48862000881405
2001-02-16,128.50493020346846
2001-02-19,127.27662934611139
2001-02-20,127.40955622748919
2001-02-21,124.26429821101063
2001-02-22,125.48667864998404
2001-02-23,125.18151415390317
2001-02-26,124.81293409617001
2001-02-27,124.29736389049317
2001-02-28,122.58300172488826
2001-03-01,117.74423614941597
2001-03-02,118.44921545472992
2001-03-05,119.14421513175205
2001-03-06,116.76389240457486
2001-03-07,117.71018189788927
2001-03-08,117.8640742246883
2001-03-09,119.36460814527838
2001-03-12,119.37888245360017
2001-03-13,120.56903398415336
2001-03-14,117.20257503163533
2001-03-15,117.73819654459946
2001-03-16,118.48108059189482
2001-03-19,118.21748787786474
2001-03-20,113.87400565378567
2001-03-21,111.51723900704172
2001-03-22,112.47380209797359
2001-03-23,110.15776157867809
2001-03-26,109.26895990575423
2001-03-27,109.05249980444447
2001-03-28,109.06409663618362
2001-03-29,109.06117894924392
2001-03-30,108.43642025974194
2001-04-02,110.37994911564589
2001-04-03,111.01739495887263
2001-04-04,112.01924567044364
2001-04-05,115.11468019139154
2001-04-06,115.91595397077779
2001-04-09,116.51386062785846
2001-04-10,117.14911199027495
2001-04-11,116.96188706573459
2001-04-12,115.85740021339775
2001-04-13,115.89443188782494
2001-04-16,117.34948464064561
2001-04-17,116.2572174129873
2001-04-18,116.68155381273652
2001-04-19,114.60121471088522
2001-04-20,112.67855400382957
2001-04-23,112.43167198002504
2001-04-24,110.28287641129889
2001-04-25,109.94173129234048
2001-04-26,108.72943192105133
2001-04-27,110.99138189678686
2001-04-30,111.9945402556936
2001-05-01,111.35639034950609
2001-05-02,111.77423660563628
2001-05-03,111.69162332409216
2001-05-04,111.70859022820774
2001-05-07,114.84370137636772
