Date,TURKEY VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.4641947312753
2001-01-03,97.66357877461819
2001-01-04,109.33816407412304
2001-01-05,106.98855720554202
2001-01-08,114.5248368781104
2001-01-09,120.86255653232764
2001-01-10,128.97168250944057
2001-01-11,124.73870977582713
2001-01-12,120.22983322910147
2001-01-15,113.70625379830109
2001-01-16,117.38201763721878
2001-01-17,124.92073754175753
2001-01-18,121.62380458967897
2001-01-19,129.08706917486705
2001-01-22,125.4045175100145
2001-01-23,123.26453211215508
2001-01-24,124.17985074945803
2001-01-25,124.99080054306674
2001-01-26,121.68148032197352
2001-01-29,120.70610795428277
2001-01-30,117.665256563999
2001-01-31,119.38207462516968
2001-02-01,118.32636899557106
2001-02-02,117.57698104879432
2001-02-05,110.22095558763652
2001-02-06,113.59822273275059
2001-02-07,109.415014025867
2001-02-08,110.17518886593356
2001-02-09,108.7855203623504
2001-02-12,102.19051411308018
2001-02-13,106.53351432853181
2001-02-14,113.8613360388555
2001-02-15,112.0703814318461
2001-02-16,117.57339999756951
2001-02-19,100.2897057790886
2001-02-20,98.74432078370052
2001-02-21,80.61986687913499
2001-02-22,57.52338942740174
2001-02-23,50.14325652707539
2001-02-26,62.86965387995655
2001-02-27,61.6645714343465
2001-02-28,64.48215439467693
2001-03-01,70.85421193223608
2001-03-02,71.95271186401474
2001-03-05,72.45614849169624
2001-03-06,72.34712161305438
2001-03-07,72.58898085709673
2001-03-08,72.23067061786223
2001-03-09,74.04544019542753
2001-03-12,63.48249216844874
2001-03-13,63.33910340316858
2001-03-14,59.65451215774815
2001-03-15,61.306920645904746
2001-03-16,65.26128328477421
2001-03-19,63.90150960403821
2001-03-20,67.26573300101731
2001-03-21,65.66295139528698
2001-03-22,64.67866531548445
2001-03-23,63.708215037122216
2001-03-26,63.079919832375076
2001-03-27,60.15082282066157
2001-03-28,57.58113720772356
2001-03-29,51.77471128024717
2001-03-30,59.14764787988099
2001-04-02,53.767339979532075
2001-04-03,49.28082800923811
2001-04-04,49.49100703147514
2001-04-05,53.68713756947222
2001-04-06,52.9423215781346
2001-04-09,50.888619706812
2001-04-10,49.521083944621545
2001-04-11,52.43208984260403
2001-04-12,55.20161218045884
2001-04-13,54.62379175092673
2001-04-16,63.220161059125125
2001-04-17,58.331702399665815
2001-04-18,57.47833058884301
2001-04-19,60.074286303075546
2001-04-20,59.97813870190499
2001-04-23,60.31176893702014
2001-04-24,64.083494727852
2001-04-25,62.67710411769953
2001-04-26,67.74233624741669
2001-04-27,83.92613231280538
2001-04-30,85.02420948954686
2001-05-01,82.21276833042681
2001-05-02,79.85732000213149
2001-05-03,85.65536453081194
2001-05-04,86.70687715968175
2001-05-07,83.99020367606403
2001-05-08,87.64330265775786
