Date,TAIWAN VALUE
2000-12-29,100.0
2001-01-01,100.95299157477871
2001-01-02,104.47898169772583
2001-01-03,103.91513721375489
2001-01-04,108.24277715471727
2001-01-05,109.5475894214496
2001-01-08,108.2701343946218
2001-01-09,113.056267253858
2001-01-10,113.57512832769244
2001-01-11,111.4861343136704
2001-01-12,110.23250878395864
2001-01-15,112.98594673058942
2001-01-16,118.68691148951687
2001-01-17,123.23699747293756
2001-01-18,124.28098712941245
2001-01-19,125.66706946793319
2001-01-22,125.71063981469223
2001-01-23,125.15022701890898
2001-01-24,127.3742761310183
2001-01-25,127.84614777039198
2001-01-26,127.5965430564848
2001-01-29,126.15950103150406
2001-01-30,128.53533164033377
2001-01-31,129.45251802960502
2001-02-01,128.4982522181357
2001-02-02,133.56372073953227
2001-02-05,129.0530491517272
2001-02-06,127.00221467822408
2001-02-07,124.55028353083024
2001-02-08,127.5274418542892
2001-02-09,127.7691723563401
2001-02-12,126.1520519237331
2001-02-13,129.78670780930327
2001-02-14,127.36925052333706
2001-02-15,133.38944412085897
2001-02-16,130.41876653379873
2001-02-19,127.13233300307485
2001-02-20,129.90876051793038
2001-02-21,128.3753754986876
2001-02-22,125.64245264673136
2001-02-23,126.52696722419837
2001-02-26,126.835000765324
2001-02-27,124.65274585690996
2001-02-28,124.52397235912392
2001-03-01,120.07155538363101
2001-03-02,119.42970370367358
2001-03-05,122.32187091378579
2001-03-06,121.93065272127885
2001-03-07,123.66029731137202
2001-03-08,122.10129572957315
2001-03-09,121.47097483736627
2001-03-12,118.48677187211473
2001-03-13,120.6935671466651
2001-03-14,121.55898629944022
2001-03-15,123.04191078406696
2001-03-16,125.910200390657
2001-03-19,122.84298647195214
2001-03-20,122.16136303496849
2001-03-21,123.33779327080715
2001-03-22,126.59897679595919
2001-03-23,126.87978069545858
2001-03-26,129.2782611949073
2001-03-27,128.8325238612076
2001-03-28,128.73606196688846
2001-03-29,129.01301348796045
2001-03-30,126.90623244610224
2001-04-02,122.41726078362561
2001-04-03,118.48338977934534
2001-04-04,115.69905818087831
2001-04-05,116.86937886419425
2001-04-06,118.3356562313145
2001-04-09,115.38135086056693
2001-04-10,116.15877741730351
2001-04-11,118.75937369495684
2001-04-12,117.82755723146396
2001-04-13,117.73069952651316
2001-04-16,117.4291297975183
2001-04-17,117.97777233528822
2001-04-18,120.45354881282329
2001-04-19,119.64720160921605
2001-04-20,116.75558341073247
2001-04-23,117.13490443575914
2001-04-24,117.56647300560192
2001-04-25,116.24897631483606
2001-04-26,115.16117409963805
2001-04-27,114.04145090148828
2001-04-30,113.05302615702409
2001-05-01,112.53719263401959
2001-05-02,108.63105123660524
2001-05-03,111.15318756708572
2001-05-04,107.74003350039227
2001-05-07,107.68384819630656
2001-05-08,106.75792466143223
2001-05-09,108.658107750292
2001-05-10,106.40889076534746
2001-05-11,110.3332087972546
2001-05-14,109.1225593183889
2001-05-15,108.23215415880627
2001-05-16,106.2347293405176
2001-05-17,108.08977841874444
2001-05-18,107.76110311224288
2001-05-21,104.04701521382586
2001-05-22,106.30886934955706
2001-05-23,112.39757795469986
2001-05-24,113.07406217374493
2001-05-25,110.92187606278554
2001-05-28,108.61552400270882
2001-05-29,108.00652616190823
2001-05-30,106.85755477997148
2001-05-31,108.37086690761312
2001-06-01,107.42311477823088
2001-06-04,105.80300177309556
2001-06-05,108.3368444795869
2001-06-06,111.75085550793165
2001-06-07,109.6040486722998
2001-06-08,110.75086349786739
2001-06-11,112.6997599685384
2001-06-12,112.05546723994976
2001-06-13,110.15798554290295
2001-06-14,107.20420781201939
2001-06-15,107.61582307700128
2001-06-18,106.24247243567422
2001-06-19,106.7414315274994
2001-06-20,107.149704900836
