Date,INDONESIA VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.61633510027609
2001-01-03,95.23693830742566
2001-01-04,97.79826123964988
2001-01-05,100.59567672759061
2001-01-08,100.46797107793117
2001-01-09,101.44402480394513
2001-01-10,100.36226920345648
2001-01-11,96.38194269978356
2001-01-12,95.70732725752053
2001-01-15,99.56155208227246
2001-01-16,98.89558045377888
2001-01-17,100.40460263971624
2001-01-18,98.75131465382219
2001-01-19,98.21246179173889
2001-01-22,99.40772762196389
2001-01-23,97.65509597544508
2001-01-24,99.87150336540601
2001-01-25,99.94194046636773
2001-01-26,99.99519992191807
2001-01-29,99.73527318097341
2001-01-30,99.20161943679831
2001-01-31,100.9289121939594
2001-02-01,98.09297568465526
2001-02-02,101.62208807530706
2001-02-05,98.19273911520456
2001-02-06,96.06443525949858
2001-02-07,94.52982053253629
2001-02-08,93.81658585544149
2001-02-09,93.3914688786268
2001-02-12,91.91130854561375
2001-02-13,93.17106831663372
2001-02-14,92.62696865808579
2001-02-15,96.51133328497254
2001-02-16,94.88634335993264
2001-02-19,94.17729952889007
2001-02-20,94.74409361048889
2001-02-21,93.29190798304327
2001-02-22,93.71370732637997
2001-02-23,94.37100324468265
2001-02-26,91.79478860910515
2001-02-27,91.02368074780287
2001-02-28,90.43671281927529
2001-03-01,88.46534054208321
2001-03-02,87.93294768177567
2001-03-05,88.6829025619681
2001-03-06,89.28645925194013
2001-03-07,89.93661631351625
2001-03-08,88.04219344919939
2001-03-09,82.1726429523253
2001-03-12,76.74591230102354
2001-03-13,76.12580336343785
2001-03-14,78.13177397118537
2001-03-15,79.71463968206996
2001-03-16,75.38389851229452
2001-03-19,70.50252118092062
2001-03-20,67.80165537283798
2001-03-21,71.29349438915563
2001-03-22,70.40654905580271
2001-03-23,71.18928818461387
2001-03-26,70.90005313064478
2001-03-27,69.8337605441658
2001-03-28,72.22538860766272
2001-03-29,74.58034053636372
2001-03-30,74.02607951956632
2001-04-02,70.8715682905161
2001-04-03,69.98910817688761
2001-04-04,66.61489282889943
2001-04-05,66.50838055335606
2001-04-06,65.32085941827135
2001-04-09,65.29828358304948
2001-04-10,68.91983323617532
2001-04-11,69.75248527926833
2001-04-12,68.26241909919239
2001-04-13,68.26241909919239
2001-04-16,67.22257700967282
2001-04-17,66.51774191303664
2001-04-18,66.72014505784502
2001-04-19,63.341987266049344
2001-04-20,57.92084787431782
2001-04-23,58.033140937376665
2001-04-24,59.423499012713236
2001-04-25,59.83097966197949
2001-04-26,58.316922677166275
2001-04-27,60.04607843034049
2001-04-30,63.1844195481482
2001-05-01,64.99088615677634
2001-05-02,65.43238998602338
2001-05-03,68.61673542847599
2001-05-04,69.32917874849453
2001-05-07,69.61305972497198
