Date,MALAYSIA VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,95.76771906723408
2001-01-03,94.26175684439472
2001-01-04,95.63110701595892
2001-01-05,96.46119535787412
2001-01-08,98.62305481087651
2001-01-09,98.94377008492472
2001-01-10,100.56686547970911
2001-01-11,98.91445901053476
2001-01-12,99.57216142919656
2001-01-15,99.70441787411718
2001-01-16,99.33014765375388
2001-01-17,100.00238456830428
2001-01-18,99.35842999880056
2001-01-19,102.93087695858507
2001-01-22,106.34319192705294
2001-01-23,105.90162850036623
2001-01-24,107.78361008719614
2001-01-25,108.09987998583813
2001-01-26,109.45834931492776
2001-01-29,109.7638868571411
2001-01-30,109.33509758230142
2001-01-31,110.74174740975693
2001-02-01,109.5286232424392
2001-02-02,110.51076264693714
2001-02-05,109.17122018544536
2001-02-06,109.88412698716392
2001-02-07,109.0248738257962
2001-02-08,108.54482075645632
2001-02-09,108.73976434469485
2001-02-12,108.23492861656426
2001-02-13,108.7255702496017
2001-02-14,108.1188542698457
2001-02-15,109.78933056206297
2001-02-16,108.52228038315884
2001-02-19,106.28416638512532
2001-02-20,108.00079334931235
2001-02-21,108.22660073380395
2001-02-22,110.02344550323592
2001-02-23,109.07178023292828
2001-02-26,108.20258046398834
2001-02-27,107.18248962109347
2001-02-28,106.51671830534137
2001-03-01,104.70030312357225
2001-03-02,103.41965202506837
2001-03-05,104.36391181322253
2001-03-06,104.20687239303925
2001-03-07,104.8051809752296
2001-03-08,103.24219732420349
2001-03-09,102.27144745618644
2001-03-12,101.33560626367358
2001-03-13,101.73755709125317
2001-03-14,101.61786181822777
2001-03-15,100.9610121919292
2001-03-16,101.89908018102106
2001-03-19,100.53744279782265
2001-03-20,99.92543050001235
2001-03-21,101.71070604995835
2001-03-22,103.51687099236793
2001-03-23,101.79399400488033
2001-03-26,101.5268480046442
2001-03-27,101.17892111163751
2001-03-28,101.41778421249853
2001-03-29,100.96074189782516
2001-03-30,100.02217073952781
2001-04-02,100.54179304691453
2001-04-03,98.50587443239213
2001-04-04,93.22927576043088
2001-04-05,93.55172047150023
2001-04-06,93.40734588289736
2001-04-09,89.48600412042254
2001-04-10,90.74674002061991
2001-04-11,93.43228975421546
2001-04-12,92.09059165783353
2001-04-13,94.23242592753476
2001-04-16,95.00812891601517
2001-04-17,94.02981989858758
2001-04-18,94.42411412311682
2001-04-19,94.253571307835
2001-04-20,95.05169410758252
2001-04-23,94.91802359727565
2001-04-24,94.5463416066174
2001-04-25,94.17475292508011
2001-04-26,94.07408192387147
2001-04-27,96.54880838230206
2001-04-30,97.85186840739328
2001-05-01,97.33584733416494
2001-05-02,102.76542671387875
2001-05-03,100.46140321833435
2001-05-04,96.49839618968764
2001-05-07,96.89352648595458
