Date,CHILE VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.74863783582634
2001-01-03,100.09824678564024
2001-01-04,101.21532861896121
2001-01-05,100.71273002155287
2001-01-08,100.42535933689835
2001-01-09,101.09868656659519
2001-01-10,101.52450863294806
2001-01-11,101.24223533699765
2001-01-12,101.21995030128268
2001-01-15,102.22562575535665
2001-01-16,102.8108735803696
2001-01-17,104.95415259764495
2001-01-18,104.79482802002008
2001-01-19,106.3797728514562
2001-01-22,106.88071465845336
2001-01-23,106.88360845544463
2001-01-24,107.16130412098086
2001-01-25,107.6798216741135
2001-01-26,107.06775317828522
2001-01-29,107.53942748473283
2001-01-30,107.48577552780954
2001-01-31,107.80993754247771
2001-02-01,105.94290876737486
2001-02-02,105.83939718032096
2001-02-05,104.6349759666815
2001-02-06,105.1222297714753
2001-02-07,102.86282327452764
2001-02-08,105.19829952795203
2001-02-09,105.1593301742748
2001-02-12,103.99812013741054
2001-02-13,105.50555794894488
2001-02-14,104.30603268718635
2001-02-15,105.53729612660457
2001-02-16,102.8770281037625
2001-02-19,103.32211471184512
2001-02-20,105.00288824233407
2001-02-21,103.09377301956123
2001-02-22,102.54622184657654
2001-02-23,101.52870171892918
2001-02-26,102.06662837778873
2001-02-27,101.09224913302208
2001-02-28,100.51431503255783
2001-03-01,98.3708397672248
2001-03-02,97.30309658694657
2001-03-05,96.72786672361512
2001-03-06,98.24006363782541
2001-03-07,99.75286530480065
2001-03-08,99.42531173793286
2001-03-09,98.33652954791089
2001-03-12,97.33209643149625
2001-03-13,98.64297119800977
2001-03-14,98.92203180534389
2001-03-15,99.90463544800944
2001-03-16,100.23568203778665
2001-03-19,100.7295574707808
2001-03-20,100.30404766549285
2001-03-21,100.38039410502263
2001-03-22,100.13297466752326
2001-03-23,98.57011225770458
2001-03-26,99.54195218690107
2001-03-27,98.98887381913606
2001-03-28,99.49242708258737
2001-03-29,101.51210730659749
2001-03-30,102.64336495590713
2001-04-02,103.20109316429972
2001-04-03,101.21908169852394
2001-04-04,99.41923010060907
2001-04-05,100.82424058906562
2001-04-06,100.07797686137378
2001-04-09,99.40042177206557
2001-04-10,100.14288212185392
2001-04-11,100.89883195920197
2001-04-12,99.36661192233255
2001-04-13,99.36661192233255
2001-04-16,99.60553816506227
2001-04-17,100.7665403328255
2001-04-18,104.06875458392373
2001-04-19,104.1882769992927
2001-04-20,100.483783447935
2001-04-23,101.36542222026196
2001-04-24,101.481872346766
2001-04-25,100.74592290680744
2001-04-26,101.99685432905422
2001-04-27,106.95477684440975
2001-04-30,109.1971811927149
2001-05-01,108.07899235917901
2001-05-02,107.30640231801146
2001-05-03,106.50655369442067
2001-05-04,107.34539058457953
2001-05-07,108.34653838459037
2001-05-08,110.5044979805186
