Date,KOREA VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,102.37044147642682
2001-01-03,103.26992053632534
2001-01-04,110.5815325330585
2001-01-05,116.30613634700212
2001-01-08,117.6413209949039
2001-01-09,120.37990680469235
2001-01-10,111.32774744172713
2001-01-11,111.14547067780855
2001-01-12,115.33141607704049
2001-01-15,117.4860097160678
2001-01-16,118.91179628316247
2001-01-17,118.69468192623616
2001-01-18,118.47445032066447
2001-01-19,123.59062749369828
2001-01-22,125.88644869230565
2001-01-23,125.36373679462135
2001-01-24,127.46152762142994
2001-01-25,127.72537863158803
2001-01-26,122.32213175051314
2001-01-29,125.52843630128757
2001-01-30,122.6228753333947
2001-01-31,129.05874056760285
2001-02-01,126.69463662556736
2001-02-02,127.2548783380246
2001-02-05,118.82644392581027
2001-02-06,122.58166285828383
2001-02-07,120.04186630669493
2001-02-08,124.81959930285458
2001-02-09,126.73571462740941
2001-02-12,127.7762897293481
2001-02-13,130.72381646798385
2001-02-14,133.84983153818513
2001-02-15,134.67342921089664
2001-02-16,132.85129841010607
2001-02-19,130.3632379163311
2001-02-20,137.89283771380008
2001-02-21,134.05835487901496
2001-02-22,132.79022669089937
2001-02-23,132.33938259084525
2001-02-26,133.09220023721676
2001-02-27,129.99122420933242
2001-02-28,129.46347356217194
2001-03-01,127.35631019419897
2001-03-02,122.9618196404096
2001-03-05,122.63080029659
2001-03-06,123.44357796856731
2001-03-07,121.1532432704291
2001-03-08,123.58891268858515
2001-03-09,121.3750733209702
2001-03-12,115.7310663824738
2001-03-13,112.50957006354874
2001-03-14,115.30858002590769
2001-03-15,115.04007650229252
2001-03-16,115.0412246893836
2001-03-19,114.48709107282887
2001-03-20,112.1784211809384
2001-03-21,112.13546019957353
2001-03-22,109.96219510892824
2001-03-23,111.20254800864537
2001-03-26,112.69152607632549
2001-03-27,110.08840916337834
2001-03-28,111.7924854647988
2001-03-29,109.75154619616606
2001-03-30,108.47257722433197
2001-04-02,106.70517423515649
2001-04-03,106.04043650704628
2001-04-04,100.07473038998192
2001-04-05,100.76674837840253
2001-04-06,104.8352669012335
2001-04-09,103.46619632278434
2001-04-10,103.89472937903672
2001-04-11,108.9522093730111
2001-04-12,108.11485482672543
2001-04-13,108.02830120693379
2001-04-16,107.16972067614569
2001-04-17,108.6883103309361
2001-04-18,115.59681049418104
2001-04-19,117.38854321263672
2001-04-20,113.85001145601501
2001-04-23,115.21863094838756
2001-04-24,115.92313024293695
2001-04-25,118.28195824345295
2001-04-26,116.26742637872184
2001-04-27,116.80575076873625
2001-04-30,121.9043362625488
2001-05-01,121.26147468562426
2001-05-02,124.55639532282544
2001-05-03,125.28910428318592
2001-05-04,126.7104589635521
2001-05-07,129.27102817967634
2001-05-08,127.75857822022992
