Date,UNITED ARAB EMIRATES VALUE
2014-05-30,1000.0
2014-06-02,960.7740611076091
2014-06-03,944.7375425923015
2014-06-04,920.7752648781449
2014-06-05,930.3640975051167
2014-06-06,928.7269732042059
2014-06-09,907.2187040191421
2014-06-10,902.9367542822682
2014-06-11,900.1795836570939
2014-06-12,910.2294883535363
2014-06-13,911.7769827714048
2014-06-16,865.7455834165606
2014-06-17,838.9204416312177
2014-06-18,859.6066568962864
2014-06-19,873.6283888302819
2014-06-20,877.2643509656667
2014-06-23,859.6287404409742
2014-06-24,834.8499914834928
2014-06-25,845.2967407440605
2014-06-26,856.748175363884
2014-06-27,853.5349579145139
2014-06-30,828.3750682281059
2014-07-01,841.568745471806
2014-07-02,887.5479287895536
2014-07-03,876.1362894035632
2014-07-04,877.4902420179918
2014-07-07,894.4280965240637
2014-07-08,888.1833396138576
2014-07-09,889.1606020871372
2014-07-10,905.6488390312676
2014-07-11,905.7820324777023
2014-07-14,908.11015765899
2014-07-15,911.2051221235541
2014-07-16,926.0589955444199
2014-07-17,931.8103950430352
2014-07-18,932.3966779075281
2014-07-21,919.2516675008403
2014-07-22,921.9102475561763
2014-07-23,916.4838022364479
2014-07-24,912.4350400096812
2014-07-25,914.8803360299559
2014-07-28,925.829034533237
2014-07-29,927.7965334135738
2014-07-30,930.0504024822991
2014-07-31,951.7801899045664
2014-08-01,948.3073155799464
2014-08-04,941.6337837513001
2014-08-05,943.4457302187216
2014-08-06,925.9459331936013
2014-08-07,932.425156363534
2014-08-08,928.0461049750439
2014-08-11,943.089061513965
2014-08-12,946.3604741314932
2014-08-13,950.5899561801442
2014-08-14,960.2199957306015
2014-08-15,960.0293908842323
2014-08-18,958.6602093398566
2014-08-19,965.0515290724655
2014-08-20,969.519406579985
2014-08-21,967.6799957867535
2014-08-22,971.5926950101666
2014-08-25,964.3780671722337
2014-08-26,973.3803593683764
2014-08-27,971.7310614050789
2014-08-28,950.1927166232134
2014-08-29,950.4451972266284
2014-09-01,1001.2471726299095
2014-09-02,1003.3629376435637
2014-09-03,1016.4211501237432
2014-09-04,1024.0560152839773
2014-09-05,1024.6882217987954
2014-09-08,1034.4433989966635
2014-09-09,1027.9670378099809
2014-09-10,1015.0387396505688
2014-09-11,1028.0125301817989
2014-09-12,1028.2509006865557
2014-09-15,1029.7806197984314
2014-09-16,1027.2354238790947
2014-09-17,1027.8099448199546
2014-09-18,1067.9887759975034
2014-09-19,1074.7674127518196
2014-09-22,1056.0048973231658
2014-09-23,1059.1973083360917
2014-09-24,1063.226240190515
2014-09-25,1067.937392751657
2014-09-26,1072.2819653367578
2014-09-29,1062.0151469756802
2014-09-30,1063.0333202653046
2014-10-01,1066.176900637509
2014-10-02,1047.114757677142
2014-10-03,1058.9990477774622
2014-10-06,1054.129382555141
2014-10-07,1061.0265291878038
2014-10-08,1043.8778084408707
2014-10-09,1045.3052787218126
2014-10-10,1052.4666050808685
2014-10-13,1009.9711031557911
2014-10-14,1000.2849986691598
2014-10-15,983.5446331975402
2014-10-16,956.2195224749456
2014-10-17,957.1931550413977
2014-10-20,943.3980193000482
2014-10-21,963.9256397369012
2014-10-22,977.9058032343314
2014-10-23,987.2389000640532
2014-10-24,985.6803273836823
2014-10-27,990.8559869372432
2014-10-28,986.2955209446025
2014-10-29,994.9931441783456
2014-10-30,975.3475317395255
2014-10-31,982.5368303757928
2014-11-03,1015.4469621830879
2014-11-04,1012.4240758339884
2014-11-05,981.7568425101771
2014-11-06,981.1609652158465
2014-11-07,982.9392898265569
2014-11-10,1012.4093552768901
2014-11-11,1010.7051563128815
2014-11-12,1006.3619311538869
2014-11-13,1026.6552665601357
2014-11-14,1026.2439298613258
2014-11-17,1023.3028508696708
2014-11-18,1028.5661598794152
2014-11-19,1024.7035216250779
2014-11-20,1031.7461752742947
2014-11-21,1042.343745349818
2014-11-24,1058.2526616402067
2014-11-25,1025.1916008698443
2014-11-26,1007.0350738274699
2014-11-27,1011.2057461632282
2014-11-28,1012.3978438535709
2014-12-01,984.9266864000672
2014-12-02,990.8152537045938
2014-12-03,997.3167068027792
2014-12-04,969.8602553403592
2014-12-05,980.9020082677114
2014-12-08,970.8919342312751
2014-12-09,930.8403930615552
2014-12-10,933.2145817237093
2014-12-11,866.1679016364574
2014-12-12,860.642275879749
2014-12-15,813.8429926889402
2014-12-16,738.7894166972859
2014-12-17,785.9474483463571
2014-12-18,875.8282200147506
2014-12-19,876.9708996347802
2014-12-22,936.0416365954458
2014-12-23,927.2993156994208
2014-12-24,941.4130630527015
