Date,PERU VALUE
2000-12-29,99.99999999999999
2001-01-01,99.99999999999999
2001-01-02,100.3325333615201
2001-01-03,100.50871101834532
2001-01-04,101.26248617395365
2001-01-05,100.29453642238128
2001-01-08,100.94496129357474
2001-01-09,102.95379450210142
2001-01-10,103.56123836207681
2001-01-11,105.0484114378893
2001-01-12,104.57152346751275
2001-01-15,105.3805739508659
2001-01-16,105.11420025852638
2001-01-17,107.88448479612583
2001-01-18,106.68674093007465
2001-01-19,109.54607520780304
2001-01-22,111.64347170997655
2001-01-23,111.78054293288382
2001-01-24,113.90635996519039
2001-01-25,113.33942830296354
2001-01-26,111.35747457908452
2001-01-29,111.45996409930763
2001-01-30,111.06837802276186
2001-01-31,112.87200311225416
2001-02-01,115.35337907812291
2001-02-02,114.46027873315629
2001-02-05,114.48629387655042
2001-02-06,117.62980674825722
2001-02-07,115.91315492098657
2001-02-08,118.01590843620126
2001-02-09,118.5503266759018
2001-02-12,117.54230330519411
2001-02-13,117.74857719594122
2001-02-14,118.38479374952979
2001-02-15,120.51806112503456
2001-02-16,120.1085585266814
2001-02-19,117.49034747850801
2001-02-20,118.75457883504534
2001-02-21,118.3386604776276
2001-02-22,117.8206189283502
2001-02-23,115.06097501500015
2001-02-26,116.38779102805663
2001-02-27,114.54749203317681
2001-02-28,113.90301880325077
2001-03-01,113.70097107228182
2001-03-02,112.35017203568098
2001-03-05,111.5894576006434
2001-03-06,112.38177580638727
2001-03-07,115.28010369482946
2001-03-08,115.11521166969128
2001-03-09,116.5868011260338
2001-03-12,114.88977985895761
2001-03-13,116.18159384022701
2001-03-14,115.82057253724129
2001-03-15,118.33552903627921
2001-03-16,121.07661423829097
2001-03-19,121.6621635118388
2001-03-20,121.86107793458304
2001-03-21,121.62449378037493
2001-03-22,122.39825096294031
2001-03-23,120.58114927209232
2001-03-26,120.83690378995556
2001-03-27,118.30837593139049
2001-03-28,120.71492199794129
2001-03-29,123.03618623953624
2001-03-30,122.55749616054972
2001-04-02,123.82528529257492
2001-04-03,122.54108636746541
2001-04-04,119.67245653126362
2001-04-05,121.07801979032571
2001-04-06,118.7241469235528
2001-04-09,110.9251175022255
2001-04-10,110.90884650297671
2001-04-11,109.45649915800746
2001-04-12,108.3908649951386
2001-04-13,108.3908649951386
2001-04-16,109.9655193106032
2001-04-17,110.30957242313124
2001-04-18,111.39412770222215
2001-04-19,111.59628282318727
2001-04-20,111.68037297961354
2001-04-23,109.49413821249354
2001-04-24,109.25760042781118
2001-04-25,108.46653446930848
2001-04-26,106.87678382920154
2001-04-27,105.8959620458966
2001-04-30,107.00452179972162
2001-05-01,106.46877533397368
2001-05-02,106.65357496013361
2001-05-03,106.06713600091256
2001-05-04,107.2632904593086
2001-05-07,108.3462190764692
2001-05-08,108.79618076708944
2001-05-09,108.78637318249059
2001-05-10,110.03121147253466
2001-05-11,111.40501088090708
2001-05-14,112.14309587648417
2001-05-15,111.75387521905422
2001-05-16,112.73149738074991
2001-05-17,115.75811653113367
2001-05-18,118.07368032430634
2001-05-21,120.27466563577565
2001-05-22,121.09607049991027
2001-05-23,122.53148021565308
2001-05-24,122.11636172889126
2001-05-25,122.64697595022317
2001-05-28,121.3767310094884
2001-05-29,122.45785555863483
2001-05-30,118.88140280570974
2001-05-31,120.53966375136602
2001-06-01,121.59324377865867
2001-06-04,127.0828245200432
2001-06-05,130.17726985739273
2001-06-06,129.40493763024514
2001-06-07,130.3741399144498
2001-06-08,129.67165041988298
2001-06-11,130.30594362920039
2001-06-12,127.07292035082621
2001-06-13,127.72044142854082
2001-06-14,126.23947079216202
2001-06-15,126.81782087260926
2001-06-18,124.66340828586682
2001-06-19,125.93041836572753
2001-06-20,127.44817250634719
2001-06-21,126.8558737373109
2001-06-22,125.60760940720448
2001-06-25,124.48005698737019
2001-06-26,123.76170125374483
2001-06-27,124.11352638894236
2001-06-28,126.28922443807487
2001-06-29,126.66418898213716
2001-07-02,123.62719573128291
2001-07-03,123.02669777102315
2001-07-04,123.58368206031348
2001-07-05,124.40626958676586
2001-07-06,122.99244873524766
2001-07-09,121.12800268397733
2001-07-10,119.48925809545123
2001-07-11,118.8049071895347
2001-07-12,118.53613367282969
2001-07-13,116.56036375125788
2001-07-16,115.91343309300716
2001-07-17,116.35056613395474
2001-07-18,113.35188074845858
2001-07-19,112.95897037995768
2001-07-20,112.59297345564501
2001-07-23,112.9374070722868
2001-07-24,112.68370641764817
2001-07-25,111.30603720496805
2001-07-26,112.08300247584916
2001-07-27,114.19078289092384
2001-07-30,115.3072518972767
2001-07-31,114.86572699619022
2001-08-01,113.43059755783901
2001-08-02,116.57134295974838
2001-08-03,115.52294788721436
2001-08-06,117.32436812253387
2001-08-07,118.55872682170036
2001-08-08,118.50125765748486
2001-08-09,116.91779423747846
2001-08-10,116.1041377347386
2001-08-13,116.30165875551414
2001-08-14,116.29360053422187
2001-08-15,114.37695756737618
2001-08-16,113.61861659310988
2001-08-17,112.80925834901434
2001-08-20,112.96922509622402
2001-08-21,112.24193739486144
2001-08-22,111.59283109410148
2001-08-23,112.60293930868427
2001-08-24,112.29298126948665
2001-08-27,113.07645553332209
2001-08-28,110.12440377712652
2001-08-29,112.63523703272375
2001-08-30,112.77759343923233
2001-08-31,113.50275436950326
2001-09-03,113.5931262083192
2001-09-04,117.39545721125177
2001-09-05,118.53635707769504
2001-09-06,118.01021554910139
2001-09-07,116.21820674188908
2001-09-10,117.06065705607183
2001-09-11,113.10590737643534
2001-09-12,113.35643460663299
2001-09-13,113.02281281164723
2001-09-14,112.3531075198384
2001-09-17,109.39375246010944
2001-09-18,108.03896414224977
2001-09-19,106.6376771670442
2001-09-20,102.27798804756124
2001-09-21,100.97043380319262
2001-09-24,101.54635647993807
2001-09-25,101.46988465913927
2001-09-26,101.48152400972087
2001-09-27,102.1676097751322
2001-09-28,101.33527173189232
2001-10-01,100.73088441319163
2001-10-02,99.64102382081164
2001-10-03,98.0354006195863
2001-10-04,97.76146272197124
2001-10-05,96.88136313290732
2001-10-08,98.2208579488128
2001-10-09,94.6016401325218
2001-10-10,94.92202410602083
2001-10-11,97.60376242322494
2001-10-12,96.38187406060689
2001-10-15,96.2077128237007
2001-10-16,96.15851825071509
2001-10-17,96.60385664070442
2001-10-18,98.00238444696308
2001-10-19,99.1987727804604
2001-10-22,99.51565213733527
2001-10-23,99.58410947053461
2001-10-24,99.63743051830062
2001-10-25,98.47698758712217
2001-10-26,98.55258365147873
2001-10-29,97.57623596793242
2001-10-30,96.21399322150268
2001-10-31,96.95100014990415
2001-11-01,96.33080157847223
2001-11-02,96.5758503465201
2001-11-05,97.06102557189449
2001-11-06,96.70970179556578
2001-11-07,99.08889477773997
2001-11-08,99.30781664175423
2001-11-09,98.77490169231203
2001-11-12,97.1331921809052
2001-11-13,100.46722554890998
2001-11-14,101.99366392558146
2001-11-15,104.10089257496557
2001-11-16,104.73842926731027
2001-11-19,105.53238207166264
2001-11-20,107.07740093805074
2001-11-21,105.86603751814613
2001-11-22,108.41268908179441
2001-11-23,110.34591257397324
2001-11-26,109.44333352706678
2001-11-27,108.7067678665065
2001-11-28,108.68348579878467
2001-11-29,108.45307866517778
2001-11-30,106.900764950037
2001-12-03,106.55478416904295
2001-12-04,105.45795107594614
2001-12-05,106.99484032631142
2001-12-06,107.53454091474892
2001-12-07,107.75219097668274
2001-12-10,106.62059633854132
2001-12-11,107.58536476748573
2001-12-12,107.99753999696695
2001-12-13,107.54604376835414
2001-12-14,106.29258888526822
2001-12-17,107.27871985010896
2001-12-18,107.15773221734698
2001-12-19,107.03808035251222
2001-12-20,105.46237462092039
2001-12-21,107.06326426850819
2001-12-24,108.12269409278183
2001-12-25,108.12269409278183
2001-12-26,108.607835455759
2001-12-27,107.44275987617766
2001-12-28,108.73047055207752
2001-12-31,107.65422175364179
2002-01-01,107.65422175364179
2002-01-02,105.6984101716331
2002-01-03,105.28619237185968
