Date,POLAND VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.03518673034421
2001-01-03,98.18303784038666
2001-01-04,99.02744068742255
2001-01-05,96.70695074802971
2001-01-08,93.82234492148827
2001-01-09,95.41798117858448
2001-01-10,93.91454174081647
2001-01-11,93.6601893665945
2001-01-12,94.82974347436036
2001-01-15,95.25296548132502
2001-01-16,95.95791911261989
2001-01-17,97.22449334876872
2001-01-18,96.92475053803558
2001-01-19,100.60814974070614
2001-01-22,98.47549745610971
2001-01-23,99.34554841867863
2001-01-24,100.45654978114722
2001-01-25,100.93462259751932
2001-01-26,100.9654018160402
2001-01-29,102.6800301919741
2001-01-30,102.82501144498252
2001-01-31,102.50983461248288
2001-02-01,102.1752264625891
2001-02-02,103.37119693377817
2001-02-05,100.1171395170607
2001-02-06,100.8402271820493
2001-02-07,98.06537426026297
2001-02-08,98.61954512919947
2001-02-09,96.78197083195542
2001-02-12,96.62832262656491
2001-02-13,97.57590995590154
2001-02-14,97.07053840824646
2001-02-15,97.47956664760478
2001-02-16,94.81234736479506
2001-02-19,94.17027380510599
2001-02-20,94.22327657910176
2001-02-21,92.0621277058861
2001-02-22,90.50555476503041
2001-02-23,91.5489759290914
2001-02-26,92.97858946800606
2001-02-27,90.76853657529958
2001-02-28,91.12046505944659
2001-03-01,88.21367771058547
2001-03-02,88.32464172096113
2001-03-05,90.15604756810106
2001-03-06,91.38149752623178
2001-03-07,90.94582060536696
2001-03-08,90.46732380050408
2001-03-09,89.06924334544613
2001-03-12,85.07917278356891
2001-03-13,85.54723783456753
2001-03-14,84.91980222649613
2001-03-15,87.57468632061158
2001-03-16,87.5559393511831
2001-03-19,88.51276375774246
2001-03-20,90.24190265109142
2001-03-21,89.57455040755708
2001-03-22,88.63682497657054
2001-03-23,90.20478346921728
2001-03-26,91.42991040413386
2001-03-27,90.83305019371873
2001-03-28,91.95138197868843
2001-03-29,91.97184975143905
2001-03-30,91.90535589781831
2001-04-02,91.52752272663643
2001-04-03,89.5059546589512
2001-04-04,87.50709272187417
2001-04-05,89.23533525050068
2001-04-06,90.27738498723255
2001-04-09,91.33386761382738
2001-04-10,93.03679644164326
2001-04-11,94.18400511644744
2001-04-12,93.57291927560964
2001-04-13,93.57291927560964
2001-04-16,94.19970267820935
2001-04-17,93.20141343927513
2001-04-18,97.66432607619599
2001-04-19,98.01975677877542
2001-04-20,96.26398559653842
2001-04-23,94.61144835692126
2001-04-24,95.0142188487839
2001-04-25,95.85553581735665
2001-04-26,97.10711188679409
2001-04-27,97.40850012420684
2001-04-30,96.46138142382237
2001-05-01,95.89219326649854
2001-05-02,95.72592767256634
2001-05-03,95.58407089331628
2001-05-04,95.47991296040057
2001-05-07,95.01043384864782
