Date,CZECH REPUBLIC VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.68438385236715
2001-01-03,98.23957217331085
2001-01-04,101.56010512277032
2001-01-05,102.11433868370933
2001-01-08,102.09015913246432
2001-01-09,103.37194851297208
2001-01-10,101.7753480504207
2001-01-11,100.32012398786327
2001-01-12,101.75113305921293
2001-01-15,104.02284306523435
2001-01-16,102.33518077476035
2001-01-17,103.1574921085027
2001-01-18,103.45079771842734
2001-01-19,106.03638817729555
2001-01-22,105.5610963382396
2001-01-23,106.24606413617725
2001-01-24,107.57152999935302
2001-01-25,108.66874059101504
2001-01-26,107.30808036480431
2001-01-29,108.27512178388587
2001-01-30,108.16390242241633
2001-01-31,108.65305576318598
2001-02-01,109.67741938439273
2001-02-02,108.75707106545131
2001-02-05,108.69355627067304
2001-02-06,109.01201885535932
2001-02-07,109.08982799291564
2001-02-08,111.27023017999835
2001-02-09,111.29100827755063
2001-02-12,110.51214748382054
2001-02-13,109.77875922283816
2001-02-14,108.0209416292386
2001-02-15,109.48717343779647
2001-02-16,110.11634665626535
2001-02-19,110.13798245608322
2001-02-20,106.72301939173595
2001-02-21,105.62132066727068
2001-02-22,107.06622248091111
2001-02-23,105.33239445620657
2001-02-26,105.68296024549778
2001-02-27,104.67336217734126
2001-02-28,106.2798392566282
2001-03-01,106.26538103977272
2001-03-02,106.54351225575377
2001-03-05,106.89766349679272
2001-03-06,108.56107506602724
2001-03-07,106.72075819017269
2001-03-08,105.39611162453527
2001-03-09,104.61972422256744
2001-03-12,103.65535294155123
2001-03-13,104.02252416876603
2001-03-14,103.18844274081223
2001-03-15,104.82365589123144
2001-03-16,103.35969000188194
2001-03-19,103.98809742851314
2001-03-20,103.04940111052831
2001-03-21,102.01123034095458
2001-03-22,101.55654969924863
2001-03-23,101.10624169260973
2001-03-26,104.28493478264127
2001-03-27,106.07932335462185
2001-03-28,106.03072678375015
2001-03-29,103.39227701071826
2001-03-30,103.33855816630165
2001-04-02,103.28657919592743
2001-04-03,102.15113185770355
2001-04-04,101.28894743756395
2001-04-05,103.25797605629337
2001-04-06,104.55939171215442
2001-04-09,105.98158377159955
2001-04-10,102.8567498201946
2001-04-11,104.81432252339465
2001-04-12,105.32869336936363
2001-04-13,107.17028781429144
2001-04-16,107.21020445769292
2001-04-17,108.04700930643165
2001-04-18,108.80715954469468
2001-04-19,108.94091825795428
2001-04-20,109.29905094342432
2001-04-23,108.30880957799009
2001-04-24,107.04525027534599
2001-04-25,106.46873816207021
2001-04-26,106.90410361909365
2001-04-27,106.20565564462494
2001-04-30,103.96829242618594
2001-05-01,103.94022442954868
2001-05-02,105.81880526380164
2001-05-03,106.00086436566697
2001-05-04,104.17838878480457
2001-05-07,105.13720095081783
