Date,PHILIPPINES VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,94.47882460287852
2001-01-03,95.81832314561683
2001-01-04,97.53573204901117
2001-01-05,96.3592644176515
2001-01-08,98.436518274826
2001-01-09,101.29195493627144
2001-01-10,101.35717057725205
2001-01-11,98.72054615715484
2001-01-12,99.65409877263542
2001-01-15,101.12934289154619
2001-01-16,99.2491151847154
2001-01-17,92.17019503876375
2001-01-18,89.37406028761406
2001-01-19,101.67129444609323
2001-01-22,119.2109017362114
2001-01-23,116.63094886310509
2001-01-24,120.15157360803683
2001-01-25,121.66733546349096
2001-01-26,120.29155042601637
2001-01-29,119.61401314992784
2001-01-30,117.9454419977113
2001-01-31,119.86894540901746
2001-02-01,116.68066725967867
2001-02-02,118.31247159568589
2001-02-05,115.56358043677432
2001-02-06,116.87635105841481
2001-02-07,116.69198566131433
2001-02-08,122.393406774763
2001-02-09,121.74352398369868
2001-02-12,122.36082370980441
2001-02-13,121.88015069908354
2001-02-14,120.82035716274105
2001-02-15,123.74156268491218
2001-02-16,121.55840223589801
2001-02-19,118.70846247643784
2001-02-20,119.6973396735001
2001-02-21,117.93889110707451
2001-02-22,117.5294357567082
2001-02-23,118.08197499658108
2001-02-26,116.3216834402718
2001-02-27,114.72589626771503
2001-02-28,113.47661495600052
2001-03-01,109.04562986946472
2001-03-02,111.91290283644348
2001-03-05,116.52448854606004
2001-03-06,116.89416200709704
2001-03-07,116.46751129534717
2001-03-08,114.67802189197164
2001-03-09,113.68297454077634
2001-03-12,112.9167082072873
2001-03-13,110.24194771823505
2001-03-14,109.66497850162656
2001-03-15,107.63439101221825
2001-03-16,108.85703958494892
2001-03-19,108.8033343387542
2001-03-20,107.40017280530195
2001-03-21,106.46805819208015
2001-03-22,107.58412276008877
2001-03-23,104.9112260963384
2001-03-26,106.52281603907134
2001-03-27,105.66339331695681
2001-03-28,106.07691618903829
2001-03-29,105.41251780108112
2001-03-30,105.24483636412003
2001-04-02,104.66140025006383
2001-04-03,106.13079691856863
2001-04-04,105.79635581697545
2001-04-05,105.29402036559722
2001-04-06,104.81764809453045
2001-04-09,104.89883568069298
2001-04-10,108.1621385084092
2001-04-11,109.37588616911964
2001-04-12,108.35290499094
2001-04-13,108.35290499094
2001-04-16,109.09627501761827
2001-04-17,107.06565701506389
2001-04-18,106.87835226388532
2001-04-19,104.95407931169923
2001-04-20,102.05174605176299
2001-04-23,103.5518089843751
2001-04-24,104.87538874840801
2001-04-25,105.95531616086276
2001-04-26,102.72204496692369
2001-04-27,102.89151377833939
2001-04-30,100.02367226578772
2001-05-01,99.30300170030272
2001-05-02,102.85014885122767
2001-05-03,103.9514428458519
2001-05-04,103.82494214861737
2001-05-07,103.35929611397844
