Date,SOUTH AFRICA VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.025464019985
2001-01-03,98.92011819488918
2001-01-04,102.53802958570189
2001-01-05,101.5362568076289
2001-01-08,101.93769601526823
2001-01-09,102.21001910456295
2001-01-10,99.94811442569828
2001-01-11,100.6887696124699
2001-01-12,101.43068862318599
2001-01-15,102.67618307425852
2001-01-16,101.99979442217669
2001-01-17,104.01572648844201
2001-01-18,103.06499602977507
2001-01-19,104.41574603750439
2001-01-22,103.21537845124453
2001-01-23,103.20616410311756
2001-01-24,105.39149212982184
2001-01-25,106.66105989141491
2001-01-26,106.92418572095461
2001-01-29,108.60579845237835
2001-01-30,109.85418367753185
2001-01-31,110.15993889443536
2001-02-01,114.70831546584833
2001-02-02,114.97982774047611
2001-02-05,114.04636709925192
2001-02-06,115.30791005267348
2001-02-07,114.00791325487839
2001-02-08,114.3822612053168
2001-02-09,115.65434644282344
2001-02-12,116.99571490585312
2001-02-13,118.45548276505967
2001-02-14,117.97727754182667
2001-02-15,121.48279411014126
2001-02-16,120.837603550426
2001-02-19,122.09239040963062
2001-02-20,123.1915053022698
2001-02-21,121.52184110653742
2001-02-22,121.1697402136055
2001-02-23,120.10420030336522
2001-02-26,121.43956052979563
2001-02-27,121.82930465616008
2001-02-28,120.37073313932757
2001-03-01,118.06168444414155
2001-03-02,116.26433205687566
2001-03-05,117.84552596832661
2001-03-06,118.52198961005686
2001-03-07,119.58903061610863
2001-03-08,120.5329887712365
2001-03-09,119.89369533211342
2001-03-12,118.10909847875979
2001-03-13,117.99764578969327
2001-03-14,114.33153566454597
2001-03-15,115.08830037240672
2001-03-16,113.1971477938303
2001-03-19,111.91578788204887
2001-03-20,111.90115547350013
2001-03-21,112.44971943826731
2001-03-22,110.26914951095713
2001-03-23,112.22844572966595
2001-03-26,114.43084398548343
2001-03-27,113.5418200976377
2001-03-28,112.09010852886877
2001-03-29,112.79538440273882
2001-03-30,109.21846091446398
2001-04-02,107.41642168055324
2001-04-03,104.22712171331627
2001-04-04,104.23263000110784
2001-04-05,107.64767464680124
2001-04-06,104.79403751818992
2001-04-09,106.12536693013043
2001-04-10,109.04791908477311
2001-04-11,113.22350174668709
2001-04-12,112.3436556713512
2001-04-13,112.3436556713512
2001-04-16,113.25165968374908
2001-04-17,112.04052473250424
2001-04-18,115.23658342713043
2001-04-19,114.23782875266326
2001-04-20,111.45512341576547
2001-04-23,110.79682578895867
2001-04-24,112.62210634362667
2001-04-25,112.19623779717182
2001-04-26,112.76524035863159
2001-04-27,114.68369023158208
2001-04-30,118.53690186764582
2001-05-01,118.02960714583047
2001-05-02,118.61097218035135
2001-05-03,116.6860248812321
2001-05-04,116.45119148268682
2001-05-07,117.95130311268066
