Date,CHINA VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.9708076933314
2001-01-03,97.44138649019719
2001-01-04,100.94725057649683
2001-01-05,99.94190063281424
2001-01-08,103.05028874963868
2001-01-09,105.27355126362926
2001-01-10,106.41940329058848
2001-01-11,100.78662363557633
2001-01-12,102.81054595018087
2001-01-15,105.28408164546238
2001-01-16,104.18940346646818
2001-01-17,101.67759138080976
2001-01-18,102.98239932940466
2001-01-19,103.84820792605292
2001-01-22,105.55171298410305
2001-01-23,106.03686205015713
2001-01-24,107.92193388492542
2001-01-25,108.23929870013104
2001-01-26,108.02659870991926
2001-01-29,107.41523473664535
2001-01-30,105.03763348246558
2001-01-31,105.56641177340163
2001-02-01,104.66542594914497
2001-02-02,105.42274949689127
2001-02-05,103.7058265358635
2001-02-06,105.2545896633391
2001-02-07,104.75163485438463
2001-02-08,105.59032834389032
2001-02-09,106.80648530020734
2001-02-12,108.21313198415517
2001-02-13,107.56640566361459
2001-02-14,107.13957078957755
2001-02-15,108.76829333819714
2001-02-16,107.6830462653417
2001-02-19,109.49840747844972
2001-02-20,113.04584049104103
2001-02-21,110.3113535600128
2001-02-22,110.26141943731567
2001-02-23,111.7101890548508
2001-02-26,111.35561293478537
2001-02-27,111.93567020044559
2001-02-28,108.88289683207265
2001-03-01,103.97924422878867
2001-03-02,100.88006046449259
2001-03-05,102.93332044139854
2001-03-06,105.32692411233425
2001-03-07,104.56103202373662
2001-03-08,102.97659032356174
2001-03-09,100.78484602558608
2001-03-12,96.93610837950484
2001-03-13,96.44340998289677
2001-03-14,95.92937799643924
2001-03-15,98.2354031369332
2001-03-16,100.06403477591206
2001-03-19,100.10899144657557
2001-03-20,97.40925019595993
2001-03-21,98.36911006431036
2001-03-22,96.95772539868375
2001-03-23,96.82708512905903
2001-03-26,99.34040225268448
2001-03-27,96.64440768977606
2001-03-28,97.81783297642696
2001-03-29,98.3996642555378
2001-03-30,100.55520163010411
2001-04-02,101.80673561498298
2001-04-03,98.32038863388864
2001-04-04,92.74587357816418
2001-04-05,93.46464346287026
2001-04-06,92.7903278907664
2001-04-09,91.65456161416395
2001-04-10,94.23156768626596
2001-04-11,97.7666023066521
2001-04-12,99.53770663191547
2001-04-13,99.54086708210683
2001-04-16,100.63890821576287
2001-04-17,100.04998173684402
2001-04-18,105.72224947894615
2001-04-19,105.07719151189822
2001-04-20,101.6262695571043
2001-04-23,103.59366524938578
2001-04-24,104.62734773947756
2001-04-25,104.44241769059752
2001-04-26,104.68814702545791
2001-04-27,107.66856126729424
2001-04-30,108.44587553861659
2001-05-01,107.87535660343993
2001-05-02,113.22732900947862
2001-05-03,112.4872557036343
2001-05-04,110.77617730151033
2001-05-07,112.07116445176722
