Date,INDIA VALUE
2000-12-29,100.0
2001-01-01,100.76138886274002
2001-01-02,101.81667478386312
2001-01-03,103.479122867903
2001-01-04,102.8890228225759
2001-01-05,103.97648010105726
2001-01-08,102.39848585126317
2001-01-09,102.91113654418139
2001-01-10,101.97845999176826
2001-01-11,100.4824078499933
2001-01-12,100.69510324064254
2001-01-15,101.29390357643788
2001-01-16,101.82987791995444
2001-01-17,102.52469755893148
2001-01-18,102.40628756112262
2001-01-19,104.89170062038266
2001-01-22,106.77978961929202
2001-01-23,106.67312756332353
2001-01-24,109.73764637072456
2001-01-25,110.20243390758144
2001-01-26,110.01093984564153
2001-01-29,108.37796500827776
2001-01-30,110.46229458788042
2001-01-31,109.15285979865676
2001-02-01,106.61537232308892
2001-02-02,109.84097012441156
2001-02-05,110.94789309465672
2001-02-06,112.26829397013432
2001-02-07,110.09048223197117
2001-02-08,114.2317618923052
2001-02-09,114.17665683923356
2001-02-12,113.26423147647871
2001-02-13,113.10343625680478
2001-02-14,113.6732684742625
2001-02-15,117.00967604514591
2001-02-16,112.5172443527808
2001-02-19,112.6014094764726
2001-02-20,114.21079411262859
2001-02-21,112.35722938233936
2001-02-22,112.19113134355939
2001-02-23,107.40810449722926
2001-02-26,107.47486120889945
2001-02-27,105.289835423685
2001-02-28,107.27489127043522
2001-03-01,109.87132398605198
2001-03-02,106.0717005040285
2001-03-05,103.55142974336219
2001-03-06,103.49290416863828
2001-03-07,102.90112998594266
2001-03-08,101.90979348388775
2001-03-09,97.15018246164654
2001-03-12,94.94161229731968
2001-03-13,89.71451932628071
2001-03-14,93.34385357227285
2001-03-15,95.92954433509124
2001-03-16,95.08399068546754
2001-03-19,95.45034619509264
2001-03-20,93.45333417110756
2001-03-21,96.97427639714404
2001-03-22,96.73550410020853
2001-03-23,93.11289154314542
2001-03-26,93.05362086222053
2001-03-27,93.9613268722407
2001-03-28,96.97285859101156
2001-03-29,97.35859790603948
2001-03-30,93.00674539820757
2001-04-02,90.76351998187951
2001-04-03,91.79894043747925
2001-04-04,89.34903945785837
2001-04-05,89.96688916189443
2001-04-06,89.30332818139276
2001-04-09,88.3544752169209
2001-04-10,86.66488284498168
2001-04-11,85.28088211755819
2001-04-12,81.12238694031751
2001-04-13,81.12238694031751
2001-04-16,84.26448984892676
2001-04-17,87.23824474357075
2001-04-18,91.53935430926528
2001-04-19,93.0581245075328
2001-04-20,91.13856983493545
2001-04-23,92.424896860614
2001-04-24,92.91203139510831
2001-04-25,94.07435309760135
2001-04-26,92.10373740359418
2001-04-27,89.41304647798422
2001-04-30,91.22757742976377
2001-05-01,90.74648950390694
2001-05-02,91.47989622700199
2001-05-03,90.27143816061027
2001-05-04,91.53847293785495
2001-05-07,92.74585120229887
2001-05-08,94.76485362084844
2001-05-09,94.2664094147048
2001-05-10,94.74403455318706
2001-05-11,94.90759288919662
2001-05-14,95.46646707699682
2001-05-15,95.31192916692316
2001-05-16,94.95690821546407
2001-05-17,98.37125652203075
2001-05-18,98.76903467658015
2001-05-21,98.72253990502074
2001-05-22,99.38610100316194
2001-05-23,100.66129104127417
2001-05-24,101.90430430149718
2001-05-25,101.20124208892483
2001-05-28,102.67029067067729
