Date,CANADA VALUE WEIGHTED
1999-08-03,1243.8170110087297
1999-08-04,1228.6774141317437
1999-08-05,1208.421609577811
1999-08-06,1204.047848794497
1999-08-09,1210.9223362108892
1999-08-10,1196.8867181900114
1999-08-11,1236.6156054385485
1999-08-12,1243.7600011523282
1999-08-13,1272.1155394958657
1999-08-16,1278.0308963369653
1999-08-17,1283.9722294123505
1999-08-18,1278.860434407504
1999-08-19,1266.7675295785964
1999-08-20,1269.1128122121963
1999-08-23,1287.2748156028322
1999-08-24,1291.9851106671792
1999-08-25,1306.596221276728
1999-08-26,1291.3643262895914
1999-08-27,1287.8994209017355
1999-08-30,1279.3550610033094
1999-08-31,1253.2341033038679
1999-09-01,1256.0288756840387
1999-09-02,1223.8987356461857
1999-09-03,1258.283900222911
1999-09-06,1261.7231786121342
1999-09-07,1266.7375728927861
1999-09-08,1268.5312398626686
1999-09-09,1292.8534186457873
1999-09-10,1313.6953415271541
1999-09-13,1320.742144877412
1999-09-14,1317.010539139576
1999-09-15,1306.4312976729634
1999-09-16,1293.3171007296282
1999-09-17,1305.2942487224595
1999-09-20,1299.3199659111508
1999-09-21,1266.895627200304
1999-09-22,1256.554695623865
1999-09-23,1248.8413665591936
1999-09-24,1232.8599746066786
1999-09-27,1261.215957522038
1999-09-28,1258.492314231596
1999-09-29,1244.059365177832
1999-09-30,1246.7579091563784
1999-10-01,1234.8193784723765
1999-10-04,1249.4154554035767
1999-10-05,1246.3483499695674
1999-10-06,1246.364215357527
1999-10-07,1247.2015015704137
1999-10-08,1264.0559046204057
1999-10-11,1263.4021468019862
1999-10-12,1249.2401267353434
1999-10-13,1225.9149475519835
1999-10-14,1214.030854522
1999-10-15,1186.382215173337
1999-10-18,1189.0171166010316
1999-10-19,1195.606957913291
1999-10-20,1212.318780317982
1999-10-21,1213.5215419571036
1999-10-22,1245.3974024917309
1999-10-25,1249.1510544908801
1999-10-26,1259.9502406337147
1999-10-27,1256.2800552749957
1999-10-28,1277.985964338413
1999-10-29,1311.8712166846647
1999-11-01,1312.6533038318635
1999-11-02,1302.5103711398324
1999-11-03,1302.1996552776425
1999-11-04,1308.2422327221336
1999-11-05,1320.466549524528
1999-11-08,1313.6408957995275
1999-11-09,1309.9355631849323
1999-11-10,1313.7193305282126
1999-11-11,1342.8179791610867
1999-11-12,1368.2057248158628
1999-11-15,1381.0404816812118
1999-11-16,1371.3608361205183
1999-11-17,1361.180724544557
1999-11-18,1373.423602316638
1999-11-19,1385.0136337195206
1999-11-22,1366.921948609879
1999-11-23,1382.0038099924752
1999-11-24,1405.7975827112189
1999-11-25,1419.3467747847928
1999-11-26,1435.4612310556126
1999-11-29,1414.7162786812762
1999-11-30,1376.2709493101202
1999-12-01,1386.0795731582532
1999-12-02,1395.9745319148626
1999-12-03,1414.3342013264682
1999-12-06,1393.550911378996
1999-12-07,1393.957865515274
1999-12-08,1369.573077452338
1999-12-09,1386.04339505003
1999-12-10,1398.1522272913476
1999-12-13,1403.9042734552706
1999-12-14,1401.7697720903566
1999-12-15,1418.809538435948
1999-12-16,1405.128174773687
1999-12-17,1421.5110708512825
1999-12-20,1419.5925430133607
1999-12-21,1425.895669290118
1999-12-22,1431.8080590439247
1999-12-23,1438.18875662862
1999-12-24,1451.73188233298
1999-12-27,1468.2555027234214
1999-12-28,1486.2070621648943
1999-12-29,1491.7019043462844
1999-12-30,1483.8436618908759
1999-12-31,1476.848695380573
2000-01-03,1465.3532352680409
2000-01-04,1419.2902314836533
2000-01-05,1414.1691094340092
2000-01-06,1413.1828667702919
2000-01-07,1448.7589462007495
2000-01-10,1463.5430759194685
2000-01-11,1434.4592896361967
2000-01-12,1425.910137390538
2000-01-13,1432.8007702514049
2000-01-14,1440.399192678879
2000-01-17,1469.7203088476313
2000-01-18,1480.7551485154524
2000-01-19,1469.0308451545698
2000-01-20,1466.3978526838116
2000-01-21,1452.6914662093968
2000-01-24,1439.5841183052833
2000-01-25,1448.2720423850133
2000-01-26,1478.4912826507884
2000-01-27,1529.973600478782
2000-01-28,1501.4319484774257
2000-01-31,1502.001910930218
2000-02-01,1530.2808278886257
2000-02-02,1540.869645631243
2000-02-03,1535.4946516219773
2000-02-04,1565.5010344090454
2000-02-07,1559.4933963256476
2000-02-08,1552.7729826447585
2000-02-09,1536.0019422048097
2000-02-10,1549.1575187022897
2000-02-11,1530.2879416319056
2000-02-14,1564.2851641449477
2000-02-15,1563.112854803254
2000-02-16,1577.9704842739986
2000-02-17,1574.0313865733979
2000-02-18,1555.0852606885444
2000-02-21,1543.1234334735161
2000-02-22,1493.1574649363533
2000-02-23,1498.4770885016924
2000-02-24,1490.869355080701
2000-02-25,1523.898386951502
2000-02-28,1556.5618547541226
2000-02-29,1532.0867831207154
2000-03-01,1564.3012625634783
2000-03-02,1577.8754853482221
2000-03-03,1574.666748037
2000-03-06,1578.3528576314332
2000-03-07,1563.1595160332301
2000-03-08,1531.9086900357486
2000-03-09,1527.2436874682437
2000-03-10,1536.219567258382
2000-03-13,1542.2447902128063
2000-03-14,1542.6394854649823
2000-03-15,1543.284417604337
2000-03-16,1574.565820003861
2000-03-17,1564.2124754513795
2000-03-20,1584.499624478576
2000-03-21,1603.719687808368
2000-03-22,1642.7646276723262
2000-03-23,1638.2915872423864
2000-03-24,1646.479892250839
2000-03-27,1651.6244567053297
2000-03-28,1649.7768547832075
2000-03-29,1660.0100016161787
2000-03-30,1639.2487101892063
2000-03-31,1637.9099420081477
2000-04-03,1657.9171347862625
2000-04-04,1638.7069527588314
2000-04-05,1621.7422376734269
2000-04-06,1651.0865413882245
2000-04-07,1617.0870091972272
2000-04-10,1636.4373529594975
2000-04-11,1635.601408470266
2000-04-12,1642.0417678244808
2000-04-13,1641.9826228733289
2000-04-14,1551.1454637922936
2000-04-17,1582.1447645405424
2000-04-18,1621.098732747181
2000-04-19,1643.0169006014353
2000-04-20,1645.8093620696457
2000-04-21,1645.8093620696457
2000-04-24,1633.8812773703123
2000-04-25,1691.7725750173547
2000-04-26,1726.5821630495866
2000-04-27,1728.5258880242206
2000-04-28,1719.7578740227952
2000-05-01,1747.547616838291
2000-05-02,1748.9463410572107
2000-05-03,1760.8931578144548
2000-05-04,1759.3800143277376
2000-05-05,1776.6638800055782
2000-05-08,1743.8218563910461
2000-05-09,1752.7047920957796
2000-05-10,1734.8991686451939
2000-05-11,1757.82526541718
2000-05-12,1755.579414943525
2000-05-15,1760.770485339122
2000-05-16,1812.1901529112354
2000-05-17,1828.156097239412
2000-05-18,1819.8055382706332
2000-05-19,1808.9536873677546
2000-05-22,1781.7685703232992
2000-05-23,1750.778331496099
2000-05-24,1768.181282988813
2000-05-25,1738.8122808170694
2000-05-26,1707.1861754417012
2000-05-29,1717.3560420679626
2000-05-30,1728.1631579915854
2000-05-31,1719.267428096944
2000-06-01,1753.9751699372162
2000-06-02,1756.8413034172909
2000-06-05,1748.3260717518983
2000-06-06,1703.5007369206355
2000-06-07,1703.7118061305716
2000-06-08,1733.6956384898224
2000-06-09,1755.9378509300934
2000-06-12,1756.9592147763396
2000-06-13,1734.7154531151077
2000-06-14,1761.0764276176894
2000-06-15,1761.4750301664485
2000-06-16,1742.936122136763
2000-06-19,1770.3088512702464
2000-06-20,1775.221699439476
2000-06-21,1783.2830753020228
2000-06-22,1778.84766429644
2000-06-23,1787.0003277312712
2000-06-26,1781.624588987446
2000-06-27,1768.6008760052598
2000-06-28,1768.0082886140392
2000-06-29,1743.064269446109
2000-06-30,1734.1337923577908
2000-07-03,1749.9615357889195
2000-07-04,1762.717996776095
2000-07-05,1742.5282941078906
2000-07-06,1740.5507301267808
2000-07-07,1775.9205311511473
2000-07-10,1756.2323525853633
2000-07-11,1778.8254247597254
2000-07-12,1814.328570422225
2000-07-13,1835.8939325489052
2000-07-14,1828.7562110080548
2000-07-17,1841.4597366446253
2000-07-18,1840.150127689428
2000-07-19,1853.982724478519
2000-07-20,1857.6547640504625
2000-07-21,1852.2409358045588
2000-07-24,1855.0745885236045
2000-07-25,1845.4487217509206
2000-07-26,1843.6533217653416
2000-07-27,1840.7203556323084
2000-07-28,1829.5449879141834
2000-07-31,1818.0993353059052
2000-08-01,1820.5367114459195
2000-08-02,1858.4106882439587
2000-08-03,1881.461342017833
2000-08-04,1879.394523429385
2000-08-07,1874.0533930893155
2000-08-08,1925.0879142115468
2000-08-09,1934.6155350314973
2000-08-10,1907.6671145826747
2000-08-11,1933.7964882814488
2000-08-14,1960.217174187293
2000-08-15,1937.3005739501764
2000-08-16,1952.8582442037043
2000-08-17,1950.5271671184335
2000-08-18,1965.6290772179757
2000-08-21,1973.1756522331957
2000-08-22,1981.3747240986809
2000-08-23,1973.6323446809427
2000-08-24,1966.9653539937394
2000-08-25,1982.7954277029057
2000-08-28,1995.5420320111145
2000-08-29,1983.0998512468977
2000-08-30,2012.577358285899
2000-08-31,2034.4987929102738
2000-09-01,2030.0066947214773
2000-09-04,2029.7442743007618
2000-09-05,2064.039817249669
2000-09-06,2067.0482493090267
2000-09-07,2071.4668792822945
2000-09-08,2069.964411566787
2000-09-11,2096.8569963237887
2000-09-12,2105.4024073263427
2000-09-13,2111.580509366243
2000-09-14,2142.2388377525317
2000-09-15,2138.2164635306885
2000-09-18,2128.694530387153
2000-09-19,2144.2476905828175
2000-09-20,2152.5845882900535
2000-09-21,2108.9174734906487
2000-09-22,2019.6493654612354
2000-09-25,2052.71344200632
2000-09-26,2024.7458367504669
2000-09-27,2001.3811253593856
2000-09-28,2005.705518269615
2000-09-29,2017.0916903537868
2000-10-02,2008.3465177515318
2000-10-03,2025.3268455931002
2000-10-04,2053.315330927243
2000-10-05,2087.411626427509
2000-10-06,2058.528997543372
2000-10-09,2055.6841661693907
2000-10-10,2039.072717487136
2000-10-11,1988.9935599052028
2000-10-12,1981.0038353549169
2000-10-13,1999.0446220685094
2000-10-16,2035.3358030043917
2000-10-17,1979.7858127875156
2000-10-18,1975.221094066457
2000-10-19,2014.1987097913616
2000-10-20,2040.7646380790775
2000-10-23,2068.816031310619
2000-10-24,2078.5860773749355
2000-10-25,2068.296016615473
2000-10-26,2065.1623386762226
2000-10-27,2024.68773900098
2000-10-30,2053.2940335095423
2000-10-31,2087.1832016451062
2000-11-01,2056.8719230406596
2000-11-02,2050.1189051648953
2000-11-03,2055.4722835692082
2000-11-06,2066.1401586295774
2000-11-07,2062.0423814915225
2000-11-08,2055.609962227921
2000-11-09,2033.9094072192254
2000-11-10,1986.5192535465553
2000-11-13,1973.371777452935
2000-11-14,2007.1643900331987
2000-11-15,1996.350839699889
2000-11-16,1978.3977817212335
2000-11-17,1977.014074102095
2000-11-20,1970.2934271632348
2000-11-21,1981.6440918884307
2000-11-22,1966.3098210746448
2000-11-23,1983.0986765436742
2000-11-24,2018.3547746302104
2000-11-27,2017.9517121134609
2000-11-28,1988.3520081572638
2000-11-29,1954.2318299616393
2000-11-30,1932.037286981413
2000-12-01,1943.9589968648625
2000-12-04,1914.5912112039837
2000-12-05,1954.7942975393903
2000-12-06,1957.8573107324173
2000-12-07,1952.757213570129
2000-12-08,2012.3014092108128
2000-12-11,2047.3936879742191
2000-12-12,2019.5883218162328
2000-12-13,2001.999730420439
2000-12-14,1957.101879754836
2000-12-15,1925.9325344797444
2000-12-18,1938.6403260980237
2000-12-19,1951.4568568352624
2000-12-20,1892.2012167556777
2000-12-21,1878.9123590414413
2000-12-22,1890.0942049284802
2000-12-25,1890.0942049284802
2000-12-26,1883.7014822867611
2000-12-27,1898.802097322013
2000-12-28,1927.497882728022
2000-12-29,1920.268158344124
2001-01-01,1920.268158344124
2001-01-02,1860.948963448745
2001-01-03,1891.7700119193266
2001-01-04,1880.4751473233541
2001-01-05,1840.4738383266422
2001-01-08,1852.3220302779464
2001-01-09,1851.301233972135
2001-01-10,1855.3200152227653
2001-01-11,1854.668955315549
2001-01-12,1837.2755016861354
2001-01-15,1858.456560697972
2001-01-16,1863.916021723581
2001-01-17,1879.745211805004
2001-01-18,1835.127994329775
2001-01-19,1879.2622792860527
2001-01-22,1895.4253423712125
2001-01-23,1913.506226083711
2001-01-24,1943.7275099013293
2001-01-25,1954.1222533045993
2001-01-26,1947.040682031518
2001-01-29,1975.1837052210888
2001-01-30,1977.6807343872445
2001-01-31,1961.2426074610146
2001-02-01,1956.2039784622993
2001-02-02,1981.5948294305215
2001-02-05,1974.9863532424024
2001-02-06,1985.6981299784952
2001-02-07,1965.0473609014075
2001-02-08,1985.332820313475
2001-02-09,1969.5449532540135
2001-02-12,1952.7898182103227
2001-02-13,1965.76771312972
2001-02-14,1961.9543094345995
2001-02-15,1995.372232096071
2001-02-16,1918.8138082629794
2001-02-19,1913.3445517836592
2001-02-20,1908.2980183599307
2001-02-21,1854.836927471447
2001-02-22,1885.863692511126
2001-02-23,1862.991940518802
2001-02-26,1901.19034663112
2001-02-27,1878.1920927224533
2001-02-28,1877.9962349793102
2001-03-01,1858.4307984321745
2001-03-02,1829.3705434742626
2001-03-05,1869.5721667658554
2001-03-06,1877.4600340003742
2001-03-07,1890.4736295970029
2001-03-08,1875.4468253975053
2001-03-09,1855.9672871265927
2001-03-12,1827.5889581179617
2001-03-13,1861.301701154222
2001-03-14,1840.4353077383462
2001-03-15,1848.5571839460185
2001-03-16,1829.4729048375136
2001-03-19,1856.6578872635505
2001-03-20,1832.0785450184094
2001-03-21,1808.6965140923514
2001-03-22,1820.7259601005337
2001-03-23,1803.497563954223
2001-03-26,1827.5626038187438
2001-03-27,1828.6737471142076
2001-03-28,1812.544551075648
2001-03-29,1813.0797609841388
2001-03-30,1841.549130676314
2001-04-02,1859.6050922530412
2001-04-03,1807.447704357184
2001-04-04,1784.8007715585106
2001-04-05,1811.6377572706815
2001-04-06,1796.1928203464572
2001-04-09,1818.970341344006
2001-04-10,1891.2807836571048
2001-04-11,1884.8664195636557
2001-04-12,1868.306603613497
2001-04-13,1868.306603613497
2001-04-16,1883.7419000063296
2001-04-17,1904.7802252994802
2001-04-18,1961.2895113990257
2001-04-19,1946.9891990318436
2001-04-20,1930.5616913832691
2001-04-23,1917.5815560206495
2001-04-24,1906.4726390441722
2001-04-25,1923.0244699271473
2001-04-26,1920.369395148948
2001-04-27,1944.7205415186265
2001-04-30,1940.618662973252
2001-05-01,1934.3599260021974
2001-05-02,1941.5803299454933
2001-05-03,1930.307383082318
2001-05-04,1931.4773794386376
2001-05-07,1939.5715273213602
2001-05-08,1950.6360913037254
2001-05-09,1974.2157810041895
2001-05-10,2002.0008386308348
2001-05-11,1991.1699606315995
2001-05-14,1996.2073317212703
2001-05-15,2004.3826547260535
2001-05-16,2025.2556512189187
2001-05-17,2055.2010879570134
2001-05-18,2075.7034269066385
2001-05-21,2082.6885040896377
2001-05-22,2098.414292940241
2001-05-23,2102.3498986882187
2001-05-24,2108.9568980586228
2001-05-25,2102.9544618337045
2001-05-28,2096.9374846249825
2001-05-29,2109.473216006009
2001-05-30,2079.1490979863015
2001-05-31,2113.621433403197
2001-06-01,2161.7587676833223
2001-06-04,2171.876909288793
2001-06-05,2158.3001668802044
2001-06-06,2156.8670544407837
2001-06-07,2150.6835871741714
2001-06-08,2146.7872547940437
2001-06-11,2160.284770763227
2001-06-12,2130.0537753130266
2001-06-13,2110.1545934150904
2001-06-14,2065.728236616282
2001-06-15,2020.1034606818516
2001-06-18,1985.745867658229
2001-06-19,1994.5557275843646
2001-06-20,2001.276380476893
2001-06-21,2007.2884446990367
2001-06-22,2018.022848675481
2001-06-25,2002.3164890632988
2001-06-26,1980.3673683980962
2001-06-27,1968.9825556933126
2001-06-28,1997.9049619266482
2001-06-29,2046.5469341267665
2001-07-02,2050.37990063711
2001-07-03,2066.1409218068275
2001-07-04,2059.2823892168003
2001-07-05,2065.7463781737115
2001-07-06,2012.7708327150976
2001-07-09,2014.956725196415
2001-07-10,1978.0433319494941
2001-07-11,1959.5935829207122
2001-07-12,2006.492981265726
2001-07-13,2023.4333454448115
2001-07-16,1981.3298459010816
2001-07-17,2010.2707676669565
2001-07-18,1950.1934352842072
2001-07-19,1956.003353598604
2001-07-20,1943.847901989908
2001-07-23,1947.159586407247
2001-07-24,1935.1815708177116
2001-07-25,1938.85258603719
2001-07-26,1937.3669135892528
2001-07-27,1969.648620628705
2001-07-30,1961.6789781738391
2001-07-31,1978.1033598308215
2001-08-01,1970.7322903360694
2001-08-02,1964.4671158310312
2001-08-03,1956.1365425107256
2001-08-06,1978.6079933390772
2001-08-07,1994.4907301157252
2001-08-08,1966.4670225809023
2001-08-09,1945.6396682227296
2001-08-10,1914.2258146331649
2001-08-13,1909.2412144519892
2001-08-14,1907.119646342485
2001-08-15,1870.2199885838188
2001-08-16,1881.1397292218348
2001-08-17,1843.836343802215
2001-08-20,1856.3857868368214
2001-08-21,1838.4561625651968
2001-08-22,1844.8607905093418
2001-08-23,1863.5640200468308
2001-08-24,1890.0225692934819
2001-08-27,1899.7547064413645
2001-08-28,1882.2796340173848
2001-08-29,1851.719532783731
2001-08-30,1832.9817953088827
2001-08-31,1824.5870495675115
2001-09-03,1826.7447044388207
2001-09-04,1876.7501543514418
2001-09-05,1864.2267847044056
2001-09-06,1854.1706553658337
2001-09-07,1806.339385456646
2001-09-10,1811.885297829559
2001-09-11,1716.1094019816528
2001-09-12,1733.7659598203093
2001-09-13,1740.0032918852623
2001-09-14,1664.9306486817484
2001-09-17,1667.246275242418
2001-09-18,1645.2131811478462
2001-09-19,1601.3375851171138
2001-09-20,1562.076271506698
2001-09-21,1575.223129518364
2001-09-24,1617.6107607931983
2001-09-25,1616.4182758310337
2001-09-26,1607.3661381527613
2001-09-27,1607.7271528743224
2001-09-28,1661.177254541265
2001-10-01,1648.0734779385025
2001-10-02,1663.513051238553
2001-10-03,1666.4881895829965
2001-10-04,1673.0579559248558
2001-10-05,1664.4087953691908
2001-10-08,1666.4284482143617
2001-10-09,1655.696481334028
2001-10-10,1683.2345316361852
2001-10-11,1727.897522595962
2001-10-12,1713.4725396004596
2001-10-15,1701.6749203371926
2001-10-16,1708.5760262914691
2001-10-17,1686.5749596883322
2001-10-18,1671.3453308066091
2001-10-19,1681.8278585218372
2001-10-22,1688.8199807838262
2001-10-23,1703.0919154709145
2001-10-24,1689.9334896248272
2001-10-25,1684.4269254419776
2001-10-26,1707.9186048163713
2001-10-29,1654.9906140279954
2001-10-30,1625.714332380591
2001-10-31,1645.7716018003669
2001-11-01,1654.1467166426016
2001-11-02,1667.6191179114578
2001-11-05,1696.7488294770108
2001-11-06,1716.3508313165207
2001-11-07,1710.1157688223889
2001-11-08,1719.019124774675
2001-11-09,1732.2045205889533
2001-11-12,1732.0258648433482
2001-11-13,1795.0477371480436
2001-11-14,1804.1160308519175
2001-11-15,1794.0302617732164
2001-11-16,1798.605855332167
2001-11-19,1843.670392198411
2001-11-20,1814.3443905706338
2001-11-21,1800.4243904421662
2001-11-22,1808.8525194474885
2001-11-23,1829.676565963627
2001-11-26,1826.8208671705574
2001-11-27,1826.8665624066305
2001-11-28,1799.3582028461778
2001-11-29,1812.9719521935765
2001-11-30,1807.657546018408
2001-12-03,1795.7881522379535
2001-12-04,1817.9987785909923
2001-12-05,1870.73116527452
2001-12-06,1855.2673481176832
2001-12-07,1860.9077541190477
2001-12-10,1841.3113026026504
2001-12-11,1834.6972579889684
2001-12-12,1842.1865748647563
2001-12-13,1802.784109970115
2001-12-14,1790.356473182599
2001-12-17,1812.6797958187822
2001-12-18,1827.429552426127
2001-12-19,1811.6266520615034
2001-12-20,1795.1172554910017
2001-12-21,1821.0669463518
2001-12-24,1830.7388148233017
2001-12-25,1830.7388148233017
2001-12-26,1828.718847029731
2001-12-27,1839.2823874823196
2001-12-28,1857.0949678835866
2001-12-31,1841.1932749904868
2002-01-01,1841.1932749904868
2002-01-02,1802.0356876294143
2002-01-03,1842.8625464592153
2002-01-04,1870.7212358632855
2002-01-07,1887.0586272478383
2002-01-08,1860.6603323279296
2002-01-09,1861.2120668030013
2002-01-10,1832.6247737762744
2002-01-11,1840.1196698988003
2002-01-14,1809.452196600697
2002-01-15,1828.2816248019467
2002-01-16,1827.5106905256075
2002-01-17,1827.7739862474045
2002-01-18,1806.9017911191845
2002-01-21,1801.603167308788
2002-01-22,1807.2245982132395
2002-01-23,1820.617217649944
2002-01-24,1855.1203339502754
2002-01-25,1880.0377560144912
2002-01-28,1877.320967194664
2002-01-29,1881.230873624387
2002-01-30,1874.66834310704
2002-01-31,1906.885892012467
2002-02-01,1911.062430544863
2002-02-04,1869.0855429999513
2002-02-05,1841.15917891564
2002-02-06,1831.6880229285875
2002-02-07,1825.327881465233
2002-02-08,1842.3354222062878
2002-02-11,1859.8174779046951
2002-02-12,1842.377358639738
2002-02-13,1854.071751301054
2002-02-14,1852.3022764001917
2002-02-15,1841.626043997378
2002-02-18,1861.1605797063305
2002-02-19,1833.1081344967301
2002-02-20,1830.4055885896023
2002-02-21,1825.574779524796
2002-02-22,1816.1108359799264
2002-02-25,1843.1446503954398
2002-02-26,1853.1578662257816
2002-02-27,1883.5922387698547
2002-02-28,1885.7343412472278
2002-03-01,1919.5721444237877
2002-03-04,1959.0215935446267
2002-03-05,1948.4456713320992
2002-03-06,1966.45829768392
2002-03-07,1966.4547033317087
2002-03-08,1952.3420922204778
2002-03-11,1949.205744485314
2002-03-12,1942.1371794172328
2002-03-13,1932.5391483374074
2002-03-14,1905.4315278743063
2002-03-15,1922.1730814069645
2002-03-18,1936.7537840009618
2002-03-19,1946.4082256798208
2002-03-20,1940.5055596045868
2002-03-21,1930.5437512716885
2002-03-22,1939.9452376248857
2002-03-25,1907.4353329880864
2002-03-26,1908.2619879459737
2002-03-27,1933.3025876175798
2002-03-28,1936.853954255823
2002-03-29,1936.853954255823
2002-04-01,1925.0161618109864
2002-04-02,1924.7838167963566
2002-04-03,1918.2428253203298
2002-04-04,1893.0436745003692
2002-04-05,1908.3180456362516
2002-04-08,1900.1174958895285
2002-04-09,1896.2299317901998
2002-04-10,1915.550621678319
2002-04-11,1884.2825240920645
2002-04-12,1901.77344205417
2002-04-15,1905.4836873762936
2002-04-16,1936.5663526267667
2002-04-17,1934.9987165428204
2002-04-18,1914.5135042652294
2002-04-19,1941.9764732842816
2002-04-22,1919.9718353699807
2002-04-23,1892.358307860874
2002-04-24,1890.6281781983039
2002-04-25,1879.5389803817286
2002-04-26,1865.404245484422
2002-04-29,1851.5482441536603
2002-04-30,1875.4444724439124
2002-05-01,1880.290388034657
2002-05-02,1888.4103792904666
2002-05-03,1859.5138768882034
2002-05-06,1825.136872371532
2002-05-07,1827.0482952650616
2002-05-08,1873.0885726962583
2002-05-09,1856.58249926039
2002-05-10,1849.8069157737264
2002-05-13,1865.2167349604101
2002-05-14,1904.3316496427085
2002-05-15,1891.5733735612632
2002-05-16,1900.2026067829938
2002-05-17,1883.3120714765846
2002-05-20,1884.8355560589148
2002-05-21,1880.8499676721344
2002-05-22,1852.6664727025666
2002-05-23,1888.272368572717
