Date,JAPAN VALUE WEIGHTED
1998-12-31,638.9607649689591
1999-01-01,638.9607649689591
1999-01-04,622.8553757144674
1999-01-05,619.5996286469854
1999-01-06,624.1188770386734
1999-01-07,641.6505468575468
1999-01-08,639.3327504852195
1999-01-11,651.8408489535938
1999-01-12,636.8670005959932
1999-01-13,618.97677195841
1999-01-14,629.6596818409045
1999-01-15,632.7873634566437
1999-01-18,633.1211703474822
1999-01-19,632.8754574066041
1999-01-20,645.7427995754291
1999-01-21,655.4100513274196
1999-01-22,645.2649802455753
1999-01-25,649.2264574725177
1999-01-26,654.9524792802739
1999-01-27,655.1549436241631
1999-01-28,652.2399167974035
1999-01-29,666.0903585835865
1999-02-01,670.8287324016321
1999-02-02,679.3284846898146
1999-02-03,671.1375645913978
1999-02-04,670.5971042255093
1999-02-05,662.4043767460906
1999-02-08,664.7210422929595
1999-02-09,653.5322853148231
1999-02-10,650.3463189841453
1999-02-11,652.9823104632219
1999-02-12,659.0541856563665
1999-02-15,658.5470341853559
1999-02-16,651.2547644876568
1999-02-17,641.7709760680139
1999-02-18,636.4491593877652
1999-02-19,639.1137032393087
1999-02-22,652.7176325528917
1999-02-23,656.4005228904194
1999-02-24,654.8146513300773
1999-02-25,662.1613621495793
1999-02-26,672.2500817380552
1999-03-01,665.0843359139571
1999-03-02,650.2887805489133
1999-03-03,650.0711987366614
1999-03-04,647.1327903107398
1999-03-05,677.7550477995024
1999-03-08,678.5055885579372
1999-03-09,691.9588212425947
1999-03-10,714.4397531323598
1999-03-11,725.3773417664685
1999-03-12,724.4111849745514
1999-03-15,744.7449167649626
1999-03-16,765.1933254328962
1999-03-17,767.8523209131995
1999-03-18,752.4342541136849
1999-03-19,783.0461093239898
1999-03-22,779.1986760879224
1999-03-23,775.6713001665138
1999-03-24,754.1551429299058
1999-03-25,769.9030565020005
1999-03-26,780.6793508815681
1999-03-29,782.1210126564806
1999-03-30,773.776721290397
1999-03-31,786.0402283601564
1999-04-01,799.346300515724
1999-04-02,796.284798318401
1999-04-05,794.4171614381878
1999-04-06,810.3845602345862
1999-04-07,807.9206486216423
1999-04-08,818.0732781748202
1999-04-09,817.4067556745234
1999-04-12,800.4399212399974
1999-04-13,814.2810954736574
1999-04-14,830.6103308769078
1999-04-15,829.3339610553718
1999-04-16,844.7252968377705
1999-04-19,850.0658684814377
1999-04-20,842.2111622974243
1999-04-21,822.7833804624559
1999-04-22,825.1073139565424
1999-04-23,834.7304328952561
1999-04-26,844.7895325648668
1999-04-27,839.2530517968121
1999-04-28,846.2197983171262
1999-04-29,849.7895480099144
1999-04-30,840.3916910388489
1999-05-03,836.0230239597114
1999-05-04,827.2482584819252
1999-05-05,821.0107607865806
1999-05-06,846.0808547626988
1999-05-07,838.3132219391687
1999-05-10,839.4372841804592
1999-05-11,829.7960421783517
1999-05-12,835.4016959600646
1999-05-13,827.1389998443898
1999-05-14,814.0708602321263
1999-05-17,791.2607083547776
1999-05-18,794.4924888754981
1999-05-19,769.509725777856
1999-05-20,775.0550529915766
1999-05-21,786.2531108438255
1999-05-24,788.9115451473565
1999-05-25,786.4165736056835
1999-05-26,800.7786158458676
1999-05-27,801.6570736639815
1999-05-28,805.2194840042557
1999-05-31,802.5737739846096
1999-06-01,820.7525468058769
1999-06-02,833.5378630695322
1999-06-03,819.385941006037
1999-06-04,822.1036590707944
1999-06-07,834.7068825539235
1999-06-08,840.0646884898576
1999-06-09,848.8190414756484
1999-06-10,861.8208281300349
1999-06-11,877.5787867224817
1999-06-14,865.4410042118897
1999-06-15,870.3839113719517
1999-06-16,878.0877113138635
1999-06-17,892.772270936755
1999-06-18,876.4090949168314
1999-06-21,882.0997132495396
1999-06-22,890.1647188422764
1999-06-23,875.7134742439872
1999-06-24,873.562184307148
1999-06-25,862.5955210211162
1999-06-28,878.2794427901665
1999-06-29,890.0305833470376
1999-06-30,885.3717303590547
1999-07-01,909.6139190598012
1999-07-02,916.0622246618965
1999-07-05,918.4783160084307
1999-07-06,912.2776607090002
1999-07-07,914.5751827304873
1999-07-08,913.3644216172456
1999-07-09,914.4365690857011
1999-07-12,928.8768253987523
1999-07-13,931.2276371742229
1999-07-14,943.6800372742973
1999-07-15,950.338694700859
1999-07-16,944.8125588362694
1999-07-19,968.088723547302
1999-07-20,944.9919857177957
1999-07-21,933.7165446423913
1999-07-22,915.829519105657
1999-07-23,909.6606003287237
1999-07-26,893.5688430483721
1999-07-27,894.4090513174463
1999-07-28,909.0591851819146
1999-07-29,919.3256405760851
1999-07-30,933.5689191036207
1999-08-02,928.8018627704231
1999-08-03,932.3215494319176
1999-08-04,915.0269559016539
1999-08-05,901.3870568554764
1999-08-06,888.6090348142188
1999-08-09,888.5524824176871
1999-08-10,891.3659321360947
1999-08-11,888.2601311216289
1999-08-12,900.2919635204547
1999-08-13,906.2445375118284
1999-08-16,931.5037354000852
1999-08-17,944.2016975296708
1999-08-18,954.4110667583632
1999-08-19,948.1873510596125
1999-08-20,965.3342383529232
1999-08-23,982.4813161273455
1999-08-24,979.3958132861928
1999-08-25,976.6738605957393
1999-08-26,961.7008683607223
1999-08-27,954.8309073190494
1999-08-30,973.6693365901891
1999-08-31,940.2750931998345
1999-09-01,972.1357524293468
1999-09-02,966.9288824994866
1999-09-03,966.297798154131
1999-09-06,980.9686628507754
1999-09-07,962.1089743525554
1999-09-08,958.5532881518702
1999-09-09,987.3664356167812
1999-09-10,995.5676325763978
1999-09-13,1034.8206596363352
1999-09-14,1032.049868729195
1999-09-15,1045.946853654875
1999-09-16,1022.2053271194299
1999-09-17,1008.2672831694142
1999-09-20,1018.0690959338891
1999-09-21,1044.644520321918
1999-09-22,1011.6468284424926
1999-09-23,1016.76934784149
1999-09-24,984.8003051141445
1999-09-27,969.2276515882804
1999-09-28,989.9543046453167
1999-09-29,969.4839593069383
1999-09-30,995.3784035524908
1999-10-01,1004.6924493437398
1999-10-04,993.9796977026499
1999-10-05,985.8567597732294
1999-10-06,983.524583585719
1999-10-07,987.2993861908602
1999-10-08,1003.4740821593981
1999-10-11,1008.5878536078998
1999-10-12,1009.2331543683708
1999-10-13,985.0668052793163
1999-10-14,995.4953685979689
1999-10-15,983.166056592751
1999-10-18,962.5112896178152
1999-10-19,967.8648395237346
1999-10-20,983.7461753555423
1999-10-21,977.116322736701
1999-10-22,993.3771716744764
1999-10-25,1009.9607776508454
1999-10-26,1025.3589836653446
1999-10-27,1025.4202131697064
1999-10-28,1017.9369549248182
1999-10-29,1051.9619276225917
1999-11-01,1050.7101446589709
1999-11-02,1057.6016481153206
1999-11-03,1049.5884250834647
1999-11-04,1072.043959386304
1999-11-05,1056.8801676915912
1999-11-08,1054.0503893031678
1999-11-09,1054.4917275266725
1999-11-10,1067.466471922397
1999-11-11,1054.435557613786
1999-11-12,1062.2302697050104
1999-11-15,1053.8502564222822
1999-11-16,1045.9263372470293
1999-11-17,1060.0973769390216
1999-11-18,1084.341157702966
1999-11-19,1092.6213509477534
1999-11-22,1105.7819550291442
1999-11-23,1116.4140655111241
1999-11-24,1115.6170840271664
1999-11-25,1103.6857919315105
1999-11-26,1144.1385132901696
1999-11-29,1150.6012262466095
1999-11-30,1121.8963857263386
1999-12-01,1125.1157405039444
1999-12-02,1135.8251371104443
1999-12-03,1133.9843972948772
1999-12-06,1101.8990670060143
1999-12-07,1111.143806101736
1999-12-08,1090.330310362856
1999-12-09,1098.8355631905185
1999-12-10,1111.7334675823781
1999-12-13,1100.908274779137
1999-12-14,1101.1185371090146
1999-12-15,1106.2258345651187
1999-12-16,1090.1434644089927
1999-12-17,1105.1612568022686
1999-12-20,1109.437890267713
1999-12-21,1108.4061490540441
1999-12-22,1127.8714949882938
1999-12-23,1116.792758077552
1999-12-24,1109.5150455272048
1999-12-27,1107.514088823428
1999-12-28,1127.6770254268838
1999-12-29,1131.4228782869907
1999-12-30,1137.4142366304688
1999-12-31,1137.4142366304688
2000-01-03,1133.0912310810147
2000-01-04,1099.7486244313
2000-01-05,1072.038089626415
2000-01-06,1035.598570434704
2000-01-07,1046.5432064058461
2000-01-10,1049.9871004994154
2000-01-11,1073.2619121089533
2000-01-12,1065.6002127427842
2000-01-13,1073.947368767415
2000-01-14,1101.9250120033091
2000-01-17,1135.8083120753004
2000-01-18,1117.5374396128013
2000-01-19,1098.0158779240767
2000-01-20,1105.146790726215
2000-01-21,1112.8667368958243
2000-01-24,1115.7687112536169
2000-01-25,1094.0424259535994
2000-01-26,1109.5204669838695
2000-01-27,1134.929685536905
2000-01-28,1146.5181935878663
2000-01-31,1145.0722184959116
2000-02-01,1131.7592378848744
2000-02-02,1138.490202716196
2000-02-03,1132.136064041254
2000-02-04,1149.5575331952796
2000-02-07,1145.7614377621653
2000-02-08,1113.8080687563365
2000-02-09,1116.0332846306262
2000-02-10,1114.1117517290443
2000-02-11,1110.0200776280446
2000-02-14,1102.633344135784
2000-02-15,1072.0647593126844
2000-02-16,1069.0094546152598
2000-02-17,1073.3006895927233
2000-02-18,1066.969547797584
2000-02-21,1036.3745060602048
2000-02-22,1010.3901011201092
2000-02-23,1024.9860699993026
2000-02-24,1041.026771853647
2000-02-25,1075.1063048533847
2000-02-28,1097.4199242990228
2000-02-29,1094.0777274804727
2000-03-01,1119.9575338027582
2000-03-02,1117.6597222921455
