Date,AUSTRALIA VALUE WEIGHTED
1999-05-26,302.91188575217166
1999-05-27,301.94040462929763
1999-05-28,302.56445782224347
1999-05-31,301.4023100754576
1999-06-01,299.5657104270602
1999-06-02,304.1651022194627
1999-06-03,309.51826947925963
1999-06-04,313.8495267373924
1999-06-07,318.0102151476512
1999-06-08,316.1964978106579
1999-06-09,318.13270278210433
1999-06-10,316.91764088349015
1999-06-11,314.7104413858305
1999-06-14,315.72026667749077
1999-06-15,312.8791894100167
1999-06-16,315.28652246122147
1999-06-17,319.111745312237
1999-06-18,315.95809402795726
1999-06-21,316.10077497172995
1999-06-22,318.6816690791126
1999-06-23,318.1478913109572
1999-06-24,314.0959578500203
1999-06-25,313.4502262658045
1999-06-28,317.70838271529
1999-06-29,317.83319453540605
1999-06-30,317.72185571947927
1999-07-01,326.21284193793645
1999-07-02,332.6664756765135
1999-07-05,336.5320548205234
1999-07-06,336.76616040110196
1999-07-07,334.1668089981988
1999-07-08,338.4517149358348
1999-07-09,333.073682061264
1999-07-12,332.73898100010894
1999-07-13,331.43637586214106
1999-07-14,330.66212505068535
1999-07-15,332.1183935588684
1999-07-16,330.2266329847308
1999-07-19,329.61801134579116
1999-07-20,325.8165275689213
1999-07-21,320.0514859499733
1999-07-22,317.42515699148976
1999-07-23,317.43554436850525
1999-07-26,308.5284622344219
1999-07-27,307.8165685961471
1999-07-28,309.2108049346832
1999-07-29,308.5319667126874
1999-07-30,306.7590496188502
1999-08-02,304.51077904596275
1999-08-03,310.0324172249444
1999-08-04,305.48190818846876
1999-08-05,304.7937838430039
1999-08-06,303.7965312582284
1999-08-09,302.796930709
1999-08-10,299.04568065208355
1999-08-11,297.2606523351541
1999-08-12,298.54471701970596
1999-08-13,304.529741692226
1999-08-16,309.3780552557957
1999-08-17,305.3195346154297
1999-08-18,309.02147604840235
1999-08-19,300.62783339547616
1999-08-20,299.89159019118284
1999-08-23,305.1281781494545
1999-08-24,306.7471983325262
1999-08-25,303.7989904962001
1999-08-26,305.0225268595219
1999-08-27,302.40821742610643
1999-08-30,298.6804009959966
1999-08-31,292.90208455682796
1999-09-01,298.2172727464536
1999-09-02,297.0181105644549
1999-09-03,297.1589071410907
1999-09-06,301.5105336025071
1999-09-07,302.797170734459
1999-09-08,304.3890283427251
1999-09-09,308.7118072267882
1999-09-10,310.81554797885684
1999-09-13,313.90204015582884
1999-09-14,310.55889877765435
1999-09-15,304.0471785894522
1999-09-16,299.5453353997447
1999-09-17,301.43279896336804
1999-09-20,298.26034864521347
1999-09-21,297.1499735134213
1999-09-22,298.11086296085546
1999-09-23,301.4901127305258
1999-09-24,298.72469257630456
1999-09-27,302.16169126446044
1999-09-28,302.9603198831792
1999-09-29,296.1864404863909
1999-09-30,292.17822988888724
1999-10-01,295.8280061561998
1999-10-04,295.75743344182536
1999-10-05,300.7038829103959
1999-10-06,296.5210391465609
1999-10-07,297.6922034237417
1999-10-08,296.34557691816843
1999-10-11,297.32514705978235
1999-10-12,296.1446446398476
1999-10-13,292.2575549897997
1999-10-14,289.44483575149326
1999-10-15,281.3426886212187
1999-10-18,275.027856648395
1999-10-19,275.3339185490117
1999-10-20,280.712029491494
1999-10-21,280.2975082329364
1999-10-22,285.59713885727507
1999-10-25,288.0761703282279
1999-10-26,286.9105859227766
1999-10-27,284.8019189126343
1999-10-28,288.60458197950163
1999-10-29,289.3625794980619
1999-11-01,291.22216946941523
1999-11-02,293.6485279200509
1999-11-03,297.62699797122843
1999-11-04,295.719934191473
1999-11-05,294.3805255124588
1999-11-08,292.1570915285285
1999-11-09,291.36801073782436
1999-11-10,295.13332718769607
1999-11-11,302.1928242151361
1999-11-12,308.0352185096739
1999-11-15,309.89010832077713
1999-11-16,306.9489697091138
1999-11-17,307.2450484545511
1999-11-18,311.0380553558907
1999-11-19,313.3416251974423
1999-11-22,309.99323040058965
1999-11-23,310.52162887217133
1999-11-24,308.4362718849399
1999-11-25,310.84983718227164
1999-11-26,313.8932227788667
1999-11-29,317.92868216079876
1999-11-30,314.573733949854
1999-12-01,314.17173488753383
1999-12-02,318.7436283160411
1999-12-03,320.21011097476406
1999-12-06,316.78241905879815
1999-12-07,315.9120688528746
1999-12-08,316.91786369780567
1999-12-09,322.7852494026878
1999-12-10,319.1661509007349
1999-12-13,318.5029067155985
1999-12-14,321.45660134389465
1999-12-15,323.9255944394872
1999-12-16,322.7675705786798
1999-12-17,326.8563736624458
1999-12-20,327.4145650781209
1999-12-21,324.8256691667573
1999-12-22,328.90699532751734
1999-12-23,324.3904106855079
1999-12-24,325.9720251426107
1999-12-27,326.7882395143911
1999-12-28,328.6858648070083
1999-12-29,332.4391330677833
1999-12-30,336.1667349442625
1999-12-31,336.1667349442625
2000-01-03,334.7610807459429
2000-01-04,325.09731812682145
2000-01-05,316.9205712105833
2000-01-06,313.6898310572703
2000-01-07,319.48576490658377
2000-01-10,326.5103154253563
2000-01-11,331.54699426912697
2000-01-12,325.8659818938126
2000-01-13,328.5894599952967
2000-01-14,338.17520881729587
2000-01-17,339.308153251559
2000-01-18,339.70158215630505
2000-01-19,334.616316830396
2000-01-20,338.23883512731663
2000-01-21,332.5764001291901
2000-01-24,329.61126034876884
2000-01-25,325.93650239985635
2000-01-26,325.74273963385235
2000-01-27,331.74382136960384
2000-01-28,329.07570690122617
2000-01-31,327.89028081011287
2000-02-01,326.5005222108357
2000-02-02,331.15936220837875
2000-02-03,328.9937951795687
2000-02-04,324.5845106719505
2000-02-07,328.011823688578
2000-02-08,324.33458221626324
2000-02-09,324.7734595142673
2000-02-10,327.69581011101735
2000-02-11,323.9151586491978
2000-02-14,320.2005919466048
2000-02-15,321.3697710027793
2000-02-16,319.75376621661974
2000-02-17,317.3091626917343
2000-02-18,313.5831262947502
2000-02-21,312.36107796812473
2000-02-22,303.75315297777604
2000-02-23,304.41989817040843
2000-02-24,304.46750633659803
2000-02-25,313.3816960681752
2000-02-28,313.65056697793045
2000-02-29,318.8190220672127
2000-03-01,318.4110855327151
2000-03-02,322.7772967430902
2000-03-03,324.4691580175144
2000-03-06,318.9849809714357
2000-03-07,324.74753012577156
2000-03-08,324.2883547235961
2000-03-09,320.3921898200955
2000-03-10,324.59663975923115
2000-03-13,325.2677532118221
2000-03-14,325.86074368366843
2000-03-15,321.9722146729217
2000-03-16,321.75065490575565
2000-03-17,323.427622921898
2000-03-20,326.63428165785194
2000-03-21,328.0495360684396
2000-03-22,331.70703254273946
2000-03-23,325.42693804622144
2000-03-24,326.24062398888213
2000-03-27,326.4775512008655
2000-03-28,328.78899026022697
2000-03-29,332.4315686120172
2000-03-30,328.32871673629967
2000-03-31,320.5962449192611
2000-04-03,328.40428227980755
2000-04-04,329.4856203989362
2000-04-05,328.61167386387814
2000-04-06,326.6935890228293
2000-04-07,325.68837534305703
2000-04-10,326.660497810051
2000-04-11,323.18755403721553
2000-04-12,323.91681805273686
2000-04-13,320.3137821138241
2000-04-14,320.9141320779218
2000-04-17,303.9463952337977
2000-04-18,314.4853941521017
2000-04-19,324.40376034006005
2000-04-20,323.725384002512
2000-04-21,323.725384002512
2000-04-24,324.2727492411345
2000-04-25,329.1354253081869
2000-04-26,332.36750926094095
2000-04-27,334.2626338124265
2000-04-28,332.5406362664373
2000-05-01,329.56614116373123
2000-05-02,337.94656403134155
2000-05-03,344.9083774767682
2000-05-04,339.8924916203648
2000-05-05,347.4389963224945
2000-05-08,343.38733705525254
2000-05-09,335.70410948708815
2000-05-10,328.46788843431494
2000-05-11,326.30441402571233
2000-05-12,328.05029204713463
2000-05-15,322.2792493982692
2000-05-16,332.611514211396
2000-05-17,331.9409807597351
2000-05-18,327.89222347561235
2000-05-19,329.8950418945102
2000-05-22,324.6734304452923
2000-05-23,326.21443705723027
2000-05-24,322.819049584115
2000-05-25,323.45831496886143
2000-05-26,313.9744611110195
2000-05-29,318.6605253117436
2000-05-30,321.2447941415062
2000-05-31,320.97932574805856
2000-06-01,322.46359322760003
2000-06-02,325.83223527868716
2000-06-05,328.17084804223447
2000-06-06,329.5425398525133
2000-06-07,327.32520165462904
2000-06-08,329.56026327454083
2000-06-09,328.8972910897129
2000-06-12,330.97750423846935
2000-06-13,329.4544181009118
2000-06-14,332.95544770207937
2000-06-15,335.78233440274033
2000-06-16,337.84689946969706
2000-06-19,334.5317127860244
2000-06-20,337.2450781904233
2000-06-21,342.76978827355117
2000-06-22,343.13476639327797
2000-06-23,343.2552910857157
2000-06-26,344.3530761445707
2000-06-27,346.60923052605153
2000-06-28,348.5143297414151
2000-06-29,350.3227159949338
2000-06-30,352.3132703392014
2000-07-03,352.83844337634116
2000-07-04,352.4880202021029
2000-07-05,346.1354536067083
2000-07-06,345.5212176257559
2000-07-07,346.92814827276175
2000-07-10,347.4083962106392
2000-07-11,347.10687523841
2000-07-12,350.27146295979503
2000-07-13,348.9701341623312
2000-07-14,347.90850695107815
2000-07-17,349.49586086244966
2000-07-18,349.22383547840917
2000-07-19,347.7588650524419
2000-07-20,350.0822468042798
2000-07-21,353.32539985303976
2000-07-24,350.7972452108076
2000-07-25,344.49600023919317
2000-07-26,348.5183879001416
2000-07-27,346.06665999118025
2000-07-28,349.6807454877699
2000-07-31,344.45120609744225
2000-08-01,346.479020781257
2000-08-02,353.0854213786289
2000-08-03,358.01918650945925
2000-08-04,357.3222277932781
2000-08-07,361.36887679380635
2000-08-08,364.43711133020275
2000-08-09,361.2118034206728
2000-08-10,360.9614847874765
2000-08-11,361.37685277880746
2000-08-14,362.3218174391483
2000-08-15,360.845025076475
2000-08-16,365.99588024805746
2000-08-17,368.6685396824798
2000-08-18,368.9031850827707
2000-08-21,369.59482819795846
2000-08-22,371.7219341038061
2000-08-23,367.8642267327172
2000-08-24,364.99139248639545
2000-08-25,364.8644960982948
2000-08-28,365.52111310933714
2000-08-29,367.7736624997579
2000-08-30,366.7328616095668
2000-08-31,364.88072469431745
2000-09-01,363.1403943623495
2000-09-04,364.3755702228381
2000-09-05,366.6990120054595
2000-09-06,364.5245111034626
2000-09-07,361.30568111657567
2000-09-08,363.01894464897094
2000-09-11,365.385411591932
2000-09-12,370.1815598135163
2000-09-13,366.9558885381372
2000-09-14,365.24961263175123
2000-09-15,360.3656939453977
2000-09-18,356.6079291778072
2000-09-19,353.3924256706103
2000-09-20,356.20658611959936
2000-09-21,354.4410352454684
2000-09-22,342.207951657266
2000-09-25,346.98792895353904
2000-09-26,347.7719270916981
2000-09-27,348.3442364222899
2000-09-28,349.7259111400934
2000-09-29,346.6540275705207
2000-10-02,350.7744102128741
2000-10-03,353.38909466823134
2000-10-04,353.32122857854887
2000-10-05,352.31066466318356
2000-10-06,351.109934331849
2000-10-09,348.65987597407593
2000-10-10,347.95950935335287
2000-10-11,348.0345660088448
2000-10-12,347.2303750472961
2000-10-13,345.24249152225366
2000-10-16,350.8030916006328
2000-10-17,347.1681301677402
2000-10-18,346.95417094571724
2000-10-19,348.71159453893574
2000-10-20,357.15767523814037
2000-10-23,360.49161325306534
2000-10-24,359.237890042085
2000-10-25,358.0269939801001
2000-10-26,356.06361734462934
2000-10-27,354.3034131386092
2000-10-30,354.93314084065616
2000-10-31,347.92523752590074
2000-11-01,350.69931429167616
2000-11-02,349.2116491851953
2000-11-03,353.5704204396156
2000-11-06,358.9521946606723
2000-11-07,361.7807976391495
2000-11-08,361.36824868722925
2000-11-09,359.51389246533006
2000-11-10,353.9562110348885
2000-11-13,352.28404369237353
2000-11-14,352.7140323551605
2000-11-15,356.45170272670293
2000-11-16,355.63857122885105
2000-11-17,359.0991282232099
2000-11-20,358.53324182683707
2000-11-21,355.29798905443704
2000-11-22,361.893496470868
2000-11-23,365.70030046693256
2000-11-24,365.7182994574476
2000-11-27,366.12449828619975
2000-11-28,361.7872922500597
2000-11-29,357.87519828360496
2000-11-30,356.2523704754997
2000-12-01,364.2884667293212
2000-12-04,362.9547081113223
2000-12-05,363.9378620877942
2000-12-06,366.24390950642584
2000-12-07,366.3538459759359
2000-12-08,364.76546658197566
2000-12-11,367.9303587240409
2000-12-12,368.55869000048733
2000-12-13,366.4563081447924
2000-12-14,361.1720142168982
2000-12-15,354.8165915794534
2000-12-18,353.33948902918223
2000-12-19,358.9361185414348
2000-12-20,355.8876820102817
2000-12-21,352.2342923052737
2000-12-22,349.93788001313175
2000-12-25,349.93788001313175
2000-12-26,349.6597631388411
2000-12-27,352.66504763804903
2000-12-28,352.26928331073725
2000-12-29,345.0144882206471
2001-01-01,345.0144882206471
2001-01-02,349.6154794099668
2001-01-03,350.34949390417427
2001-01-04,358.7674151025275
2001-01-05,359.1167729771717
2001-01-08,353.45401200458593
2001-01-09,352.65387109558367
2001-01-10,350.21200046729945
2001-01-11,345.3528875519863
2001-01-12,346.34161066862976
2001-01-15,347.0652156199342
2001-01-16,347.27642882498986
2001-01-17,349.48540242033096
2001-01-18,350.46914595532877
2001-01-19,356.9505060796032
2001-01-22,355.874749741632
2001-01-23,350.9646208111435
2001-01-24,351.73170936329683
2001-01-25,355.8338032442487
2001-01-26,354.161183600315
2001-01-29,355.6979775768724
2001-01-30,356.442535313736
2001-01-31,357.55962400383515
2001-02-01,359.4986677688774
2001-02-02,359.8422918338699
2001-02-05,351.7723678598537
2001-02-06,356.7199008469107
2001-02-07,352.3141350987712
2001-02-08,353.55429869565586
2001-02-09,348.13764552675156
2001-02-12,350.1038856959912
2001-02-13,351.5641141650946
2001-02-14,349.6740340181546
2001-02-15,350.40180711861103
2001-02-16,350.27494956828383
2001-02-19,345.0608355489486
2001-02-20,345.9589171588458
2001-02-21,348.2174308672089
2001-02-22,346.9012697633322
2001-02-23,345.17386133116815
2001-02-26,346.98574594143895
2001-02-27,345.2382561944685
2001-02-28,347.2173262237478
2001-03-01,347.8310018449091
2001-03-02,346.4411983425676
2001-03-05,345.3854467335419
2001-03-06,341.25577973043954
2001-03-07,340.81036662062115
2001-03-08,336.4369743244238
2001-03-09,335.305147171307
2001-03-12,334.9230874849811
2001-03-13,329.5770095735322
2001-03-14,330.321990561353
2001-03-15,326.8920651686554
2001-03-16,331.0078904876808
2001-03-19,331.3948230207204
2001-03-20,331.0304494806135
2001-03-21,329.5256311612824
2001-03-22,330.47348360361394
2001-03-23,324.3073031099255
2001-03-26,327.749177688704
2001-03-27,327.06039504040245
2001-03-28,329.4585049141503
2001-03-29,330.95890594873015
2001-03-30,325.04242266412444
2001-04-02,327.66729915264864
2001-04-03,326.2184220586703
2001-04-04,325.301529463591
2001-04-05,330.2639173573945
2001-04-06,334.1244282563849
2001-04-09,331.07131732330816
2001-04-10,338.60021825892153
2001-04-11,348.6882959054479
2001-04-12,350.08925449076105
2001-04-13,350.08925449076105
2001-04-16,354.82628767038443
2001-04-17,351.07885308373085
2001-04-18,348.68249374754737
2001-04-19,356.50415533214067
2001-04-20,356.81011664509623
2001-04-23,349.73191169255114
2001-04-24,349.74560613912683
2001-04-25,349.2892081203918
2001-04-26,351.1226541855561
2001-04-27,353.27262228718445
2001-04-30,359.336700911741
2001-05-01,362.22582322980867
2001-05-02,364.2778189450131
2001-05-03,366.91478013584407
2001-05-04,362.5975918580526
2001-05-07,365.1423480704639
2001-05-08,366.9844734792883
2001-05-09,370.70281020649026
2001-05-10,378.6276267093076
2001-05-11,378.7240922756956
2001-05-14,376.9824206640128
2001-05-15,376.79205196341053
2001-05-16,375.29355846865707
2001-05-17,384.29311504715645
2001-05-18,383.2370386629296
2001-05-21,392.0545977241561
2001-05-22,391.11104170866184
2001-05-23,390.25189155462124
2001-05-24,389.9175934842673
2001-05-25,392.10701551936273
2001-05-28,391.2954616766519
2001-05-29,389.2383271636691
2001-05-30,384.835295526093
2001-05-31,381.54439986829334
2001-06-01,385.8520141645419
2001-06-04,388.58768678112955
2001-06-05,387.43618723314796
2001-06-06,393.0254068899185
2001-06-07,397.5264075529065
2001-06-08,401.7975418789933
2001-06-11,404.13566511823694
2001-06-12,399.2971641796148
2001-06-13,400.494827304512
2001-06-14,399.4433488133005
2001-06-15,399.16596091070863
2001-06-18,391.03559607362087
2001-06-19,391.2304609723508
2001-06-20,395.43439887804067
2001-06-21,393.9119716216753
2001-06-22,394.99237087299326
2001-06-25,389.1068586532521
2001-06-26,393.70330809962974
2001-06-27,390.13687676058896
2001-06-28,391.19282599373446
2001-06-29,396.6886869368371
2001-07-02,391.81806314749014
2001-07-03,396.6336447186624
2001-07-04,397.4699012503298
2001-07-05,391.88123263121577
2001-07-06,378.3499418588579
2001-07-09,376.3543949566115
2001-07-10,378.1641919366614
2001-07-11,375.3216936395635
2001-07-12,379.0467981201789
2001-07-13,382.34963144281915
2001-07-16,385.4488756070678
2001-07-17,381.5906771588943
2001-07-18,378.91705991475345
2001-07-19,380.10394991868566
2001-07-20,371.6539840455381
2001-07-23,374.0616387799476
2001-07-24,368.8135736082685
2001-07-25,364.0150200304334
2001-07-26,360.52058186681035
2001-07-27,359.26245670242855
2001-07-30,362.2568154436662
2001-07-31,364.6555242497245
2001-08-01,374.65577998932355
2001-08-02,379.13908603072286
2001-08-03,375.73331623246133
2001-08-06,378.0020344225226
2001-08-07,378.66193354213965
2001-08-08,379.93167514984935
2001-08-09,373.69883811198036
2001-08-10,370.3762354629748
2001-08-13,368.47381113520976
2001-08-14,367.1928837287793
2001-08-15,367.70475320536764
2001-08-16,364.44420337753826
2001-08-17,368.7491228503753
2001-08-20,365.0590126988767
2001-08-21,367.4350289462747
2001-08-22,366.7516011063228
2001-08-23,367.4731155557456
2001-08-24,368.8672000824655
2001-08-27,371.4223329883402
2001-08-28,370.57617502524823
2001-08-29,369.39406146203675
2001-08-30,367.7993540795094
2001-08-31,358.73682437006
2001-09-03,356.81436980507385
2001-09-04,361.9153035852731
2001-09-05,362.24375744014293
2001-09-06,359.588300430799
2001-09-07,349.58854105334734
2001-09-10,349.03918962195473
2001-09-11,350.78852618596375
2001-09-12,335.10729814765523
2001-09-13,334.6208354724177
2001-09-14,328.109685505327
2001-09-17,307.3989932240084
2001-09-18,307.4960917529167
2001-09-19,306.06505232178057
2001-09-20,301.03445278014937
2001-09-21,296.65800339998844
2001-09-24,298.3773327313354
2001-09-25,301.9935924395533
2001-09-26,302.0006397900304
2001-09-27,301.5351943751325
2001-09-28,312.45646084539965
2001-10-01,315.87847540775465
2001-10-02,321.6103183543063
2001-10-03,320.8783592859456
2001-10-04,323.4692462417628
2001-10-05,331.8564907443266
2001-10-08,329.58511396561636
2001-10-09,328.67961599110646
2001-10-10,328.52456861974713
2001-10-11,335.5530508101807
2001-10-12,338.18999824618055
2001-10-15,344.0917395055519
2001-10-16,345.02841354730606
2001-10-17,350.70987052915734
2001-10-18,345.4112170035992
2001-10-19,342.57735058009024
2001-10-22,344.5796440519843
2001-10-23,350.4284829636643
2001-10-24,352.0220027062987
2001-10-25,349.5026594756466
2001-10-26,349.86127927797645
2001-10-29,345.6601281616012
2001-10-30,344.344904657297
2001-10-31,346.0019335182563
2001-11-01,347.07041764928783
2001-11-02,345.03170764144886
2001-11-05,346.6508768580028
2001-11-06,356.5308401003407
2001-11-07,353.5635611403483
2001-11-08,358.36097460985377
2001-11-09,360.1361941993088
2001-11-12,366.91101257136785
2001-11-13,370.58023052035827
2001-11-14,374.54834508346164
2001-11-15,376.1062158554534
2001-11-16,373.98197874916076
2001-11-19,377.30810539144386
2001-11-20,377.7434725629964
2001-11-21,376.5823906442736
2001-11-22,374.3441179789211
2001-11-23,377.1297271516735
2001-11-26,378.8496529459116
2001-11-27,384.0090671699377
2001-11-28,379.0747654753891
2001-11-29,375.00768712341016
2001-11-30,374.9469506432401
2001-12-03,374.6992245147209
2001-12-04,371.68425223766775
2001-12-05,376.6969424878686
2001-12-06,376.6039659094356
2001-12-07,376.82893891607876
2001-12-10,375.7415164415768
2001-12-11,376.02572861474954
2001-12-12,372.909340603302
2001-12-13,370.9159891451879
2001-12-14,365.9248643680574
2001-12-17,364.9301047094486
2001-12-18,368.20208877917423
2001-12-19,368.4114859311125
2001-12-20,365.42298088302783
2001-12-21,373.9627525354529
2001-12-24,381.1746739323944
2001-12-25,381.1746739323944
2001-12-26,380.58727159691756
2001-12-27,379.5052607055844
2001-12-28,383.88951535870547
2001-12-31,381.5257315408176
2002-01-01,381.5257315408176
2002-01-02,379.34552224533695
2002-01-03,379.20060183007445
2002-01-04,386.75694685693026
2002-01-07,389.31479758585493
2002-01-08,390.3279359781505
2002-01-09,389.8862577964308
2002-01-10,387.7328228100906
2002-01-11,388.3161503755984
2002-01-14,384.0496157691738
2002-01-15,384.9141619651632
2002-01-16,389.01035003037686
2002-01-17,385.57390715569557
2002-01-18,384.420665272362
2002-01-21,387.74142497587513
2002-01-22,392.68840639843563
2002-01-23,393.35154084604613
2002-01-24,397.01031472255795
2002-01-25,403.3947822212213
2002-01-28,403.780653669496
2002-01-29,405.5200031770064
2002-01-30,397.175659407156
2002-01-31,401.0578165089528
2002-02-01,400.69986155089657
2002-02-04,401.647856954974
2002-02-05,398.64476390986124
2002-02-06,395.0912531416915
2002-02-07,392.6395459706078
2002-02-08,398.2764407651644
2002-02-11,400.02383799918414
2002-02-12,398.232451064964
2002-02-13,399.78718519495214
2002-02-14,408.42092725011247
2002-02-15,407.3502195611428
2002-02-18,408.66232168660576
2002-02-19,406.65850479440525
2002-02-20,403.8360966326837
2002-02-21,403.37074116184664
2002-02-22,397.4762471265418
2002-02-25,399.6793589936986
2002-02-26,403.4019525107257
2002-02-27,404.1599449810225
2002-02-28,405.0281053161526
2002-03-01,405.5723908321585
2002-03-04,406.23020115880826
2002-03-05,406.11766763968126
2002-03-06,404.9161893893731
2002-03-07,412.2363870975189
2002-03-08,409.58625553391636
2002-03-11,406.6292706336101
2002-03-12,406.069903485503
2002-03-13,404.06573001545445
2002-03-14,403.64506695002433
2002-03-15,399.7962460755361
2002-03-18,406.22997543846304
2002-03-19,406.22553584995296
2002-03-20,412.62348296858215
2002-03-21,411.10268325277343
2002-03-22,412.0616977554857
2002-03-25,410.16410823258093
2002-03-26,402.99634698083565
2002-03-27,408.1186984767132
2002-03-28,413.6242214830375
2002-03-29,413.6242214830375
2002-04-01,410.99208204675284
2002-04-02,405.72103981580017
2002-04-03,402.72888597725216
2002-04-04,401.5616601703019
2002-04-05,405.52554560751236
2002-04-08,404.14359006206007
2002-04-09,401.24356349947044
2002-04-10,403.6319144212343
2002-04-11,403.1480092436263
2002-04-12,403.55901451362485
2002-04-15,402.92079359992493
2002-04-16,403.99346298462734
2002-04-17,408.07165803465864
2002-04-18,408.860129822817
2002-04-19,411.0054445562828
2002-04-22,411.6426477133275
2002-04-23,410.8865312337264
2002-04-24,408.85982831888896
2002-04-25,407.5799171001018
2002-04-26,408.0084518440288
2002-04-29,399.9051830651084
2002-04-30,398.5546707095378
2002-05-01,399.50981047673685
2002-05-02,399.3334591000593
2002-05-03,398.3368420624143
2002-05-06,393.94914302179586
2002-05-07,394.8485337959917
2002-05-08,398.6693206004398
2002-05-09,398.5592663035671
2002-05-10,397.7588665281665
2002-05-13,396.8215517040498
2002-05-14,402.03528607160473
2002-05-15,408.78279082288833
2002-05-16,409.1230942893839
2002-05-17,408.8073930202883
2002-05-20,406.45253925330763
2002-05-21,407.8334771940042
2002-05-22,407.0814399844184
2002-05-23,407.4215250843533
2002-05-24,407.784574842624
2002-05-27,409.5106019873018
2002-05-28,409.46604942494804
2002-05-29,410.02034023938415
2002-05-30,408.963501449037
2002-05-31,409.9071656047021
2002-06-03,411.7223663327873
2002-06-04,409.7357229697366
2002-06-05,410.16911092237393
2002-06-06,410.1218821653071
2002-06-07,410.04748894491144
2002-06-10,407.6969386193328
2002-06-11,406.5417395733085
2002-06-12,405.55618706474775
2002-06-13,404.3507624850256
2002-06-14,394.0604617896984
2002-06-17,395.3253569667954
2002-06-18,398.2795354835491
2002-06-19,394.40549346513546
2002-06-20,393.69829140875976
2002-06-21,390.77743950558744
2002-06-24,385.91743637204917
2002-06-25,385.35916012555913
2002-06-26,368.220667707957
2002-06-27,373.9455407844828
2002-06-28,371.73383303034365
2002-07-01,372.8784226151782
2002-07-02,373.84274042551823
2002-07-03,368.7574238050606
2002-07-04,368.950721006283
2002-07-05,373.4930251445271
2002-07-08,375.5994715246988
2002-07-09,378.8749833108604
2002-07-10,376.4962736305621
2002-07-11,365.89309545169164
2002-07-12,366.37584007270846
2002-07-15,360.7316095277046
2002-07-16,355.0836094267639
2002-07-17,347.6622284010715
2002-07-18,352.05563727163883
2002-07-19,346.94627552071466
2002-07-22,344.9493407353909
2002-07-23,345.91168026886936
2002-07-24,331.70213157480816
2002-07-25,332.4794984800309
2002-07-26,329.3626202384141
2002-07-29,337.9192156669602
2002-07-30,344.573158901185
