Date,HONG KONG VALUE WEIGHTED
1999-08-05,1353.813416804631
1999-08-06,1352.3674079962022
1999-08-09,1346.4766574124817
1999-08-10,1303.3349142053405
1999-08-11,1288.0569804602321
1999-08-12,1321.447182780986
1999-08-13,1306.3920491069778
1999-08-16,1337.7215523298257
1999-08-17,1327.575839853727
1999-08-18,1356.0648887580264
1999-08-19,1390.3854337487414
1999-08-20,1405.412867765291
1999-08-23,1413.5474194747098
1999-08-24,1424.7827911848385
1999-08-25,1420.3743121763384
1999-08-26,1432.6812986749562
1999-08-27,1406.4370613954693
1999-08-30,1436.888670604816
1999-08-31,1390.3858945926422
1999-09-01,1396.0495409122775
1999-09-02,1370.3191318288561
1999-09-03,1368.1175793636628
1999-09-06,1394.422397158873
1999-09-07,1389.5583984418095
1999-09-08,1381.4675185775707
1999-09-09,1441.6770407664283
1999-09-10,1456.17774546655
1999-09-13,1470.3443481550653
1999-09-14,1465.7397451166141
1999-09-15,1429.4915181673546
1999-09-16,1429.5319356477396
1999-09-17,1434.8860584249376
1999-09-20,1431.1953776342448
1999-09-21,1414.0446477620455
1999-09-22,1388.5822072620808
1999-09-23,1403.7871477765796
1999-09-24,1378.7552485384988
1999-09-27,1354.5733551839062
1999-09-28,1354.5710509318283
1999-09-29,1337.913157197996
1999-09-30,1320.3303080693265
1999-10-01,1314.2407901734605
1999-10-04,1319.1589358161837
1999-10-05,1338.1084285399863
1999-10-06,1342.5448059736707
1999-10-07,1336.6376195503026
1999-10-08,1354.186089783801
1999-10-11,1337.1781878227998
1999-10-12,1299.6442269707045
1999-10-13,1267.914637195384
1999-10-14,1267.3629913936552
1999-10-15,1237.5734958635353
1999-10-18,1241.7457120413553
1999-10-19,1230.1660125520373
1999-10-20,1274.2307121297056
1999-10-21,1274.772982616653
1999-10-22,1330.5194863911927
1999-10-25,1346.56841297167
1999-10-26,1339.1113116029137
1999-10-27,1331.4230392912255
1999-10-28,1346.2757749008033
1999-10-29,1380.7151622138692
1999-11-01,1386.23440259623
1999-11-02,1380.58799398928
1999-11-03,1375.041795017812
1999-11-04,1412.74245925377
1999-11-05,1414.6884487805603
1999-11-08,1422.6063804111532
1999-11-09,1409.2936769028759
1999-11-10,1431.4765316809433
1999-11-11,1439.7811594575403
1999-11-12,1466.658334585175
1999-11-15,1491.77183285047
1999-11-16,1519.7702876718888
1999-11-17,1505.4786542703278
1999-11-18,1513.6686801021717
1999-11-19,1565.9066641384418
1999-11-22,1573.6098194138128
1999-11-23,1571.3377159920003
1999-11-24,1575.21535490267
1999-11-25,1535.2051951836502
1999-11-26,1574.0260586601564
1999-11-29,1592.2669566649192
1999-11-30,1592.703401278055
1999-12-01,1624.7673130266207
1999-12-02,1674.6164885987455
1999-12-03,1721.3838910485356
1999-12-06,1738.2384745902557
1999-12-07,1718.694917644263
1999-12-08,1718.4549565949337
1999-12-09,1777.596908798802
1999-12-10,1772.2667341056788
1999-12-13,1785.4042675756307
1999-12-14,1764.3925213424116
1999-12-15,1704.4152440085293
1999-12-16,1663.7963680536718
1999-12-17,1710.3285889990675
1999-12-20,1735.3100679586653
1999-12-21,1722.553440343631
1999-12-22,1712.6200992406812
1999-12-23,1707.8398932196067
1999-12-24,1747.8707722817492
1999-12-27,1753.2801207414411
1999-12-28,1752.541327582957
1999-12-29,1720.2542309825885
1999-12-30,1741.490719884788
1999-12-31,1741.490719884788
2000-01-03,1741.1767810552499
2000-01-04,1692.4718668086095
2000-01-05,1578.2612333913555
2000-01-06,1509.7634735110978
2000-01-07,1547.5514409256878
2000-01-10,1576.7340652377607
2000-01-11,1565.0567029270005
2000-01-12,1565.1820995015603
2000-01-13,1563.765137977479
2000-01-14,1590.8901575279654
2000-01-17,1594.7439309517179
2000-01-18,1600.3362648166944
2000-01-19,1557.056474099881
2000-01-20,1564.2242461315268
2000-01-21,1555.1074248104317
2000-01-24,1566.2465806431792
2000-01-25,1549.0456775885257
2000-01-26,1590.3197724408712
2000-01-27,1640.6084439473993
2000-01-28,1666.1902350646005
2000-01-31,1614.1387977971801
2000-02-01,1628.8316368764001
2000-02-02,1640.4629648577716
2000-02-03,1629.078867015015
2000-02-04,1636.4370290196377
2000-02-07,1638.945774772335
2000-02-08,1592.56510065195
2000-02-09,1616.5641998173935
2000-02-10,1625.92005315348
2000-02-11,1685.3905134508827
2000-02-14,1666.1822958155162
2000-02-15,1626.464148759573
2000-02-16,1674.6938864907042
2000-02-17,1674.868648990902
2000-02-18,1645.6454315333747
2000-02-21,1613.9640316825903
2000-02-22,1550.437941531565
2000-02-23,1572.054527365639
2000-02-24,1621.085741285648
2000-02-25,1643.4167908424247
2000-02-28,1617.6019433964343
2000-02-29,1637.8919240169787
2000-03-01,1592.5191830196145
2000-03-02,1587.509916431217
2000-03-03,1621.3121902470723
2000-03-06,1670.1924101920883
2000-03-07,1694.3880446660894
2000-03-08,1711.3253273213827
2000-03-09,1676.2375666630533
2000-03-10,1704.9636831179355
2000-03-13,1654.8736665455845
2000-03-14,1637.634097079557
2000-03-15,1612.4522542540994
2000-03-16,1577.3638330947829
2000-03-17,1644.0471553051395
2000-03-20,1621.9451288232704
2000-03-21,1608.4572644362909
2000-03-22,1645.6332593467475
2000-03-23,1651.5855655729558
2000-03-24,1665.6904607913316
2000-03-27,1696.2063370629544
2000-03-28,1702.2588444790358
2000-03-29,1714.0097947706224
2000-03-30,1691.0647821002556
2000-03-31,1677.200379515189
2000-04-03,1633.2518460181113
2000-04-04,1636.2443218284836
2000-04-05,1599.3833250721339
2000-04-06,1623.8908413480765
2000-04-07,1626.6031436880353
2000-04-10,1627.085255877609
2000-04-11,1596.8504422159317
2000-04-12,1637.5384160165227
2000-04-13,1611.6123753443658
2000-04-14,1616.7023523812456
2000-04-17,1496.0651883332073
2000-04-18,1544.511556887568
2000-04-19,1562.3581427854965
2000-04-20,1557.7783547515594
2000-04-21,1557.7783547515594
2000-04-24,1557.5096832080474
2000-04-25,1582.7472896516313
2000-04-26,1585.2375778339658
2000-04-27,1620.9457297264612
2000-04-28,1636.1764773903856
2000-05-01,1641.3519362668135
2000-05-02,1628.5369777477263
2000-05-03,1648.255219506243
2000-05-04,1622.0400013026317
2000-05-05,1616.3417380529606
2000-05-08,1581.2716209548562
2000-05-09,1544.194038002504
2000-05-10,1503.316827969949
2000-05-11,1515.9796884834952
2000-05-12,1571.0569591225706
2000-05-15,1539.0429077880158
2000-05-16,1580.1484521495868
2000-05-17,1581.5206371461022
2000-05-18,1531.1848734410391
2000-05-19,1538.6482374521584
2000-05-22,1485.772334897986
2000-05-23,1487.5772132901884
2000-05-24,1465.2831937880842
2000-05-25,1448.9382814357155
2000-05-26,1378.158421259364
2000-05-29,1370.2371234587513
2000-05-30,1356.5848869057065
2000-05-31,1406.623917427134
2000-06-01,1425.7059950863597
2000-06-02,1429.9741831466342
2000-06-05,1485.851643110143
2000-06-06,1463.472572621588
2000-06-07,1497.5652248972858
2000-06-08,1485.2867659257295
2000-06-09,1515.6650340353121
2000-06-12,1506.6237558322796
2000-06-13,1461.918190591278
2000-06-14,1481.859000176475
2000-06-15,1516.867633161365
2000-06-16,1556.14232388852
2000-06-19,1538.5360837128637
2000-06-20,1522.2924676056348
2000-06-21,1533.5806232292236
2000-06-22,1523.9715635724376
2000-06-23,1526.6946622128764
2000-06-26,1535.3483434683103
2000-06-27,1529.8123347065346
2000-06-28,1529.9943842563605
2000-06-29,1491.5849871567755
2000-06-30,1486.5297641944294
2000-07-03,1514.8839178415883
2000-07-04,1531.185404375382
2000-07-05,1540.7684996346718
2000-07-06,1553.6438316047042
2000-07-07,1597.9800130420288
2000-07-10,1656.073483439781
2000-07-11,1678.9923957731671
2000-07-12,1718.5968939648412
2000-07-13,1694.337613866384
2000-07-14,1703.748829158131
2000-07-17,1713.8147985041958
2000-07-18,1691.6607101984707
2000-07-19,1751.0877768249798
2000-07-20,1758.156333327972
2000-07-21,1767.5121030373127
2000-07-24,1742.2906873091263
2000-07-25,1693.867461752282
2000-07-26,1701.9772787923541
2000-07-27,1693.8241172858366
2000-07-28,1696.7138232206457
2000-07-31,1664.0207365672234
2000-08-01,1663.414201474354
2000-08-02,1719.9029491977683
2000-08-03,1738.040437213554
2000-08-04,1756.7278098699855
2000-08-07,1792.6590982127316
2000-08-08,1777.6416454220453
2000-08-09,1779.4298479707911
2000-08-10,1775.0274248277278
2000-08-11,1784.3737317546183
2000-08-14,1807.5199914682655
2000-08-15,1841.5344958084056
2000-08-16,1860.0908098153257
2000-08-17,1846.6572170688098
2000-08-18,1840.2010191069498
2000-08-21,1861.508743865064
2000-08-22,1896.4494595293736
2000-08-23,1895.6669481749193
2000-08-24,1873.6636540038999
2000-08-25,1853.762917574344
2000-08-28,1842.6336543590378
2000-08-29,1860.3463391687824
2000-08-30,1861.5463871884597
2000-08-31,1870.9099855069182
2000-09-01,1890.9537411010583
2000-09-04,1937.9745835548676
2000-09-05,1951.4226904826437
2000-09-06,1963.3361178498844
2000-09-07,1958.6048138170274
2000-09-08,1960.0686917021574
2000-09-11,1944.7674222762819
2000-09-12,1892.106460148181
2000-09-13,1883.63225240008
2000-09-14,1859.2240228304806
2000-09-15,1829.5061604741168
2000-09-18,1776.6023274063864
2000-09-19,1807.9440206927252
2000-09-20,1814.452439935382
2000-09-21,1765.3202252897222
2000-09-22,1655.527036698085
2000-09-25,1743.2985229016228
2000-09-26,1710.8703589642084
2000-09-27,1739.5512365271768
2000-09-28,1739.9980332727603
2000-09-29,1786.5422745891442
2000-10-02,1788.2436385064323
2000-10-03,1814.3513463156783
2000-10-04,1827.429763342772
2000-10-05,1837.0581450360203
2000-10-06,1836.659222151512
2000-10-09,1787.2042235216697
2000-10-10,1763.7516761583122
2000-10-11,1724.7203548276357
2000-10-12,1746.1768596420582
2000-10-13,1717.0659636526277
2000-10-16,1762.8090303451577
2000-10-17,1720.602265547695
2000-10-18,1675.7407331495829
2000-10-19,1696.4253592400037
2000-10-20,1766.6330363214058
2000-10-23,1780.053231523003
2000-10-24,1769.1854426219777
2000-10-25,1795.8426944877795
2000-10-26,1802.4043832996563
2000-10-27,1734.6149838585864
2000-10-30,1729.10048855455
2000-10-31,1746.9336449469836
2000-11-01,1789.2407981646338
2000-11-02,1789.6872974104645
2000-11-03,1786.4519426176316
2000-11-06,1782.5701959307125
2000-11-07,1806.0816357988924
2000-11-08,1800.8035395346499
2000-11-09,1790.6276551056728
2000-11-10,1752.519212671111
2000-11-13,1702.857851197527
2000-11-14,1746.9213909667985
2000-11-15,1738.6919103724317
2000-11-16,1752.2464565724663
2000-11-17,1750.145449400452
2000-11-20,1780.4215792179857
2000-11-21,1776.7509823743326
2000-11-22,1752.3730242666759
2000-11-23,1762.700673642568
2000-11-24,1778.4074215545102
2000-11-27,1787.175086269135
2000-11-28,1774.4241357211683
2000-11-29,1713.3771128497626
2000-11-30,1640.585090981557
2000-12-01,1677.8077672651589
2000-12-04,1650.0983760799675
2000-12-05,1651.3023921033198
2000-12-06,1729.603087107979
2000-12-07,1711.980743859026
2000-12-08,1732.9105246961524
2000-12-11,1791.9080084139323
2000-12-12,1775.9767689755056
2000-12-13,1815.6208793094938
2000-12-14,1788.4916119315315
2000-12-15,1713.4568461801368
2000-12-18,1737.4334711209815
2000-12-19,1771.9834719943904
2000-12-20,1727.8808104777524
2000-12-21,1711.1128651003442
2000-12-22,1699.9876715145676
2000-12-25,1699.9876715145676
2000-12-26,1690.1153893438477
2000-12-27,1693.6681511790812
2000-12-28,1706.8924112411198
2000-12-29,1711.26979286863
2001-01-01,1711.26979286863
2001-01-02,1676.4074754363915
2001-01-03,1648.7512877267702
2001-01-04,1740.864790691824
2001-01-05,1763.396430341051
2001-01-08,1762.2762505561582
2001-01-09,1773.274091736763
2001-01-10,1756.200314113013
2001-01-11,1693.9884790947456
2001-01-12,1733.5152588864114
2001-01-15,1738.2660431140725
2001-01-16,1745.0565428033392
2001-01-17,1760.8349471920978
2001-01-18,1757.0569878315623
2001-01-19,1834.2919209885054
2001-01-22,1855.430893696994
2001-01-23,1822.795787160394
2001-01-24,1855.2006484291833
2001-01-25,1860.6562993599525
2001-01-26,1856.9997755739462
2001-01-29,1845.0159297828452
2001-01-30,1800.080964200145
2001-01-31,1822.3356670336798
2001-02-01,1817.1931096756487
2001-02-02,1816.7338261135708
2001-02-05,1777.513966952526
2001-02-06,1794.1539546469953
2001-02-07,1809.159090057726
2001-02-08,1816.4279392863855
2001-02-09,1807.0831850783165
2001-02-12,1778.4144883238785
2001-02-13,1822.4017992896954
2001-02-14,1831.7912555309592
2001-02-15,1843.9481266842708
2001-02-16,1808.1376168036525
2001-02-19,1808.5341340250834
2001-02-20,1835.5945735614393
2001-02-21,1829.0171689490467
2001-02-22,1824.1963569922802
2001-02-23,1839.168105111718
2001-02-26,1861.3222823021113
2001-02-27,1831.8333489136278
2001-02-28,1829.3592765797364
2001-03-01,1758.6730698399651
2001-03-02,1733.656343577842
2001-03-05,1760.9051868732056
2001-03-06,1794.508803537271
2001-03-07,1788.875929436781
2001-03-08,1772.0192761141411
2001-03-09,1761.4992354475082
2001-03-12,1698.7480414383579
2001-03-13,1673.510715109633
2001-03-14,1660.8649602014102
2001-03-15,1702.2953198339
2001-03-16,1716.4009830177806
2001-03-19,1731.4135533792687
2001-03-20,1689.111013496741
2001-03-21,1664.8765753593702
2001-03-22,1628.6161362940288
2001-03-23,1633.8261015306805
2001-03-26,1674.2866732609657
2001-03-27,1642.2144158076444
2001-03-28,1664.2354300925417
2001-03-29,1661.2830187434547
2001-03-30,1672.3220811614688
2001-04-02,1670.5033720409003
2001-04-03,1649.8266277627413
2001-04-04,1566.4393723947762
2001-04-05,1577.2409820923751
2001-04-06,1568.4463744416096
2001-04-09,1524.0093567835793
2001-04-10,1529.5677515047742
2001-04-11,1596.07186744649
2001-04-12,1615.744904188352
2001-04-13,1615.744904188352
2001-04-16,1632.410960045008
2001-04-17,1603.061858585063
2001-04-18,1661.2594775428884
2001-04-19,1703.533523587724
2001-04-20,1667.6391675563502
2001-04-23,1656.0879342689004
2001-04-24,1657.1025842440624
2001-04-25,1629.0241334097707
2001-04-26,1620.11624490714
2001-04-27,1642.1907576465926
2001-04-30,1653.3471869219652
2001-05-01,1644.649361237267
2001-05-02,1672.0671767265283
2001-05-03,1663.0428547188374
2001-05-04,1633.750835877825
2001-05-07,1669.751795497038
2001-05-08,1678.3812214509103
2001-05-09,1683.02489071306
2001-05-10,1699.133218288109
2001-05-11,1728.1938030677659
2001-05-14,1688.7788490925636
2001-05-15,1687.7946444278853
2001-05-16,1689.82252356562
2001-05-17,1719.0556787452826
2001-05-18,1704.6270094924448
2001-05-21,1733.4002416814271
2001-05-22,1770.6804164588082
2001-05-23,1782.820026826256
2001-05-24,1780.909701856501
2001-05-25,1769.7530062440903
2001-05-28,1766.2739182695707
2001-05-29,1770.7991285064263
2001-05-30,1742.906752654078
2001-05-31,1735.594996226449
2001-06-01,1736.1948900583845
2001-06-04,1747.816477806284
2001-06-05,1779.7833497378092
2001-06-06,1790.584506712547
2001-06-07,1800.3298679848656
2001-06-08,1808.9917605741102
2001-06-11,1798.3702290135236
2001-06-12,1761.4450815093169
2001-06-13,1744.23600398408
2001-06-14,1691.9280298259112
2001-06-15,1653.8753960259505
2001-06-18,1658.4690644019436
2001-06-19,1677.3040992025183
2001-06-20,1664.6962679127378
2001-06-21,1673.5888015401479
2001-06-22,1650.581850406718
2001-06-25,1637.3797909004688
2001-06-26,1622.3532421418333
2001-06-27,1626.3151700536941
2001-06-28,1630.6370938840757
2001-06-29,1657.3770922655344
2001-07-02,1657.9965259705195
2001-07-03,1665.5016931074351
2001-07-04,1685.1462849850243
2001-07-05,1679.7263981488811
2001-07-06,1664.588513649358
2001-07-09,1614.0303299822604
2001-07-10,1618.8452514053308
2001-07-11,1606.1529948904147
2001-07-12,1636.4100338654098
2001-07-13,1627.5980940174863
2001-07-16,1621.6409967342838
2001-07-17,1625.4506853638024
2001-07-18,1590.9684381962884
2001-07-19,1581.5713145152076
2001-07-20,1586.3620289281614
2001-07-23,1596.3141859185716
2001-07-24,1565.6745162191955
2001-07-25,1557.1853140963576
2001-07-26,1530.3205690774066
2001-07-27,1548.8609298149695
2001-07-30,1540.0956448616394
2001-07-31,1582.2083403060274
2001-08-01,1592.2462220745108
2001-08-02,1575.885456600179
2001-08-03,1540.9525295308545
2001-08-06,1538.4209398127805
2001-08-07,1528.7659318335593
2001-08-08,1503.2100403504785
2001-08-09,1440.1758927686103
2001-08-10,1449.3429776522241
2001-08-13,1421.6679747428961
2001-08-14,1456.5037487371492
2001-08-15,1444.0207107564997
2001-08-16,1433.3263720177238
2001-08-17,1449.2625495312686
2001-08-20,1438.8128770792866
2001-08-21,1427.9358795948274
2001-08-22,1409.3962189410224
2001-08-23,1433.045593277483
2001-08-24,1426.5935870535127
2001-08-27,1447.0969782638092
2001-08-28,1444.1423334908075
2001-08-29,1440.2706193252138
2001-08-30,1439.9004561539907
2001-08-31,1419.7015046987085
2001-09-03,1422.248610825443
2001-09-04,1459.2814946744286
2001-09-05,1441.1803743232178
2001-09-06,1397.4142487258566
2001-09-07,1334.2680162001666
2001-09-10,1335.85593008789
2001-09-11,1329.2456339580592
2001-09-12,1202.2140592758226
2001-09-13,1217.5353079196268
2001-09-14,1190.93776182185
2001-09-17,1133.2935908422521
2001-09-18,1114.713352475081
2001-09-19,1124.9738840918076
2001-09-20,1099.9058428934159
2001-09-21,1065.9626388604897
2001-09-24,1095.851273096428
2001-09-25,1096.5939959333605
2001-09-26,1098.8885292194675
2001-09-27,1143.8771348142661
2001-09-28,1174.7733662292267
2001-10-01,1168.4860901824586
2001-10-02,1167.9384495418622
2001-10-03,1169.4280645538688
2001-10-04,1220.8689451792263
2001-10-05,1225.950332400927
2001-10-08,1189.3571953666612
2001-10-09,1235.5189362899723
2001-10-10,1235.4864348128565
2001-10-11,1267.351511812796
2001-10-12,1235.7586261268189
2001-10-15,1225.6307659010824
2001-10-16,1230.2756613925196
2001-10-17,1268.7663477385875
2001-10-18,1229.7337705161735
2001-10-19,1224.8759963954014
2001-10-22,1234.545172444733
2001-10-23,1275.9071102031628
2001-10-24,1271.3378411688236
2001-10-25,1264.9704163757783
2001-10-26,1288.1883124755798
2001-10-29,1238.9262100053863
2001-10-30,1222.9591269180462
2001-10-31,1242.9267226044763
2001-11-01,1237.4490598261743
2001-11-02,1236.5876020999558
2001-11-05,1277.9280017976603
2001-11-06,1268.9752864437219
2001-11-07,1251.4831961148182
2001-11-08,1302.7574582252291
2001-11-09,1324.784240410304
2001-11-12,1329.3142546773265
2001-11-13,1350.6694185062076
2001-11-14,1389.3214124377594
2001-11-15,1433.0827426734215
2001-11-16,1438.7718619374637
2001-11-19,1452.5138909901561
2001-11-20,1437.9394594007624
2001-11-21,1446.5211751168983
2001-11-22,1438.313558126025
2001-11-23,1450.3656006114059
2001-11-26,1460.7601689208145
2001-11-27,1440.0410663450798
2001-11-28,1399.9120455601176
2001-11-29,1409.6512823146736
2001-11-30,1425.4318231561908
2001-12-03,1428.5596808660373
2001-12-04,1468.7351098999213
2001-12-05,1531.839985912175
2001-12-06,1525.5267334148816
2001-12-07,1541.691101966627
2001-12-10,1549.708129829652
2001-12-11,1528.2836036886233
2001-12-12,1541.4177898267399
2001-12-13,1496.6206289631039
2001-12-14,1482.6498306165108
2001-12-17,1481.0217586804752
2001-12-18,1492.9393226533157
2001-12-19,1517.5687359667756
2001-12-20,1528.6822776723805
2001-12-21,1493.3387328992185
2001-12-24,1513.385450774811
2001-12-25,1513.3854507748113
2001-12-26,1512.0745528371215
2001-12-27,1517.2921533240865
2001-12-28,1537.629368780482
2001-12-31,1523.6291620271656
2002-01-01,1523.6291620271656
2002-01-02,1495.1889899566006
2002-01-03,1505.348597460412
2002-01-04,1551.5844867327826
2002-01-07,1594.9818683489827
2002-01-08,1589.688993138213
2002-01-09,1577.5150184039824
2002-01-10,1551.1970261525526
2002-01-11,1530.157380777162
2002-01-14,1524.3554674061982
2002-01-15,1508.2530238636805
2002-01-16,1510.7270211562836
2002-01-17,1528.1664534103102
2002-01-18,1516.133697312345
2002-01-21,1536.5789603591797
2002-01-22,1513.7764251694055
2002-01-23,1506.1359624255851
2002-01-24,1511.9603187359544
2002-01-25,1538.9285767701138
2002-01-28,1547.1992915693927
2002-01-29,1580.721710780198
2002-01-30,1540.9460679552665
2002-01-31,1537.1645464900537
2002-02-01,1518.2953658639358
2002-02-04,1518.5752172123373
2002-02-05,1498.4208094079172
2002-02-06,1500.713042047826
2002-02-07,1477.4739176875776
2002-02-08,1474.5409586293704
2002-02-11,1501.7354385854137
2002-02-12,1503.8580665273848
2002-02-13,1510.6861226138901
2002-02-14,1514.5921715404365
2002-02-15,1517.439221899727
2002-02-18,1538.6757992838288
2002-02-19,1501.587411216578
2002-02-20,1507.4473028829107
2002-02-21,1513.0707699453963
2002-02-22,1479.4736965468646
2002-02-25,1456.9020100023145
2002-02-26,1448.8696859225477
2002-02-27,1468.7279880672986
2002-02-28,1441.9906470100482
2002-03-01,1434.252914913698
2002-03-04,1467.962708664215
2002-03-05,1509.5181964514331
2002-03-06,1493.118782012182
2002-03-07,1504.636794801078
2002-03-08,1514.4415031682556
2002-03-11,1524.699308977743
2002-03-12,1525.112737035408
2002-03-13,1512.414779212401
2002-03-14,1507.5758568763133
2002-03-15,1500.0367482974839
2002-03-18,1504.6044693726672
2002-03-19,1501.2070700376582
2002-03-20,1485.0258400459415
2002-03-21,1462.6725429361168
2002-03-22,1474.0025926686353
2002-03-25,1481.8684152136518
2002-03-26,1475.36344268281
2002-03-27,1510.2615192090818
2002-03-28,1513.2701915144037
2002-03-29,1513.2701915144037
2002-04-01,1500.987824662311
2002-04-02,1471.540887062478
2002-04-03,1463.8214440678762
2002-04-04,1466.1109163849355
2002-04-05,1471.6975302391008
2002-04-08,1462.1403402111562
2002-04-09,1459.3194452772061
2002-04-10,1442.4889427454868
2002-04-11,1448.897330499674
2002-04-12,1454.054344366578
2002-04-15,1459.5043686132408
2002-04-16,1458.5569147615754
2002-04-17,1495.8219889398226
2002-04-18,1509.7087877766357
2002-04-19,1524.995751515855
2002-04-22,1518.6501685790297
2002-04-23,1544.3712756241796
2002-04-24,1558.042994388572
2002-04-25,1536.7626645209195
2002-04-26,1532.2315793626124
2002-04-29,1526.0802576999122
2002-04-30,1550.5580101319772
2002-05-01,1541.871169272674
2002-05-02,1595.7721159967784
2002-05-03,1566.6211151138202
2002-05-06,1554.5394317282492
2002-05-07,1572.625899410963
2002-05-08,1561.4601708409982
2002-05-09,1554.7281880727628
2002-05-10,1543.1542015097189
2002-05-13,1555.5488482204828
2002-05-14,1564.6587311547662
2002-05-15,1575.3866447457524
2002-05-16,1573.6323517936362
2002-05-17,1564.972931683195
2002-05-20,1564.4332584393508
2002-05-21,1539.5855735872665
2002-05-22,1528.9273695399943
2002-05-23,1513.930045136782
