Date,USA VALUE WEIGHTED
1998-12-31,872.7315677301684
1999-01-01,872.7315677301684
1999-01-04,868.3019593615562
1999-01-05,879.647810339373
1999-01-06,905.0846910111777
1999-01-07,909.3358779354569
1999-01-08,926.2917926563947
1999-01-11,920.0281281654458
1999-01-12,903.3747180463289
1999-01-13,885.4511774207076
1999-01-14,868.7601861941159
1999-01-15,896.4189183002806
1999-01-18,895.8778359144825
1999-01-19,897.6697746824409
1999-01-20,900.1131030291043
1999-01-21,887.3994784925322
1999-01-22,880.8942140977597
1999-01-25,887.3828932375886
1999-01-26,895.0616583429819
1999-01-27,890.1236435902807
1999-01-28,908.9475891730604
1999-01-29,922.8101865325365
1999-02-01,921.8180929098811
1999-02-02,909.2926176166277
1999-02-03,918.2737993331572
1999-02-04,910.8542154795394
1999-02-05,907.1595639908079
1999-02-08,912.2134706529026
1999-02-09,891.8423216202876
1999-02-10,894.3132812145036
1999-02-11,912.1782779487719
1999-02-12,899.8410226525536
1999-02-15,903.1644242847417
1999-02-16,914.9400636263866
1999-02-17,902.142707980593
1999-02-18,913.0550297763548
1999-02-19,924.7627320011943
1999-02-22,951.9921816904688
1999-02-23,954.5928311841445
1999-02-24,945.4488200315883
1999-02-25,931.8437929551625
1999-02-26,933.4728632827375
1999-03-01,937.0696208930581
1999-03-02,933.8829626848549
1999-03-03,934.6796849216626
1999-03-04,955.60602110929
1999-03-05,974.4055220895583
1999-03-08,973.6298911602574
1999-03-09,970.2288770992193
1999-03-10,971.6097699068235
1999-03-11,990.6805276174817
1999-03-12,978.4667742648378
1999-03-15,986.31451860588
1999-03-16,987.0840166248338
1999-03-17,973.2451122582214
1999-03-18,988.7831274373776
1999-03-19,981.9485531302457
1999-03-22,981.9510344524278
1999-03-23,958.8139128777416
1999-03-24,960.0236359764903
1999-03-25,977.5032074025294
1999-03-26,985.283865092603
1999-03-29,1003.5749643736124
1999-03-30,990.9864546187281
1999-03-31,978.1607048994766
1999-04-01,980.1404051117098
1999-04-02,982.3210187592355
1999-04-05,1006.6964380474958
1999-04-06,998.6082826088601
1999-04-07,1003.6503975319331
1999-04-08,1012.5453125356056
1999-04-09,1020.5921269043754
1999-04-12,1024.977562797248
1999-04-13,1026.7379631118577
1999-04-14,1018.3633395228011
1999-04-15,1029.112927912468
1999-04-16,1034.341830881603
1999-04-19,1037.79383138613
1999-04-20,1039.859891531061
1999-04-21,1062.8778294275278
1999-04-22,1073.5748140381968
1999-04-23,1066.730356427196
1999-04-26,1068.4503077856166
1999-04-27,1069.8675212679127
1999-04-28,1072.5399229915595
1999-04-29,1076.791057536517
1999-04-30,1068.1035152843945
1999-05-03,1091.083123395245
1999-05-04,1071.972933017675
1999-05-05,1076.3077411656132
1999-05-06,1058.567559313935
1999-05-07,1065.6230254192392
1999-05-10,1061.7255605291818
1999-05-11,1077.052106903925
1999-05-12,1084.7614565374527
1999-05-13,1094.8209642955073
1999-05-14,1066.0144204203739
1999-05-17,1067.3300549270728
1999-05-18,1062.7915929951241
1999-05-19,1072.6412344012201
1999-05-20,1074.978143828353
1999-05-21,1079.1496678289757
1999-05-24,1061.4431971728222
1999-05-25,1042.2645654310288
1999-05-26,1070.3239347150459
1999-05-27,1051.0875194446385
1999-05-28,1064.155811639435
1999-05-31,1067.0130166762
1999-06-01,1059.5905386921406
1999-06-02,1071.512542836294
1999-06-03,1076.6012724363954
1999-06-04,1098.6697744000437
1999-06-07,1105.4721787414296
1999-06-08,1080.4344838748862
1999-06-09,1077.8407986193138
1999-06-10,1062.860790485128
1999-06-11,1056.7629868974316
1999-06-14,1067.016179482772
1999-06-15,1074.0234159502206
1999-06-16,1102.1480532120456
1999-06-17,1107.214751903848
1999-06-18,1100.3115030203892
1999-06-21,1106.9674888348275
1999-06-22,1100.054518266544
1999-06-23,1093.9931506128653
1999-06-24,1076.18674439177
1999-06-25,1064.5668014634532
1999-06-28,1086.26410536457
1999-06-29,1103.119049263265
1999-06-30,1116.7450785642427
1999-07-01,1132.0030368943544
1999-07-02,1143.6993235893146
1999-07-05,1142.4695994742194
1999-07-06,1137.965472858
1999-07-07,1143.043344976404
1999-07-08,1144.8128575014246
1999-07-09,1148.5160351842094
1999-07-12,1152.2072205523993
1999-07-13,1142.2848899482788
1999-07-14,1139.8222927518127
1999-07-15,1142.597381165943
1999-07-16,1152.0911851645137
1999-07-19,1151.763321160581
1999-07-20,1107.2264562068447
1999-07-21,1096.7527810667796
1999-07-22,1089.8685923341754
1999-07-23,1088.9902969405991
1999-07-26,1066.409745388923
1999-07-27,1078.6938406497839
1999-07-28,1079.0804324417254
1999-07-29,1051.6455212340413
1999-07-30,1042.2639615925252
1999-08-02,1048.274201234079
1999-08-03,1044.3404664137483
1999-08-04,1024.0229344121296
1999-08-05,1026.1673665849692
1999-08-06,1016.6769475145621
1999-08-09,1024.0605013070797
1999-08-10,1009.0509428668638
1999-08-11,1029.1276329595669
1999-08-12,1027.0153473800199
1999-08-13,1054.585685163844
1999-08-16,1056.5756652775099
1999-08-17,1073.3690919855098
1999-08-18,1061.145278285694
1999-08-19,1046.4917042952623
1999-08-20,1054.7807549421461
1999-08-23,1078.6852856906282
1999-08-24,1085.246967526797
1999-08-25,1100.4741805741717
1999-08-26,1088.412492760262
1999-08-27,1075.765032540246
1999-08-30,1056.241540010218
1999-08-31,1038.5423449127104
1999-09-01,1043.6176703436852
1999-09-02,1022.7508082408144
1999-09-03,1061.7719429431058
1999-09-06,1064.2813302160853
1999-09-07,1055.4956937416828
1999-09-08,1051.4235140543421
1999-09-09,1055.8308083420357
1999-09-10,1065.3182945808385
1999-09-13,1069.482830443637
1999-09-14,1056.2792798239216
1999-09-15,1048.6910995586072
1999-09-16,1045.9497915228812
1999-09-17,1056.375801973855
1999-09-20,1052.9552803183808
1999-09-21,1025.939456422701
1999-09-22,1021.8010024641055
1999-09-23,1010.3233642419358
1999-09-24,1003.2040100857697
1999-09-27,1006.20407459606
1999-09-28,998.4126919248063
1999-09-29,979.4096814473747
1999-09-30,985.014280642495
1999-10-01,977.4213184459036
1999-10-04,993.3768334861444
1999-10-05,991.4079542214577
1999-10-06,1005.7648709030497
1999-10-07,996.8328044076915
1999-10-08,1017.9486588924726
1999-10-11,1013.9459712504818
1999-10-12,989.6844346515986
1999-10-13,968.6489105070154
1999-10-14,968.9663057245051
1999-10-15,932.4656273611035
1999-10-18,943.205563688108
1999-10-19,952.9771884313668
1999-10-20,968.8395111059251
1999-10-21,962.0676155849293
1999-10-22,990.4095142952208
1999-10-25,984.7266092762377
1999-10-26,984.885297841597
1999-10-27,1006.0488654231374
1999-10-28,1043.1213193335157
1999-10-29,1058.2194957919223
1999-11-01,1051.3884985252084
1999-11-02,1047.866197507696
1999-11-03,1052.0352491835315
1999-11-04,1059.8602501717414
1999-11-05,1068.3995809337034
1999-11-08,1077.4976840288318
1999-11-09,1064.5879381207228
1999-11-10,1062.968266033399
1999-11-11,1066.4965321391333
1999-11-12,1089.0391603953874
1999-11-15,1090.5494704169214
1999-11-16,1108.195046930197
1999-11-17,1091.9880784311076
1999-11-18,1106.654271877387
1999-11-19,1105.1139146478993
1999-11-22,1099.528868829977
1999-11-23,1090.6551852391917
1999-11-24,1105.5900891380625
1999-11-25,1105.7527556543648
1999-11-26,1112.7374209494392
1999-11-29,1110.8710875408117
1999-11-30,1104.6235368576574
1999-12-01,1106.8408302238927
1999-12-02,1114.783337207858
1999-12-03,1136.6602812768515
1999-12-06,1101.4730500328576
1999-12-07,1087.593351925813
1999-12-08,1080.451517700581
1999-12-09,1088.6877641906412
1999-12-10,1094.1158227217004
