Date,GERMANY VALUE WEIGHTED
1999-04-23,1083.1244484967453
1999-04-26,1094.5458740624172
1999-04-27,1120.4512176894245
1999-04-28,1111.996678954868
1999-04-29,1111.8581158925983
1999-04-30,1113.190852683147
1999-05-03,1116.2854840893447
1999-05-04,1120.145405246593
1999-05-05,1101.3705981833937
1999-05-06,1104.3812985695977
1999-05-07,1104.4805559212614
1999-05-10,1104.517160828188
1999-05-11,1113.135495350494
1999-05-12,1102.300698068823
1999-05-13,1102.300698068823
1999-05-14,1090.536404585324
1999-05-17,1069.053855196088
1999-05-18,1075.3782255532017
1999-05-19,1086.1752129925544
1999-05-20,1096.9302005534523
1999-05-21,1095.8439283610169
1999-05-24,1095.8439283610169
1999-05-25,1074.607532656245
1999-05-26,1078.047609097277
1999-05-27,1054.1971185503614
1999-05-28,1067.2692627486867
1999-05-31,1074.6108898007176
1999-06-01,1067.8118056652027
1999-06-02,1073.4593019311696
1999-06-03,1074.1694016439615
1999-06-04,1088.7225464181306
1999-06-07,1107.6848133173569
1999-06-08,1107.653233036407
1999-06-09,1118.6110222408902
1999-06-10,1108.9238425219628
1999-06-11,1126.2684153661742
1999-06-14,1126.4692333912076
1999-06-15,1137.1671838638151
1999-06-16,1142.4110458726866
1999-06-17,1148.4487040977206
1999-06-18,1139.0442550720095
1999-06-21,1163.3234894809368
1999-06-22,1164.7566512429055
1999-06-23,1152.3781339672196
1999-06-24,1144.1009073915752
1999-06-25,1146.2117213373283
1999-06-28,1150.3774842109729
1999-06-29,1152.9582165764418
1999-06-30,1158.947168741508
1999-07-01,1177.8176715203467
1999-07-02,1185.0962030036808
1999-07-05,1203.9492275870687
1999-07-06,1208.0324283389907
1999-07-07,1203.8749527780674
1999-07-08,1212.072705041507
1999-07-09,1223.4544215707062
1999-07-12,1220.7620325383664
1999-07-13,1200.880726157655
1999-07-14,1209.694740521653
1999-07-15,1209.315620986603
1999-07-16,1208.458777055154
1999-07-19,1208.0123435042726
1999-07-20,1184.3796006558764
1999-07-21,1165.883226884768
1999-07-22,1152.2367326795672
1999-07-23,1148.9624227662728
1999-07-26,1126.474048445935
1999-07-27,1129.9593493265622
1999-07-28,1133.9361990305354
1999-07-29,1098.4362792807506
1999-07-30,1108.7429978237576
1999-08-02,1111.625774022944
1999-08-03,1111.1123134280515
1999-08-04,1120.3672104759403
1999-08-05,1097.994054053839
1999-08-06,1103.7639472452163
1999-08-09,1117.364915070034
1999-08-10,1097.436657289905
1999-08-11,1097.2515524636347
1999-08-12,1119.6156797988851
1999-08-13,1137.685333734598
1999-08-16,1148.5229783857033
1999-08-17,1144.7073512091665
1999-08-18,1136.8117947910193
1999-08-19,1130.689376704266
1999-08-20,1146.1836089492967
1999-08-23,1159.4562048714135
1999-08-24,1161.782177527658
1999-08-25,1174.9593212628413
1999-08-26,1170.9435589030459
1999-08-27,1175.3230246483495
1999-08-30,1168.8203847630828
1999-08-31,1140.6442101283933
1999-09-01,1153.8593287599208
1999-09-02,1129.0789790802432
1999-09-03,1155.3580332625825
1999-09-06,1166.2311509199185
1999-09-07,1166.1569627298757
1999-09-08,1163.5945912355908
1999-09-09,1171.808655950632
1999-09-10,1180.3721346067337
1999-09-13,1169.2008056544646
1999-09-14,1161.8927912131255
1999-09-15,1158.9612261005173
1999-09-16,1140.0652030372962
1999-09-17,1141.59140533393
1999-09-20,1147.700647208253
1999-09-21,1132.3833272440263
1999-09-22,1120.576115709695
1999-09-23,1125.4621088137794
1999-09-24,1102.966005257421
1999-09-27,1112.3387648291186
1999-09-28,1089.6672837387277
1999-09-29,1088.2010577499725
1999-09-30,1091.193499497302
1999-10-01,1087.2074253936569
1999-10-04,1105.5149019208295
1999-10-05,1123.2133575439282
1999-10-06,1132.2538502332416
1999-10-07,1144.3229536367342
1999-10-08,1138.9399755023612
1999-10-11,1136.570677736938
1999-10-12,1128.1643597962623
1999-10-13,1117.7713140718954
1999-10-14,1104.8651071259583
1999-10-15,1094.1993803546002
1999-10-18,1087.7396827896268
1999-10-19,1115.9039734635205
1999-10-20,1116.4280980494784
1999-10-21,1113.9238732467418
1999-10-22,1139.3890320706241
1999-10-25,1131.9020866518267
1999-10-26,1142.8915140929687
1999-10-27,1137.0583259426116
1999-10-28,1158.9473414137206
1999-10-29,1170.8673466574555
1999-11-01,1172.668016140514
1999-11-02,1175.7803703846776
1999-11-03,1180.4769571272045
1999-11-04,1192.8691199682469
1999-11-05,1193.669829496334
1999-11-08,1188.4316972619927
1999-11-09,1196.6565917914506
1999-11-10,1202.3995976848712
1999-11-11,1210.2630150193622
1999-11-12,1205.1467555178097
1999-11-15,1214.91180614612
1999-11-16,1227.7909878000812
1999-11-17,1224.8723928481677
1999-11-18,1237.5602730478456
1999-11-19,1242.2377048343653
1999-11-22,1216.9617213668362
1999-11-23,1219.282875280513
1999-11-24,1215.529941036331
1999-11-25,1239.1410086108526
1999-11-26,1238.135630557214
1999-11-29,1225.4305038883783
1999-11-30,1223.7797844113645
1999-12-01,1230.4494016449862
1999-12-02,1228.2264135771281
1999-12-03,1254.0636632811133
1999-12-06,1249.2751988648195
1999-12-07,1248.4421014204077
1999-12-08,1240.6805783698696
1999-12-09,1235.6842869949392
1999-12-10,1231.5121297139517
1999-12-13,1235.2285128390674
1999-12-14,1249.1796076636954
1999-12-15,1266.0748056012135
1999-12-16,1298.460278724376
1999-12-17,1294.197523706684
1999-12-20,1287.0332200683315
1999-12-21,1298.6935278880646
1999-12-22,1317.130357071188
1999-12-23,1366.9929070582812
1999-12-24,1366.9929070582812
1999-12-27,1377.8668642356356
1999-12-28,1385.694021581438
1999-12-29,1386.7674396429973
1999-12-30,1402.0812116149013
1999-12-31,1402.0812116149013
2000-01-03,1362.2554828475882
2000-01-04,1332.8659593917653
2000-01-05,1328.872977593348
2000-01-06,1331.0300045026042
2000-01-07,1373.9106706760826
2000-01-10,1390.5878136976153
2000-01-11,1382.6564509525901
2000-01-12,1380.0734006299033
2000-01-13,1383.7686912913196
2000-01-14,1403.683582102856
2000-01-17,1407.4953339219267
2000-01-18,1384.6493008258528
2000-01-19,1379.4416956841858
2000-01-20,1379.7375288282456
2000-01-21,1363.7555630088289
2000-01-24,1348.7980805864197
2000-01-25,1318.1013089175428
2000-01-26,1333.2833116064655
2000-01-27,1358.0871331027984
2000-01-28,1346.9779952116446
2000-01-31,1298.498047268839
2000-02-01,1322.3327132862707
2000-02-02,1335.3183242003063
2000-02-03,1359.4463232483597
2000-02-04,1367.6232754698967
2000-02-07,1343.5864842666847
2000-02-08,1377.6978648750348
2000-02-09,1386.9542091919961
2000-02-10,1406.0391267955476
2000-02-11,1393.4250032373227
2000-02-14,1397.6532162899407
2000-02-15,1361.6746136756553
2000-02-16,1380.4442840004265
2000-02-17,1392.3964072577544
2000-02-18,1389.898994947203
2000-02-21,1390.652821994549
2000-02-22,1404.2504728327885
2000-02-23,1412.0390325112924
2000-02-24,1390.368315997231
2000-02-25,1403.0141406320313
2000-02-28,1387.110180705637
2000-02-29,1403.5649109772794
2000-03-01,1407.9992926938644
2000-03-02,1438.1274394859229
2000-03-03,1431.3619739898095
2000-03-06,1423.4209370191716
2000-03-07,1425.9610331252213
2000-03-08,1418.2019488847645
2000-03-09,1400.637981080155
2000-03-10,1392.4565941221763
2000-03-13,1364.4706804425691
2000-03-14,1364.2909207691798
2000-03-15,1340.6103281942
2000-03-16,1388.2513482985376
2000-03-17,1401.1542872943053
2000-03-20,1415.001505959843
2000-03-21,1414.3029474719403
2000-03-22,1404.722594563949
2000-03-23,1391.207944373155
2000-03-24,1430.108669567718
2000-03-27,1424.3021888819378
2000-03-28,1433.55150100329
2000-03-29,1427.1174986123488
2000-03-30,1399.9483751043588
2000-03-31,1403.004623451115
2000-04-03,1381.6778264476995
2000-04-04,1393.7107267168335
2000-04-05,1374.0393730030369
2000-04-06,1380.5577380923983
2000-04-07,1387.8399961827029
2000-04-10,1393.3846908565156
2000-04-11,1384.083617451476
2000-04-12,1382.2593196979763
2000-04-13,1384.8487250579851
2000-04-14,1349.5672638373155
2000-04-17,1339.3065729098253
2000-04-18,1344.5673510222646
2000-04-19,1340.5951247757675
2000-04-20,1337.2277794036702
2000-04-21,1337.2277794036702
2000-04-24,1337.2277794036702
2000-04-25,1357.6399872725256
2000-04-26,1371.5792644339128
2000-04-27,1344.9704744216358
2000-04-28,1371.5126111221448
2000-05-01,1371.512611122145
2000-05-02,1392.926333045521
2000-05-03,1372.591131876479
2000-05-04,1375.773053040829
2000-05-05,1396.2290227711587
2000-05-08,1380.225574503313
2000-05-09,1364.889063233969
2000-05-10,1342.5835865342037
2000-05-11,1360.2438347957525
2000-05-12,1363.3125445817698
2000-05-15,1353.1238896159944
2000-05-16,1379.9666493577593
2000-05-17,1354.232114163176
2000-05-18,1349.6373441855526
2000-05-19,1322.6639643695007
2000-05-22,1317.0661130840615
2000-05-23,1321.4162909031475
2000-05-24,1303.0012077765373
2000-05-25,1319.7770847017277
2000-05-26,1310.9270964828036
2000-05-29,1323.9933466656591
2000-05-30,1337.2031953596568
2000-05-31,1333.6429593482578
2000-06-01,1355.056329772343
2000-06-02,1371.254696681229
2000-06-05,1374.1460379020486
2000-06-06,1370.845314883871
2000-06-07,1362.8723234011638
2000-06-08,1352.9414736414883
2000-06-09,1354.2894492744147
2000-06-12,1352.8467932668675
2000-06-13,1352.3024128026414
2000-06-14,1357.333005739891
2000-06-15,1349.0605782772432
2000-06-16,1318.8323178040428
2000-06-19,1327.2674388416772
2000-06-20,1321.9056229750615
2000-06-21,1297.7901120116042
2000-06-22,1288.7851257441578
2000-06-23,1279.7552906080703
2000-06-26,1284.1096054271352
2000-06-27,1281.6378262445983
2000-06-28,1289.5721128245468
2000-06-29,1265.49292799905
2000-06-30,1272.7981836442664
2000-07-03,1291.4204015970115
2000-07-04,1297.5355095182595
2000-07-05,1299.4890789683686
2000-07-06,1297.2628461265579
2000-07-07,1320.7724695932782
2000-07-10,1325.4427757146645
2000-07-11,1312.9419876439554
2000-07-12,1317.0388821546587
2000-07-13,1328.933814714079
2000-07-14,1340.7207344559104
2000-07-17,1355.6381861202092
2000-07-18,1367.3001165063433
2000-07-19,1371.7443324576814
2000-07-20,1380.8795822691632
2000-07-21,1365.037107122658
2000-07-24,1356.1121646721763
2000-07-25,1352.240077108847
2000-07-26,1358.6204569506308
2000-07-27,1338.045980376773
2000-07-28,1345.7754525945538
2000-07-31,1355.3024706688398
2000-08-01,1348.4564954342077
2000-08-02,1351.302305885581
2000-08-03,1347.387868956739
2000-08-04,1343.820673116056
2000-08-07,1363.3888305948772
2000-08-08,1361.6818839653913
2000-08-09,1378.8016030151975
2000-08-10,1386.7695434184404
2000-08-11,1389.0343631171422
2000-08-14,1389.5150126461974
2000-08-15,1389.013091941122
2000-08-16,1386.9329899846894
2000-08-17,1375.3201231832434
2000-08-18,1363.4477370203037
2000-08-21,1365.2607595770683
2000-08-22,1372.4378953304192
2000-08-23,1376.2064561394295
2000-08-24,1367.0471157662205
2000-08-25,1377.0831453546316
2000-08-28,1381.935153025077
2000-08-29,1370.5567919709695
2000-08-30,1353.6925364264528
2000-08-31,1351.2403123072675
2000-09-01,1367.9130574612898
2000-09-04,1379.7251697909035
2000-09-05,1374.3019525122531
2000-09-06,1370.661722541334
2000-09-07,1370.563070969603
2000-09-08,1359.221053888054
2000-09-11,1355.319335634026
2000-09-12,1339.5895845413738
2000-09-13,1321.053607084333
2000-09-14,1326.0437586767387
2000-09-15,1321.3563110880993
2000-09-18,1306.659974261059
2000-09-19,1311.7771020153125
2000-09-20,1285.6705485640566
2000-09-21,1269.548965449782
2000-09-22,1290.6448831418907
2000-09-25,1287.066290351545
2000-09-26,1285.571743362749
2000-09-27,1294.8193383357484
2000-09-28,1292.210554621472
2000-09-29,1291.363850193314
2000-10-02,1303.5116984977617
2000-10-03,1303.5116984977617
2000-10-04,1304.7970518865975
2000-10-05,1323.0161757956678
2000-10-06,1318.6279641980025
2000-10-09,1304.861732850213
2000-10-10,1310.2451085467987
2000-10-11,1293.6931899398326
2000-10-12,1271.6834447441786
2000-10-13,1299.5403543271727
2000-10-16,1293.7913675580849
2000-10-17,1286.1207540075964
2000-10-18,1275.5008577428366
2000-10-19,1302.3781259209106
2000-10-20,1302.9029064965175
2000-10-23,1299.769827571937
2000-10-24,1320.5086816666635
2000-10-25,1314.0174369907793
2000-10-26,1317.2312847330359
2000-10-27,1335.4817958047195
2000-10-30,1345.4075992064606
2000-10-31,1377.6662970534921
2000-11-01,1385.6060391320207
2000-11-02,1388.9353659825751
2000-11-03,1396.4320719038674
2000-11-06,1393.1127643648645
2000-11-07,1387.3620448622787
2000-11-08,1380.1096286643565
2000-11-09,1375.6964840884555
2000-11-10,1364.3368643734252
2000-11-13,1345.0901306209241
2000-11-14,1376.921036140159
2000-11-15,1365.4562811372357
2000-11-16,1351.4691343675665
2000-11-17,1337.4008339186737
2000-11-20,1311.323108681226
2000-11-21,1321.6691361770932
2000-11-22,1299.819631858929
2000-11-23,1313.7847415500878
2000-11-24,1317.6108622186348
2000-11-27,1320.092257358185
2000-11-28,1317.8231800661379
2000-11-29,1315.3501637907027
2000-11-30,1279.637377232664
2000-12-01,1307.6369806857288
2000-12-04,1292.091401342723
2000-12-05,1335.108018655904
2000-12-06,1333.4080103285146
2000-12-07,1324.4988410355306
2000-12-08,1341.0432824996822
2000-12-11,1357.5211924622783
2000-12-12,1352.7612431008142
2000-12-13,1330.6572832198347
2000-12-14,1307.9405656410831
2000-12-15,1287.4895500609568
2000-12-18,1297.9321064900498
2000-12-19,1305.6546231252876
2000-12-20,1268.37892312362
2000-12-21,1254.8597358641864
2000-12-22,1264.521831117589
2000-12-25,1264.521831117589
2000-12-26,1264.521831117589
2000-12-27,1274.625815881607
2000-12-28,1283.8410183127362
2000-12-29,1299.6974500073898
2001-01-01,1299.6974500073898
2001-01-02,1283.5934814840398
2001-01-03,1301.746073873742
2001-01-04,1310.560657606681
2001-01-05,1309.015729498138
2001-01-08,1302.2162290833624
2001-01-09,1300.3791838381646
2001-01-10,1279.604655255531
2001-01-11,1300.5149693140054
2001-01-12,1302.7175312815564
2001-01-15,1312.7615929462625
2001-01-16,1307.7087464144174
2001-01-17,1337.4898703242714
2001-01-18,1336.8139589231
2001-01-19,1340.6678115335403
2001-01-22,1352.142031180422
2001-01-23,1361.1826510156388
2001-01-24,1357.4297886236518
2001-01-25,1367.070757872275
2001-01-26,1364.6298509524372
2001-01-29,1370.9664068585234
2001-01-30,1361.359689154976
2001-01-31,1371.164750782481
2001-02-01,1356.9383433172898
2001-02-02,1344.2178952064967
2001-02-05,1347.8872778122245
2001-02-06,1367.4276286620218
2001-02-07,1352.27802265686
2001-02-08,1367.7976185132418
2001-02-09,1342.7982661996691
2001-02-12,1356.6648867329236
2001-02-13,1365.283266141105
2001-02-14,1360.1121203188216
2001-02-15,1369.8105691360424
2001-02-16,1345.8553035382242
2001-02-19,1353.5853157742417
2001-02-20,1354.416842243237
2001-02-21,1343.732759443857
2001-02-22,1324.1114832592486
2001-02-23,1288.4018216854734
2001-02-26,1308.058307235199
2001-02-27,1314.534829858599
2001-02-28,1317.7577057992069
2001-03-01,1298.9638700537248
2001-03-02,1308.3497709551204
2001-03-05,1319.4420692184926
2001-03-06,1335.7797272583443
2001-03-07,1336.828334581908
2001-03-08,1332.0674750309772
2001-03-09,1326.1622720848236
2001-03-12,1299.0693609611933
2001-03-13,1273.1093265645786
2001-03-14,1229.7968402812241
2001-03-15,1256.3781986266602
2001-03-16,1225.4536102771572
2001-03-19,1209.1112181693372
2001-03-20,1230.6877320021176
2001-03-21,1196.1388361696988
2001-03-22,1139.6726771281722
2001-03-23,1165.8911897037058
2001-03-26,1203.396901701407
2001-03-27,1243.8260622781113
2001-03-28,1227.5936183698852
2001-03-29,1242.798439878923
2001-03-30,1236.4661068210175
2001-04-02,1229.1802356471703
2001-04-03,1192.549441329586
2001-04-04,1192.8821374614702
2001-04-05,1222.6097037422628
2001-04-06,1212.5184079212656
2001-04-09,1235.1424976630926
2001-04-10,1265.3777856682207
2001-04-11,1271.3167981467836
2001-04-12,1275.965938526545
2001-04-13,1275.965938526545
2001-04-16,1275.965938526545
2001-04-17,1263.5806793399693
2001-04-18,1308.0276094371277
2001-04-19,1306.938783300244
2001-04-20,1301.2580421156965
2001-04-23,1294.7590486384258
2001-04-24,1307.48657497308
2001-04-25,1300.550621358258
2001-04-26,1303.1564013412378
2001-04-27,1306.5638593574356
2001-04-30,1325.4139728771129
2001-05-01,1325.4139728771127
2001-05-02,1322.2803613707931
2001-05-03,1299.4786578163173
2001-05-04,1307.1215977938696
2001-05-07,1302.6922515187862
2001-05-08,1299.7259265951395
2001-05-09,1294.9944876623708
2001-05-10,1309.0785831224393
2001-05-11,1310.710017726976
2001-05-14,1298.909102398418
2001-05-15,1300.0304939158123
2001-05-16,1311.2300797179432
2001-05-17,1319.0822033170589
2001-05-18,1322.4304847193612
2001-05-21,1333.3572395837418
2001-05-22,1336.8524812509172
2001-05-23,1324.522091661969
2001-05-24,1335.4173439118522
2001-05-25,1325.1951939352655
2001-05-28,1323.6121682665535
2001-05-29,1302.1546867881225
2001-05-30,1289.256351674439
2001-05-31,1301.4524359697602
2001-06-01,1299.9918202558792
2001-06-04,1312.0377811740516
2001-06-05,1322.094295028042
2001-06-06,1316.0835404916131
2001-06-07,1312.5774574929635
2001-06-08,1308.5398345981414
2001-06-11,1303.4384446267168
2001-06-12,1284.4914201472925
2001-06-13,1290.646410914667
2001-06-14,1279.3316518886563
2001-06-15,1256.3993403869138
2001-06-18,1246.6040234001773
2001-06-19,1254.6447934685816
2001-06-20,1248.6289166892957
2001-06-21,1251.1624282218108
2001-06-22,1259.7088717352458
2001-06-25,1258.5532193150411
2001-06-26,1249.5859186742196
2001-06-27,1246.4742415398493
2001-06-28,1270.211191461389
2001-06-29,1291.0177626003697
2001-07-02,1304.027092803128
2001-07-03,1295.5154597968988
2001-07-04,1289.038530906338
2001-07-05,1287.2441192023623
2001-07-06,1262.5477252472697
2001-07-09,1264.4204455701483
2001-07-10,1255.382317161042
2001-07-11,1259.5219214779327
2001-07-12,1273.1588314369785
2001-07-13,1284.953851636376
2001-07-16,1272.5808217070785
2001-07-17,1272.7571976919094
2001-07-18,1250.0509351513547
2001-07-19,1264.173553067653
2001-07-20,1259.9996013739096
2001-07-23,1260.3395532176833
2001-07-24,1238.607905116337
2001-07-25,1220.4873923999965
2001-07-26,1235.6531549232564
2001-07-27,1250.3316525565647
2001-07-30,1254.5931722593834
2001-07-31,1271.262371672905
2001-08-01,1265.8190690702857
2001-08-02,1248.9952612737156
2001-08-03,1240.1036239739144
2001-08-06,1239.767772333524
2001-08-07,1245.8360678572583
2001-08-08,1222.1363705018725
2001-08-09,1202.680973014588
2001-08-10,1191.7633492850025
2001-08-13,1194.647571042049
2001-08-14,1207.597602640496
2001-08-15,1193.6955109862447
2001-08-16,1177.7327423656502
2001-08-17,1142.300712489484
2001-08-20,1143.0416949216692
2001-08-21,1145.1168754262974
2001-08-22,1150.4194481710983
2001-08-23,1157.451099308512
2001-08-24,1180.0355926142468
2001-08-27,1183.3643695562241
2001-08-28,1166.4992636975358
2001-08-29,1160.79530790503
2001-08-30,1131.7066096404553
2001-08-31,1136.9889104751635
2001-09-03,1119.357655493501
2001-09-04,1145.944213318447
2001-09-05,1119.743917006481
2001-09-06,1096.4281323100881
2001-09-07,1058.7683902232707
2001-09-10,1039.4091146822343
2001-09-11,959.1874558945817
2001-09-12,965.8708518902677
2001-09-13,972.1301642967913
2001-09-14,910.0312604922239
2001-09-17,935.4745906405062
2001-09-18,920.0161781308698
2001-09-19,882.1579624046299
2001-09-20,823.9820949472888
2001-09-21,818.8315334232068
2001-09-24,873.4780599251785
2001-09-25,863.4418430235305
2001-09-26,883.9529769123283
2001-09-27,902.4470034681245
2001-09-28,926.1024820615072
2001-10-01,922.4591299557254
2001-10-02,938.7409598898347
2001-10-03,960.3467194926649
2001-10-04,985.6293649312463
2001-10-05,973.4530379029635
2001-10-08,976.0494366209657
2001-10-09,970.1686409174873
2001-10-10,998.9659215468471
2001-10-11,1018.2710911164078
2001-10-12,1006.7115090137119
2001-10-15,989.1703268975652
2001-10-16,1004.1888183315277
2001-10-17,1006.2458738487683
2001-10-18,995.8134838878202
2001-10-19,983.2745522898801
2001-10-22,1002.6237295439986
2001-10-23,1024.6139794420696
2001-10-24,1042.4968940850606
2001-10-25,1021.6831273255302
2001-10-26,1044.841801891081
2001-10-29,1013.8291072066029
2001-10-30,989.388833519164
2001-10-31,991.594070817887
2001-11-01,1007.4023836069991
2001-11-02,996.3967796636682
2001-11-05,1027.268451210325
2001-11-06,1017.5843490758822
2001-11-07,1046.136565372326
2001-11-08,1070.6198401404167
2001-11-09,1058.5465014282302
2001-11-12,1041.3360578269292
2001-11-13,1070.5210435792442
2001-11-14,1078.3442856516556
2001-11-15,1090.149665788073
2001-11-16,1107.116091432841
2001-11-19,1138.129759034768
2001-11-20,1123.5861358030675
2001-11-21,1122.3658056321515
2001-11-22,1126.8028330120196
2001-11-23,1143.1734842881547
2001-11-26,1137.6842946442446
2001-11-27,1122.4492127676922
2001-11-28,1094.2234835523468
2001-11-29,1093.2614415243243
2001-11-30,1100.8276376420758
2001-12-03,1101.8863394015982
2001-12-04,1102.6282149818612
2001-12-05,1149.3451430138546
2001-12-06,1157.740602385777
2001-12-07,1141.3640846143378
2001-12-10,1125.5118855483345
2001-12-11,1126.1351371146222
2001-12-12,1107.484871853487
2001-12-13,1087.9102185109612
2001-12-14,1077.5300817914454
2001-12-17,1109.1667568601829
2001-12-18,1105.2894954112394
2001-12-19,1092.4407324103563
2001-12-20,1082.6966648050486
2001-12-21,1104.1700596007906
2001-12-24,1104.1700596007904
2001-12-25,1104.1700596007904
2001-12-26,1104.1700596007906
2001-12-27,1131.9708231314235
2001-12-28,1143.4565220946697
2001-12-31,1143.4565220946697
2002-01-01,1143.4565220946697
2002-01-02,1143.6271857163429
2002-01-03,1166.116422204382
2002-01-04,1180.5935553385448
2002-01-07,1159.3727179572106
2002-01-08,1163.9958834011857
2002-01-09,1166.568653207008
2002-01-10,1151.913315766568
2002-01-11,1149.481353694853
2002-01-14,1119.9993715980056
2002-01-15,1116.756197461877
2002-01-16,1100.7758105698308
2002-01-17,1133.1590129920135
2002-01-18,1134.9053861305879
2002-01-21,1124.3115780783314
2002-01-22,1118.7073265660786
2002-01-23,1140.5218976103215
2002-01-24,1140.1435690401822
2002-01-25,1137.7129106938087
2002-01-28,1144.181690823077
2002-01-29,1128.2997938840235
2002-01-30,1123.633282256041
2002-01-31,1131.7090823927088
2002-02-01,1130.9850298702622
2002-02-04,1107.2108265403972
2002-02-05,1096.523327952451
2002-02-06,1066.7841970103934
2002-02-07,1071.664298178076
2002-02-08,1069.1792831071155
2002-02-11,1084.8217450791103
2002-02-12,1071.8519196769457
2002-02-13,1083.9555139797617
2002-02-14,1086.8411159961815
2002-02-15,1064.2989580080452
2002-02-18,1067.7363531802193
2002-02-19,1040.4075284896082
2002-02-20,1046.0623050986942
2002-02-21,1067.505922595437
2002-02-22,1049.4023776440945
2002-02-25,1075.926137049284
2002-02-26,1085.8255527357207
2002-02-27,1098.2481076559807
2002-02-28,1114.3819974796165
2002-03-01,1129.5585960700887
2002-03-04,1165.0896897140115
2002-03-05,1158.0774465119348
2002-03-06,1166.5303723209452
2002-03-07,1166.4550777605139
2002-03-08,1183.5095872785837
2002-03-11,1181.0340911411406
2002-03-12,1169.385624595423
2002-03-13,1165.1675729076649
2002-03-14,1171.8999746923162
2002-03-15,1200.1926699537828
2002-03-18,1204.7787309678579
2002-03-19,1214.457143750803
2002-03-20,1195.7184876914173
2002-03-21,1190.1538147229614
2002-03-22,1200.3366827788275
2002-03-25,1187.0659244574954
2002-03-26,1203.7808763989324
2002-03-27,1189.6609012560402
2002-03-28,1200.986718194473
2002-03-29,1200.986718194473
2002-04-01,1200.9867181944728
2002-04-02,1184.483653465346
2002-04-03,1177.5586433365586
2002-04-04,1170.2969332265943
2002-04-05,1172.1647509003326
2002-04-08,1156.3544246906667
2002-04-09,1154.0482745699157
2002-04-10,1178.0232344070062
2002-04-11,1157.7409799083498
2002-04-12,1164.1659289287402
2002-04-15,1179.1415474710077
2002-04-16,1202.9684857578575
2002-04-17,1197.458526577364
2002-04-18,1183.6939228374222
2002-04-19,1185.954781160368
2002-04-22,1170.375935336993
2002-04-23,1168.977551564114
2002-04-24,1163.5176084013153
2002-04-25,1139.7126823051647
2002-04-26,1133.4737321492953
2002-04-29,1133.5073107250598
2002-04-30,1145.895380097737
2002-05-01,1145.895380097737
2002-05-02,1139.371657215569
2002-05-03,1125.8817241730976
2002-05-06,1124.0852852641374
2002-05-07,1121.0080999466659
2002-05-08,1152.5409284254401
2002-05-09,1143.6433922930257
2002-05-10,1126.8124669773283
2002-05-13,1146.0537237444178
2002-05-14,1160.7243919344978
2002-05-15,1161.9307018681513
2002-05-16,1160.0314526844752
2002-05-17,1164.6029158997776
2002-05-20,1156.3542793311108
2002-05-21,1156.8493362899221
2002-05-22,1154.2444715939585
2002-05-23,1145.5339747257192
2002-05-24,1148.2687906556773
2002-05-27,1163.3451018473777
