Date,UK VALUE WEIGHTED
1998-12-31,841.8911847376626
1999-01-01,841.8911847376626
1999-01-04,830.3521816167049
1999-01-05,838.3959788857302
1999-01-06,871.3147205010241
1999-01-07,863.7909069212544
1999-01-08,872.180903766717
1999-01-11,865.6646295333579
1999-01-12,854.9183480771716
1999-01-13,830.4047303557699
1999-01-14,827.5977075944193
1999-01-15,846.3772134998922
1999-01-18,862.8162956293655
1999-01-19,853.3406081493775
1999-01-20,860.4395678675513
1999-01-21,851.1127323077355
1999-01-22,832.855092301481
1999-01-25,838.8556892907801
1999-01-26,839.1034978398066
1999-01-27,842.1300853148092
1999-01-28,847.6138299749521
1999-01-29,855.0130411509267
1999-02-01,875.5867329400461
1999-02-02,882.2088317660618
1999-02-03,872.2830407871276
1999-02-04,876.0418027906112
1999-02-05,866.6332701942146
1999-02-08,864.401064650747
1999-02-09,853.4853136983407
1999-02-10,846.9402386278985
1999-02-11,862.5437548915911
1999-02-12,875.2640928823153
1999-02-15,885.274144151493
1999-02-16,903.6928042529742
1999-02-17,897.8764213901898
1999-02-18,897.9446982277672
1999-02-19,898.6348375819252
1999-02-22,903.7565794156093
1999-02-23,911.8774581309594
1999-02-24,928.4278215689508
1999-02-25,912.9060814342141
1999-02-26,917.4345830067639
1999-03-01,912.657537448164
1999-03-02,920.3767532730039
1999-03-03,922.7194265067324
1999-03-04,931.6543333224906
1999-03-05,946.4923357626609
1999-03-08,943.1867038126351
1999-03-09,950.300008348519
1999-03-10,955.58256104733
1999-03-11,981.0450590860687
1999-03-12,973.6430585443874
1999-03-15,954.8946447691429
1999-03-16,959.6837028948985
1999-03-17,944.8268404973655
1999-03-18,942.5575877712192
1999-03-19,953.5198148530959
1999-03-22,951.9392386393461
1999-03-23,942.5168829357622
1999-03-24,942.8712561321995
1999-03-25,952.1563308308807
1999-03-26,963.340427485304
1999-03-29,978.3861843489552
1999-03-30,971.2545122732299
1999-03-31,972.8843099043859
1999-04-01,965.5562311969893
1999-04-02,967.0411737968948
1999-04-05,971.3109066072328
1999-04-06,970.9215991290014
1999-04-07,984.2774576535058
1999-04-08,989.5013896738279
1999-04-09,1002.4296085169351
1999-04-12,996.378869680995
1999-04-13,1015.8623161522172
1999-04-14,1015.3777330921286
1999-04-15,1025.8499932160569
1999-04-16,1029.1671272437768
1999-04-19,1054.5730640925751
1999-04-20,1025.319338289753
1999-04-21,1019.7296302424937
1999-04-22,1035.8485489526495
1999-04-23,1036.4476008996949
1999-04-26,1048.5978685180855
1999-04-27,1058.556874058738
1999-04-28,1061.2268485968214
1999-04-29,1050.4967156522287
1999-04-30,1060.8822199781182
1999-05-03,1062.0869123499883
1999-05-04,1062.5872988293588
1999-05-05,1041.82451995409
1999-05-06,1037.464571646356
1999-05-07,1025.2565502153552
1999-05-10,1016.9521908908406
1999-05-11,1022.5739385813912
1999-05-12,1019.9125278519932
1999-05-13,1038.285728699271
1999-05-14,1007.3797347095095
1999-05-17,990.9900000141218
1999-05-18,998.7016144564209
1999-05-19,1007.8833641286185
1999-05-20,1017.0072978464472
1999-05-21,1014.6045901770406
1999-05-24,1006.7264444267945
1999-05-25,994.2246223303408
1999-05-26,1004.0629827500717
1999-05-27,1002.4187562652868
1999-05-28,1008.3298772756419
1999-05-31,1011.573501617203
1999-06-01,1018.695802589704
1999-06-02,1040.3203262753777
1999-06-03,1045.1019143364485
1999-06-04,1054.7200572967151
1999-06-07,1059.8273923453676
1999-06-08,1048.4979327995973
1999-06-09,1047.8780261789943
1999-06-10,1036.798193310668
1999-06-11,1054.9184083880207
1999-06-14,1052.661779675061
1999-06-15,1047.6079026524817
1999-06-16,1065.3557073423171
1999-06-17,1065.6002795836241
1999-06-18,1064.6513190236149
1999-06-21,1078.977899981319
1999-06-22,1074.8135360004367
1999-06-23,1058.222270453836
1999-06-24,1046.9037954769963
1999-06-25,1039.4532052628754
1999-06-28,1042.0884585210897
1999-06-29,1030.717105231149
1999-06-30,1032.206067506982
1999-07-01,1061.024715988533
1999-07-02,1065.8826688252118
1999-07-05,1077.9116312190754
1999-07-06,1077.0487488700003
1999-07-07,1070.8417155277536
1999-07-08,1069.7964909982811
1999-07-09,1066.0086652621817
1999-07-12,1069.0299926680477
1999-07-13,1048.8161675139252
1999-07-14,1052.7912803633048
1999-07-15,1065.7912606077252
1999-07-16,1063.4027787981015
1999-07-19,1053.8747076110185
1999-07-20,1025.0584888778822
1999-07-21,1010.0198446687937
1999-07-22,1012.6558786490732
1999-07-23,996.9452270531673
1999-07-26,986.4806920511637
1999-07-27,999.597954478522
1999-07-28,1002.8896775565082
1999-07-29,987.5398103171725
1999-07-30,1007.496325367204
1999-08-02,1016.7302535942836
1999-08-03,1014.8273022347263
1999-08-04,1010.823732584038
1999-08-05,987.6040159300529
1999-08-06,990.3085805864213
1999-08-09,992.31522735986
1999-08-10,974.0486193757397
1999-08-11,985.7033414748348
1999-08-12,1003.0076582609789
1999-08-13,1019.9965644180547
1999-08-16,1020.1736923356989
1999-08-17,1014.2989928736797
1999-08-18,1020.3930899507002
1999-08-19,1007.8665937969091
1999-08-20,1014.9101348677154
1999-08-23,1038.1505870182666
1999-08-24,1032.886360049841
1999-08-25,1039.8151206511645
1999-08-26,1044.1829860690277
1999-08-27,1041.7681425452677
1999-08-30,1042.2363529750899
1999-08-31,1024.5335222030535
1999-09-01,1024.3889406267228
1999-09-02,1009.1458795597601
1999-09-03,1035.7526155072858
1999-09-06,1042.6307261114343
1999-09-07,1032.5928761210891
1999-09-08,1032.3531203369498
1999-09-09,1042.4077627800002
1999-09-10,1034.8185663166691
1999-09-13,1028.5269995131403
1999-09-14,1012.3206972464047
1999-09-15,1008.7921640291714
1999-09-16,1008.302103353747
1999-09-17,1010.7584650487577
1999-09-20,1009.3839716098654
1999-09-21,992.5627707093935
1999-09-22,983.8836973751786
1999-09-23,996.442886415928
1999-09-24,986.1203630644408
1999-09-27,1012.0357108081197
1999-09-28,997.8445131057434
1999-09-29,983.658754938985
1999-09-30,983.2985505509884
1999-10-01,975.9943224163902
1999-10-04,987.9378806036499
1999-10-05,993.4295645983476
