Date,ACWI ex CZECH REPUBLIC
1998-12-31,1000.0
1999-01-01,1000.000200315617
1999-01-04,1010.4528612077678
1999-01-05,1020.7240410969514
1999-01-06,1040.1726641909042
1999-01-07,1037.4266418804523
1999-01-08,1036.372291926731
1999-01-11,1027.2037030903527
1999-01-12,1009.5421774365446
1999-01-13,994.4128753640337
1999-01-14,987.1806538477251
1999-01-15,1002.94504335312
1999-01-18,1011.793231793894
1999-01-19,1014.1802651242067
1999-01-20,1020.4960652950588
1999-01-21,1008.2424292699751
1999-01-22,992.6192671892777
1999-01-25,996.7632436601566
1999-01-26,1007.0953594842938
1999-01-27,1003.4387967996946
1999-01-28,1012.2425271469879
1999-01-29,1019.785916886796
1999-02-01,1021.6851468419898
1999-02-02,1017.6248718068568
1999-02-03,1016.3270700346322
1999-02-04,1004.7395687141675
1999-02-05,997.6571819462357
1999-02-08,996.0352154274726
1999-02-09,977.7213331674487
1999-02-10,978.6576433585149
1999-02-11,995.5124953244725
1999-02-12,990.6141171986279
1999-02-15,990.614109788801
1999-02-16,993.577826355386
1999-02-17,984.6654847481037
1999-02-18,988.952890017152
1999-02-19,987.7934694196688
1999-02-22,1004.3195381304907
1999-02-23,1007.0845713688057
1999-02-24,1002.2621980400763
1999-02-25,998.2112266840704
1999-02-26,993.7078126697354
1999-03-01,986.7001363976339
1999-03-02,981.699193056518
1999-03-03,979.542676214372
1999-03-04,986.4372855459815
1999-03-05,1010.6519045494325
1999-03-08,1014.6026849760908
1999-03-09,1017.546974574057
1999-03-10,1025.8613801481222
1999-03-11,1032.4481341304313
1999-03-12,1035.8949174141233
1999-03-15,1043.1457753018274
1999-03-16,1045.764289493078
1999-03-17,1043.7688838597624
1999-03-18,1047.25708161073
1999-03-19,1047.3258672620066
1999-03-22,1043.3811856231732
1999-03-23,1022.5272137320346
1999-03-24,1019.6721616085023
1999-03-25,1034.5877930935121
1999-03-26,1026.8083607186124
1999-03-29,1042.058580633945
1999-03-30,1039.4178449296794
1999-03-31,1038.912896878802
1999-04-01,1045.2739002352541
1999-04-02,1044.4980499408568
1999-04-05,1053.5581437607098
1999-04-06,1060.0601776406959
1999-04-07,1067.6080549733422
1999-04-08,1079.8082555097917
1999-04-09,1081.0654872938235
1999-04-12,1085.2543229432606
1999-04-13,1085.7819552303856
1999-04-14,1079.5051265017967
1999-04-15,1072.2336596059945
1999-04-16,1072.0012380517376
1999-04-19,1063.0370701286586
1999-04-20,1061.736507342728
1999-04-21,1072.0498236246851
1999-04-22,1084.4433506510563
1999-04-23,1087.0236825754473
1999-04-26,1091.0403758110094
1999-04-27,1098.394472449582
1999-04-28,1092.886750776651
1999-04-29,1086.1063793430626
1999-04-30,1083.4121668864082
1999-05-03,1092.3276875302145
1999-05-04,1084.7438232000852
1999-05-05,1088.463508791849
1999-05-06,1089.6253082228504
1999-05-07,1090.4391661471464
1999-05-10,1090.6416096092628
1999-05-11,1092.819551444364
1999-05-12,1092.2924172100659
1999-05-13,1094.0435038416358
1999-05-14,1076.4470612073953
1999-05-17,1067.2913433082156
1999-05-18,1068.928807124581
1999-05-19,1073.1435758668524
1999-05-20,1073.3995085310492
1999-05-21,1067.661079423891
1999-05-24,1057.0733591035041
1999-05-25,1044.0020748858146
1999-05-26,1049.8637339816255
1999-05-27,1036.020711858161
1999-05-28,1044.923502162529
1999-05-31,1045.4492167938447
1999-06-01,1045.9110549519671
1999-06-02,1047.8191058271098
1999-06-03,1051.1474350815897
1999-06-04,1065.053408048618
1999-06-07,1072.903289800346
1999-06-08,1071.9225740724476
1999-06-09,1074.6033448539617
1999-06-10,1068.9112470952673
1999-06-11,1070.6280528560812
1999-06-14,1064.2099405729568
1999-06-15,1067.442904248285
1999-06-16,1081.2405987588527
1999-06-17,1089.4504266758156
1999-06-18,1092.5918683607943
1999-06-21,1098.323784643885
1999-06-22,1092.7326730323994
1999-06-23,1085.0233175313251
1999-06-24,1075.2374391543772
1999-06-25,1077.2853825954294
1999-06-28,1083.763424494186
1999-06-29,1091.9091919695381
1999-06-30,1097.6341041622168
1999-07-01,1111.074480485053
1999-07-02,1119.3835042574126
1999-07-05,1127.5324137414214
1999-07-06,1124.4386803423745
1999-07-07,1122.5606563611664
1999-07-08,1118.6874819207117
1999-07-09,1122.530981199966
1999-07-12,1121.1613589342257
1999-07-13,1115.6321905707923
1999-07-14,1120.9773683889741
1999-07-15,1132.52998530949
1999-07-16,1133.0840473799028
1999-07-19,1129.85345215295
1999-07-20,1116.7172036827976
1999-07-21,1114.5608058010534
1999-07-22,1102.0825519019666
1999-07-23,1092.8602808359908
1999-07-26,1089.1065257606735
1999-07-27,1096.5759311207564
1999-07-28,1101.3341486630538
1999-07-29,1090.1437713030364
1999-07-30,1092.387150748975
1999-08-02,1089.009578904079
1999-08-03,1086.7434337342788
1999-08-04,1080.2790890134695
1999-08-05,1074.4632865112678
1999-08-06,1066.5847172963806
1999-08-09,1064.4919011990878
1999-08-10,1054.351685323117
1999-08-11,1061.3030717591373
1999-08-12,1068.176988638146
1999-08-13,1083.1796317088706
1999-08-16,1090.7032187790098
1999-08-17,1094.6750198184748
1999-08-18,1092.9742015513305
1999-08-19,1088.7573140659315
1999-08-20,1101.7254852428364
1999-08-23,1117.501156642325
1999-08-24,1116.5856214198493
1999-08-25,1125.2993979805176
1999-08-26,1114.4329449370402
1999-08-27,1109.1634887468347
1999-08-30,1100.9834705719047
1999-08-31,1091.0719236738996
1999-09-01,1102.4960026631186
1999-09-02,1095.9231454600902
1999-09-03,1114.9562839647003
1999-09-06,1120.0604090914985
1999-09-07,1113.873404860298
1999-09-08,1110.4171171624607
1999-09-09,1118.5382066366938
1999-09-10,1118.8563163194813
1999-09-13,1115.8947345177005
1999-09-14,1111.5766945260145
1999-09-15,1102.014497253198
1999-09-16,1095.7990684936462
1999-09-17,1101.150679284538
1999-09-20,1105.0060910442749
1999-09-21,1095.5152446399252
1999-09-22,1090.4950841574737
1999-09-23,1078.5983034834474
1999-09-24,1069.8416839909464
1999-09-27,1072.8427394483228
1999-09-28,1074.7493495345589
1999-09-29,1068.226488784071
1999-09-30,1079.0164978505275
1999-10-01,1080.370486163132
1999-10-04,1091.9049816560553
1999-10-05,1091.5371342125422
1999-10-06,1103.6674141317421
1999-10-07,1106.644403864747
1999-10-08,1112.0649846299495
