Date,ACWI ex SWEDEN
1998-12-31,1000.0
1999-01-01,1000.0002026561008
1999-01-04,1010.0339414936
1999-01-05,1020.1464221873969
1999-01-06,1039.7548729268183
1999-01-07,1036.8271505169587
1999-01-08,1035.8071564698278
1999-01-11,1026.672282226163
1999-01-12,1009.0413542779162
1999-01-13,994.0581490837047
1999-01-14,986.6676433420413
1999-01-15,1002.721067949985
1999-01-18,1011.3211990863832
1999-01-19,1013.5441874579933
1999-01-20,1019.9433675175026
1999-01-21,1007.7350586349864
1999-01-22,992.1519086208499
1999-01-25,996.3354795622059
1999-01-26,1006.7750124294511
1999-01-27,1002.9569287545401
1999-01-28,1011.6851089773145
1999-01-29,1019.2745561064727
1999-02-01,1020.9775939488369
1999-02-02,1016.8174551798102
1999-02-03,1015.6132141160574
1999-02-04,1003.7751434350109
1999-02-05,996.625441892755
1999-02-08,995.2023753510623
1999-02-09,976.8768968409443
1999-02-10,978.0006535970068
1999-02-11,995.0429076940549
1999-02-12,989.9676704197774
1999-02-15,989.9590752499829
1999-02-16,992.8629959637258
1999-02-17,983.9861118863407
1999-02-18,988.314307352874
1999-02-19,987.0865430555355
1999-02-22,1003.5326971663093
1999-02-23,1006.3739328974572
1999-02-24,1001.5038434490165
1999-02-25,997.5371784655534
1999-02-26,993.131896765602
1999-03-01,986.2929338125026
1999-03-02,981.1441373212649
1999-03-03,979.0122240550129
1999-03-04,986.0403287751234
1999-03-05,1010.2840285876091
1999-03-08,1014.4099590926486
1999-03-09,1017.3546660189567
1999-03-10,1025.8317886061266
1999-03-11,1032.4988509857812
1999-03-12,1035.9027602489848
1999-03-15,1043.320677103102
1999-03-16,1046.0060263043688
1999-03-17,1043.9982201118307
1999-03-18,1047.706393045463
1999-03-19,1047.5803448530237
1999-03-22,1043.7793661673427
1999-03-23,1022.6599315496197
1999-03-24,1020.0314706595169
1999-03-25,1034.7900053494511
1999-03-26,1026.8362736982929
1999-03-29,1042.1317167656528
1999-03-30,1039.4272283580553
1999-03-31,1038.6309984187442
1999-04-01,1044.9647985148447
1999-04-02,1044.20966742532
1999-04-05,1053.4442816127912
1999-04-06,1059.582958110939
1999-04-07,1067.2515541208757
1999-04-08,1079.5670831036605
1999-04-09,1080.8160761266904
1999-04-12,1085.1460399017408
1999-04-13,1085.571858874084
1999-04-14,1079.123826607144
1999-04-15,1072.0086657872625
1999-04-16,1071.5255137362458
1999-04-19,1062.400809551407
1999-04-20,1061.2667569061746
1999-04-21,1071.6044876309436
1999-04-22,1084.1050755301046
1999-04-23,1086.6503198883552
1999-04-26,1090.5905935491821
1999-04-27,1097.8353866466186
1999-04-28,1092.3839687426103
1999-04-29,1085.5320751348213
1999-04-30,1082.8632649954689
1999-05-03,1091.6569022209455
1999-05-04,1083.943029862411
1999-05-05,1087.8863251881232
1999-05-06,1089.1344056479747
1999-05-07,1089.938915299589
1999-05-10,1090.05380327864
1999-05-11,1092.269955832945
1999-05-12,1091.7529528444059
1999-05-13,1093.5803564100786
1999-05-14,1075.8977943143886
1999-05-17,1066.7761510374637
1999-05-18,1068.2762400288452
1999-05-19,1072.323123273216
1999-05-20,1072.500470503815
1999-05-21,1066.850811647778
1999-05-24,1056.1676926313814
1999-05-25,1043.049695015501
1999-05-26,1049.1062388600035
1999-05-27,1035.2674708830816
1999-05-28,1044.3283390016493
1999-05-31,1044.8619074861367
1999-06-01,1045.3205825199052
1999-06-02,1047.2154598865943
1999-06-03,1050.3939381260611
1999-06-04,1064.3586418433972
1999-06-07,1072.0885072136603
1999-06-08,1070.9490777879757
1999-06-09,1073.5073581683853
1999-06-10,1067.7650191249227
1999-06-11,1069.331196718113
1999-06-14,1062.9206169427428
1999-06-15,1066.3431693705015
1999-06-16,1080.1966133459587
1999-06-17,1088.4268213172174
1999-06-18,1091.2250877211732
1999-06-21,1096.8618660667482
1999-06-22,1091.3931866295218
1999-06-23,1083.6982628721219
1999-06-24,1073.835371054143
1999-06-25,1075.8144091123443
1999-06-28,1082.3528062737835
1999-06-29,1090.4623416757954
1999-06-30,1096.476754913752
1999-07-01,1109.9316725210485
1999-07-02,1118.1505131432725
1999-07-05,1126.25908913088
1999-07-06,1123.2003503934789
1999-07-07,1121.7160241114127
1999-07-08,1117.917127133727
1999-07-09,1121.6994398792167
1999-07-12,1120.3172590843262
1999-07-13,1114.8885178993874
1999-07-14,1120.3042161450187
1999-07-15,1131.7948639935946
1999-07-16,1132.4245564776445
1999-07-19,1129.0477809889917
1999-07-20,1115.673862137527
1999-07-21,1113.5658635255563
1999-07-22,1101.1894530616864
1999-07-23,1091.7152688409572
1999-07-26,1087.7300647574075
1999-07-27,1095.2678815774273
1999-07-28,1099.9650417494572
1999-07-29,1088.7076614822956
1999-07-30,1090.8012521142357
1999-08-02,1087.557684505857
1999-08-03,1085.2906413139435
1999-08-04,1078.7513362134455
1999-08-05,1073.093474363861
1999-08-06,1065.1219087768186
1999-08-09,1062.9699756847504
1999-08-10,1052.8893095481112
1999-08-11,1059.7857902480732
1999-08-12,1066.505991909276
1999-08-13,1081.6618893241507
1999-08-16,1089.185755791612
1999-08-17,1093.177939851145
1999-08-18,1091.4522922237284
1999-08-19,1087.2819077583056
1999-08-20,1100.1300850791922
1999-08-23,1115.9041245735082
1999-08-24,1115.0073091991364
1999-08-25,1123.7839489955484
1999-08-26,1112.8172477940416
1999-08-27,1107.4549621989893
1999-08-30,1099.355533473947
1999-08-31,1089.517672948161
1999-09-01,1100.8572277781825
1999-09-02,1094.2642770756743
1999-09-03,1113.292799312435
1999-09-06,1118.3157822874095
1999-09-07,1112.0986471310723
1999-09-08,1108.7175577362807
1999-09-09,1116.956222520507
1999-09-10,1117.2680567538155
1999-09-13,1114.3706252838936
1999-09-14,1110.0629191846174
1999-09-15,1100.6512144836192
1999-09-16,1094.4450697009431
1999-09-17,1099.7412154661877
1999-09-20,1103.4748013153367
1999-09-21,1093.8767635876386
1999-09-22,1088.9482607387224
1999-09-23,1076.891273887817
1999-09-24,1068.1779862140863
1999-09-27,1071.086460998915
1999-09-28,1073.0092588362156
1999-09-29,1066.5547504447222
1999-09-30,1077.4465999761305
1999-10-01,1078.6955790603697
1999-10-04,1090.255396488886
1999-10-05,1089.8930058985295
1999-10-06,1102.0471081276937
1999-10-07,1104.9579361171623
1999-10-08,1110.3921414366455
1999-10-11,1112.2108669108538
1999-10-12,1102.7043389398937
1999-10-13,1084.5880065344413
1999-10-14,1084.9709066831203
1999-10-15,1064.8562179278074
1999-10-18,1059.072893929081
1999-10-19,1068.3199025518004
1999-10-20,1082.5143143188338
1999-10-21,1079.9653566600414
1999-10-22,1091.0330494327359
1999-10-25,1087.806824225366
1999-10-26,1085.4055490554802
1999-10-27,1086.8292232041335
1999-10-28,1110.1134709302687
1999-10-29,1130.5106981773515
1999-11-01,1127.3046122917751
1999-11-02,1125.3317715267483
1999-11-03,1128.7928569348026
1999-11-04,1137.1602785932328
1999-11-05,1138.2787916477532
1999-11-08,1139.828679397471
1999-11-09,1138.6981041029037
1999-11-10,1146.8768783549126
1999-11-11,1153.3779333609548
1999-11-12,1157.2670133700024
1999-11-15,1159.2093163727359
1999-11-16,1169.9801957410152
1999-11-17,1169.3623993169253
1999-11-18,1178.4227380466561
1999-11-19,1178.5353326596344
1999-11-22,1179.0809555476376
1999-11-23,1175.7089646486124
1999-11-24,1176.537698973374
1999-11-25,1182.1632955915152
1999-11-26,1186.0735820900359
1999-11-29,1181.492927101824
1999-11-30,1164.2987976051813
1999-12-01,1171.9387896185342
1999-12-02,1177.168198339736
1999-12-03,1194.7873848839638
1999-12-06,1198.5825974858753
1999-12-07,1196.9958029809886
1999-12-08,1191.7090176888125
1999-12-09,1196.1226946518461
1999-12-10,1200.8052707316465
1999-12-13,1199.5980121138477
1999-12-14,1191.3613725924913
1999-12-15,1192.5179937970431
1999-12-16,1202.0774350842644
1999-12-17,1205.791304470146
1999-12-20,1209.7584808841136
1999-12-21,1214.0860566584638
1999-12-22,1223.0232362615088
1999-12-23,1239.9810587186341
1999-12-24,1243.569657651068
1999-12-27,1241.5167498602655
1999-12-28,1245.724303580981
1999-12-29,1251.3713193953583
1999-12-30,1257.61338928328
1999-12-31,1259.362036648315
2000-01-03,1261.017075268235
2000-01-04,1224.472502522546
2000-01-05,1208.0479058169444
2000-01-06,1194.2680430136213
2000-01-07,1222.1181073405714
2000-01-10,1236.644048224263
2000-01-11,1231.2522962603525
2000-01-12,1224.5268341436133
2000-01-13,1235.8938593483872
2000-01-14,1246.788315442946
2000-01-17,1252.7593985907724
2000-01-18,1238.7058275548602
2000-01-19,1232.643861179458
2000-01-20,1227.8506677868038
2000-01-21,1223.8463496119139
2000-01-24,1207.1928194295622
2000-01-25,1202.5182670651463
2000-01-26,1204.893424728746
2000-01-27,1206.953186560441
2000-01-28,1186.9436982814213
