Date,ACWI ex DENMARK
1998-12-31,1000.0
1999-01-01,1000.0002010403671
1999-01-04,1010.3578194834724
1999-01-05,1020.6821608616374
1999-01-06,1040.2369352416815
1999-01-07,1037.5671804730346
1999-01-08,1036.5573634642103
1999-01-11,1027.3237804720366
1999-01-12,1009.5965238702738
1999-01-13,994.4284190927865
1999-01-14,987.1892169610975
1999-01-15,1003.0161357068413
1999-01-18,1011.8529578542297
1999-01-19,1014.2608077175014
1999-01-20,1020.5904654576567
1999-01-21,1008.3254539170066
1999-01-22,992.7057596470931
1999-01-25,996.8368080912968
1999-01-26,1007.1968527365555
1999-01-27,1003.539054264226
1999-01-28,1012.3870108450493
1999-01-29,1019.9649260014106
1999-02-01,1021.8819035579702
1999-02-02,1017.7945760621095
1999-02-03,1016.5148529113777
1999-02-04,1004.9396093948525
1999-02-05,997.8405075704643
1999-02-08,996.2214906898867
1999-02-09,977.8307237278113
1999-02-10,978.7940856444077
1999-02-11,995.6943471958185
1999-02-12,990.8389843003381
1999-02-15,990.8840132268126
1999-02-16,993.912561121029
1999-02-17,984.9235943821999
1999-02-18,989.21219659061
1999-02-19,988.0795770740109
1999-02-22,1004.6929793638002
1999-02-23,1007.4206213792431
1999-02-24,1002.651405144157
1999-02-25,998.5654427173852
1999-02-26,994.0503311779781
1999-03-01,987.0729743381871
1999-03-02,982.0301240847048
1999-03-03,979.8624317209899
1999-03-04,986.8781515458124
1999-03-05,1011.1443257148802
1999-03-08,1015.1240855123107
1999-03-09,1018.160613656484
1999-03-10,1026.5277767182165
1999-03-11,1033.1963739798525
1999-03-12,1036.6005083398838
1999-03-15,1043.9661727262385
1999-03-16,1046.5922619267774
1999-03-17,1044.493217356168
1999-03-18,1047.9585042945505
1999-03-19,1048.0530010275488
1999-03-22,1044.101066921018
1999-03-23,1023.1346311160539
1999-03-24,1020.2214423518317
1999-03-25,1035.1332632633184
1999-03-26,1027.3734710662716
1999-03-29,1042.7493343547885
1999-03-30,1040.0629805780366
1999-03-31,1039.5068529735734
1999-04-01,1045.889722818109
1999-04-02,1045.1221795398899
1999-04-05,1054.2374936333788
1999-04-06,1060.6702278082262
1999-04-07,1068.2123613875904
1999-04-08,1080.4031308257117
1999-04-09,1081.6239307683509
1999-04-12,1085.8577599671594
1999-04-13,1086.3976915744238
1999-04-14,1080.0662946754535
1999-04-15,1072.8513136621402
1999-04-16,1072.628060659121
1999-04-19,1063.5661434557367
1999-04-20,1062.3365653788437
1999-04-21,1072.6697791190018
1999-04-22,1085.126390316058
1999-04-23,1087.7370531491888
1999-04-26,1091.7712401234041
1999-04-27,1099.0461966526582
1999-04-28,1093.4571847817078
1999-04-29,1086.619365064182
1999-04-30,1083.9185397601047
1999-05-03,1092.800400974072
1999-05-04,1085.1802904519946
1999-05-05,1088.9592546776803
1999-05-06,1090.112250077827
1999-05-07,1090.895982376293
1999-05-10,1091.123174474831
1999-05-11,1093.3862022657227
1999-05-12,1092.9207872292268
1999-05-13,1094.700553006502
1999-05-14,1076.996217460166
1999-05-17,1067.8489113899293
1999-05-18,1069.4978626826924
1999-05-19,1073.7016709543157
1999-05-20,1073.9238895938424
1999-05-21,1068.205356194848
1999-05-24,1057.58984258614
1999-05-25,1044.4831529679013
1999-05-26,1050.3872012334232
1999-05-27,1036.5026340461234
1999-05-28,1045.4480886227998
1999-05-31,1045.999120317913
1999-06-01,1046.5344952664848
1999-06-02,1048.4522028610359
1999-06-03,1051.7542045317891
1999-06-04,1065.656544991105
1999-06-07,1073.5003669984983
1999-06-08,1072.4589662059454
1999-06-09,1075.144431623273
1999-06-10,1069.4445549495158
1999-06-11,1071.1809479418562
1999-06-14,1064.7983688369634
1999-06-15,1068.0379156300514
1999-06-16,1081.8999086258827
1999-06-17,1090.1472207498337
1999-06-18,1093.3057136633404
1999-06-21,1099.0799578533022
1999-06-22,1093.4463371883237
1999-06-23,1085.7325301630171
1999-06-24,1075.8839087653907
1999-06-25,1077.9136591291315
1999-06-28,1084.4132950216122
1999-06-29,1092.5985283501873
1999-06-30,1098.3289533208822
1999-07-01,1111.7954506274577
1999-07-02,1120.10684499665
1999-07-05,1128.2009618742975
1999-07-06,1125.0841181669211
1999-07-07,1123.275788949545
1999-07-08,1119.3588133422345
1999-07-09,1123.1713118288194
1999-07-12,1121.780151763453
1999-07-13,1116.2036039632524
1999-07-14,1121.5559979472553
1999-07-15,1133.0903449241573
1999-07-16,1133.6846621900836
1999-07-19,1130.5393196732218
1999-07-20,1117.3118757962122
1999-07-21,1115.1850038485202
1999-07-22,1102.695198474802
1999-07-23,1093.4137286168295
1999-07-26,1089.5781887087392
1999-07-27,1097.0558227376846
1999-07-28,1101.8446138314591
1999-07-29,1090.6292563906243
1999-07-30,1092.8564384210329
1999-08-02,1089.528908970964
1999-08-03,1087.271652525454
1999-08-04,1080.7730721750268
1999-08-05,1075.031436927249
1999-08-06,1067.111253674425
1999-08-09,1064.9899411726904
1999-08-10,1054.7614229710803
1999-08-11,1061.72884841573
1999-08-12,1068.6087152589828
1999-08-13,1083.7198386526327
1999-08-16,1091.2503887124706
1999-08-17,1095.2753292682685
1999-08-18,1093.5142005487637
1999-08-19,1089.2455608600699
1999-08-20,1102.188083142687
1999-08-23,1118.0072810609547
1999-08-24,1117.098415132097
1999-08-25,1125.8039214544194
1999-08-26,1114.918376175958
1999-08-27,1109.5913143628627
1999-08-30,1101.4074897856553
1999-08-31,1091.5060982781501
1999-09-01,1102.8778527051215
1999-09-02,1096.2653011987145
1999-09-03,1115.367544160747
1999-09-06,1120.4742131871014
1999-09-07,1114.2589673696991
1999-09-08,1110.793331074353
1999-09-09,1118.907800850683
1999-09-10,1119.250149287438
1999-09-13,1116.2852207430194
1999-09-14,1111.9753214487973
1999-09-15,1102.3809345283785
1999-09-16,1096.1520032478911
1999-09-17,1101.521978204907
1999-09-20,1105.3881970732587
1999-09-21,1095.854156056563
1999-09-22,1090.8296423201552
1999-09-23,1078.8992335570554
1999-09-24,1070.1039206068947
1999-09-27,1073.0905045952009
1999-09-28,1075.0577356638717
1999-09-29,1068.4447052202593
1999-09-30,1079.291997279116
1999-10-01,1080.6323699538054
1999-10-04,1092.1644412852925
1999-10-05,1091.7724869482581
1999-10-06,1103.963702823052
1999-10-07,1106.9329854833213
1999-10-08,1112.4357093379397
1999-10-11,1114.3248135006968
1999-10-12,1104.7788045403329
1999-10-13,1086.609319545752
1999-10-14,1086.937392305411
1999-10-15,1066.728605351797
1999-10-18,1060.7987927188701
1999-10-19,1070.1641217357105
1999-10-20,1084.232193539662
1999-10-21,1081.672534573115
1999-10-22,1093.3174157365977
1999-10-25,1090.2132120819758
1999-10-26,1088.0068348841057
1999-10-27,1089.5055559175323
1999-10-28,1112.745472852125
1999-10-29,1133.2877705170847
1999-11-01,1130.0231934541216
1999-11-02,1128.1459922082763
1999-11-03,1131.533189342227
1999-11-04,1139.980895555815
1999-11-05,1141.0631582301949
1999-11-08,1142.7881812847443
1999-11-09,1141.5832770853683
1999-11-10,1149.899337804851
1999-11-11,1156.5461521137643
1999-11-12,1160.3669424386246
1999-11-15,1162.554620190249
1999-11-16,1173.4250079774456
1999-11-17,1173.0855689023556
1999-11-18,1182.3552237723693
1999-11-19,1182.1121447788096
1999-11-22,1182.6524968729043
1999-11-23,1179.2711742979104
1999-11-24,1179.9212914522586
1999-11-25,1185.7558833209819
1999-11-26,1189.7672842254196
1999-11-29,1185.3059035280949
1999-11-30,1168.0531856827265
1999-12-01,1175.9257278600307
1999-12-02,1181.3281956278256
1999-12-03,1199.2041492705016
1999-12-06,1203.3788144016448
1999-12-07,1201.780048345816
1999-12-08,1197.5757601414489
1999-12-09,1201.328595741494
1999-12-10,1205.6492844614104
1999-12-13,1204.5401984677342
1999-12-14,1196.5274188046767
1999-12-15,1197.2371656601165
1999-12-16,1206.8779425769512
1999-12-17,1210.6850617135613
1999-12-20,1214.5597979808024
1999-12-21,1218.927769357393
1999-12-22,1228.0685870453365
1999-12-23,1245.2463316337848
1999-12-24,1248.8187031982538
1999-12-27,1246.7476393539068
1999-12-28,1251.0815275028883
1999-12-29,1256.8994760040728
1999-12-30,1263.1513577681578
1999-12-31,1264.892096134961
2000-01-03,1266.8681245039488
2000-01-04,1230.3243884487258
2000-01-05,1213.3181268303015
2000-01-06,1199.5598074961179
2000-01-07,1227.3585199531265
2000-01-10,1242.1371295088238
2000-01-11,1236.9385972973464
2000-01-12,1230.2945737889831
2000-01-13,1241.6862452884072
2000-01-14,1252.8087114334228
2000-01-17,1259.1667696498948
2000-01-18,1244.8417506806818
2000-01-19,1238.8207493686518
2000-01-20,1234.117488924621
2000-01-21,1230.0455666197965
2000-01-24,1213.5855821653508
2000-01-25,1208.919307031219
2000-01-26,1211.361407581011
2000-01-27,1213.0555180753859
2000-01-28,1193.446684992441
2000-01-31,1195.8273822721237
2000-02-01,1205.3326126283253
2000-02-02,1212.1915470858012
2000-02-03,1232.4338786022533
2000-02-04,1235.0532852520314
2000-02-07,1230.8454117578874
2000-02-08,1245.6638583038925
2000-02-09,1237.1624610509264
2000-02-10,1236.1727212919914
2000-02-11,1223.4981646801057
2000-02-14,1218.0804246699581
2000-02-15,1212.6483715637844
2000-02-16,1209.7048957093552
2000-02-17,1215.779768797033
2000-02-18,1195.2191921367285
2000-02-21,1186.4840304371085
2000-02-22,1191.2495945200903
2000-02-23,1201.4828508444941
2000-02-24,1198.222362671304
2000-02-25,1192.673321303017
2000-02-28,1190.561256424698
2000-02-29,1199.3603814765452
2000-03-01,1216.5541864811642
2000-03-02,1227.3155673404137
2000-03-03,1238.4404992418056
2000-03-06,1231.7003372144945
2000-03-07,1215.0947875409397
2000-03-08,1213.801368160455
2000-03-09,1231.9919312845982
2000-03-10,1230.107574441498
2000-03-13,1211.1952063525057
2000-03-14,1201.5342352172336
2000-03-15,1206.0641700916524
2000-03-16,1243.8211301017488
2000-03-17,1249.8258257683049
2000-03-20,1251.765685887219
2000-03-21,1268.8876703017997
2000-03-22,1268.9266953425001
2000-03-23,1282.6062132104132
2000-03-24,1293.0532483591512
2000-03-27,1294.5196512686489
2000-03-28,1291.796434327008
2000-03-29,1290.038275190178
2000-03-30,1268.2161466791679
2000-03-31,1278.2761550761015
2000-04-03,1273.5650120252574
2000-04-04,1267.5796088104264
2000-04-05,1258.8674932653264
2000-04-06,1268.0565571061036
2000-04-07,1279.3591051550115
2000-04-10,1277.6009004463401
2000-04-11,1266.8670873396716
2000-04-12,1252.4279230633842
2000-04-13,1235.6338524011323
2000-04-14,1187.9455182472977
2000-04-17,1187.9598883264355
2000-04-18,1212.5186458977214
2000-04-19,1208.7553881734646
2000-04-20,1214.2873323251415
2000-04-21,1214.0762186402717
2000-04-24,1213.7351847073187
2000-04-25,1232.1625702200424
2000-04-26,1228.1426262120024
2000-04-27,1219.879680522823
2000-04-28,1220.881334657553
2000-05-01,1228.8868285617043
