Date,AC AMERICAS
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,97.38492398382274
2001-01-03,102.20338031701924
2001-01-04,101.15959223556756
2001-01-05,98.46655406972916
2001-01-08,98.26547988687244
2001-01-09,98.77658439575801
2001-01-10,99.63764227110931
2001-01-11,100.67498610372829
2001-01-12,100.10903685732505
2001-01-15,100.13137919502662
2001-01-16,100.81703059185308
2001-01-17,100.99804991436538
2001-01-18,102.33538443285228
2001-01-19,102.19636704667671
2001-01-22,102.1121709080007
2001-01-23,103.40883311032434
2001-01-24,103.80939566646016
2001-01-25,103.21946033582051
2001-01-26,103.05548601177763
2001-01-29,103.73863249667377
2001-01-30,104.50712909476869
2001-01-31,103.94545628442577
2001-02-01,104.42980401757183
2001-02-02,102.56875001521172
2001-02-05,102.95727015755993
2001-02-06,102.88097275720135
2001-02-07,101.95131713842241
2001-02-08,101.34001570328981
2001-02-09,99.81132589808743
2001-02-12,100.98260150618447
2001-02-13,100.09031179192601
2001-02-14,99.81024950653233
2001-02-15,100.62192970365243
2001-02-16,98.75882171394541
2001-02-19,98.77635606210713
2001-02-20,97.06800356430482
2001-02-21,95.2584444035569
2001-02-22,95.08887633915788
2001-02-23,94.53313446550682
2001-02-26,96.31024962451772
2001-02-27,95.60350052844373
2001-02-28,94.30174878518895
2001-03-01,94.39758564065757
2001-03-02,93.73323411764198
2001-03-05,94.2829751021156
2001-03-06,95.13070565372982
2001-03-07,95.70856229956807
2001-03-08,95.89435770255905
2001-03-09,93.64190438042567
2001-03-12,89.54435789122002
2001-03-13,90.98918722222803
2001-03-14,88.63536719567534
2001-03-15,89.06740177094515
2001-03-16,87.29860229071242
2001-03-19,88.7877235969792
2001-03-20,86.73252449403405
2001-03-21,85.15635842714917
2001-03-22,84.67420444230903
2001-03-23,86.27730232783118
2001-03-26,87.42809038424011
2001-03-27,89.73020916568149
2001-03-28,87.54578924669397
2001-03-29,87.17527027838247
2001-03-30,88.16338116631923
2001-04-02,87.14553134581192
2001-04-03,84.0891028542044
2001-04-04,83.8941962799437
2001-04-05,87.49871544717497
2001-04-06,85.91659325101823
2001-04-09,86.67385355304
2001-04-10,88.96603914978382
2001-04-11,88.68352033820237
2001-04-12,89.9029010049523
2001-04-13,89.90284931092017
2001-04-16,89.63204581072794
2001-04-17,90.6155367504142
2001-04-18,94.0363673351874
2001-04-19,95.22986657384153
2001-04-20,94.43320077458257
2001-04-23,93.00620115105067
2001-04-24,91.90059287400116
2001-04-25,93.3981598692802
2001-04-26,93.91915870662764
2001-04-27,95.17495244134892
2001-04-30,94.95317266674039
2001-05-01,96.2277888935808
2001-05-02,96.3816426541695
2001-05-03,94.9869769967681
2001-05-04,96.34951595886493
2001-05-07,96.14215195613676
2001-05-08,95.92048365642613
