Date,ACWI ex THAILAND
1998-12-31,1000.0
1999-01-01,1000.0002004414652
1999-01-04,1010.4668881638958
1999-01-05,1020.6666312005215
1999-01-06,1040.0594683217255
1999-01-07,1037.2827058527491
1999-01-08,1036.2653282662254
1999-01-11,1027.0821651061306
1999-01-12,1009.4167789372754
1999-01-13,994.3158258666552
1999-01-14,987.0761507830927
1999-01-15,1002.8351461424188
1999-01-18,1011.6629147604627
1999-01-19,1014.0608674905386
1999-01-20,1020.3456151048409
1999-01-21,1008.1077892580871
1999-01-22,992.5272084806162
1999-01-25,996.7063501625497
1999-01-26,1007.0275160110691
1999-01-27,1003.3462091949333
1999-01-28,1012.1706436961521
1999-01-29,1019.7342593576755
1999-02-01,1021.6384915296609
1999-02-02,1017.6016498918195
1999-02-03,1016.3279304202653
1999-02-04,1004.736231182532
1999-02-05,997.6514206422919
1999-02-08,996.0535308742753
1999-02-09,977.7573090965494
1999-02-10,978.6995760663272
1999-02-11,995.572110908919
1999-02-12,990.5694020168809
1999-02-15,990.5497994288608
1999-02-16,993.5169112053599
1999-02-17,984.6377639544033
1999-02-18,988.9261650681801
1999-02-19,987.76867963709
1999-02-22,1004.3087654030534
1999-02-23,1007.0591580297382
1999-02-24,1002.2394259735756
1999-02-25,998.2000874702971
1999-02-26,993.6617107916024
1999-03-01,986.64577773839
1999-03-02,981.6364694366616
1999-03-03,979.4899309195796
1999-03-04,986.4028392721733
1999-03-05,1010.636477365113
1999-03-08,1014.5658189723273
1999-03-09,1017.5426556705551
1999-03-10,1025.8658373966653
1999-03-11,1032.4204334590906
1999-03-12,1035.8590201590762
1999-03-15,1043.0750628556684
1999-03-16,1045.7142739792948
1999-03-17,1043.7194323396723
1999-03-18,1047.2014223378214
1999-03-19,1047.2621217056158
1999-03-22,1043.3121905685553
1999-03-23,1022.4325753633576
1999-03-24,1019.5784429768538
1999-03-25,1034.4966814555198
1999-03-26,1026.7078077198125
1999-03-29,1041.979253021411
1999-03-30,1039.3495306262628
1999-03-31,1038.8750474199117
1999-04-01,1045.222217345568
1999-04-02,1044.4499622485068
1999-04-05,1053.5198547723783
1999-04-06,1060.034512490509
1999-04-07,1067.5468682822395
1999-04-08,1079.7388011164974
1999-04-09,1080.9891458231968
1999-04-12,1085.1832862290848
1999-04-13,1085.7080585552915
1999-04-14,1079.4222254907302
1999-04-15,1072.1435895005723
1999-04-16,1071.7237661077072
1999-04-19,1062.7092433424725
1999-04-20,1061.4609996687527
1999-04-21,1071.8022972895615
1999-04-22,1084.2021941360356
1999-04-23,1086.7691578709764
1999-04-26,1090.704940702526
1999-04-27,1098.0413279148804
1999-04-28,1092.551225005114
1999-04-29,1085.7428542149132
1999-04-30,1082.964015521755
1999-05-03,1091.883399643365
1999-05-04,1084.0276838929199
1999-05-05,1087.7506040349613
1999-05-06,1088.9357962570384
1999-05-07,1089.8482958303996
1999-05-10,1090.0679145197926
1999-05-11,1092.272705759732
1999-05-12,1091.766540558644
1999-05-13,1093.595245464175
1999-05-14,1076.0001529842334
1999-05-17,1066.8487250445428
1999-05-18,1068.4356148293157
1999-05-19,1072.704163428465
1999-05-20,1072.9678570135868
1999-05-21,1067.252584408413
1999-05-24,1056.690316004042
1999-05-25,1043.6341465467838
1999-05-26,1049.4948743114614
1999-05-27,1035.619410493668
1999-05-28,1044.5810288151285
1999-05-31,1045.1165650919418
1999-06-01,1045.534882349678
1999-06-02,1047.3954003860456
1999-06-03,1050.730284631727
1999-06-04,1064.6235752252346
1999-06-07,1072.4405136827445
1999-06-08,1071.424195695064
1999-06-09,1074.024610794706
1999-06-10,1068.2915382288445
1999-06-11,1070.0582141065142
1999-06-14,1063.6413505831686
1999-06-15,1066.885899427712
