Date,ACWI WITH BRAZIL ADR
2003-05-30,1000.0
2003-06-02,1009.3980593114092
2003-06-03,1009.6515530809903
2003-06-04,1021.3489685859355
2003-06-05,1028.2640973045798
2003-06-06,1030.2906637216406
2003-06-09,1021.8965225514161
2003-06-10,1026.2317992780459
2003-06-11,1040.7749728768479
2003-06-12,1043.5897865100962
2003-06-13,1036.1041631501082
2003-06-16,1054.0082426191268
2003-06-17,1059.2354631323926
2003-06-18,1056.9526761544832
2003-06-19,1043.5600265206785
2003-06-20,1044.559223706303
2003-06-23,1029.363640914847
2003-06-24,1025.6639943002708
2003-06-25,1024.5439039619753
2003-06-26,1026.2364764654515
2003-06-27,1022.2809377697422
2003-06-30,1018.7483247822115
2003-07-01,1023.1246592096953
2003-07-02,1037.1535785035878
2003-07-03,1036.8493753376188
2003-07-04,1034.5683871230406
2003-07-07,1051.2780742869008
2003-07-08,1052.363138485078
2003-07-09,1047.9393181253267
2003-07-10,1036.5869966715738
2003-07-11,1041.6928594951414
2003-07-14,1051.457907404807
2003-07-15,1045.7178710355504
2003-07-16,1038.7210491125475
2003-07-17,1025.159523262202
2003-07-18,1032.6559849396128
2003-07-21,1024.5973176039595
2003-07-22,1031.2666513959798
2003-07-23,1035.2982221869463
2003-07-24,1037.9735790435543
2003-07-25,1048.1000793810745
2003-07-28,1050.6532771630652
2003-07-29,1045.2403176364728
2003-07-30,1039.5900413600934
2003-07-31,1040.9959852095765
2003-08-01,1033.263832485809
2003-08-04,1033.2997068662328
2003-08-05,1024.1896669361483
2003-08-06,1020.5798020779141
2003-08-07,1027.1762569366717
2003-08-08,1030.4230386204563
2003-08-11,1035.7921235552135
2003-08-12,1043.0757378753435
2003-08-13,1042.6638464058533
2003-08-14,1050.977589247146
2003-08-15,1051.7244851634755
2003-08-18,1058.8635941704888
2003-08-19,1060.616729878289
2003-08-20,1061.6168543007252
2003-08-21,1063.7389765698388
2003-08-22,1056.2538641280883
2003-08-25,1054.6915486080782
2003-08-26,1052.9553745064206
2003-08-27,1055.3726750586386
2003-08-28,1060.2170031888295
2003-08-29,1065.3279187852597
