Date,ACWI ex SINGAPORE
1998-12-31,1000.0
1999-01-01,1000.0002009106302
1999-01-04,1010.4772348296719
1999-01-05,1020.8710406090768
1999-01-06,1040.2826356950777
1999-01-07,1037.3649045114123
1999-01-08,1036.3034419419755
1999-01-11,1027.0930579446067
1999-01-12,1009.4086823175122
1999-01-13,994.3013824390617
1999-01-14,987.1284002044158
1999-01-15,1002.8201675049359
1999-01-18,1011.5785417918361
1999-01-19,1013.9715078656044
1999-01-20,1020.3009671122046
1999-01-21,1008.1289170320175
1999-01-22,992.5060523517886
1999-01-25,996.8590650845207
1999-01-26,1007.1964349493676
1999-01-27,1003.4364947898396
1999-01-28,1012.3591213549165
1999-01-29,1019.9181228823262
1999-02-01,1021.8475232735124
1999-02-02,1017.8052965045006
1999-02-03,1016.5849822171717
1999-02-04,1004.9321759479916
1999-02-05,997.8446230955783
1999-02-08,996.2611033399444
1999-02-09,977.971569491886
1999-02-10,978.9869528083411
1999-02-11,995.7350428696986
1999-02-12,990.8256063322499
1999-02-15,990.81342384826
1999-02-16,993.7959269915423
1999-02-17,984.855073416977
1999-02-18,989.2326416928312
1999-02-19,987.9625567054591
1999-02-22,1004.4432076633366
1999-02-23,1007.181103753594
1999-02-24,1002.3084483183368
1999-02-25,998.249917551594
1999-02-26,993.7289872966529
1999-03-01,986.6583143333899
1999-03-02,981.6766183652928
1999-03-03,979.5322242733702
1999-03-04,986.4276649467478
1999-03-05,1010.6809352284278
1999-03-08,1014.6478946904201
1999-03-09,1017.6282613867536
1999-03-10,1025.913260676531
1999-03-11,1032.5489509738711
1999-03-12,1035.9493077819802
1999-03-15,1043.1439926559801
1999-03-16,1045.8037712018515
1999-03-17,1043.8694288410527
1999-03-18,1047.3951446541855
1999-03-19,1047.4879224412912
1999-03-22,1043.516753795097
1999-03-23,1022.6171406923161
1999-03-24,1019.7521972098803
1999-03-25,1034.667693064662
1999-03-26,1026.8644714503566
1999-03-29,1042.1596554040752
1999-03-30,1039.4902528728833
1999-03-31,1038.9654774312833
1999-04-01,1045.297920135009
1999-04-02,1044.5296977552043
1999-04-05,1053.5353650802483
