Date,AC ASIA PAC ex JP WITH CHINA ALL SHARES
2009-04-02,1238.2540330516392
2009-04-03,1243.1091820410138
2009-04-06,1263.3176784263699
2009-04-07,1251.1437257775603
2009-04-08,1214.6614397296883
2009-04-09,1251.9757617047546
2009-04-10,1261.1663049779092
2009-04-13,1272.6804666853784
2009-04-14,1299.0123270166473
2009-04-15,1298.5812363465693
2009-04-16,1299.8328334029318
2009-04-17,1294.7458870858943
2009-04-20,1295.0276219799296
2009-04-21,1275.3432192035477
2009-04-22,1265.3146898639418
2009-04-23,1287.6100265609737
2009-04-24,1291.973004156694
2009-04-27,1269.2004114289275
2009-04-28,1242.653354877071
2009-04-29,1278.1275758141555
2009-04-30,1331.643094061162
2009-05-01,1326.84163400622
2009-05-04,1393.6200291622556
2009-05-05,1401.4440175583197
2009-05-06,1413.4006086019856
2009-05-07,1438.1269778085307
2009-05-08,1446.2002969161726
2009-05-11,1436.7236783286803
2009-05-12,1429.9548141202304
2009-05-13,1429.857986763017
2009-05-14,1386.2787511841345
2009-05-15,1407.7376694946497
2009-05-18,1435.868372685649
2009-05-19,1476.1622636734298
2009-05-20,1479.1989226580524
2009-05-21,1461.085486570827
2009-05-22,1461.1815747416279
2009-05-25,1459.4182041345455
2009-05-26,1447.8310236106524
2009-05-27,1483.6892593915097
2009-05-28,1484.4515291539763
2009-05-29,1512.1491189414567
2009-06-01,1561.3693098462618
2009-06-02,1561.8442147071335
2009-06-03,1572.7422710571693
2009-06-04,1547.2869510993692
2009-06-05,1562.7794009894612
2009-06-08,1533.1940560522141
2009-06-09,1525.8745528229904
2009-06-10,1571.794257349306
2009-06-11,1577.7285276713785
2009-06-12,1569.5045358559978
2009-06-15,1537.21556364014
2009-06-16,1520.901200704383
2009-06-17,1502.3574491096358
2009-06-18,1494.3739206577873
2009-06-19,1509.3333453396401
2009-06-22,1508.8465596104254
2009-06-23,1471.1309953646437
2009-06-24,1502.5115206786027
2009-06-25,1518.191798441352
2009-06-26,1544.3005262077913
2009-06-29,1541.1600451533336
2009-06-30,1545.3236420143705
2009-07-01,1550.867794612267
2009-07-02,1546.3248333078595
2009-07-03,1548.738409491277
2009-07-06,1530.0265250757345
2009-07-07,1530.080535019211
2009-07-08,1513.2099511939487
2009-07-09,1519.800853995612
2009-07-10,1514.5240511126683
2009-07-13,1476.8315107624398
2009-07-14,1525.813288691058
2009-07-15,1568.9750906195468
2009-07-16,1584.160873140548
2009-07-17,1602.607745604855
2009-07-20,1648.3009123032768
2009-07-21,1649.214930892214
2009-07-22,1647.8120983529245
2009-07-23,1668.6741369257072
2009-07-24,1679.0516397482515
2009-07-27,1706.8694294220847
2009-07-28,1730.9301512537459
2009-07-29,1694.0426498424024
2009-07-30,1712.4350844245766
2009-07-31,1743.130732508307
2009-08-03,1767.6371387743504
2009-08-04,1765.5430482259026
2009-08-05,1744.0415053721786
2009-08-06,1752.3012904173322
2009-08-07,1726.0259924328855
2009-08-10,1734.5310690465394
2009-08-11,1737.183000590067
2009-08-12,1711.0058172370325
2009-08-13,1749.4402151972708
2009-08-14,1747.3052235829123
2009-08-17,1680.825636572273
2009-08-18,1687.1973536599148
2009-08-19,1667.874825827355
2009-08-20,1694.5888065608217
2009-08-21,1690.4691289512111
2009-08-24,1735.7322712554405
2009-08-25,1721.4956689701417
2009-08-26,1723.179496072709
2009-08-27,1713.859528682408
2009-08-28,1725.2871255064072
2009-08-31,1698.2418142851764
2009-09-01,1714.6186625754692
2009-09-02,1694.871103650396
2009-09-03,1715.0728271712853
2009-09-04,1737.903422201516
2009-09-07,1764.0151627483413
2009-09-08,1796.3455435927292
2009-09-09,1791.437013397112
2009-09-10,1806.4363774259843
2009-09-11,1819.8524961394066
2009-09-14,1797.5592283906788
2009-09-15,1806.9257191900958
2009-09-16,1847.2309381346245
2009-09-17,1871.4111815659771
2009-09-18,1855.2642731330845
2009-09-21,1844.6376856254105
2009-09-22,1859.4691243387883
2009-09-23,1860.6699899883538
2009-09-24,1840.6934223271924
2009-09-25,1840.2315719143166
2009-09-28,1814.4540254613605
2009-09-29,1844.2421869345962
2009-09-30,1857.458400626295
2009-10-01,1847.5342939534985
2009-10-02,1813.256151102399
2009-10-05,1809.9977168884363
2009-10-06,1839.8973224325766
2009-10-07,1861.2564045179836
2009-10-08,1885.032187388328
2009-10-09,1896.8731411159033
2009-10-12,1892.7823639730925
2009-10-13,1901.752418340215
2009-10-14,1934.133069394467
2009-10-15,1947.0314308329764
2009-10-16,1935.551260871524
2009-10-19,1948.4437024018293
2009-10-20,1963.5613431614106
2009-10-21,1952.6350246411914
2009-10-22,1929.553368128157
2009-10-23,1955.0230939382227
2009-10-26,1951.7414164213237
2009-10-27,1920.6713348417688
2009-10-28,1878.2214591687475
2009-10-29,1846.12747310416
2009-10-30,1862.37841462697
2009-11-02,1852.3625907925793
2009-11-03,1832.7431825200172
2009-11-04,1865.3584457178224
2009-11-05,1856.8444546066585
2009-11-06,1889.6123383659076
2009-11-09,1925.6013780789615
2009-11-10,1935.532733659817
2009-11-11,1954.2338167675166
2009-11-12,1942.4886523108307
2009-11-13,1945.6593311278205
2009-11-16,1979.9601906152848
2009-11-17,1967.7633492286532
2009-11-18,1973.6158723008757
2009-11-19,1959.5844139690814
2009-11-20,1945.3692069127096
2009-11-23,1967.0106140728667
2009-11-24,1944.987304649123
2009-11-25,1967.5189363402646
2009-11-26,1935.4635940927606
2009-11-27,1868.4628202953897
2009-11-30,1919.2661250849683
2009-12-01,1946.6513285891049
2009-12-02,1967.7909442963448
2009-12-03,1980.0352831997354
2009-12-04,1966.8448646180975
2009-12-07,1961.0265405873113
2009-12-08,1952.25410761683
2009-12-09,1937.6186929382552
2009-12-10,1937.3785810133784
2009-12-11,1946.6401188567615
2009-12-14,1956.511948236217
2009-12-15,1946.5316978715796
2009-12-16,1931.4381081140916
2009-12-17,1906.8736972323934
2009-12-18,1894.4975460855578
2009-12-21,1882.1351497637459
2009-12-22,1893.3140640633112
2009-12-23,1913.6445371030723
2009-12-24,1937.4319265107267
2009-12-25,1936.61080583569
2009-12-28,1947.4001787015332
2009-12-29,1959.4074058404387
2009-12-30,1963.5743482527414
2009-12-31,1985.631823001214
2010-01-01,1985.631823001214
2010-01-04,2001.850997242042
2010-01-05,2027.1563708115698
2010-01-06,2038.0781944785085
2010-01-07,2022.496634633798
2010-01-08,2028.0492975816667
2010-01-11,2049.847839741947
2010-01-12,2040.094892206478
2010-01-13,2006.7542643528357
2010-01-14,2025.8154047718751
2010-01-15,2024.0828044428347
2010-01-18,2024.2170885924693
2010-01-19,2017.3297855222959
2010-01-20,1992.4281063836638
2010-01-21,1967.039134608323
2010-01-22,1934.0664094422507
2010-01-25,1920.6699143490212
2010-01-26,1881.1821537006772
2010-01-27,1856.4507295409355
2010-01-28,1879.9366094918978
2010-01-29,1851.5759489336867
2010-02-01,1839.7912270770262
2010-02-02,1845.1506048405713
2010-02-03,1880.3983289878372
2010-02-04,1854.9289496728986
2010-02-05,1791.6080928009337
2010-02-08,1790.3554146214972
2010-02-09,1807.6765364701118
2010-02-10,1816.5628914169279
2010-02-11,1844.7890702301534
2010-02-12,1847.4363005726213
2010-02-15,1849.09083829093
2010-02-16,1862.6626714290524
2010-02-17,1890.3281434496257
2010-02-18,1881.251762971579
2010-02-19,1854.3594544810328
2010-02-22,1889.9444028075886
2010-02-23,1895.0310876499227
2010-02-24,1877.7659136667542
2010-02-25,1854.7394781898222
2010-02-26,1876.7551624306345
2010-03-01,1903.038205475653
2010-03-02,1917.8398993426306
2010-03-03,1930.130263260062
2010-03-04,1916.205166052694
2010-03-05,1937.1137490641956
2010-03-08,1968.0198078932867
2010-03-09,1971.0593821623254
2010-03-10,1978.9604960851061
2010-03-11,1973.749281771275
2010-03-12,1975.4747142633823
2010-03-15,1953.7550348645864
2010-03-16,1962.2839722600293
2010-03-17,2002.1782080687804
2010-03-18,1997.0054695094875
2010-03-19,2001.213814797237
2010-03-22,1977.2705591944978
2010-03-23,1987.0175192347435
2010-03-24,1985.5016971360033
2010-03-25,1983.3768215982714
2010-03-26,1994.2085410031937
2010-03-29,2014.3246213764105
2010-03-30,2024.3833135038121
2010-03-31,2010.378499880711
2010-04-01,2038.7178697463066
2010-04-02,2041.5550917352275
2010-04-05,2050.3789717151135
2010-04-06,2060.764264048665
2010-04-07,2074.264156090247
2010-04-08,2059.540195206602
2010-04-09,2074.4310568190235
2010-04-12,2068.913940093467
2010-04-13,2056.8097009944913
2010-04-14,2081.7104349165766
2010-04-15,2086.168323259721
2010-04-16,2064.5470870869176
2010-04-19,2013.1580401398737
2010-04-20,2034.1202048720077
2010-04-21,2048.448093286786
2010-04-22,2036.3887062573974
2010-04-23,2028.234583687363
2010-04-26,2049.880508405731
2010-04-27,2034.303815397096
2010-04-28,2005.1974203058048
2010-04-29,2002.0747697058123
2010-04-30,2022.5522162517389
2010-05-03,1998.3985618958834
2010-05-04,1978.1035023693473
2010-05-05,1944.3916169270542
2010-05-06,1895.2561300634477
2010-05-07,1855.8299483101266
2010-05-10,1917.3642579715795
2010-05-11,1892.3334360037773
2010-05-12,1895.181233928643
2010-05-13,1930.0465894618778
2010-05-14,1910.041967035528
2010-05-17,1847.4325046065271
2010-05-18,1853.6556969589492
2010-05-19,1797.4437981535746
2010-05-20,1756.3088066368948
2010-05-21,1751.3464840509737
2010-05-24,1772.9559479011684
2010-05-25,1698.657514470708
2010-05-26,1733.670635574301
2010-05-27,1774.5872943135155
2010-05-28,1808.5878311091355
2010-05-31,1806.4434457506097
2010-06-01,1777.2253255237767
2010-06-02,1767.4389909784754
2010-06-03,1813.9890865480138
2010-06-04,1803.111867829647
2010-06-07,1745.454203930067
2010-06-08,1754.0740728369415
2010-06-09,1764.397836553898
2010-06-10,1781.7048177982947
2010-06-11,1809.5846165910223
2010-06-14,1839.2864626367877
2010-06-15,1838.191599947463
2010-06-16,1853.6652726093268
2010-06-17,1856.0681795115593
2010-06-18,1868.9369497193416
2010-06-21,1928.8606734935497
2010-06-22,1908.6253767423768
2010-06-23,1889.8459811760822
2010-06-24,1883.4823546727948
2010-06-25,1862.6146885225216
2010-06-28,1870.9036315641808
2010-06-29,1824.6672801903032
2010-06-30,1811.0137539359876
2010-07-01,1788.2302449261877
2010-07-02,1787.3366027641155
2010-07-05,1783.512088350247
2010-07-06,1817.2061318049562
2010-07-07,1808.829498310437
2010-07-08,1844.973938434248
2010-07-09,1874.300322744409
2010-07-12,1879.4446995221883
2010-07-13,1872.4080852105749
2010-07-14,1897.64977064745
2010-07-15,1882.1857948386887
2010-07-16,1874.0090943758194
2010-07-19,1858.273646336824
2010-07-20,1880.8383708475133
2010-07-21,1894.0478734291846
2010-07-22,1896.60613124782
2010-07-23,1923.848022098855
2010-07-26,1933.2799126349712
2010-07-27,1944.1445972224446
2010-07-28,1948.2783054538231
2010-07-29,1956.3490211903836
2010-07-30,1950.0877962046259
2010-08-02,1986.886834642549
2010-08-03,1990.1418110891816
2010-08-04,1989.813957583454
2010-08-05,1987.7920695102318
2010-08-06,1995.4265365215565
2010-08-09,2008.234335766744
2010-08-10,1977.4258789140972
2010-08-11,1946.054478112331
2010-08-12,1922.0042376803522
2010-08-13,1940.1156814590258
2010-08-16,1940.6662758476061
2010-08-17,1955.3940898582946
2010-08-18,1956.0713881582885
2010-08-19,1965.9134797979218
2010-08-20,1948.2367122957191
2010-08-23,1949.1385496339926
2010-08-24,1929.4383632742838
2010-08-25,1904.1406412824304
2010-08-26,1914.3109754976115
2010-08-27,1916.4895829611658
2010-08-30,1940.0335593951918
2010-08-31,1919.066779246554
2010-09-01,1954.7473682175284
2010-09-02,1973.256278378034
2010-09-03,1985.6602412236973
2010-09-06,2013.7739818879002
2010-09-07,2010.3776795206302
2010-09-08,2001.275396134136
2010-09-09,2014.9509825360249
2010-09-10,2019.5625295199543
2010-09-13,2058.999950921638
2010-09-14,2064.403618428483
2010-09-15,2073.7925405418373
2010-09-16,2056.8052438451696
2010-09-17,2076.11417659419
2010-09-20,2087.3771698500004
2010-09-21,2090.660271953774
2010-09-22,2099.239283475935
2010-09-23,2096.327590189215
2010-09-24,2105.218182289866
2010-09-27,2131.845087622114
2010-09-28,2124.0326321414755
2010-09-29,2137.8936485848008
2010-09-30,2135.0414260747457
2010-10-01,2148.586360507439
2010-10-04,2164.8327707647063
2010-10-05,2159.216627481052
2010-10-06,2193.0891084845653
2010-10-07,2196.4091041898077
2010-10-08,2193.6086420094825
2010-10-11,2208.131163425442
2010-10-12,2183.992880053957
2010-10-13,2213.3189904684004
2010-10-14,2246.1004763873552
2010-10-15,2242.4408719368457
2010-10-18,2216.8905607019265
2010-10-19,2208.810486012335
2010-10-20,2209.828533420906
2010-10-21,2217.4322776934455
2010-10-22,2218.8974383562227
2010-10-25,2256.8237825136516
2010-10-26,2246.4914143375345
2010-10-27,2204.499814695894
2010-10-28,2217.927241862404
2010-10-29,2211.1043129575837
2010-11-01,2254.3632184401617
2010-11-02,2262.961356981505
2010-11-03,2278.281962887473
2010-11-04,2313.3196160417106
2010-11-05,2333.6327574314673
2010-11-08,2333.3210638917562
2010-11-09,2328.385602069204
2010-11-10,2310.5598939353263
2010-11-11,2305.50538957576
2010-11-12,2254.9730725402947
2010-11-15,2245.6371771834174
2010-11-16,2224.0684118468216
2010-11-17,2194.084725949568
2010-11-18,2222.912408230393
2010-11-19,2221.4883952040714
2010-11-22,2232.8077013194943
2010-11-23,2186.3382358974973
2010-11-24,2189.1981113866873
2010-11-25,2196.735034315095
2010-11-26,2163.34402833402
2010-11-29,2173.4840980433705
2010-11-30,2158.823872810214
2010-12-01,2187.098523053435
2010-12-02,2222.323695961103
2010-12-03,2236.4612572486108
2010-12-06,2240.4297184885304
2010-12-07,2255.5970953764268
2010-12-08,2225.407026212357
2010-12-09,2238.1169873138965
2010-12-10,2238.745488997398
2010-12-13,2255.604553202524
2010-12-14,2270.3677052107573
2010-12-15,2247.0317508923436
2010-12-16,2233.130432221702
2010-12-17,2238.2494465864843
2010-12-20,2228.970938600834
2010-12-21,2256.0089028470416
2010-12-22,2260.772168884673
2010-12-23,2263.134051063863
2010-12-24,2257.503978298382
2010-12-27,2255.6046434951672
2010-12-28,2257.2613927874136
2010-12-29,2274.2818220870026
2010-12-30,2287.0515367198777
2010-12-31,2296.8344668793666
2011-01-03,2315.5306628410954
2011-01-04,2320.5042777916615
2011-01-05,2303.7929937413683
2011-01-06,2303.412359615755
2011-01-07,2291.345682391474
2011-01-10,2269.561730529391
2011-01-11,2277.6150646504743
2011-01-12,2302.433904300648
2011-01-13,2315.382974973704
2011-01-14,2308.2058201299556
2011-01-17,2291.5359880989167
2011-01-18,2302.741768972904
2011-01-19,2327.262858210372
2011-01-20,2283.7977082141438
2011-01-21,2269.080828595867
2011-01-24,2273.8952507847416
2011-01-25,2276.17979022107
2011-01-26,2291.708070397702
2011-01-27,2294.6865709915364
2011-01-28,2283.1190902012404
2011-01-31,2267.53193992978
2011-02-01,2276.7225425490324
2011-02-02,2293.9713278583677
2011-02-03,2301.2391240342554
2011-02-04,2304.8047828066287
2011-02-07,2301.4059535009915
2011-02-08,2298.4530235199454
2011-02-09,2270.258259898677
2011-02-10,2235.5131771795877
2011-02-11,2218.7145962884906
2011-02-14,2259.1718029559984
2011-02-15,2254.722972755591
2011-02-16,2257.3779800365373
2011-02-17,2267.7991023418854
2011-02-18,2285.7851879882382
2011-02-21,2279.777084376491
2011-02-22,2234.512793402577
2011-02-23,2223.907652197294
2011-02-24,2201.811129880696
2011-02-25,2228.7457973590385
2011-02-28,2238.0037417521626
2011-03-01,2260.908384213539
2011-03-02,2244.640754670412
2011-03-03,2260.453290562065
2011-03-04,2291.0551191419486
2011-03-07,2278.2820125613925
2011-03-08,2290.673602160353
2011-03-09,2292.1175981357433
2011-03-10,2257.651160539095
2011-03-11,2230.1266800074236
2011-03-14,2240.6393030491345
2011-03-15,2175.526652354177
2011-03-16,2193.244495262747
2011-03-17,2171.1583685022647
2011-03-18,2194.5487155784704
2011-03-21,2222.4258138445375
2011-03-22,2239.2406442226734
2011-03-23,2244.8870057815952
2011-03-24,2267.983196262537
2011-03-25,2296.337319880853
2011-03-28,2289.187480503189
2011-03-29,2296.6457107263013
2011-03-30,2329.9520537205685
2011-03-31,2345.8070411565127
2011-04-01,2367.3891307611725
2011-04-04,2383.119373117648
2011-04-05,2385.8098717996945
2011-04-06,2408.830938133285
2011-04-07,2410.764206662213
2011-04-08,2423.934495609662
2011-04-11,2420.390092057813
2011-04-12,2382.234767521462
2011-04-13,2409.4868550508495
2011-04-14,2407.526531735816
2011-04-15,2399.858415119058
2011-04-18,2388.6339325369395
2011-04-19,2368.041486359405
2011-04-20,2421.3955968432365
2011-04-21,2452.5527861432693
2011-04-22,2451.035318533101
2011-04-25,2445.665951713025
2011-04-26,2440.025459945577
2011-04-27,2440.6267312951654
2011-04-28,2447.418496399745
2011-04-29,2440.9321268329854
2011-05-02,2452.574785401678
2011-05-03,2424.8615378957124
2011-05-04,2390.3516909459936
2011-05-05,2379.232545578209
2011-05-06,2374.6129759079904
2011-05-09,2384.1177640811866
2011-05-10,2387.191032594828
2011-05-11,2404.1807979363757
2011-05-12,2357.1490512250152
2011-05-13,2367.950941001057
2011-05-16,2338.1571489655157
2011-05-17,2337.8204786256842
2011-05-18,2356.9623541434944
2011-05-19,2362.017686813261
2011-05-20,2363.7743700473256
2011-05-23,2299.465117284627
2011-05-24,2307.1927287067915
2011-05-25,2286.5281054794577
2011-05-26,2321.2463296761657
2011-05-27,2344.305079670942
2011-05-30,2346.2595544119017
2011-05-31,2380.855973202443
2011-06-01,2388.723332139956
2011-06-02,2350.5988816998665
2011-06-03,2347.2276664438045
2011-06-06,2345.8159771121127
2011-06-07,2342.6511696129373
2011-06-08,2322.6631597576397
2011-06-09,2312.438263774821
2011-06-10,2293.876737921894
2011-06-13,2287.387010666933
2011-06-14,2312.936593171723
2011-06-15,2304.0516599266166
2011-06-16,2254.1275944159033
2011-06-17,2246.037252815543
2011-06-20,2228.470640656262
2011-06-21,2261.578848183069
2011-06-22,2273.240297499549
2011-06-23,2256.8749231274305
2011-06-24,2286.4408252505114
2011-06-27,2268.2903432713197
2011-06-28,2275.2713125004307
2011-06-29,2303.784427815301
2011-06-30,2341.1255770944786
2011-07-01,2349.9644915260255
2011-07-04,2379.5880257407666
2011-07-05,2374.9832922538553
2011-07-06,2370.986241032013
2011-07-07,2378.847400119522
2011-07-08,2391.6084019862365
2011-07-11,2355.003200060008
2011-07-12,2296.2628335884265
2011-07-13,2329.7034096476514
2011-07-14,2328.842467079606
2011-07-15,2323.30383614594
2011-07-18,2307.9219806015053
2011-07-19,2316.817986331355
2011-07-20,2346.9176353466582
2011-07-21,2349.6843114844564
2011-07-22,2381.5054050846884
2011-07-25,2354.471411262995
2011-07-26,2381.5039360354667
2011-07-27,2386.5754526583833
2011-07-28,2366.0018866773325
2011-07-29,2343.8103642274236
2011-08-01,2374.8188179037907
2011-08-02,2333.6803660774426
2011-08-03,2280.5128231062777
2011-08-04,2246.471923219127
2011-08-05,2151.0383683928567
2011-08-08,2079.204519768607
2011-08-09,2031.9881608162823
2011-08-10,2074.17503399934
2011-08-11,2075.1110191576995
2011-08-12,2075.5023554836675
2011-08-15,2126.851216101471
2011-08-16,2135.3065769703385
2011-08-17,2147.695255004482
2011-08-18,2105.688075884352
2011-08-19,2031.4656291110496
2011-08-22,2020.1865366203688
2011-08-23,2071.725111798565
2011-08-24,2048.8121570752733
2011-08-25,2062.5202652348094
2011-08-26,2062.444250172471
2011-08-29,2102.8067628997355
2011-08-30,2121.363397162301
2011-08-31,2152.7037240875343
2011-09-01,2160.266904689671
2011-09-02,2136.1485374748427
2011-09-05,2074.676411463789
2011-09-06,2054.96963820602
2011-09-07,2108.671242204849
2011-09-08,2112.4367876098245
2011-09-09,2089.42933760457
2011-09-12,2029.5776178332571
2011-09-13,2019.0284071834433
2011-09-14,1978.6578926337058
2011-09-15,2003.8465878476043
2011-09-16,2043.2638846894881
2011-09-19,1987.0787349488012
2011-09-20,1991.9345809840706
2011-09-21,1991.8815304078796
2011-09-22,1881.1730186266286
2011-09-23,1845.5605907868483
2011-09-26,1798.6082235443262
2011-09-27,1888.6567535447161
2011-09-28,1888.5850453569299
2011-09-29,1890.6103707602729
2011-09-30,1869.4991253456255
2011-10-03,1808.9767074668327
2011-10-04,1763.2883530702882
2011-10-05,1772.6384921051215
2011-10-06,1836.886926582036
2011-10-07,1890.3369025430336
2011-10-10,1909.0588475279899
2011-10-11,1937.5098894804485
2011-10-12,1969.4125739883566
2011-10-13,1990.5207509719496
2011-10-14,1990.0049361568251
2011-10-17,2023.736497950299
2011-10-18,1963.7337955896442
2011-10-19,1988.4331097316526
2011-10-20,1938.5599200176373
2011-10-21,1949.274522488539
2011-10-24,2018.1009114533615
2011-10-25,2032.2305360377045
2011-10-26,2034.6660711985578
2011-10-27,2102.139631106461
2011-10-28,2133.4638144349638
2011-10-31,2105.449200124361
2011-11-01,2055.5860766124442
2011-11-02,2063.7746290027385
2011-11-03,2037.183460269711
2011-11-04,2092.5836206586223
2011-11-07,2082.819743680687
2011-11-08,2079.5737571325353
2011-11-09,2084.555356289724
2011-11-10,2008.9622607409513
2011-11-11,2038.6584644470067
2011-11-14,2064.1857104589126
2011-11-15,2045.4564583780655
2011-11-16,2014.245463929819
2011-11-17,2006.8682693122448
2011-11-18,1965.0063681429872
2011-11-21,1924.4532985453939
2011-11-22,1925.6234480669912
2011-11-23,1877.8125449407926
2011-11-24,1885.5116378277535
2011-11-25,1860.127233451662
2011-11-28,1906.4222595852132
2011-11-29,1935.1579734754723
2011-11-30,1941.4237362291808
2011-12-01,2019.1339011721318
2011-12-02,2028.1396181544198
2011-12-05,2033.192221283557
2011-12-06,2005.1555455307362
2011-12-07,2028.2400131060106
2011-12-08,2011.186878435075
2011-12-09,1965.9198980183028
2011-12-12,1968.3045913103037
2011-12-13,1943.5910849798831
2011-12-14,1925.2761857592625
2011-12-15,1892.3703231314182
2011-12-16,1918.0030855596767
2011-12-19,1879.6564068364485
2011-12-20,1888.6999395498517
2011-12-21,1937.166459295761
2011-12-22,1933.2368926710162
2011-12-23,1956.518155441944
2011-12-26,1954.1622484741179
2011-12-27,1946.8716106134493
2011-12-28,1930.79592347206
2011-12-29,1928.5736708796346
2011-12-30,1936.4033299582568
2012-01-02,1934.0039678838011
2012-01-03,1972.6135207906816
2012-01-04,1976.3281515063206
2012-01-05,1965.1630835537308
2012-01-06,1949.0323364042172
2012-01-09,1956.703712027642
2012-01-10,1993.806717202879
2012-01-11,1997.8545147314962
2012-01-12,2001.1503729120025
2012-01-13,2010.209127563024
2012-01-16,1987.7742977211185
2012-01-17,2042.2900257723584
2012-01-18,2043.5640157117446
2012-01-19,2065.9880712397458
2012-01-20,2082.911696286766
2012-01-23,2086.8122108322787
2012-01-24,2084.501133596844
2012-01-25,2096.998747113387
2012-01-26,2119.827269684045
2012-01-27,2128.441997148484
2012-01-30,2103.75695507156
2012-01-31,2126.9878999627877
2012-02-01,2125.0906021433984
2012-02-02,2158.818483798741
2012-02-03,2162.3491324348047
2012-02-06,2161.9887077733933
2012-02-07,2161.1289937067904
2012-02-08,2192.0701623426776
2012-02-09,2195.5490377595306
2012-02-10,2163.4582083611585
2012-02-13,2179.5267085345945
2012-02-14,2168.248780759484
2012-02-15,2200.129867412161
2012-02-16,2171.769841680168
2012-02-17,2191.6327177592543
2012-02-20,2207.9101568770006
2012-02-21,2210.1066985115267
2012-02-22,2211.282607263566
2012-02-23,2200.8259287258243
2012-02-24,2211.0964209066688
2012-02-27,2190.807141745109
2012-02-28,2212.3610076697723
2012-02-29,2239.1673911073112
2012-03-01,2219.074904767536
2012-03-02,2229.720031364053
2012-03-05,2201.533259877706
2012-03-06,2161.548314726257
2012-03-07,2142.7651465008944
2012-03-08,2171.7353500635213
2012-03-09,2191.807601538922
2012-03-12,2174.337828943323
2012-03-13,2201.926652682026
2012-03-14,2204.412677601275
2012-03-15,2201.3669910756353
2012-03-16,2201.9768114641847
2012-03-19,2200.2553472630407
2012-03-20,2179.256023803149
2012-03-21,2170.865428173417
2012-03-22,2167.6473441244857
2012-03-23,2166.094717733957
2012-03-26,2157.6745599859214
2012-03-27,2187.7047767203007
2012-03-28,2176.0185160743576
2012-03-29,2155.415446133801
2012-03-30,2165.496650350203
2012-04-02,2171.3697580248727
2012-04-03,2186.967041576125
2012-04-04,2166.6087753106976
2012-04-05,2166.0043147382044
2012-04-06,2168.0619617619413
2012-04-09,2151.176894259257
2012-04-10,2139.8058021671477
2012-04-11,2130.5659136591585
2012-04-12,2150.7914636424816
2012-04-13,2170.9606929253873
2012-04-16,2157.915433030125
2012-04-17,2149.9339551244443
2012-04-18,2171.4009578123155
2012-04-19,2175.5007780309547
