Date,AC ASIA ex JAPAN WITH CHINA ALL SHARES
2009-05-14,1443.9993108754704
2009-05-15,1465.7200645605515
2009-05-18,1506.3725089840477
2009-05-19,1541.7821237480084
2009-05-20,1542.3858259314436
2009-05-21,1524.7093130487701
2009-05-22,1522.5719772661575
2009-05-25,1526.256346506957
2009-05-26,1504.0718528221605
2009-05-27,1547.7929168690541
2009-05-28,1557.6094410736557
2009-05-29,1576.7950402370661
2009-06-01,1628.7884924638715
2009-06-02,1614.7095977640809
2009-06-03,1628.1884045619793
2009-06-04,1610.2397893625798
2009-06-05,1625.9317267134286
2009-06-08,1595.479069039509
2009-06-09,1582.0290102039803
2009-06-10,1629.0365240776935
2009-06-11,1627.1023441744987
2009-06-12,1617.1671812785569
2009-06-15,1587.5361864526753
2009-06-16,1570.6987481891472
2009-06-17,1560.3717544856752
2009-06-18,1542.3232662339408
2009-06-19,1558.2709910074304
2009-06-22,1564.0881444305455
2009-06-23,1530.830749705949
2009-06-24,1561.66931366017
2009-06-25,1581.683730481184
2009-06-26,1604.6268695772615
2009-06-29,1603.9005017528007
2009-06-30,1598.084550323962
2009-07-01,1616.7224233605
2009-07-02,1617.9326038944457
2009-07-03,1624.870620088316
2009-07-06,1609.6127866471684
2009-07-07,1607.64018365143
2009-07-08,1592.0521853119728
2009-07-09,1604.1619057786902
2009-07-10,1596.3041358880507
2009-07-13,1551.9166041884775
2009-07-14,1595.9936873264744
2009-07-15,1638.9522190478347
2009-07-16,1649.912042958534
2009-07-17,1674.9298540296948
2009-07-20,1724.1732880548548
2009-07-21,1722.769041583284
2009-07-22,1718.6526131432659
2009-07-23,1745.9411069211885
2009-07-24,1759.2439350619425
2009-07-27,1787.506653541335
2009-07-28,1810.7526043579305
2009-07-29,1771.1618964519673
2009-07-30,1783.8170116028807
2009-07-31,1815.8021093400407
2009-08-03,1838.3121502582824
2009-08-04,1829.1370079683877
2009-08-05,1808.3207014736795
2009-08-06,1809.532195781761
2009-08-07,1778.2448298794263
2009-08-10,1790.5322313016052
2009-08-11,1795.9815677880033
2009-08-12,1757.3347923902454
2009-08-13,1788.0574972440918
2009-08-14,1787.6405324880031
2009-08-17,1716.6146996504274
2009-08-18,1723.7421505309885
2009-08-19,1697.1372970185407
2009-08-20,1730.0389730845754
2009-08-21,1732.4643218510907
2009-08-24,1770.0909147036211
2009-08-25,1754.7277594581594
2009-08-26,1757.1153402584248
2009-08-27,1743.3846723328218
2009-08-28,1743.7796418969879
2009-08-31,1708.3042378001576
2009-09-01,1728.5732730139305
2009-09-02,1715.4692398027541
2009-09-03,1741.9004372810482
2009-09-04,1766.361918503318
2009-09-07,1791.0248154330384
2009-09-08,1818.2651731707485
2009-09-09,1811.6122456099001
2009-09-10,1830.0947598701441
2009-09-11,1840.3225493626921
2009-09-14,1822.6816870224766
2009-09-15,1835.0307714222438
2009-09-16,1866.2489627581897
2009-09-17,1886.714044649967
2009-09-18,1873.1116201904872
2009-09-21,1866.2296740969493
2009-09-22,1877.6976836999006
2009-09-23,1870.1002356372528
2009-09-24,1850.0466372277156
2009-09-25,1849.1396725374532
2009-09-28,1816.0935465540147
2009-09-29,1844.9397565056008
2009-09-30,1855.0743216715953
2009-10-01,1852.4019516689546
2009-10-02,1827.648283081937
2009-10-05,1821.4104511599178
2009-10-06,1847.2215468329773
2009-10-07,1863.3932281907948
2009-10-08,1873.1954012140397
2009-10-09,1891.5331259256916
2009-10-12,1885.5968696062305
2009-10-13,1892.4978528914223
2009-10-14,1924.1471614865661
2009-10-15,1932.3082304466423
2009-10-16,1923.129466906199
2009-10-19,1939.9416466362688
2009-10-20,1952.8768710136046
2009-10-21,1937.0141529605185
2009-10-22,1912.8013935786062
2009-10-23,1938.4770112421738
2009-10-26,1942.1515258137842
2009-10-27,1914.030062201205
2009-10-28,1877.9864538130346
2009-10-29,1840.9686235668883
2009-10-30,1861.2347370319487
2009-11-02,1859.6827516528015
2009-11-03,1838.7160542754805
2009-11-04,1876.4476151163838
2009-11-05,1867.8896978235005
2009-11-06,1894.4602080775128
2009-11-09,1921.438283685803
2009-11-10,1927.005762358582
2009-11-11,1948.0695320145023
2009-11-12,1934.1754711502485
2009-11-13,1941.9108904351942
2009-11-16,1977.4170249694876
2009-11-17,1973.918583252399
2009-11-18,1976.8286621535694
2009-11-19,1967.485002831382
2009-11-20,1958.7436247708683
2009-11-23,1974.4758465481868
2009-11-24,1955.7447396792827
2009-11-25,1974.0599958809337
2009-11-26,1943.9481345932609
2009-11-27,1874.7758361347019
2009-11-30,1918.5224890656193
2009-12-01,1947.620154697395
2009-12-02,1966.3835010981438
2009-12-03,1982.8057537918924
2009-12-04,1983.5740612621432
2009-12-07,1981.818398798359
2009-12-08,1974.2419021917817
2009-12-09,1958.6803401764737
2009-12-10,1956.1197647482165
2009-12-11,1968.9616191258576
2009-12-14,1978.3387397837982
2009-12-15,1965.191115102114
2009-12-16,1953.2560680093632
2009-12-17,1928.926712082745
2009-12-18,1914.7936750945692
2009-12-21,1902.6409251022592
2009-12-22,1913.2562684994016
2009-12-23,1931.6014324385449
2009-12-24,1955.8337701961814
2009-12-25,1954.7174676333484
2009-12-28,1965.5083303076974
2009-12-29,1966.5896477170215
2009-12-30,1976.883310458796
2009-12-31,1996.857323384489
2010-01-01,1996.8573233844895
2010-01-04,2007.5590392278784
2010-01-05,2033.978237658544
2010-01-06,2047.8193082487003
2010-01-07,2028.1525275619392
2010-01-08,2033.136280975043
2010-01-11,2047.618981097117
2010-01-12,2046.0404224551025
2010-01-13,2007.5877223421924
2010-01-14,2022.5352838305848
2010-01-15,2024.6981801174416
2010-01-18,2020.4873096737788
2010-01-19,2020.4476539777384
2010-01-20,1996.192193993442
2010-01-21,1970.8257014991884
2010-01-22,1937.717702286831
2010-01-25,1926.0220151946432
2010-01-26,1875.9058130377914
2010-01-27,1853.996595684381
2010-01-28,1881.252472505538
2010-01-29,1863.6846753473217
2010-02-01,1855.7104994814106
2010-02-02,1853.472643895415
2010-02-03,1895.9350153531495
2010-02-04,1874.1002655919988
2010-02-05,1807.3495757435956
2010-02-08,1800.0978097311731
2010-02-09,1824.062975057652
2010-02-10,1836.0457749545722
2010-02-11,1859.9233281318504
2010-02-12,1864.0490289821632
2010-02-15,1863.0380289357292
2010-02-16,1869.3106309082455
2010-02-17,1891.0632679343958
2010-02-18,1879.2933523780528
2010-02-19,1851.305450705665
2010-02-22,1881.5495289488376
2010-02-23,1889.484594840004
2010-02-24,1878.050895040871
2010-02-25,1862.9679297383539
2010-02-26,1876.2509501005595
2010-03-01,1900.7290476494484
2010-03-02,1914.9790353596602
2010-03-03,1924.6177185605516
2010-03-04,1907.0109691155526
2010-03-05,1926.7804335239423
2010-03-08,1960.9238245168863
2010-03-09,1961.7716876485947
2010-03-10,1968.152971923612
2010-03-11,1965.2311760395585
2010-03-12,1965.6663061371696
2010-03-15,1944.7896724894165
2010-03-16,1952.330239798955
2010-03-17,1992.2432345485838
2010-03-18,1986.1304234167374
2010-03-19,1993.449089614252
2010-03-22,1967.4411981648072
2010-03-23,1970.8177535217797
2010-03-24,1973.2948430254842
2010-03-25,1968.655500871374
2010-03-26,1987.2476835839725
2010-03-29,2006.0797559425234
2010-03-30,2014.0664277672024
2010-03-31,2002.1107210772257
2010-04-01,2034.7301891134805
2010-04-02,2038.5765098662391
2010-04-05,2050.999448757882
2010-04-06,2054.9045100228946
2010-04-07,2070.817345839272
2010-04-08,2055.0270960667403
2010-04-09,2070.4292942158154
2010-04-12,2059.4268440643423
2010-04-13,2051.2898159512797
2010-04-14,2070.192103354119
2010-04-15,2075.520931013936
2010-04-16,2053.8669621518325
2010-04-19,2000.7982900885706
2010-04-20,2019.6554694493393
2010-04-21,2036.5743085192312
2010-04-22,2030.0184977513347
2010-04-23,2026.796040226876
2010-04-26,2051.8567404755463
2010-04-27,2033.1642823905424
2010-04-28,2002.9972763942546
2010-04-29,2000.4516448628417
2010-04-30,2022.3376729909805
2010-05-03,1997.878499362438
2010-05-04,1987.8259974534005
2010-05-05,1953.6386062517897
2010-05-06,1908.0052376513993
2010-05-07,1879.7791039577294
2010-05-10,1933.1104619423552
2010-05-11,1909.7534311561499
2010-05-12,1911.7382221051284
2010-05-13,1944.0043930882503
2010-05-14,1929.5368250668337
2010-05-17,1872.6990430843123
2010-05-18,1883.5936881522873
2010-05-19,1842.2525991189866
2010-05-20,1811.4727131801167
2010-05-21,1800.8422372273803
2010-05-24,1814.189516041853
2010-05-25,1742.192585584142
2010-05-26,1771.7045303128887
2010-05-27,1809.483304507951
2010-05-28,1841.7538506469966
2010-05-31,1849.237736427057
2010-06-01,1810.184888281438
2010-06-02,1807.0770753930549
2010-06-03,1848.2892837432055
2010-06-04,1847.5768321213327
2010-06-07,1796.1401820696756
2010-06-08,1799.1580438260437
2010-06-09,1801.0420207564025
2010-06-10,1808.813552900516
2010-06-11,1834.7356089452048
2010-06-14,1863.6049305936754
2010-06-15,1865.4009046370827
2010-06-16,1876.9793028605668
2010-06-17,1886.087560658527
2010-06-18,1895.2405808887452
2010-06-21,1959.3664697748773
2010-06-22,1940.9640827045346
2010-06-23,1932.1957409723514
2010-06-24,1926.9090883867195
2010-06-25,1909.5377022351074
2010-06-28,1918.2074711397693
2010-06-29,1874.7376538325605
2010-06-30,1868.197562383572
2010-07-01,1851.4456709627711
2010-07-02,1843.8316675680162
2010-07-05,1846.9191396175484
2010-07-06,1873.755999203448
2010-07-07,1861.9276959869298
2010-07-08,1885.9995821795392
2010-07-09,1919.4013047967642
2010-07-12,1925.5714164414017
2010-07-13,1917.9715926982333
2010-07-14,1936.9981153599638
2010-07-15,1922.6509441563583
2010-07-16,1917.2855438102915
2010-07-19,1908.378896805462
2010-07-20,1926.2080484509531
2010-07-21,1938.6118539431643
2010-07-22,1940.8976705983125
2010-07-23,1964.4059272056836
2010-07-26,1969.95585589251
2010-07-27,1980.486638904564
2010-07-28,1987.226255828976
2010-07-29,1992.3380628174848
2010-07-30,1986.0642646723134
2010-08-02,2023.3488824442804
2010-08-03,2023.661405724194
2010-08-04,2026.8271789534178
2010-08-05,2023.2800214226718
2010-08-06,2031.2980541357633
2010-08-09,2044.157076022117
2010-08-10,2014.8528035415732
2010-08-11,1991.1554155341014
2010-08-12,1968.3690632073356
2010-08-13,1983.615797770834
2010-08-16,1986.5911706455254
2010-08-17,1995.79479611531
2010-08-18,2000.457526138574
2010-08-19,2015.9335321006215
2010-08-20,2003.7698872818828
2010-08-23,2000.4996194318667
2010-08-24,1985.3023455156047
2010-08-25,1964.4920078848056
2010-08-26,1965.3545962978494
2010-08-27,1962.0259303077794
2010-08-30,1981.2727005185359
2010-08-31,1964.1359191227757
2010-09-01,1985.801795398571
2010-09-02,2003.2472854991568
2010-09-03,2017.1658859503546
2010-09-06,2047.0786885887196
2010-09-07,2044.5463268389149
2010-09-08,2034.0382402261628
2010-09-09,2040.5390046412765
2010-09-10,2049.3726395731014
2010-09-13,2086.9393281277667
2010-09-14,2089.939231302669
2010-09-15,2096.219849939844
2010-09-16,2084.429072488594
2010-09-17,2105.8161268630583
2010-09-20,2113.6390811241135
2010-09-21,2120.6538729762738
2010-09-22,2123.7867453526137
2010-09-23,2121.7882323724048
2010-09-24,2133.2861531777676
2010-09-27,2155.5527784942437
2010-09-28,2143.668423886428
2010-09-29,2163.698342645829
2010-09-30,2170.1968229824133
2010-10-01,2187.46204565565
2010-10-04,2203.7340055495865
2010-10-05,2198.133438084847
2010-10-06,2226.26218747394
2010-10-07,2225.04026370502
2010-10-08,2222.159403056525
2010-10-11,2238.656191092733
2010-10-12,2219.9350508405228
2010-10-13,2253.9587364997783
2010-10-14,2282.549544073792
2010-10-15,2284.142472379496
2010-10-18,2253.8193659568688
2010-10-19,2256.5621534905113
2010-10-20,2253.070672221281
2010-10-21,2263.6087457328626
2010-10-22,2265.8099451186577
2010-10-25,2297.005279615892
2010-10-26,2292.396627497359
2010-10-27,2254.594299436305
2010-10-28,2259.964187907543
2010-10-29,2252.1319406430416
2010-11-01,2299.4044991354813
2010-11-02,2301.764770755822
2010-11-03,2320.4921675653786
2010-11-04,2349.596943996369
2010-11-05,2368.125913869596
2010-11-08,2372.557116848832
2010-11-09,2368.8121317166315
2010-11-10,2363.296166577541
2010-11-11,2353.571538987691
2010-11-12,2296.629253498984
2010-11-15,2285.1133193913934
2010-11-16,2261.5204143484543
2010-11-17,2228.6516492425803
2010-11-18,2260.9625654064243
2010-11-19,2264.1959330706695
2010-11-22,2275.652844990042
2010-11-23,2228.9305619752577
2010-11-24,2229.064783923525
2010-11-25,2239.7561481729745
2010-11-26,2207.269774601222
2010-11-29,2221.617848476756
2010-11-30,2206.6166180623086
2010-12-01,2240.931893139945
2010-12-02,2267.466560297284
2010-12-03,2272.9443236036213
2010-12-06,2278.772007138395
2010-12-07,2291.709642474865
2010-12-08,2266.3306870732436
2010-12-09,2272.0141022799667
2010-12-10,2269.690472469487
2010-12-13,2283.2522317045496
2010-12-14,2297.9972234903466
2010-12-15,2272.3225470981515
2010-12-16,2257.1679485857044
2010-12-17,2266.5992825992203
2010-12-20,2253.742970211409
2010-12-21,2279.696866869624
2010-12-22,2282.680606593686
2010-12-23,2279.850194429987
2010-12-24,2275.8114367577214
2010-12-27,2273.704402830937
2010-12-28,2269.828242204402
2010-12-29,2292.2911084015236
2010-12-30,2308.346585746121
2010-12-31,2319.8314853609745
2011-01-03,2349.4748019038802
2011-01-04,2365.9296961241603
2011-01-05,2353.7034680612064
2011-01-06,2353.8141287703634
2011-01-07,2337.863733348378
2011-01-10,2313.336336899187
2011-01-11,2328.4219345790243
2011-01-12,2354.079018886775
2011-01-13,2356.8701463930997
2011-01-14,2352.627554089537
2011-01-17,2331.6427791462856
2011-01-18,2338.968366420242
2011-01-19,2362.4848035607097
2011-01-20,2326.796344062903
2011-01-21,2305.707364980799
2011-01-24,2301.950697218203
2011-01-25,2304.5788651113858
2011-01-26,2324.2208210443623
2011-01-27,2328.671165987648
2011-01-28,2317.8854458616443
2011-01-31,2297.4667509728065
2011-02-01,2299.4594817996935
2011-02-02,2319.2427432706804
2011-02-03,2322.5761162407493
2011-02-04,2318.5318129788557
2011-02-07,2312.1821024073993
2011-02-08,2302.5089095044796
2011-02-09,2267.229760771637
2011-02-10,2224.260383801398
2011-02-11,2208.678109710238
2011-02-14,2253.218951554548
2011-02-15,2249.3944619415197
2011-02-16,2253.742274617871
2011-02-17,2259.6731757557995
2011-02-18,2281.333625214603
2011-02-21,2279.41115124764
2011-02-22,2229.3491939532096
2011-02-23,2217.7390839402115
2011-02-24,2188.154726415831
2011-02-25,2214.39049178113
2011-02-28,2225.0444139231313
2011-03-01,2257.548521085291
2011-03-02,2239.025217188491
2011-03-03,2261.655559396535
2011-03-04,2294.247512017587
2011-03-07,2283.405276443336
2011-03-08,2302.199808683636
2011-03-09,2309.176053867522
2011-03-10,2281.1103579352193
2011-03-11,2248.6479135033733
2011-03-14,2263.943615998571
2011-03-15,2203.3452338042857
2011-03-16,2227.389503082847
2011-03-17,2199.8835987786715
2011-03-18,2212.087757465322
2011-03-21,2239.1747335737946
2011-03-22,2256.570638790899
2011-03-23,2263.033269764287
2011-03-24,2278.6126520615744
2011-03-25,2305.519952492995
2011-03-28,2298.011935846268
2011-03-29,2306.1494294191375
2011-03-30,2335.121585564378
2011-03-31,2351.7922071284625
2011-04-01,2374.3413339004915
2011-04-04,2393.917363806704
2011-04-05,2395.639742890729
2011-04-06,2416.447418403057
2011-04-07,2417.367564552354
2011-04-08,2425.1336372145174
2011-04-11,2413.5223329823593
2011-04-12,2380.2977070239176
2011-04-13,2410.0529611791944
2011-04-14,2411.751508276521
2011-04-15,2405.3603154675043
2011-04-18,2394.9221543951667
2011-04-19,2374.9841412681494
2011-04-20,2422.575179086247
2011-04-21,2450.4396227701686
2011-04-22,2448.422934508911
2011-04-25,2444.2430766582033
2011-04-26,2432.165295797699
2011-04-27,2437.5347140590325
2011-04-28,2436.7338977632808
2011-04-29,2433.8169733978752
2011-05-02,2443.7994888182193
2011-05-03,2421.2505615656037
2011-05-04,2391.939362590046
2011-05-05,2385.8418203200395
2011-05-06,2373.0690601161223
2011-05-09,2386.282308976905
2011-05-10,2389.242377741001
2011-05-11,2407.237802169885
2011-05-12,2367.735306158613
2011-05-13,2379.7784782975536
2011-05-16,2347.590963276644
2011-05-17,2346.0510677037914
2011-05-18,2366.406288253819
2011-05-19,2362.942220244452
2011-05-20,2368.5326771336854
2011-05-23,2305.869976444121
2011-05-24,2315.086445617481
2011-05-25,2297.9838670298773
2011-05-26,2326.988384670554
2011-05-27,2346.4419606732363
2011-05-30,2351.9517158221092
2011-05-31,2393.4738443948786
2011-06-01,2400.9546070295773
2011-06-02,2370.842825548861
2011-06-03,2366.0238472818737
2011-06-06,2363.7088177325945
2011-06-07,2360.077533767109
2011-06-08,2344.8202851315405
2011-06-09,2329.9292694531237
2011-06-10,2308.2687811012656
2011-06-13,2298.7179671146228
2011-06-14,2319.6110376458305
2011-06-15,2312.683198028888
2011-06-16,2269.6174202393513
2011-06-17,2253.2664290310677
2011-06-20,2237.5776365862503
2011-06-21,2269.794251269618
2011-06-22,2279.7902482247405
2011-06-23,2273.6672766407796
2011-06-24,2307.3179963383086
2011-06-27,2294.506269969092
2011-06-28,2296.4099361593176
2011-06-29,2316.390635775011
2011-06-30,2349.043010981045
2011-07-01,2362.0723879273555
2011-07-04,2398.826609185356
2011-07-05,2397.1412232873586
2011-07-06,2391.6921212305215
2011-07-07,2396.2719172458783
2011-07-08,2408.915185854547
2011-07-11,2379.0399763640967
2011-07-12,2317.385527657894
2011-07-13,2347.3999849958
2011-07-14,2352.9200038805516
2011-07-15,2354.3799652945913
2011-07-18,2339.5838638647047
2011-07-19,2342.996776051082
2011-07-20,2366.9057054800046
2011-07-21,2362.9236246325067
2011-07-22,2396.6558809438466
2011-07-25,2374.109511700669
2011-07-26,2396.208990731769
2011-07-27,2402.8823027722865
2011-07-28,2388.5423027217967
2011-07-29,2368.2744055320745
2011-08-01,2398.7658724276585
2011-08-02,2363.731363909829
2011-08-03,2319.2222564333574
2011-08-04,2291.7072618980014
2011-08-05,2200.239987074474
2011-08-08,2131.7507177828898
2011-08-09,2069.207269525795
2011-08-10,2103.773921506692
2011-08-11,2102.4070185706314
2011-08-12,2094.8931430641046
2011-08-15,2134.0571372111344
2011-08-16,2150.2797254940006
2011-08-17,2151.775951014611
2011-08-18,2116.2691653839624
2011-08-19,2037.9120420060553
2011-08-22,2025.6738348411984
2011-08-23,2075.4674557886265
2011-08-24,2046.3824144393207
2011-08-25,2059.3103684199414
2011-08-26,2056.5635966992745
2011-08-29,2092.5326066929697
2011-08-30,2113.4744662507665
2011-08-31,2147.643437683168
2011-09-01,2153.446379390133
2011-09-02,2136.3312090993627
2011-09-05,2075.726610390724
2011-09-06,2064.0038547999366
2011-09-07,2112.2451078909403
2011-09-08,2113.3612555010964
2011-09-09,2093.8683467252963
2011-09-12,2047.5271527738964
2011-09-13,2029.0369851503642
2011-09-14,1993.8636274579803
2011-09-15,2011.2074526099389
2011-09-16,2045.4050216254714
2011-09-19,1993.0045845110067
2011-09-20,1998.9103428723072
2011-09-21,1999.9640870623164
2011-09-22,1895.108601170095
2011-09-23,1856.1833958183631
2011-09-26,1803.0705515351335
2011-09-27,1885.257337220049
2011-09-28,1884.9685451944652
2011-09-29,1896.6494941836472
2011-09-30,1874.6652592206103
2011-10-03,1817.8490969883667
2011-10-04,1771.3792210953961
2011-10-05,1766.1222132961775
2011-10-06,1824.7633960160147
2011-10-07,1871.2336828997272
2011-10-10,1881.843229929513
2011-10-11,1917.420182602461
2011-10-12,1948.8888261651682
2011-10-13,1974.3218204231457
2011-10-14,1967.0449636756164
2011-10-17,2005.350955984312
2011-10-18,1943.7083901234455
2011-10-19,1965.0265525704651
2011-10-20,1917.2911797837367
2011-10-21,1923.2332716746541
2011-10-24,1990.1611040005646
2011-10-25,2011.535228977201
2011-10-26,2019.572452677254
2011-10-27,2069.278009541799
2011-10-28,2106.9739955130754
2011-10-31,2086.6359694555044
2011-11-01,2050.9875426060585
2011-11-02,2065.850434669304
2011-11-03,2033.6509506703483
2011-11-04,2089.0414617003107
2011-11-07,2076.7978100273194
2011-11-08,2069.210018641559
2011-11-09,2078.0906951732914
2011-11-10,1996.7907388777594
2011-11-11,2017.9200688795552
2011-11-14,2054.0288435868783
2011-11-15,2035.7783895751816
2011-11-16,2002.17946443046
2011-11-17,1995.2680430543087
2011-11-18,1953.1739479830696
2011-11-21,1917.083402043823
2011-11-22,1922.1655819466675
2011-11-23,1879.6367802030618
2011-11-24,1888.6641482155883
2011-11-25,1862.6741112103198
2011-11-28,1901.3720281698684
2011-11-29,1927.7476619065164
2011-11-30,1916.6568302321987
2011-12-01,2005.0651091321158
2011-12-02,2005.3231258052738
2011-12-05,2004.9701985509525
2011-12-06,1982.0527302820876
2011-12-07,2004.9754856517436
2011-12-08,1987.4148770930724
2011-12-09,1942.6419611692702
2011-12-12,1943.5305511322404
2011-12-13,1920.1351709640346
2011-12-14,1908.1006377224069
2011-12-15,1870.744267872378
2011-12-16,1897.7511569337482
2011-12-19,1864.8266360064088
2011-12-20,1869.19286826693
2011-12-21,1919.814671348596
2011-12-22,1917.4117001958464
2011-12-23,1939.5208680857215
2011-12-26,1936.439778418286
2011-12-27,1926.6280314060539
2011-12-28,1916.2461076873444
2011-12-29,1914.8474368504803
2011-12-30,1919.4579846747013
2012-01-02,1916.3200637818113
2012-01-03,1952.6315938453636
2012-01-04,1946.6829378394345
2012-01-05,1944.3616493103034
2012-01-06,1930.0984248069701
2012-01-09,1940.5126602158318
2012-01-10,1975.4605823151105
2012-01-11,1978.1031865528873
2012-01-12,1982.0052662552107
2012-01-13,1993.5074163120526
2012-01-16,1968.6701282863569
2012-01-17,2026.1808291871364
2012-01-18,2028.3970039350677
2012-01-19,2056.528837436427
2012-01-20,2072.796786719087
2012-01-23,2074.2999497684827
2012-01-24,2076.3339915750416
2012-01-25,2083.490134181741
2012-01-26,2102.484562597658
2012-01-27,2112.2580308524134
2012-01-30,2086.2782279287226
2012-01-31,2114.7944520163887
2012-02-01,2111.527832825383
2012-02-02,2149.3086404705614
2012-02-03,2154.459729075218
2012-02-06,2149.995837002995
2012-02-07,2147.6912523065153
2012-02-08,2185.7675648987824
2012-02-09,2191.5137758657834
2012-02-10,2163.701791823176
2012-02-13,2174.9027789415836
2012-02-14,2169.951211661448
2012-02-15,2207.060402554907
2012-02-16,2181.850300745242
2012-02-17,2206.433809512115
2012-02-20,2211.4231118327643
2012-02-21,2213.5010372928077
2012-02-22,2218.7847948896274
2012-02-23,2202.534161130042
2012-02-24,2211.5020903254153
2012-02-27,2187.920460971498
2012-02-28,2215.516308705431
2012-02-29,2241.3490114721876
2012-03-01,2222.502029160997
2012-03-02,2236.171564602349
2012-03-05,2205.4504817519664
2012-03-06,2169.166265716942
2012-03-07,2154.2352247605745
2012-03-08,2184.3214873486627
2012-03-09,2202.8446323953644
2012-03-12,2190.5218943442005
2012-03-13,2215.685112884638
2012-03-14,2218.894004662152
2012-03-15,2210.9010125858345
2012-03-16,2208.1985539788047
2012-03-19,2201.8111371000577
2012-03-20,2184.0510963269758
2012-03-21,2179.2520414227824
2012-03-22,2176.2708553192783
2012-03-23,2169.0736831253685
2012-03-26,2155.2155306408195
2012-03-27,2190.53716764877
2012-03-28,2175.444154788749
2012-03-29,2151.9329275096875
2012-03-30,2163.6485259905444
2012-04-02,2169.7356543778506
2012-04-03,2190.59049184438
2012-04-04,2172.1035026680247
2012-04-05,2169.5671524156933
2012-04-06,2172.2529389984306
2012-04-09,2149.964830052992
2012-04-10,2142.142786844049
2012-04-11,2133.9413066140382
2012-04-12,2147.7197658525247
2012-04-13,2171.6397839558076
2012-04-16,2159.1480105334326
2012-04-17,2147.2643655635534
2012-04-18,2167.1745887741695
