Date,AC PACIFIC ex JAPAN ex HK
2000-12-29,100.0
2001-01-01,99.94346901069225
2001-01-02,101.4623911866926
2001-01-03,100.55301743324677
2001-01-04,104.49185370895209
2001-01-05,107.01675811658254
2001-01-08,106.46054244651583
2001-01-09,107.22787550471597
2001-01-10,106.0741927711407
2001-01-11,104.86523895638125
2001-01-12,106.23739002553891
2001-01-15,106.9661114364018
2001-01-16,108.09476629885843
2001-01-17,108.104229461652
2001-01-18,109.37129972823091
2001-01-19,111.06551189548796
2001-01-22,111.83446860612351
2001-01-23,111.2663344112953
2001-01-24,110.70582427135184
2001-01-25,111.1642892683877
2001-01-26,109.86733401634136
2001-01-29,109.56637182130278
2001-01-30,110.45165360996205
2001-01-31,113.04790041494635
2001-02-01,113.19358544391254
2001-02-02,113.48085991498992
2001-02-05,110.57601340088225
2001-02-06,110.68411907136068
2001-02-07,109.35054577516536
2001-02-08,109.71508626330213
2001-02-09,109.7409908727959
2001-02-12,110.29758288659961
2001-02-13,110.91368500107052
2001-02-14,109.93797545563717
2001-02-15,110.21789961361786
2001-02-16,110.60619223958811
2001-02-19,109.1082592505187
2001-02-20,109.68875916480269
2001-02-21,109.05210007995004
2001-02-22,107.14132993838675
2001-02-23,107.02430731839166
2001-02-26,107.17491677395596
2001-02-27,106.91840556154432
2001-02-28,106.91957175814929
2001-03-01,105.63254261254076
2001-03-02,104.37444461137495
2001-03-05,104.76110910069629
2001-03-06,104.92287384678983
2001-03-07,105.10623780556566
2001-03-08,104.80715766590767
2001-03-09,104.01171268643658
2001-03-12,101.92160158136942
2001-03-13,99.97394643295506
2001-03-14,100.25689555110048
2001-03-15,99.99585408424187
2001-03-16,99.68272078132892
2001-03-19,98.67853098695204
2001-03-20,98.26482249300972
2001-03-21,97.8073666830802
2001-03-22,96.5261548555866
2001-03-23,97.34741280029736
2001-03-26,98.68392635053907
2001-03-27,97.6286743516563
2001-03-28,97.21329387384004
2001-03-29,96.09781823618027
2001-03-30,95.64770485547771
2001-04-02,94.43663655997028
2001-04-03,93.01420496090924
2001-04-04,91.3480049664481
2001-04-05,91.94777655296085
2001-04-06,93.70229731103818
2001-04-09,91.66195847808234
2001-04-10,92.07536378778043
2001-04-11,94.66668320735602
2001-04-12,95.78702855459525
2001-04-13,95.88019813070228
2001-04-16,95.3604039742503
2001-04-17,94.49912989466381
2001-04-18,95.9033774060632
2001-04-19,99.46512329636175
2001-04-20,99.12308851982183
2001-04-23,98.62705216589178
2001-04-24,98.18107676832797
2001-04-25,98.30530759377743
2001-04-26,98.61193848040622
2001-04-27,98.18157426494042
2001-04-30,99.64403199695445
2001-05-01,100.11074491777899
2001-05-02,101.70522015502488
2001-05-03,102.46694856031772
2001-05-04,100.55318329053338
2001-05-07,101.06007175485044
2001-05-08,100.36621939858829
2001-05-09,100.57858100470399
2001-05-10,100.93752074117077
2001-05-11,101.12754769563206
2001-05-14,100.0116488438175
2001-05-15,99.63928718315987
2001-05-16,99.11012759986689
2001-05-17,101.38319751431517
2001-05-18,100.88850126957114
2001-05-21,101.6597655982976
2001-05-22,101.8312305798281
2001-05-23,102.63049062559503
2001-05-24,102.41100843128991
2001-05-25,102.29200345357516
2001-05-28,101.92351514933277
2001-05-29,101.7213838250394
2001-05-30,100.81154213911242
2001-05-31,99.46947302188975
2001-06-01,99.29843718230778
2001-06-04,99.91129719006553
2001-06-05,100.01124517970955
2001-06-06,100.91065975857249
2001-06-07,101.68778299890624
2001-06-08,103.44855241491291
2001-06-11,103.08365798432474
2001-06-12,102.63185825787998
2001-06-13,102.76401330821786
2001-06-14,102.33009971855154
2001-06-15,102.53392204768599
2001-06-18,100.69260682482317
2001-06-19,100.35445804546855
2001-06-20,99.92592715935234
2001-06-21,99.94379925856587
2001-06-22,100.21349582817206
2001-06-25,99.7653891919534
2001-06-26,99.5002950904458
2001-06-27,99.25352439143172
2001-06-28,98.26347610056867
2001-06-29,99.96853308695277
2001-07-02,99.54194699562943
2001-07-03,100.26345145871396
2001-07-04,99.93766477525199
2001-07-05,98.94584504914879
2001-07-06,97.43806375372104
2001-07-09,96.31535124293974
2001-07-10,96.54846197970201
2001-07-11,95.48139785161885
2001-07-12,96.13888357913983
2001-07-13,95.51362940050107
2001-07-16,95.55385587325323
2001-07-17,94.72260862297269
2001-07-18,94.51232098467027
2001-07-19,94.49511483805024
2001-07-20,93.91313250952665
2001-07-23,93.16876566902658
2001-07-24,92.74903098902641
2001-07-25,92.9756634485971
2001-07-26,93.30282221529266
2001-07-27,93.71906467156694
2001-07-30,94.01390515098143
2001-07-31,94.94639052345356
2001-08-01,96.92232029239361
2001-08-02,98.22060264621956
2001-08-03,97.95606380201504
2001-08-06,97.33345525949431
2001-08-07,96.8293710216429
2001-08-08,97.34091368778857
2001-08-09,96.16299044199232
2001-08-10,96.64216453644262
2001-08-13,97.01115894581606
2001-08-14,98.0851186273956
2001-08-15,98.89368275341688
2001-08-16,98.35941878149038
2001-08-17,98.26206283028537
2001-08-20,96.53294140048774
2001-08-21,96.97517076042338
2001-08-22,96.8212067199824
2001-08-23,96.62899030870048
2001-08-24,96.20633056300053
2001-08-27,97.5683015955491
2001-08-28,97.13477209863105
2001-08-29,97.23335607055839
2001-08-30,96.74721667067253
2001-08-31,95.38447480861466
2001-09-03,94.87232617401533
2001-09-04,95.5892955933619
2001-09-05,94.96539772413755
2001-09-06,94.17835863006461
2001-09-07,93.31203206052103
2001-09-10,92.5464935710921
2001-09-11,92.4532971777854
2001-09-12,88.04734381424785
2001-09-13,87.58864693756806
2001-09-14,85.72714717926065
2001-09-17,82.03090933487353
2001-09-18,82.27512007461033
2001-09-19,83.14225330979153
2001-09-20,81.72273350618168
2001-09-21,79.1868789074227
2001-09-24,79.68200528827307
2001-09-25,79.47797459725027
2001-09-26,79.68215068530455
2001-09-27,79.7112393719899
2001-09-28,81.19962934987808
2001-10-01,81.56123246468279
2001-10-02,81.53872672087356
2001-10-03,81.386674200348
2001-10-04,82.81907600528281
2001-10-05,84.20674664357044
2001-10-08,82.62377621492921
2001-10-09,84.03851774185556
2001-10-10,83.47602474346836
2001-10-11,85.32246513933472
2001-10-12,85.83284525993746
2001-10-15,85.97674299008133
2001-10-16,86.68072618240865
2001-10-17,87.50312808923822
2001-10-18,86.21659338284938
2001-10-19,85.7129903989908
2001-10-22,85.78932973854677
2001-10-23,86.74292063211621
2001-10-24,88.26976849178631
2001-10-25,88.1803506936431
