Date,ACWI ex FRANCE
1998-12-31,1000.0
1999-01-01,1000.0000366340993
1999-01-04,1008.497939933771
1999-01-05,1018.755566038736
1999-01-06,1038.3180043764046
1999-01-07,1036.3103913373677
1999-01-08,1035.5278735861584
1999-01-11,1026.5086142846765
1999-01-12,1009.0481912580793
1999-01-13,994.2047502236142
1999-01-14,986.3359102603471
1999-01-15,1002.6140374729455
1999-01-18,1010.8106183414739
1999-01-19,1013.7043707081502
1999-01-20,1019.773866414791
1999-01-21,1007.2659239219952
1999-01-22,992.3631057103394
1999-01-25,996.4743651480107
1999-01-26,1007.0449438491517
1999-01-27,1003.2054589990187
1999-01-28,1011.692316590807
1999-01-29,1019.355041384744
1999-02-01,1021.0773445191924
1999-02-02,1017.1322681018798
1999-02-03,1016.3191033590097
1999-02-04,1004.6634322241508
1999-02-05,997.4690635258572
1999-02-08,995.7643186286099
1999-02-09,977.6375744788086
1999-02-10,979.0151354285334
1999-02-11,996.036970375404
1999-02-12,991.0617241368857
1999-02-15,991.1677227372245
1999-02-16,994.5584489508913
1999-02-17,985.734434349973
1999-02-18,989.673898352701
1999-02-19,988.0827314925975
1999-02-22,1005.2140148065122
1999-02-23,1007.8511966881591
1999-02-24,1002.8630493621822
1999-02-25,998.8612528670134
1999-02-26,995.0895489403978
1999-03-01,988.4537038148804
1999-03-02,983.0108114089684
1999-03-03,981.2214237566008
1999-03-04,987.9886125521499
1999-03-05,1012.1424514889212
1999-03-08,1016.2757064100654
1999-03-09,1019.5365788040716
1999-03-10,1027.9117807040436
1999-03-11,1034.936902325172
1999-03-12,1038.1757340410977
1999-03-15,1045.664960446931
1999-03-16,1048.5009245942476
1999-03-17,1046.2073603594117
1999-03-18,1050.11715170143
1999-03-19,1049.8052672312103
1999-03-22,1045.9735659040975
1999-03-23,1025.4195318591217
1999-03-24,1022.5196894600127
1999-03-25,1037.525762910016
1999-03-26,1030.1331385590154
1999-03-29,1045.777818580766
1999-03-30,1042.8833763152645
1999-03-31,1041.6129573273286
1999-04-01,1047.8868494503859
1999-04-02,1047.180967085805
1999-04-05,1056.9349888303132
1999-04-06,1062.8920991292962
1999-04-07,1070.463451051418
1999-04-08,1082.991620102858
1999-04-09,1084.3062737637329
1999-04-12,1088.5067531132086
1999-04-13,1089.1559287749267
1999-04-14,1082.721114394649
1999-04-15,1075.8060211002733
1999-04-16,1075.764541410598
1999-04-19,1066.0379964745882
1999-04-20,1065.706719191516
1999-04-21,1076.315241391872
1999-04-22,1089.3380422570744
1999-04-23,1092.1447028119894
1999-04-26,1096.270277403558
1999-04-27,1102.6462532884223
1999-04-28,1097.083134225904
1999-04-29,1090.1406950875203
1999-04-30,1087.011675901717
1999-05-03,1095.9444871003384
1999-05-04,1087.867544889244
1999-05-05,1092.1916954010092
1999-05-06,1093.3194443327525
1999-05-07,1094.5487797125074
1999-05-10,1094.0828103639717
1999-05-11,1096.7317197254315
1999-05-12,1096.37971103077
1999-05-13,1097.8824873653543
1999-05-14,1080.0335477801952
1999-05-17,1071.3901615958107
1999-05-18,1072.5343684810903
1999-05-19,1076.2085331452192
1999-05-20,1076.0837240900346
1999-05-21,1070.510958733929
1999-05-24,1059.3660097118216
1999-05-25,1045.8746010457276
1999-05-26,1052.5215343718264
1999-05-27,1038.6321568135847
1999-05-28,1048.1001303616365
1999-05-31,1048.3703888787093
1999-06-01,1049.021419861171
1999-06-02,1051.4745562549847
1999-06-03,1054.5834741468814
1999-06-04,1069.4752566389348
1999-06-07,1077.1265876669102
1999-06-08,1075.3641745689597
1999-06-09,1077.9709183918735
1999-06-10,1072.1843966714966
1999-06-11,1073.9328114161967
1999-06-14,1067.604373643557
1999-06-15,1070.6095908587763
1999-06-16,1084.9185862650652
1999-06-17,1093.116376517647
1999-06-18,1095.6984555793376
1999-06-21,1102.0225667948719
1999-06-22,1096.4473704998422
1999-06-23,1088.7847696695442
1999-06-24,1078.8479560540723
1999-06-25,1080.6523630337176
1999-06-28,1087.392662152421
1999-06-29,1095.658831287666
1999-06-30,1101.3762108736116
1999-07-01,1114.9440662798531
1999-07-02,1123.7442569082696
1999-07-05,1131.414095888155
1999-07-06,1128.1521954178686
1999-07-07,1126.61452128581
1999-07-08,1123.0995353379224
1999-07-09,1126.9667344638374
1999-07-12,1125.6874918544709
