Date,AC ASIA ex JAPAN
2000-12-29,100.0
2001-01-01,99.9012301289333
2001-01-02,100.3402307355679
2001-01-03,99.04530060204131
2001-01-04,103.27583604808201
2001-01-05,105.86519605812767
2001-01-08,105.47599836980555
2001-01-09,106.65507632485902
2001-01-10,105.62012215749927
2001-01-11,103.84864160481048
2001-01-12,105.3286245257952
2001-01-15,105.8091404783929
2001-01-16,106.95597781789948
2001-01-17,107.08303491990833
2001-01-18,108.16623721168283
2001-01-19,110.73122636212348
2001-01-22,112.04570260267317
2001-01-23,111.67342766497
2001-01-24,111.77533922487946
2001-01-25,111.89432467483887
2001-01-26,110.7149828267751
2001-01-29,109.96471371870766
2001-01-30,110.34531287954526
2001-01-31,112.872095408382
2001-02-01,112.56579967769467
2001-02-02,113.02502122202466
2001-02-05,110.55584855059732
2001-02-06,110.52157480981323
2001-02-07,109.57055787484356
2001-02-08,110.13037969187008
2001-02-09,110.52860025046658
2001-02-12,110.42800985774169
2001-02-13,111.38248128486593
2001-02-14,110.78557829006776
2001-02-15,111.59060898663876
2001-02-16,111.12812333028805
2001-02-19,110.21890936201854
2001-02-20,111.09021751629632
2001-02-21,109.8913396361586
2001-02-22,108.06232067211863
2001-02-23,107.81323469106019
2001-02-26,107.90373846804529
2001-02-27,107.10636148343912
2001-02-28,107.52640059899737
2001-03-01,105.20693970143238
2001-03-02,103.38057646925881
2001-03-05,104.04211129147326
2001-03-06,104.99931798299737
2001-03-07,105.10866128152274
2001-03-08,104.88795272649914
2001-03-09,103.55362072303582
2001-03-12,100.36310854198715
2001-03-13,98.42958334385952
2001-03-14,99.07181752591474
2001-03-15,99.97445877922286
2001-03-16,99.27969711942565
2001-03-19,98.47594122482451
2001-03-20,97.33805012555513
2001-03-21,97.1820056355949
2001-03-22,95.40807037351627
2001-03-23,96.57711281952157
2001-03-26,97.91680669763082
2001-03-27,96.77538992133029
2001-03-28,96.73270664294779
2001-03-29,95.43293232314156
2001-03-30,95.3015886231855
2001-04-02,93.72571180489325
2001-04-03,92.3791811054727
2001-04-04,89.54758511997872
2001-04-05,89.87885268527035
2001-04-06,91.18127300211312
2001-04-09,88.87655777136419
2001-04-10,88.6089827777064
2001-04-11,90.62436963388313
2001-04-12,91.36421816129517
2001-04-13,91.46145142638208
2001-04-16,91.02306349535874
2001-04-17,90.32464517608314
2001-04-18,93.0649910988978
2001-04-19,96.26048330968081
2001-04-20,95.4416832791344
2001-04-23,95.482886787341
2001-04-24,95.08982804873064
2001-04-25,94.96795445173645
2001-04-26,94.75085301325701
2001-04-27,94.20349667952279
2001-04-30,95.4411631633801
2001-05-01,95.52650452308968
2001-05-02,97.2937584620464
2001-05-03,97.65599725533241
2001-05-04,95.87258459860517
2001-05-07,96.71826863553034
2001-05-08,96.21834063201518
2001-05-09,96.1123742228108
2001-05-10,95.84811407707129
2001-05-11,96.45850735669032
2001-05-14,95.10134529044012
2001-05-15,94.77180022490865
2001-05-16,94.48530839132926
2001-05-17,96.38076489634001
2001-05-18,95.7932082306319
2001-05-21,96.17424945156067
2001-05-22,97.00307977145208
2001-05-23,98.25573192929885
2001-05-24,98.10643337963052
2001-05-25,97.49454181222448
2001-05-28,97.2281710901401
2001-05-29,97.4226395452402
2001-05-30,96.35938036440675
2001-05-31,95.28253850286713
2001-06-01,94.66072531550763
2001-06-04,94.98371503800675
2001-06-05,95.33321526413413
2001-06-06,95.91887859045349
2001-06-07,96.29489324381724
2001-06-08,97.81983911269909
2001-06-11,97.19932928868904
2001-06-12,96.70977280734945
2001-06-13,96.58692798828136
2001-06-14,95.28702724682068
2001-06-15,94.80920188949585
2001-06-18,93.72951353603385
2001-06-19,93.9287544993947
2001-06-20,93.0775871670314
2001-06-21,93.3549144162924
2001-06-22,93.11194200398859
2001-06-25,92.74977377456813
2001-06-26,92.12124507131409
2001-06-27,92.24060683199994
2001-06-28,91.35775265025916
2001-06-29,92.9667998267105
2001-07-02,92.76565004335241
2001-07-03,92.8244721972804
2001-07-04,92.8359057212804
2001-07-05,92.43609749847639
2001-07-06,91.87233279618472
2001-07-09,90.25454075516595
2001-07-10,90.44093332544318
2001-07-11,89.51361637434933
2001-07-12,90.51478409419548
2001-07-13,89.51599231372745
2001-07-16,89.13124340223057
2001-07-17,88.73905930100537
2001-07-18,87.9987272278368
2001-07-19,87.848429114058
2001-07-20,87.91534215304233
2001-07-23,87.10267472998846
2001-07-24,86.62038761699021
2001-07-25,87.08126322023473
2001-07-26,87.38974844440965
2001-07-27,88.14635639977395
2001-07-30,88.0573738738671
2001-07-31,89.4087520473684
2001-08-01,90.39087076628657
2001-08-02,90.96666865789008
2001-08-03,90.5720949068435
2001-08-06,89.93779712852347
2001-08-07,89.32903918480892
2001-08-08,89.41808030865884
2001-08-09,87.89428390154015
2001-08-10,88.6298350494342
2001-08-13,88.69098267704094
2001-08-14,90.38988915188649
2001-08-15,90.7341228297287
2001-08-16,90.51048637031184
2001-08-17,90.12308896421409
2001-08-20,88.76643035189808
2001-08-21,88.73136117925921
2001-08-22,88.33128074983252
2001-08-23,88.60974041320841
2001-08-24,87.92913283449734
2001-08-27,89.31521837045075
2001-08-28,88.97740577331358
2001-08-29,89.08652471956178
2001-08-30,88.7845354169208
2001-08-31,87.99773983241703
2001-09-03,87.41812463690408
2001-09-04,88.42898985359282
2001-09-05,87.55885091141958
2001-09-06,86.28347508397545
2001-09-07,85.44744784954263
2001-09-10,84.95959530811581
2001-09-11,84.38948155374182
2001-09-12,79.76835178147316
2001-09-13,79.33124721270366
2001-09-14,77.13945478264348
2001-09-17,74.47935457720297
2001-09-18,74.59450576370405
2001-09-19,75.62299674320276
2001-09-20,74.25640335178
2001-09-21,71.60170819744546
2001-09-24,72.49514710813789
2001-09-25,71.86721490276479
2001-09-26,72.22465331691144
2001-09-27,72.98619726875049
2001-09-28,74.16345734771751
2001-10-01,74.0473167270978
2001-10-02,73.50548331354821
2001-10-03,73.37984786115128
2001-10-04,75.38682051344813
2001-10-05,75.97755413712804
2001-10-08,74.21475957194762
2001-10-09,76.40392750260281
2001-10-10,76.20666656635353
2001-10-11,77.87754726360701
2001-10-12,77.53651815095003
2001-10-15,77.14796398516856
2001-10-16,77.75046581889872
2001-10-17,78.78858257810955
2001-10-18,77.42170779882912
2001-10-19,77.35419513815869
2001-10-22,77.43497365321578
2001-10-23,78.57372187093782
2001-10-24,79.55290820856341
2001-10-25,79.56133868724143
2001-10-26,80.10172649123457
2001-10-29,79.55785423539777
2001-10-30,78.08742139142578
2001-10-31,78.16057188081291
2001-11-01,78.39460277295164
2001-11-02,78.7829397974453
2001-11-05,79.80763522956508
2001-11-06,79.87526173263768
2001-11-07,79.57906009612064
2001-11-08,81.01925385583274
2001-11-09,82.03710063288025
2001-11-12,82.37173781045607
2001-11-13,82.38093739117876
2001-11-14,84.35083414437433
2001-11-15,86.47070572384065
2001-11-16,86.92595814035818
2001-11-19,88.22796497699153
2001-11-20,87.13768454531773
2001-11-21,87.6102520099404
2001-11-22,87.6796506184375
2001-11-23,89.01216127266416
2001-11-26,90.70261528868174
2001-11-27,90.25824581434975
2001-11-28,87.96694238026642
2001-11-29,87.78633133372237
2001-11-30,88.61008248461336
2001-12-03,89.58724061040076
2001-12-04,91.20369903364016
2001-12-05,94.71133401805804
2001-12-06,96.10971268797789
2001-12-07,97.50452942512608
2001-12-10,95.88040682643008
2001-12-11,95.34637420161926
2001-12-12,97.14496449638791
2001-12-13,95.42598875367558
2001-12-14,94.56491014046475
2001-12-17,93.56328905530872
2001-12-18,93.42472079719387
2001-12-19,93.61170555790461
2001-12-20,94.53426986980101
2001-12-21,91.81277601597783
2001-12-24,92.16909422118343
2001-12-25,92.77345162605893
2001-12-26,92.7743021762631
2001-12-27,93.46020778224737
