Date,ACWI ex EM LATIN AMERICA
1998-12-31,1000.0
1999-01-01,1000.0002029419248
1999-01-04,1010.6224055723795
1999-01-05,1021.0540138383079
1999-01-06,1040.6532334759304
1999-01-07,1038.1589564270525
1999-01-08,1037.2567211658386
1999-01-11,1028.4284076043045
1999-01-12,1011.1009304110564
1999-01-13,996.8356701085868
1999-01-14,989.825171303986
1999-01-15,1004.5025649991265
1999-01-18,1013.6849943974885
1999-01-19,1015.9763023051436
1999-01-20,1021.9296118166621
1999-01-21,1010.0899307545487
1999-01-22,994.3742465980482
1999-01-25,998.6204834519883
1999-01-26,1008.9036571027588
1999-01-27,1005.1757848088316
1999-01-28,1013.8860704627702
1999-01-29,1021.5689819207537
1999-02-01,1022.7904091978952
1999-02-02,1018.4082877135484
1999-02-03,1017.1820221309864
1999-02-04,1005.4944680936085
1999-02-05,998.4775016370843
1999-02-08,996.8156609196888
1999-02-09,978.319595259883
1999-02-10,979.1276485732657
1999-02-11,995.9426488694431
1999-02-12,991.0180016183383
1999-02-15,991.0100821434577
1999-02-16,993.9452314395361
1999-02-17,985.0803066654365
1999-02-18,989.4210510219816
1999-02-19,988.0603303734179
1999-02-22,1004.8384203414122
1999-02-23,1007.7797000246288
1999-02-24,1002.929991499304
1999-02-25,998.9663458575952
1999-02-26,994.3087049774755
1999-03-01,987.3490834475857
1999-03-02,982.385399891075
1999-03-03,980.1699417543107
1999-03-04,986.7503833465208
1999-03-05,1011.0005175385938
1999-03-08,1014.7589763293038
1999-03-09,1017.5080786746354
1999-03-10,1025.583549438597
1999-03-11,1032.3137701605274
1999-03-12,1035.851228745326
1999-03-15,1042.8065216231016
1999-03-16,1045.264927905648
1999-03-17,1043.3001651554146
1999-03-18,1046.6337116875682
1999-03-19,1046.8047679411372
1999-03-22,1042.9949133372854
1999-03-23,1022.046373286397
1999-03-24,1018.9613116106782
1999-03-25,1033.687595734275
1999-03-26,1025.8979945364142
1999-03-29,1041.1272780980476
1999-03-30,1038.2530241710438
1999-03-31,1037.5902492642535
1999-04-01,1044.0323160872335
1999-04-02,1043.237202405642
1999-04-05,1052.0471769301432
1999-04-06,1058.4648753179672
1999-04-07,1065.9687302324492
1999-04-08,1078.2546487218992
1999-04-09,1079.5471789113196
1999-04-12,1083.6310872010388
1999-04-13,1084.1437871774058
1999-04-14,1077.7414759708493
1999-04-15,1069.9755681563138
1999-04-16,1069.401904784581
1999-04-19,1060.2845212576108
1999-04-20,1059.3103152276012
1999-04-21,1069.8462400589624
1999-04-22,1082.1156608565295
1999-04-23,1084.7172472508237
1999-04-26,1089.0274941009598
1999-04-27,1096.5608121829328
1999-04-28,1090.6256217652315
1999-04-29,1083.602628031497
1999-04-30,1080.5272248202766
1999-05-03,1089.255965394636
1999-05-04,1081.6672692774748
1999-05-05,1085.227843994443
1999-05-06,1085.9677372040169
1999-05-07,1086.3572594736797
1999-05-10,1086.2390791227435
1999-05-11,1088.6943137168673
1999-05-12,1088.4325826250304
1999-05-13,1089.8045947401195
1999-05-14,1072.2501259025544
1999-05-17,1063.2255755833323
1999-05-18,1064.8259360725942
1999-05-19,1069.5005000494493
1999-05-20,1069.81045588769
1999-05-21,1064.5342654143935
1999-05-24,1054.3852124436014
1999-05-25,1041.6344001499015
1999-05-26,1046.872133090656
1999-05-27,1033.2801031154972
1999-05-28,1042.3157446663552
1999-05-31,1042.7004847046285
1999-06-01,1043.3177328044467
1999-06-02,1045.261968750558
1999-06-03,1048.6406595488756
1999-06-04,1062.5052063689502
1999-06-07,1070.4164485743954
1999-06-08,1069.4643501921803
1999-06-09,1072.3044628813689
1999-06-10,1066.5656854710958
1999-06-11,1068.479328111234
1999-06-14,1062.1308062681298
1999-06-15,1065.1999979768432
1999-06-16,1078.4653976883642
1999-06-17,1086.589157220492
1999-06-18,1089.6557076369556
1999-06-21,1095.3176708083874
1999-06-22,1089.6894324954117
1999-06-23,1082.198049079752
