Date,ACWI ex ANDEAN
2002-05-31,1000.0
2002-06-03,986.3577737070568
2002-06-04,981.4147624724968
2002-06-05,981.6432440805338
2002-06-06,971.374272071239
2002-06-07,965.2486706654511
2002-06-10,966.8023378747407
2002-06-11,959.0080133386831
2002-06-12,957.010583540852
2002-06-13,947.1014008547653
2002-06-14,937.745776708616
2002-06-17,957.6808121926606
2002-06-18,959.493814152342
2002-06-19,945.2147624702615
2002-06-20,935.2937819126585
2002-06-21,925.7743325814823
2002-06-24,923.923778173525
2002-06-25,919.2515404783695
2002-06-26,914.4151340930708
2002-06-27,926.0536019699864
2002-06-28,938.6267919330202
2002-07-01,927.6756171629303
2002-07-02,908.3957354693188
2002-07-03,904.0878581243862
2002-07-04,908.4870256223417
2002-07-05,936.8091445847351
2002-07-08,933.9260916920551
2002-07-09,922.2019536033275
2002-07-10,894.6281432646724
2002-07-11,887.0734651281565
2002-07-12,885.7824720485759
2002-07-15,873.6234552044889
2002-07-16,864.6657787128338
2002-07-17,874.9109490937501
2002-07-18,867.4802392284824
2002-07-19,838.0474193138283
2002-07-22,807.8125185627297
2002-07-23,787.6234403935359
2002-07-24,806.1247034878351
2002-07-25,812.0147765764215
2002-07-26,814.6527820469477
2002-07-29,850.0203319822633
2002-07-30,856.1573255024225
2002-07-31,859.6718206361571
2002-08-01,835.3108953606554
2002-08-02,824.9926869776156
2002-08-05,801.1044944748592
2002-08-06,815.1024872002706
2002-08-07,826.8819182294269
2002-08-08,850.5102164133642
2002-08-09,858.717780375856
2002-08-12,851.3055614345158
2002-08-13,843.1153289362275
2002-08-14,859.6014459634581
2002-08-15,871.3058436127376
2002-08-16,873.0890727352644
2002-08-19,887.5107943729075
2002-08-20,877.0756881745123
2002-08-21,887.7192686721108
2002-08-22,898.3563886339244
2002-08-23,883.5000982842204
2002-08-26,886.8968202311424
2002-08-27,885.4691405147657
2002-08-28,865.9319087309474
2002-08-29,861.0548750687055
2002-08-30,861.5804159320268
2002-09-02,857.6316248572907
2002-09-03,828.4263254704401
2002-09-04,834.3694606650683
2002-09-05,826.2295709287527
2002-09-06,838.2938613565356
2002-09-09,840.3051711955329
2002-09-10,848.2300990156666
2002-09-11,852.8305559438768
2002-09-12,834.0262442955369
2002-09-13,828.9876069115768
2002-09-16,826.4989195816486
2002-09-17,817.0582799316501
2002-09-18,807.6136168090914
2002-09-19,792.2657115000223
2002-09-20,790.5942611684659
2002-09-23,776.1559279592273
2002-09-24,763.6865865781626
2002-09-25,775.9942875663158
2002-09-26,794.3400441101761
2002-09-27,781.1633715940627
2002-09-30,766.8014920201898
2002-10-01,784.5561868678087
2002-10-02,779.275760580475
2002-10-03,771.1903790417981
2002-10-04,756.6741814165404
2002-10-07,741.9499401609706
2002-10-08,744.6273788056913
2002-10-09,731.8737025195752
2002-10-10,749.1573229704566
2002-10-11,777.1475794672901
2002-10-14,778.8449858479776
2002-10-15,814.9901142548064
2002-10-16,801.2431756584228
2002-10-17,817.4741721814105
2002-10-18,820.0595295064627
2002-10-21,828.1926172667993
2002-10-22,819.6080248362689
2002-10-23,817.3614541888456
2002-10-24,815.0278499543211
2002-10-25,823.4051757529087
2002-10-28,824.4200933980815
2002-10-29,810.3515608971984
2002-10-30,820.5339787686117
2002-10-31,823.0469598937703
2002-11-01,829.9064938088009
