Date,AC FAR EAST ex JAPAN ex HK
2000-12-29,100.00000000000001
2001-01-01,99.91308735437124
2001-01-02,100.9826536033459
2001-01-03,99.65327668769535
2001-01-04,104.17701817162556
2001-01-05,107.39749864128065
2001-01-08,107.59586900075384
2001-01-09,109.41285841845676
2001-01-10,108.16795352561115
2001-01-11,106.53628615848697
2001-01-12,108.32979430993274
2001-01-15,109.43516061012662
2001-01-16,111.14476440722899
2001-01-17,111.41498063712888
2001-01-18,112.32484594904791
2001-01-19,114.39606835094658
2001-01-22,115.63474036267426
2001-01-23,115.54079679152869
2001-01-24,115.56367745082268
2001-01-25,115.78733220468858
2001-01-26,113.91987393947078
2001-01-29,113.54506871777066
2001-01-30,114.32678027729817
2001-01-31,117.79381840125568
2001-02-01,117.08412844349068
2001-02-02,117.96463937552409
2001-02-05,114.57765394311905
2001-02-06,114.45291675827045
2001-02-07,112.94315188711768
2001-02-08,113.96555453383574
2001-02-09,114.54049328221402
2001-02-12,114.65344397985041
2001-02-13,115.8457741205203
2001-02-14,114.80814969055623
2001-02-15,116.15734127003186
2001-02-16,116.03138023296133
2001-02-19,114.34293465669097
2001-02-20,115.7700419474628
2001-02-21,114.18988743492729
2001-02-22,111.85874317075908
2001-02-23,111.89492327491206
2001-02-26,111.85526493797947
2001-02-27,111.20731844020503
2001-02-28,110.96399310600306
2001-03-01,108.27120297162817
2001-03-02,106.32478317995776
2001-03-05,107.47420559462148
2001-03-06,108.27802181781955
2001-03-07,108.58983339331219
2001-03-08,108.44970793687011
2001-03-09,107.38455317736077
2001-03-12,104.37836457861597
2001-03-13,103.06965665681359
2001-03-14,103.72033942867722
2001-03-15,103.93770351100622
2001-03-16,103.31164527451695
2001-03-19,101.68616883475732
2001-03-20,100.81588195195427
2001-03-21,100.82607857590808
2001-03-22,99.57461409628401
2001-03-23,101.19472865129461
2001-03-26,102.49479455393129
2001-03-27,100.8354424906579
2001-03-28,100.3344789018864
2001-03-29,98.89784637057643
2001-03-30,99.05411471283507
2001-04-02,96.8657759067072
2001-04-03,94.76087147104589
2001-04-04,91.57971271249085
2001-04-05,92.10753317218627
2001-04-06,94.0014119337161
2001-04-09,91.25966725978171
2001-04-10,91.38263984775382
2001-04-11,94.0640879533382
2001-04-12,95.01306416058412
2001-04-13,95.15663490231104
2001-04-16,94.19224677655554
2001-04-17,93.50261333393969
2001-04-18,96.47609305293025
2001-04-19,99.68411683069937
2001-04-20,98.45065724087348
2001-04-23,98.85222847701098
2001-04-24,98.46465241871438
2001-04-25,98.52257236320162
2001-04-26,98.47610223147609
2001-04-27,98.03448855077522
2001-04-30,99.59080889858555
2001-05-01,99.72570318893737
2001-05-02,101.78271098145328
2001-05-03,102.43600564194817
2001-05-04,100.11667789117551
2001-05-07,100.74089197882414
2001-05-08,99.80532652012572
2001-05-09,99.75345615738644
2001-05-10,99.15851335887001
2001-05-11,99.9649453355028
2001-05-14,98.68998107629459
2001-05-15,97.9796273304626
2001-05-16,97.13927835717764
