Date,ACWI ex POLAND
1998-12-31,1000.0
1999-01-01,1000.0002003372567
1999-01-04,1010.4332987075106
1999-01-05,1020.6911833241829
1999-01-06,1040.1528170586134
1999-01-07,1037.365283084223
1999-01-08,1036.3076513289952
1999-01-11,1027.1204350726562
1999-01-12,1009.4762672883122
1999-01-13,994.358291092469
1999-01-14,987.1597265537923
1999-01-15,1002.9292549651962
1999-01-18,1011.7375650545181
1999-01-19,1014.1085214630109
1999-01-20,1020.4127908204541
1999-01-21,1008.1301041201043
1999-01-22,992.5398576392832
1999-01-25,996.7035839093921
1999-01-26,1006.9930699971327
1999-01-27,1003.324143574914
1999-01-28,1012.1400099155205
1999-01-29,1019.6568177538873
1999-02-01,1021.5509654160169
1999-02-02,1017.4969284943021
1999-02-03,1016.201456149502
1999-02-04,1004.599250550885
1999-02-05,997.5289242382516
1999-02-08,995.9048992955549
1999-02-09,977.5726511393897
1999-02-10,978.5250310955123
1999-02-11,995.385219155944
1999-02-12,990.4700428212656
1999-02-15,990.4882050070631
1999-02-16,993.4507513011124
1999-02-17,984.533725590551
1999-02-18,988.8197438184977
1999-02-19,987.6694843280326
1999-02-22,1004.2055564829614
1999-02-23,1006.9533848408462
1999-02-24,1002.1460882922596
1999-02-25,998.1116329447678
1999-02-26,993.6175924122359
1999-03-01,986.5897724961469
1999-03-02,981.6022392382577
1999-03-03,979.4519158538202
1999-03-04,986.3501146992332
1999-03-05,1010.5636435622184
1999-03-08,1014.4935229478237
1999-03-09,1017.426732255993
1999-03-10,1025.7536476129176
1999-03-11,1032.3540802539374
1999-03-12,1035.7908547525712
1999-03-15,1043.0449559413735
1999-03-16,1045.6830475791826
1999-03-17,1043.6965196236736
1999-03-18,1047.1748287208188
1999-03-19,1047.2330407102647
1999-03-22,1043.2854114056786
1999-03-23,1022.4194234545863
1999-03-24,1019.5914017901226
1999-03-25,1034.495032799835
1999-03-26,1026.6973714313751
1999-03-29,1041.9567136177359
1999-03-30,1039.3133219893214
1999-03-31,1038.8221133993243
1999-04-01,1045.1863684896439
1999-04-02,1044.4120467125042
1999-04-05,1053.4768431965015
1999-04-06,1059.9697092165152
1999-04-07,1067.5076195443285
1999-04-08,1079.71398027649
1999-04-09,1080.957449717098
1999-04-12,1085.1450047561673
1999-04-13,1085.6688957945826
1999-04-14,1079.4025368361108
1999-04-15,1072.1400520712095
1999-04-16,1071.8991474405373
1999-04-19,1062.9166720720107
1999-04-20,1061.6026133180717
1999-04-21,1071.9162422388492
1999-04-22,1084.3071288555054
1999-04-23,1086.8849489710708
1999-04-26,1090.9054831925598
1999-04-27,1098.2581607205288
1999-04-28,1092.7547049933685
1999-04-29,1085.985320444279
1999-04-30,1083.276977392923
1999-05-03,1092.1964866736585
1999-05-04,1084.5953824300657
1999-05-05,1088.323142146067
1999-05-06,1089.4849330213533
1999-05-07,1090.298245964464
1999-05-10,1090.5138168505127
1999-05-11,1092.7254152582684
1999-05-12,1092.1807063557271
1999-05-13,1093.9492258291539
1999-05-14,1076.3486177094287
1999-05-17,1067.1983766925591
1999-05-18,1068.8258025914897
1999-05-19,1073.0428991482906
1999-05-20,1073.3094241757515
1999-05-21,1067.5633935524133
1999-05-24,1056.9991423422057
1999-05-25,1043.9405681894896
1999-05-26,1049.7875162633297
1999-05-27,1035.921260457313
1999-05-28,1044.846113546322
1999-05-31,1045.3811473488004
1999-06-01,1045.845410557588
1999-06-02,1047.7376199738217
1999-06-03,1051.065020617175
1999-06-04,1064.9696820071488
1999-06-07,1072.8097744164572
1999-06-08,1071.8302082034188
1999-06-09,1074.516236545704
1999-06-10,1068.795505152814
1999-06-11,1070.5152624343632
1999-06-14,1064.0840125085763
1999-06-15,1067.317508765381
1999-06-16,1081.1183337087346
1999-06-17,1089.320226218705
1999-06-18,1092.4561197433857
1999-06-21,1098.1815750515282
1999-06-22,1092.5762497078897
1999-06-23,1084.877684113113
1999-06-24,1075.088946980985
1999-06-25,1077.1311564168757
1999-06-28,1083.6008859296971
1999-06-29,1091.7501359341977
1999-06-30,1097.4895486351677
1999-07-01,1110.9016625165214
1999-07-02,1119.2060418334288
1999-07-05,1127.3593054946675
1999-07-06,1124.2693719855222
1999-07-07,1122.4056367086205
1999-07-08,1118.5233404422659
1999-07-09,1122.3551043383586
1999-07-12,1120.9693291755611
1999-07-13,1115.4428199382266
1999-07-14,1120.792966000024
1999-07-15,1132.325918225978
1999-07-16,1132.8944645915485
1999-07-19,1129.6770460062785
1999-07-20,1116.5557811530034
1999-07-21,1114.4151799247934
1999-07-22,1101.9497897831257
1999-07-23,1092.7325846842382
1999-07-26,1088.9640765571346
1999-07-27,1096.453785197282
1999-07-28,1101.2118698539023
1999-07-29,1090.0147710890162
1999-07-30,1092.2721592137034
1999-08-02,1088.8981889555876
1999-08-03,1086.6516628210015
1999-08-04,1080.2054267276858
1999-08-05,1074.3872435642747
1999-08-06,1066.5054212395557
1999-08-09,1064.4143392519688
1999-08-10,1054.2643232084563
1999-08-11,1061.220402139492
1999-08-12,1068.0849941092079
1999-08-13,1083.09018962078
1999-08-16,1090.6087827191309
1999-08-17,1094.591097864294
1999-08-18,1092.8822755271688
1999-08-19,1088.6641278577138
1999-08-20,1101.6397011990264
1999-08-23,1117.403697608348
1999-08-24,1116.482581998098
1999-08-25,1125.188979526464
1999-08-26,1114.3106092625696
1999-08-27,1109.047557930891
1999-08-30,1100.8636108501078
1999-08-31,1090.9528221081184
1999-09-01,1102.3725779623478
1999-09-02,1095.8103720749807
1999-09-03,1114.8592771353274
1999-09-06,1119.9737662003738
1999-09-07,1113.8026848175377
1999-09-08,1110.345356048265
1999-09-09,1118.4662899357884
1999-09-10,1118.7749646138873
1999-09-13,1115.815195477029
1999-09-14,1111.5157220500269
1999-09-15,1101.9744703299764
1999-09-16,1095.7676465951804
1999-09-17,1101.1103935111341
1999-09-20,1104.961910413288
1999-09-21,1095.4891031560558
1999-09-22,1090.4769581878359
1999-09-23,1078.5880267878579
1999-09-24,1069.8392008045655
1999-09-27,1072.8579109990967
1999-09-28,1074.7596220921466
1999-09-29,1068.240618741362
1999-09-30,1079.0408497533695
1999-10-01,1080.3837636755297
1999-10-04,1091.905665925523
1999-10-05,1091.524034364975
1999-10-06,1103.6687910684054
1999-10-07,1106.6338559388437
1999-10-08,1112.0600580723055
1999-10-11,1113.935883898764
1999-10-12,1104.4955938485646
1999-10-13,1086.3933388219314
1999-10-14,1086.7438810006968
1999-10-15,1066.5878836430954
1999-10-18,1060.6223313517185
1999-10-19,1070.0075245075336
1999-10-20,1084.015848651377
1999-10-21,1081.470840491652
1999-10-22,1093.029688497862
1999-10-25,1089.9195190513637
1999-10-26,1087.7015423803298
1999-10-27,1089.1962063930255
1999-10-28,1112.3931788983496
1999-10-29,1132.8832855534727
1999-11-01,1129.6527257387877
1999-11-02,1127.7761804684485
1999-11-03,1131.2005225694961
1999-11-04,1139.6616782706894
1999-11-05,1140.784168119417
1999-11-08,1142.478677705761
1999-11-09,1141.3155426175565
1999-11-10,1149.6325085308163
1999-11-11,1156.3003596199112
1999-11-12,1160.0316601405302
1999-11-15,1162.1767249692844
1999-11-16,1173.0146215710656
1999-11-17,1172.7609065593342
1999-11-18,1182.0677034181404
1999-11-19,1181.83593163
1999-11-22,1182.2764469859956
1999-11-23,1178.8949215475518
1999-11-24,1179.528466481652
1999-11-25,1185.4091878969637
1999-11-26,1189.342232120796
1999-11-29,1184.89215616614
1999-11-30,1167.6431816824702
1999-12-01,1175.4964053964814
1999-12-02,1180.9100318612452
1999-12-03,1198.7857105301819
1999-12-06,1203.0440548441413
1999-12-07,1201.520399074439
1999-12-08,1197.3376992202755
