Date,ACWI WITH CHINA ALL SHARES
2009-04-24,1058.88375675102
2009-04-27,1049.9991894308926
2009-04-28,1037.617642260018
2009-04-29,1063.15222860938
2009-04-30,1073.919035947644
2009-05-01,1077.3309409120725
2009-05-04,1111.847247876069
2009-05-05,1113.7108182113545
2009-05-06,1128.5806003655741
2009-05-07,1128.4950297304351
2009-05-08,1151.2837101514672
2009-05-11,1140.418576410913
2009-05-12,1138.553730013694
2009-05-13,1113.8601851829533
2009-05-14,1113.2573243581562
2009-05-15,1114.7642434266704
2009-05-18,1135.296987936165
2009-05-19,1150.8750233571952
2009-05-20,1159.1363401908072
2009-05-21,1139.4636972527187
2009-05-22,1144.3622162509387
2009-05-25,1146.1075031874566
2009-05-26,1161.2772160738741
2009-05-27,1157.7968309490634
2009-05-28,1162.2334345462439
2009-05-29,1180.3010310057284
2009-06-01,1212.0973599603642
2009-06-02,1216.948761460552
2009-06-03,1197.5463794807656
2009-06-04,1200.5140388309123
2009-06-05,1197.4912212835668
2009-06-08,1187.392895685821
2009-06-09,1195.1871391260995
2009-06-10,1203.8673355144247
2009-06-11,1214.1082961977881
2009-06-12,1211.149479727208
2009-06-15,1180.2351162092068
2009-06-16,1170.2429255562233
2009-06-17,1159.6439253959718
2009-06-18,1165.4202960112534
2009-06-19,1173.4886198049385
2009-06-22,1144.012854397159
2009-06-23,1140.7808305456097
2009-06-24,1157.898841497641
2009-06-25,1166.3968546139588
2009-06-26,1175.2797788919004
2009-06-29,1183.5077198934832
2009-06-30,1175.7166649992955
2009-07-01,1187.6714144686173
2009-07-02,1159.9836223139605
2009-07-03,1159.266419530649
2009-07-06,1150.5443751704681
2009-07-07,1138.654065251832
2009-07-08,1127.4736181210676
2009-07-09,1133.9421070872916
2009-07-10,1127.3922211455942
2009-07-13,1139.069823553088
2009-07-14,1154.144644812233
2009-07-15,1187.4792402210617
2009-07-16,1197.7196747143735
2009-07-17,1201.557552506617
2009-07-20,1220.359119398431
2009-07-21,1230.4815120428143
2009-07-22,1230.6642093450346
2009-07-23,1254.387808280457
2009-07-24,1257.8184932238137
2009-07-27,1265.0921069002707
2009-07-28,1261.3712751174614
2009-07-29,1253.0457359919374
2009-07-30,1271.7870433822102
2009-07-31,1280.4780527064356
2009-08-03,1306.7856073855187
2009-08-04,1307.335259843249
2009-08-05,1300.9731381920292
2009-08-06,1298.2819048822398
2009-08-07,1301.5398528972435
2009-08-10,1298.601735299689
2009-08-11,1285.5281400720341
2009-08-12,1294.1321594257545
2009-08-13,1310.476467354563
2009-08-14,1302.0386753224975
2009-08-17,1263.7624595040186
2009-08-18,1276.5320214471308
2009-08-19,1281.6414718232509
2009-08-20,1298.1322911919697
2009-08-21,1318.5408808960685
2009-08-24,1329.328059064819
2009-08-25,1331.3867486193376
2009-08-26,1326.2773118013224
2009-08-27,1323.9009861233924
2009-08-28,1333.813820797853
2009-08-31,1321.7813247793586
2009-09-01,1302.263331524721
2009-09-02,1292.4267793371914
2009-09-03,1300.6469213591824
2009-09-04,1314.8949559748958
2009-09-07,1327.7047416346836
2009-09-08,1345.174290560064
2009-09-09,1353.4608142451318
2009-09-10,1363.744011748317
2009-09-11,1370.229536005927
2009-09-14,1367.766449989188
2009-09-15,1371.2444525878539
2009-09-16,1394.2915134361238
2009-09-17,1400.0079376965507
2009-09-18,1396.2871348492702
2009-09-21,1385.7682528031016
2009-09-22,1400.9716270166225
2009-09-23,1394.2257064466435
2009-09-24,1376.5025764996317
2009-09-25,1369.1969703848038
2009-09-28,1381.2943225735455
2009-09-29,1380.8009811833163
2009-09-30,1382.6476160268746
2009-10-01,1355.6138688593428
2009-10-02,1339.8400650818878
2009-10-05,1352.1202094569344
2009-10-06,1379.2730928726623
2009-10-07,1381.47537757268
2009-10-08,1399.0973333467616
2009-10-09,1403.3575061347046
2009-10-12,1410.573107174778
2009-10-13,1406.899371373711
2009-10-14,1432.776781413544
2009-10-15,1437.8551686330347
2009-10-16,1424.998860674875
2009-10-19,1442.825166948484
2009-10-20,1437.2698749938252
2009-10-21,1433.9224354122837
2009-10-22,1432.5859751306318
2009-10-23,1423.339058616593
2009-10-26,1408.6141265242015
2009-10-27,1395.59085387119
2009-10-28,1366.1327856324754
2009-10-29,1386.751802879575
2009-10-30,1362.5391125758204
2009-11-02,1365.6955863294015
2009-11-03,1358.9275870021302
2009-11-04,1375.5727741530047
2009-11-05,1390.3266556834724
2009-11-06,1395.7282191574407
2009-11-09,1427.5331128433834
2009-11-10,1427.3773831481744
2009-11-11,1435.0069443994869
2009-11-12,1422.3107476954724
2009-11-13,1429.450154096688
2009-11-16,1452.0224055632495
2009-11-17,1445.4664996037716
2009-11-18,1448.2505863402894
2009-11-19,1424.9358619483246
2009-11-20,1417.6221620132114
2009-11-23,1441.546803079179
2009-11-24,1434.1470873167589
2009-11-25,1447.050742756557
2009-11-26,1425.7740969948607
2009-11-27,1411.2920663512823
2009-11-30,1418.8768241898003
2009-12-01,1447.3410566759596
2009-12-02,1451.2527846805933
2009-12-03,1448.552681905244
2009-12-04,1446.6080547624979
2009-12-07,1442.386177254991
2009-12-08,1425.2899603818123
2009-12-09,1421.2279810512396
2009-12-10,1427.3143735873873
2009-12-11,1430.3868050004735
2009-12-14,1441.8219496294614
2009-12-15,1433.4634547723163
2009-12-16,1441.4270165950693
2009-12-17,1415.994799152413
2009-12-18,1413.4466814414693
2009-12-21,1425.2047429913464
2009-12-22,1430.0885856137515
2009-12-23,1439.8032042086543
2009-12-24,1448.2713308416753
2009-12-25,1447.6017455310869
2009-12-28,1454.4055462925462
2009-12-29,1456.2300153914139
2009-12-30,1449.5151985840168
2009-12-31,1448.2506638301927
2010-01-01,1448.2506638301927
2010-01-04,1473.2593927165783
2010-01-05,1479.1452024436687
2010-01-06,1481.1207265055225
2010-01-07,1478.7894902824296
2010-01-08,1484.8691093618133
2010-01-11,1496.6401800059427
2010-01-12,1487.1853364769463
2010-01-13,1487.3927897707065
2010-01-14,1494.600948447258
2010-01-15,1481.0610590624576
2010-01-18,1484.177780228772
2010-01-19,1489.8296134570646
2010-01-20,1466.365323671302
2010-01-21,1444.6151552248768
2010-01-22,1423.0934747984475
2010-01-25,1421.0408654779408
2010-01-26,1410.8736371575906
2010-01-27,1405.6657393862743
2010-01-28,1395.1351920993213
2010-01-29,1384.5162280885845
2010-02-01,1394.9020713526495
2010-02-02,1412.8453452451297
2010-02-03,1409.3139149059798
2010-02-04,1369.635407524842
2010-02-05,1352.3520681545835
2010-02-08,1348.7366936179355
2010-02-09,1360.7243373713632
2010-02-10,1362.267505820063
2010-02-11,1371.6379652765172
2010-02-12,1370.6579104689997
2010-02-15,1371.4136190041418
2010-02-16,1391.5876603681993
2010-02-17,1403.7691992458065
2010-02-18,1408.9233138179204
2010-02-19,1402.345719611812
2010-02-22,1409.9909719732048
2010-02-23,1397.2137239466144
2010-02-24,1401.3175203546757
2010-02-25,1389.8527809123766
2010-02-26,1402.2671921340159
2010-03-01,1412.6232916091299
2010-03-02,1424.3995499671091
2010-03-03,1434.5047782929591
2010-03-04,1431.5306323953182
2010-03-05,1450.0607033394363
2010-03-08,1456.9243950180996
2010-03-09,1456.4528547285015
2010-03-10,1464.6726691811841
2010-03-11,1466.7076875928954
2010-03-12,1472.1223301206928
2010-03-15,1464.3643687640083
2010-03-16,1478.6060197799907
2010-03-17,1491.1366214484763
2010-03-18,1484.1023387813493
2010-03-19,1477.2045874736575
2010-03-22,1478.645516805546
2010-03-23,1487.3270417173944
2010-03-24,1475.7171617243043
2010-03-25,1476.7221942888152
2010-03-26,1479.3840099963377
2010-03-29,1490.6649941295332
2010-03-30,1492.3569676831169
2010-03-31,1491.8722023852174
2010-04-01,1507.9355334356633
2010-04-02,1508.8975342804974
2010-04-05,1515.382928346332
2010-04-06,1516.7014744076014
2010-04-07,1512.4429945239913
2010-04-08,1508.7995885543426
2010-04-09,1523.3246310814764
2010-04-12,1529.2288179642323
2010-04-13,1524.5088277440966
2010-04-14,1541.3230760343376
2010-04-15,1544.2555758260694
2010-04-16,1520.3473886093368
2010-04-19,1510.860597896115
2010-04-20,1524.3690901454718
2010-04-21,1522.5790853714216
2010-04-22,1514.1950454708729
2010-04-23,1522.129685686522
2010-04-26,1527.6404323611002
2010-04-27,1496.6139664434725
2010-04-28,1485.1796599112242
2010-04-29,1502.0483533452455
2010-04-30,1493.1545619629806
2010-05-03,1495.3067603106877
2010-05-04,1458.857266843946
2010-05-05,1441.1412946018743
2010-05-06,1401.9134600573232
2010-05-07,1370.176291033282
2010-05-10,1436.0017884794872
2010-05-11,1425.378078266907
2010-05-12,1442.4390664347702
2010-05-13,1437.6508683421785
2010-05-14,1403.6042508033393
2010-05-17,1391.0776020130868
2010-05-18,1387.053440434678
2010-05-19,1364.3275739956562
2010-05-20,1324.5831409151688
2010-05-21,1336.347181908468
2010-05-24,1327.7043542521114
2010-05-25,1303.9195583435949
2010-05-26,1314.409093487569
2010-05-27,1352.8245375011359
2010-05-28,1350.5297478294005
2010-05-31,1351.4941133637326
2010-06-01,1336.7612980742724
2010-06-02,1347.946884890615
2010-06-03,1363.6423849748523
2010-06-04,1328.515287345952
2010-06-07,1303.476360184258
2010-06-08,1308.2143887557625
2010-06-09,1314.7270780016831
2010-06-10,1343.7710493274749
2010-06-11,1351.66663448448
2010-06-14,1365.659929866243
2010-06-15,1385.6042896097297
2010-06-16,1389.710576893666
2010-06-17,1392.255588966839
2010-06-18,1395.9462947771538
2010-06-21,1406.7940089704332
2010-06-22,1388.1902865747552
2010-06-23,1376.639806936982
2010-06-24,1360.68288736528
2010-06-25,1356.696548472672
2010-06-28,1360.8968443052033
2010-06-29,1318.08159539025
2010-06-30,1309.5781453645545
2010-07-01,1302.2371340720745
2010-07-02,1303.76847951133
2010-07-05,1300.5104405781412
2010-07-06,1323.383045262145
2010-07-07,1345.3952741438056
2010-07-08,1361.6480319509226
2010-07-09,1371.2675357861485
2010-07-12,1371.490978900344
2010-07-13,1391.2047060794912
2010-07-14,1396.5155149779973
2010-07-15,1395.5955806884078
2010-07-16,1368.9894659071872
2010-07-19,1367.9543262699067
2010-07-20,1374.4203555319532
2010-07-21,1371.060245457746
2010-07-22,1396.3903817750906
2010-07-23,1405.915523206424
2010-07-26,1420.06724584791
2010-07-27,1422.3013554921204
2010-07-28,1421.1770359801749
2010-07-29,1420.716569404799
2010-07-30,1416.5534786348835
2010-08-02,1450.495741124903
2010-08-03,1450.5859294447523
2010-08-04,1450.8832461649833
2010-08-05,1451.3754041412649
2010-08-06,1450.8167673005833
2010-08-09,1458.1801787490742
2010-08-10,1441.2953740489409
2010-08-11,1402.9119149210765
2010-08-12,1394.3567817936078
2010-08-13,1392.6470934648196
2010-08-16,1396.883235503983
2010-08-17,1412.4807264804006
2010-08-18,1413.6069062979761
2010-08-19,1399.966593566059
2010-08-20,1384.3650914586858
2010-08-23,1383.4784723015077
2010-08-24,1365.8596418377167
2010-08-25,1357.9635590184375
2010-08-26,1362.4414458184497
2010-08-27,1376.2876720151257
2010-08-30,1371.053063528673
2010-08-31,1367.403527268578
2010-09-01,1404.5828842801734
2010-09-02,1414.1399759300973
2010-09-03,1429.136355548566
2010-09-06,1436.2485015563748
2010-09-07,1421.6703699930138
2010-09-08,1426.9629559271712
2010-09-09,1436.4681034457074
2010-09-10,1439.7578663289232
2010-09-13,1460.8178797664011
2010-09-14,1465.2165700100477
2010-09-15,1466.6740541356244
2010-09-16,1462.9272769482618
2010-09-17,1462.8209931970823
2010-09-20,1481.2506941498325
2010-09-21,1479.0331809362463
2010-09-22,1481.037490475555
2010-09-23,1473.06944425293
2010-09-24,1495.6242111054842
2010-09-27,1494.8013129478381
2010-09-28,1499.5565211203248
2010-09-29,1501.1712840539533
2010-09-30,1497.2716269637908
2010-10-01,1504.7519266200118
2010-10-04,1496.069215896148
2010-10-05,1522.898894019964
2010-10-06,1531.8892825390744
2010-10-07,1532.2641455363375
2010-10-08,1536.241860116832
2010-10-11,1538.7401165787455
2010-10-12,1534.4446935087612
2010-10-13,1553.8021359921404
2010-10-14,1560.1377734477892
2010-10-15,1556.884085204303
2010-10-18,1559.9086960205518
2010-10-19,1536.773741524798
2010-10-20,1551.7599587727473
2010-10-21,1555.9511824919873
2010-10-22,1553.6202501394566
2010-10-25,1563.323431612244
2010-10-26,1557.0718697136276
2010-10-27,1542.753694505685
2010-10-28,1551.6032599296586
2010-10-29,1553.055117678649
2010-11-01,1557.5048227269428
2010-11-02,1569.720445032822
2010-11-03,1571.3383402924342
2010-11-04,1607.359269793566
2010-11-05,1609.9401467394807
2010-11-08,1606.3853235291306
2010-11-09,1603.75895778544
2010-11-10,1593.5002268798169
2010-11-11,1589.472131479995
2010-11-12,1572.6139483862535
2010-11-15,1570.4833314519158
2010-11-16,1542.4911721042413
2010-11-17,1543.447921046832
2010-11-18,1568.2170082239556
2010-11-19,1569.8744436184436
2010-11-22,1565.95706742283
2010-11-23,1538.6075508877182
2010-11-24,1552.3964894518367
2010-11-25,1555.0462081007302
2010-11-26,1537.0334924630497
2010-11-29,1526.7842168953373
2010-11-30,1517.7074787496108
2010-12-01,1547.1511946752441
2010-12-02,1572.936197858538
2010-12-03,1585.074192087454
2010-12-06,1583.5099287921698
2010-12-07,1589.4990985083225
2010-12-08,1583.4727226963464
2010-12-09,1588.6524096091339
2010-12-10,1594.2384906852753
2010-12-13,1605.9322565155344
2010-12-14,1609.766849750247
2010-12-15,1599.319562052799
2010-12-16,1598.0329326849978
2010-12-17,1596.3608156367086
2010-12-20,1597.3752795507792
2010-12-21,1612.8527658936453
2010-12-22,1615.9292177343766
2010-12-23,1615.9241934129882
2010-12-24,1616.6810157823681
2010-12-27,1614.4414778576577
2010-12-28,1617.330552986408
2010-12-29,1623.5567431356417
2010-12-30,1622.8156712851767
2010-12-31,1627.8987071201998
2011-01-03,1638.8450021603776
2011-01-04,1640.8705550446675
2011-01-05,1635.5669954544906
2011-01-06,1632.8677378741545
2011-01-07,1628.9605084838756
2011-01-10,1620.294447104302
2011-01-11,1628.9958700270336
2011-01-12,1650.6593840104615
2011-01-13,1658.152831211264
2011-01-14,1661.3759153467977
2011-01-17,1658.1776358099169
2011-01-18,1668.5948338890842
2011-01-19,1661.5043281675084
2011-01-20,1642.5896370986738
2011-01-21,1649.6442286825256
2011-01-24,1660.0405029829778
2011-01-25,1658.47974204241
2011-01-26,1668.1792648216458
2011-01-27,1671.4090451203447
2011-01-28,1647.8180737794453
2011-01-31,1653.062309783949
2011-02-01,1679.4816861574413
2011-02-02,1683.352339192338
2011-02-03,1679.9193781863232
2011-02-04,1681.1298117821425
2011-02-07,1689.315907435728
2011-02-08,1697.8434328869098
2011-02-09,1689.3818740628392
2011-02-10,1680.7674969672316
2011-02-11,1684.6837933132804
2011-02-14,1692.381887894264
2011-02-15,1691.5935231204048
2011-02-16,1701.1113908362827
2011-02-17,1710.1035892803295
2011-02-18,1715.1617665543936
2011-02-21,1710.184675293501
2011-02-22,1684.3964466050982
2011-02-23,1674.4961185855345
2011-02-24,1670.1114576590858
2011-02-25,1688.1737060219898
2011-02-28,1701.3597385917578
2011-03-01,1690.6557503676784
2011-03-02,1687.8825471171415
2011-03-03,1706.150157490674
2011-03-04,1704.7309704364707
2011-03-07,1693.58242440283
2011-03-08,1696.785205051526
2011-03-09,1695.5913330920337
2011-03-10,1663.0832996404115
2011-03-11,1663.3708261456418
2011-03-14,1650.1943173896477
2011-03-15,1613.1858632989647
2011-03-16,1601.609323169481
2011-03-17,1621.7016842197688
2011-03-18,1631.304213727745
2011-03-21,1655.6989667592493
2011-03-22,1661.743615450823
2011-03-23,1663.3465700789764
2011-03-24,1679.0408496522944
2011-03-25,1683.1179724175809
2011-03-28,1677.478052554863
2011-03-29,1681.997544349634
2011-03-30,1698.7444142566756
2011-03-31,1699.7261670991397
2011-04-01,1710.045254153118
2011-04-04,1716.5173292845188
2011-04-05,1714.7313574707787
2011-04-06,1722.6080319023747
2011-04-07,1718.5474550700478
2011-04-08,1726.347830985044
2011-04-11,1722.1571145883156
2011-04-12,1701.589432685903
2011-04-13,1708.8931040922973
2011-04-14,1706.0271361823238
2011-04-15,1707.6129494687457
2011-04-18,1681.1826641414546
2011-04-19,1690.0238293376858
2011-04-20,1723.9718152830656
2011-04-21,1738.34113251288
2011-04-22,1738.3661019405408
2011-04-25,1733.8405477917963
2011-04-26,1743.836990895229
2011-04-27,1749.0553370935922
2011-04-28,1763.480171386597
2011-04-29,1768.6943471415564
2011-05-02,1773.1060181585274
2011-05-03,1759.7107523957245
2011-05-04,1744.1525504800463
2011-05-05,1725.3292566653524
2011-05-06,1730.3486936689608
2011-05-09,1724.3416809299333
2011-05-10,1739.2941329771998
2011-05-11,1730.0035004853014
2011-05-12,1719.6383484996193
2011-05-13,1710.9066899635718
2011-05-16,1702.4144384096157
2011-05-17,1694.0435583799615
2011-05-18,1710.1314363828435
2011-05-19,1713.8427336871578
2011-05-20,1704.2797375849748
2011-05-23,1673.8514000820624
2011-05-24,1678.3561757304494
2011-05-25,1681.8967235639152
2011-05-26,1692.4854844014556
2011-05-27,1708.0652850900417
2011-05-30,1708.0814596713176
2011-05-31,1730.2351073549576
2011-06-01,1709.7436369225406
2011-06-02,1697.0401160386068
2011-06-03,1690.8414225961653
2011-06-06,1678.3258365485547
2011-06-07,1681.5749526675545
2011-06-08,1669.3305933233485
2011-06-09,1675.093781122855
2011-06-10,1651.3402091382152
2011-06-13,1650.7047371150468
2011-06-14,1671.913100992361
2011-06-15,1646.569904473245
2011-06-16,1631.1169485577325
2011-06-17,1637.9703717247164
2011-06-20,1637.9977692322143
2011-06-21,1663.3498598637175
2011-06-22,1661.659756905188
2011-06-23,1640.080888342126
2011-06-24,1635.856495628508
2011-06-27,1642.2070370943397
2011-06-28,1660.2960359829774
2011-06-29,1681.8854673828887
2011-06-30,1703.6950362309376
2011-07-01,1719.7355258376574
2011-07-04,1727.4996620393279
2011-07-05,1724.4320393737705
2011-07-06,1719.2715784596478
2011-07-07,1731.9952768543321
2011-07-08,1721.23653398482
2011-07-11,1686.0869082706624
2011-07-12,1673.2066286988672
2011-07-13,1691.2586868348133
2011-07-14,1680.4643583151533
2011-07-15,1683.1092935922572
2011-07-18,1662.8130749418433
2011-07-19,1685.4259410152192
2011-07-20,1695.4323794530458
2011-07-21,1718.164448491423
2011-07-22,1725.7346268250742
2011-07-25,1715.766229338397
2011-07-26,1719.1455206359772
2011-07-27,1692.2184221940956
2011-07-28,1684.5924705446885
2011-07-29,1675.8551297921188
2011-08-01,1668.260074315828
2011-08-02,1633.5618045854
2011-08-03,1622.0109305131305
2011-08-04,1556.6305317794533
2011-08-05,1534.2342570393696
2011-08-08,1456.5694050521572
2011-08-09,1487.4058427863824
2011-08-10,1452.551091276325
2011-08-11,1494.5095877695462
2011-08-12,1510.3394267168026
2011-08-15,1541.8530880009023
2011-08-16,1533.9807827604138
2011-08-17,1539.5943360219064
2011-08-18,1475.8491605433367
2011-08-19,1452.886423487978
2011-08-22,1451.5557534445509
2011-08-23,1484.8583244592096
2011-08-24,1495.307714679747
2011-08-25,1479.570400192055
2011-08-26,1489.4067018562057
2011-08-29,1525.7642421899889
2011-08-30,1533.4753874670112
2011-08-31,1554.032803048841
2011-09-01,1546.1964129894982
2011-09-02,1512.1904298844272
2011-09-05,1481.8296818172255
2011-09-06,1468.63997747607
2011-09-07,1508.2461864166335
2011-09-08,1504.8520362256527
2011-09-09,1462.1945169208002
2011-09-12,1444.7005082014934
2011-09-13,1456.7356657975909
2011-09-14,1465.8985867853498
2011-09-15,1495.0595739957525
2011-09-16,1504.967885834741
2011-09-19,1477.9213337452006
2011-09-20,1484.2865036193652
2011-09-21,1455.3445023419786
2011-09-22,1390.2942009192416
2011-09-23,1392.546557183554
2011-09-26,1406.147671544808
2011-09-27,1448.5893561105418
2011-09-28,1429.8449569933448
2011-09-29,1438.4448354500837
2011-09-30,1407.4705326279181
2011-10-03,1369.664872574069
2011-10-04,1365.1141355609805
2011-10-05,1390.2554469813465
2011-10-06,1426.3368937247874
2011-10-07,1432.90242568585
2011-10-10,1469.269702937503
2011-10-11,1474.4819344320078
2011-10-12,1496.0273148373694
2011-10-13,1490.4535200955904
2011-10-14,1510.352435166104
2011-10-17,1495.7289044274614
2011-10-18,1498.3654566095092
2011-10-19,1497.1824384015997
2011-10-20,1482.8952801210112
2011-10-21,1515.5393655584876
2011-10-24,1541.30113235389
2011-10-25,1525.0969294553352
2011-10-26,1531.405831649684
2011-10-27,1593.7396703487502
2011-10-28,1601.1068107307667
2011-10-31,1557.457866128565
2011-11-01,1505.247499941848
2011-11-02,1523.532397955042
2011-11-03,1542.2524245133122
2011-11-04,1541.509853732749
2011-11-07,1543.9620354578212
2011-11-08,1556.0800559944284
2011-11-09,1515.5210150021246
2011-11-10,1508.471188840773
2011-11-11,1541.1899565078288
2011-11-14,1530.7463168507932
2011-11-15,1525.5803252245764
2011-11-16,1510.3015853594795
2011-11-17,1490.6978885118795
2011-11-18,1481.109453453229
2011-11-21,1447.0827547825663
2011-11-22,1442.9047830712584
2011-11-23,1411.1725230536597
2011-11-24,1408.4237252439052
2011-11-25,1403.97739463124
2011-11-28,1447.2183259976514
2011-11-29,1457.1871750914486
2011-11-30,1510.2520178141199
2011-12-01,1516.8215078054377
2011-12-02,1520.5628073414914
2011-12-05,1534.3923143409534
2011-12-06,1525.5259132296449
2011-12-07,1530.978969537933
2011-12-08,1503.6138850803136
2011-12-09,1514.7428903815191
2011-12-12,1492.560758422682
2011-12-13,1480.2822815197565
2011-12-14,1455.1853978754857
2011-12-15,1457.617675166361
2011-12-16,1463.474743844624
2011-12-19,1448.0669750786344
2011-12-20,1482.1058745843086
2011-12-21,1485.4144150361915
2011-12-22,1496.5620627317196
2011-12-23,1508.0480531821154
2011-12-26,1508.5741779947446
2011-12-27,1508.6354812054349
2011-12-28,1489.4680930269003
2011-12-29,1500.3727843101915
2011-12-30,1506.6651751124582
2012-01-02,1510.6524001568264
2012-01-03,1537.5196369464009
2012-01-04,1534.1590237780597
2012-01-05,1525.7504130721088
2012-01-06,1518.994154189825
2012-01-09,1521.1387173549456
2012-01-10,1541.9527096805418
2012-01-11,1538.2947741765781
2012-01-12,1542.671420615018
2012-01-13,1535.4266577158712
2012-01-16,1536.5557831870779
2012-01-17,1551.5395817976196
2012-01-18,1564.850835079198
2012-01-19,1579.2381311540607
2012-01-20,1583.068014790645
2012-01-23,1591.8047684635374
2012-01-24,1585.2939337968703
2012-01-25,1592.7897148321717
2012-01-26,1604.000919950975
2012-01-27,1599.308259001871
2012-01-30,1589.077051322776
2012-01-31,1594.1215210945377
2012-02-01,1614.6128776800172
2012-02-02,1620.4744670478638
2012-02-03,1636.8032922935347
2012-02-06,1636.24251298395
2012-02-07,1641.5843523829337
2012-02-08,1647.9715198333752
2012-02-09,1651.5255169402242
2012-02-10,1631.4413357917683
2012-02-13,1644.3664381415567
2012-02-14,1637.288609066827
2012-02-15,1641.2667317136463
2012-02-16,1645.5221694213226
2012-02-17,1657.0344788877053
2012-02-20,1667.3201920236022
2012-02-21,1665.0892782190033
2012-02-22,1659.1870114331582
2012-02-23,1664.1936833850232
2012-02-24,1673.1116532980593
2012-02-27,1668.6840679649467
2012-02-28,1676.834925677713
2012-02-29,1674.45666007794
2012-03-01,1680.2999135395453
2012-03-02,1674.7174143186176
2012-03-05,1664.5473866833836
2012-03-06,1629.9876395664471
2012-03-07,1635.4404451895477
2012-03-08,1660.6484345484225
2012-03-09,1664.0291402390353
2012-03-12,1659.5285880702663
2012-03-13,1684.2116143007224
2012-03-14,1680.875151716583
2012-03-15,1690.20001993694
2012-03-16,1697.2359284024049
2012-03-19,1702.137723011347
2012-03-20,1689.679578317079
2012-03-21,1684.6050288928545
2012-03-22,1674.3450549533577
2012-03-23,1678.8396475443512
2012-03-26,1696.2181391523093
2012-03-27,1697.355217753231
2012-03-28,1685.2941942743869
2012-03-29,1675.054937258861
2012-03-30,1684.3774963685514
2012-04-02,1699.5187435088762
2012-04-03,1693.1214180949426
2012-04-04,1661.635069585448
2012-04-05,1660.3601141349286
2012-04-06,1659.1154708323502
2012-04-09,1647.0104855398927
2012-04-10,1622.050317385474
2012-04-11,1630.2376438691522
2012-04-12,1651.98998495168
2012-04-13,1635.1535801447953
2012-04-16,1632.246959699084
2012-04-17,1654.5451293081464
2012-04-18,1652.2315462358722
2012-04-19,1645.4861041633346
