Date,ACWI ex INDIA
1998-12-31,1000.0
1999-01-01,1000.0002008338391
1999-01-04,1010.4162301303357
1999-01-05,1020.6795519864806
1999-01-06,1040.132202467474
1999-01-07,1037.284223914493
1999-01-08,1036.1225169017944
1999-01-11,1026.8696337708764
1999-01-12,1009.2170855317117
1999-01-13,994.0472936514966
1999-01-14,986.8128469266228
1999-01-15,1002.6958618548458
1999-01-18,1011.5142627040861
1999-01-19,1013.9619625007645
1999-01-20,1020.2974725973778
1999-01-21,1007.8912100698967
1999-01-22,992.2422577737341
1999-01-25,996.3662524564977
1999-01-26,1006.7201713097269
1999-01-27,1002.9887194573917
1999-01-28,1011.8861529660317
1999-01-29,1019.4378134387368
1999-02-01,1021.4055923986559
1999-02-02,1017.3608810189111
1999-02-03,1016.013056258122
1999-02-04,1004.4389655179234
1999-02-05,997.3597824867525
1999-02-08,995.7403499660583
1999-02-09,977.346797443447
1999-02-10,978.2188112585657
1999-02-11,995.0896873721359
1999-02-12,990.1595744386129
1999-02-15,990.1814236295766
1999-02-16,993.1268833329427
1999-02-17,984.1896555565148
1999-02-18,988.4665293971985
1999-02-19,987.3016222697183
1999-02-22,1003.9096409357195
1999-02-23,1006.6953518806239
1999-02-24,1001.8483617867731
1999-02-25,997.7906704018886
1999-02-26,993.3230666670606
1999-03-01,986.0286830633555
1999-03-02,981.0202408312591
1999-03-03,978.7115631114065
1999-03-04,985.6749234067819
1999-03-05,1009.9208647277411
1999-03-08,1013.7988220361503
1999-03-09,1016.7154473355422
1999-03-10,1025.0801082741789
1999-03-11,1031.7618169267719
1999-03-12,1035.1743988927985
1999-03-15,1042.343395825918
1999-03-16,1045.0034268088893
1999-03-17,1043.091670926854
1999-03-18,1046.5846605272345
1999-03-19,1046.663773569239
1999-03-22,1042.6470044922849
1999-03-23,1021.695952071609
1999-03-24,1018.9021676924061
1999-03-25,1033.8644258892634
1999-03-26,1026.135109838709
1999-03-29,1041.4247632199113
1999-03-30,1038.711843130182
1999-03-31,1038.1365918232584
1999-04-01,1044.5627492423544
1999-04-02,1043.7888655580853
1999-04-05,1053.0491807464232
1999-04-06,1059.5674314513162
1999-04-07,1067.1275631350472
1999-04-08,1079.407119839867
1999-04-09,1080.762998572237
1999-04-12,1084.9454779602775
1999-04-13,1085.4916563315016
1999-04-14,1079.201785655244
1999-04-15,1072.0297720610902
1999-04-16,1071.5695045471389
1999-04-19,1062.7126413416995
1999-04-20,1061.4015364049424
1999-04-21,1071.7191399083629
1999-04-22,1084.2002590387488
1999-04-23,1086.803110632625
1999-04-26,1090.99658104768
1999-04-27,1098.3723304169782
1999-04-28,1092.8161340833099
1999-04-29,1085.9471389649698
1999-04-30,1083.2462322850704
1999-05-03,1092.1280542163736
1999-05-04,1084.3964378485707
1999-05-05,1088.048896003397
1999-05-06,1089.127050041655
1999-05-07,1089.8845920689623
1999-05-10,1090.0014759560845
1999-05-11,1092.1261351653043
1999-05-12,1091.6299312435265
1999-05-13,1093.259116066801
1999-05-14,1075.560447402745
1999-05-17,1066.4118396315178
1999-05-18,1068.002978034284
1999-05-19,1072.207399919065
1999-05-20,1072.5155272267007
1999-05-21,1066.8431866601713
1999-05-24,1056.2261274151192
1999-05-25,1043.0817893944165
1999-05-26,1049.0324661431903
1999-05-27,1035.2570518017662
1999-05-28,1044.276814093307
1999-05-31,1044.6229837001442
1999-06-01,1045.1469184403643
1999-06-02,1047.0126789013527
1999-06-03,1050.3059231941795
1999-06-04,1064.182377241811
1999-06-07,1072.0565036917942
1999-06-08,1071.0417662777365
1999-06-09,1073.7500265347946
1999-06-10,1068.021816089912
1999-06-11,1069.8405633361283
1999-06-14,1063.4499649663485
1999-06-15,1066.769430112069
1999-06-16,1080.4844865804373
1999-06-17,1088.6217401647518
1999-06-18,1091.7878550862147
1999-06-21,1097.423449035724
1999-06-22,1091.7817249954978
1999-06-23,1084.133806219646
1999-06-24,1074.369896145659
1999-06-25,1076.432993579244
1999-06-28,1082.866923869426
1999-06-29,1091.0237551629596
1999-06-30,1096.7903125773794
1999-07-01,1110.27736535242
1999-07-02,1118.5603796306716
1999-07-05,1126.5922934978914
1999-07-06,1123.4606017137742
1999-07-07,1121.5927326101337
1999-07-08,1117.7179160773949
1999-07-09,1121.5200558265506
1999-07-12,1119.9206969262127
1999-07-13,1114.346080167121
1999-07-14,1119.6291462687022
1999-07-15,1131.2521424261672
1999-07-16,1131.8352653570114
1999-07-19,1128.4972988204297
1999-07-20,1115.4392517690062
1999-07-21,1113.226779888956
1999-07-22,1100.6821592065692
1999-07-23,1091.4982994034851
1999-07-26,1087.7613387958393
1999-07-27,1095.280293413242
1999-07-28,1100.01974827818
1999-07-29,1088.7964339487967
1999-07-30,1091.119058189918
1999-08-02,1087.7768473434066
1999-08-03,1085.484465031372
1999-08-04,1078.9018198218105
1999-08-05,1073.1089169839236
1999-08-06,1065.2329281785528
1999-08-09,1063.046199473521
1999-08-10,1052.925709600379
1999-08-11,1059.9360520444445
1999-08-12,1066.83514254407
1999-08-13,1081.9324630261178
1999-08-16,1089.3781925399799
1999-08-17,1093.281285869517
1999-08-18,1091.4878815834863
1999-08-19,1087.3481135243524
1999-08-20,1100.342130895879
1999-08-23,1116.047914885834
1999-08-24,1115.059730384077
1999-08-25,1123.8817743501716
1999-08-26,1112.8559827090219
1999-08-27,1107.5399971404483
1999-08-30,1099.2944024023366
1999-08-31,1089.3571673236208
1999-09-01,1100.8851192549987
1999-09-02,1094.3919460911288
1999-09-03,1113.4854623113329
1999-09-06,1118.4771838530173
1999-09-07,1112.3383402830925
1999-09-08,1108.8576449817288
1999-09-09,1117.0276743017523
1999-09-10,1117.3447707895778
1999-09-13,1114.3692463428326
1999-09-14,1110.0571430601262
1999-09-15,1100.5245601469494
1999-09-16,1094.3762712386588
1999-09-17,1099.6948277049687
1999-09-20,1103.5245275060845
1999-09-21,1093.9900231906665
1999-09-22,1088.882603001374
1999-09-23,1076.8719611726292
1999-09-24,1068.055381098328
1999-09-27,1071.0905455037669
1999-09-28,1073.012438819356
1999-09-29,1066.4148013513964
1999-09-30,1077.2768860505214
1999-10-01,1078.7133381072074
1999-10-04,1090.316851319851
1999-10-05,1089.8693875239471
1999-10-06,1102.0308940779817
1999-10-07,1104.7384515816555
1999-10-08,1110.1427659545006
1999-10-11,1111.9761178756796
1999-10-12,1102.4743302093027
1999-10-13,1084.349596630719
1999-10-14,1084.6754066326587
1999-10-15,1064.6682965761615
1999-10-18,1058.6047283850953
1999-10-19,1068.0083894647032
1999-10-20,1082.0137415703018
1999-10-21,1079.6023763912667
1999-10-22,1091.253625983124
1999-10-25,1088.160585786977
1999-10-26,1085.8786153003427
1999-10-27,1087.4553313229846
1999-10-28,1110.8730119356608
1999-10-29,1131.604286068594
1999-11-01,1128.5586700453912
