Date,ACWI ex ITALY
1998-12-31,1000.0
1999-01-01,1000.0002040304554
1999-01-04,1009.0441389077531
1999-01-05,1019.351473640554
1999-01-06,1039.4214345410683
1999-01-07,1036.718053642164
1999-01-08,1035.9737311376227
1999-01-11,1027.3130937678645
1999-01-12,1009.7678216236975
1999-01-13,995.1959043259843
1999-01-14,987.7557590897949
1999-01-15,1003.5053942999125
1999-01-18,1011.9789432130905
1999-01-19,1014.8223146170477
1999-01-20,1021.2963082385979
1999-01-21,1009.2618603089558
1999-01-22,993.8522344919076
1999-01-25,998.091191229628
1999-01-26,1008.5308900433265
1999-01-27,1004.8684453067406
1999-01-28,1013.7402593825409
1999-01-29,1021.5093591601956
1999-02-01,1023.1043197423157
1999-02-02,1019.2545946681574
1999-02-03,1018.1931796638216
1999-02-04,1006.4636471482995
1999-02-05,999.2933610038673
1999-02-08,998.1134084960818
1999-02-09,979.82071292974
1999-02-10,980.4752140446467
1999-02-11,997.437568775143
1999-02-12,992.3130095358327
1999-02-15,992.078680582735
1999-02-16,995.4904906429508
1999-02-17,986.3773215737258
1999-02-18,990.7478099811709
1999-02-19,989.3979458343922
1999-02-22,1005.7473831100073
1999-02-23,1008.6568542583607
1999-02-24,1003.464211719083
1999-02-25,999.6074155636002
1999-02-26,995.0809503432989
1999-03-01,988.4095933607974
1999-03-02,983.1561711609579
1999-03-03,981.3600265794358
1999-03-04,988.027098868286
1999-03-05,1012.1969158167024
1999-03-08,1016.4054488447096
1999-03-09,1019.0241335497609
1999-03-10,1027.0888558080362
1999-03-11,1034.0343796052612
1999-03-12,1037.6477364426592
1999-03-15,1044.7054664506563
1999-03-16,1047.6684136481545
1999-03-17,1045.51444079219
1999-03-18,1048.8909647488515
1999-03-19,1048.9568330170057
1999-03-22,1045.1858682293982
1999-03-23,1024.2611458403337
1999-03-24,1021.5918903748873
1999-03-25,1036.4837297674624
1999-03-26,1029.1678734570098
1999-03-29,1044.2345942411655
1999-03-30,1041.4859194983076
1999-03-31,1040.552414932859
1999-04-01,1047.199388466138
1999-04-02,1046.4614306118285
1999-04-05,1055.8856803086587
1999-04-06,1062.2467604651645
1999-04-07,1069.9086026739267
1999-04-08,1082.3082386902195
1999-04-09,1083.9722426995645
1999-04-12,1088.221048397605
1999-04-13,1088.7040218721977
1999-04-14,1082.3759720382734
1999-04-15,1075.2651571457686
1999-04-16,1075.1511518786238
1999-04-19,1065.9995648438307
1999-04-20,1064.7367531624986
1999-04-21,1075.300398674767
1999-04-22,1088.0313214000766
1999-04-23,1090.593123675623
1999-04-26,1095.0190143394454
1999-04-27,1102.037377767044
1999-04-28,1096.5928341151098
1999-04-29,1089.7846200938789
1999-04-30,1086.8783543982634
1999-05-03,1096.0242511497481
1999-05-04,1088.2088945974342
1999-05-05,1092.0711866534768
1999-05-06,1093.0509716723095
1999-05-07,1093.9645637464782
1999-05-10,1094.2149846214425
1999-05-11,1096.8687063528967
1999-05-12,1096.6563597242516
1999-05-13,1098.4519482997605
1999-05-14,1080.7411599238606
1999-05-17,1071.8442763810206
1999-05-18,1073.202514858327
1999-05-19,1077.0151885774858
1999-05-20,1077.251520019824
1999-05-21,1071.2914250090066
1999-05-24,1060.5847438444882
1999-05-25,1047.2053969102565
1999-05-26,1053.5423136361042
1999-05-27,1039.6373230994477
1999-05-28,1048.7570091506095
1999-05-31,1049.2283026544312
1999-06-01,1049.8499155538236
1999-06-02,1052.0455149048412
1999-06-03,1055.088078996563
1999-06-04,1069.4480153668858
1999-06-07,1077.4696413840177
1999-06-08,1076.0210644346737
1999-06-09,1078.7700057222685
1999-06-10,1073.0593751593483
1999-06-11,1074.7986970787354
1999-06-14,1068.703227771252
1999-06-15,1071.9985622183221
1999-06-16,1086.0775725000105
1999-06-17,1094.4777447205554
1999-06-18,1097.4579987875381
1999-06-21,1103.28335981908
1999-06-22,1097.7309800009477
1999-06-23,1089.7781055152336
1999-06-24,1079.770616382006
1999-06-25,1081.783563116359
1999-06-28,1088.6189584267604
1999-06-29,1096.9837141594219
1999-06-30,1103.0896514332287
1999-07-01,1116.770662287919
1999-07-02,1125.3709795812597
1999-07-05,1133.244143122217
1999-07-06,1129.8891416091624
1999-07-07,1128.012763533335
1999-07-08,1124.2074048028394
1999-07-09,1128.1158112488351
1999-07-12,1126.866156188267
1999-07-13,1121.410573887478
1999-07-14,1126.7635185406205
1999-07-15,1138.4330283867466
1999-07-16,1139.2209217877914
1999-07-19,1135.9771249434398
1999-07-20,1122.4541336707111
1999-07-21,1120.5702857924744
1999-07-22,1107.881907729304
1999-07-23,1098.7920102763285
1999-07-26,1095.0584270903535
1999-07-27,1102.6310216141212
1999-07-28,1107.7336795630645
1999-07-29,1096.5290880019882
1999-07-30,1098.4258296008663
1999-08-02,1094.756337525339
1999-08-03,1092.608280931778
1999-08-04,1085.872369334867
1999-08-05,1080.3720339822057
1999-08-06,1072.4578625431725
1999-08-09,1070.0899685064528
1999-08-10,1059.954012000787
1999-08-11,1067.05445791857
1999-08-12,1073.6844964883921
1999-08-13,1088.9395584033998
1999-08-16,1096.5572543953986
1999-08-17,1100.5107122062843
1999-08-18,1098.8922976318281
1999-08-19,1094.6339353950125
1999-08-20,1107.712208520028
1999-08-23,1123.6099898466089
1999-08-24,1122.7110753541315
1999-08-25,1131.6006375306918
1999-08-26,1120.3622258304208
1999-08-27,1114.8618159192108
1999-08-30,1106.6068102339389
1999-08-31,1096.6234243447702
1999-09-01,1108.2272561587238
1999-09-02,1101.6578168474593
1999-09-03,1120.8593092294664
1999-09-06,1125.961474432792
1999-09-07,1119.7495525428078
1999-09-08,1116.0886385714448
1999-09-09,1124.3457335532864
1999-09-10,1124.6050251124884
1999-09-13,1121.8502118948325
1999-09-14,1117.4401085703655
1999-09-15,1107.8147005536928
1999-09-16,1101.3949008225336
1999-09-17,1106.7065983287478
1999-09-20,1110.625868640943
1999-09-21,1100.8639457026914
1999-09-22,1095.619826863419
1999-09-23,1083.4522885277102
1999-09-24,1074.4127565549768
1999-09-27,1077.5961695249846
1999-09-28,1079.5047227708183
1999-09-29,1072.916741205929
1999-09-30,1083.8942784398034
1999-10-01,1085.1720494461533
1999-10-04,1096.8042144367778
1999-10-05,1096.5693446289383
1999-10-06,1108.9664254890238
1999-10-07,1111.9148575778167
1999-10-08,1117.7771439739188
1999-10-11,1119.7791633353852
1999-10-12,1110.3152059481495
1999-10-13,1091.8429382820157
1999-10-14,1092.3505739885663
1999-10-15,1071.9068108651368
1999-10-18,1066.0867436157291
1999-10-19,1075.4218703503252
1999-10-20,1089.8605949788835
1999-10-21,1087.2107846737788
1999-10-22,1098.9174093468066
1999-10-25,1096.038275421149
1999-10-26,1093.8171457910162
1999-10-27,1095.47181611162
1999-10-28,1118.8317953988374
1999-10-29,1139.6685381536804
1999-11-01,1136.3974365636773
1999-11-02,1134.6226020495658
1999-11-03,1138.2107264756753
1999-11-04,1146.6583160589735
1999-11-05,1147.9251299431025
1999-11-08,1149.7427127782705
1999-11-09,1148.2927677374803
1999-11-10,1156.6197104758796
1999-11-11,1163.3584975841584
1999-11-12,1167.4344650649273
1999-11-15,1169.4850615016662
1999-11-16,1180.4909078522635
1999-11-17,1180.235933447472
1999-11-18,1189.5945077213112
1999-11-19,1189.3359676123885
1999-11-22,1189.761774550493
1999-11-23,1186.375854232769
1999-11-24,1187.1931570392642
1999-11-25,1192.8662891345678
1999-11-26,1197.0063329691948
1999-11-29,1192.273554350914
1999-11-30,1174.79755407953
1999-12-01,1182.5245917725606
1999-12-02,1188.1221816875127
1999-12-03,1206.2278053060131
1999-12-06,1209.9460792042662
1999-12-07,1208.1481554044055
1999-12-08,1203.5062630659415
1999-12-09,1207.4646068066668
1999-12-10,1212.1425971645904
1999-12-13,1210.6647175946632
1999-12-14,1202.3300021056364
1999-12-15,1203.5428887682813
1999-12-16,1212.7946366783062
1999-12-17,1216.7185022437102
1999-12-20,1220.138874046648
1999-12-21,1224.989634466357
1999-12-22,1233.8565510132719
1999-12-23,1250.9686609306016
1999-12-24,1254.6160581293984
1999-12-27,1252.3890279203017
1999-12-28,1256.6398456208624
1999-12-29,1262.633929790683
1999-12-30,1268.9336253427716
1999-12-31,1270.7109253302199
2000-01-03,1273.3673321431593
2000-01-04,1236.2673945458391
2000-01-05,1219.1996484723234
2000-01-06,1205.5998872345233
2000-01-07,1233.36263442912
2000-01-10,1248.8062172391658
2000-01-11,1243.462331706567
2000-01-12,1236.3033451453682
2000-01-13,1247.6591428734207
2000-01-14,1258.606964777307
2000-01-17,1265.2812598381004
2000-01-18,1250.9384549797664
2000-01-19,1244.626388103577
2000-01-20,1239.775283698577
2000-01-21,1235.7606605678084
2000-01-24,1218.859815954519
2000-01-25,1214.4669184512168
2000-01-26,1216.9837751899677
2000-01-27,1218.420642890374
2000-01-28,1198.586762947938
2000-01-31,1201.2704477317716
2000-02-01,1210.735697885622
2000-02-02,1217.2904863589501
2000-02-03,1237.2051933341606
2000-02-04,1239.8445457235796
2000-02-07,1235.9424938329767
2000-02-08,1250.1650983312131
2000-02-09,1241.3067166842245
2000-02-10,1240.218768968786
2000-02-11,1226.8786815011943
2000-02-14,1220.9694288312082
2000-02-15,1216.005872022935
2000-02-16,1213.1344638804644
2000-02-17,1219.382115790974
2000-02-18,1198.511821120324
2000-02-21,1190.013212546645
2000-02-22,1194.4600576265682
2000-02-23,1204.0932520905155
2000-02-24,1201.0600125075803
2000-02-25,1195.1002131070063
2000-02-28,1193.4246042447182
2000-02-29,1202.111368616804
2000-03-01,1219.4664039887905
2000-03-02,1230.2340079354708
2000-03-03,1241.9052723647362
2000-03-06,1234.565063768174
2000-03-07,1218.4471418904095
2000-03-08,1217.0200253132512
2000-03-09,1235.2233671116887
2000-03-10,1233.6169714753255
2000-03-13,1215.0191863037323
2000-03-14,1205.3696722203058
2000-03-15,1210.7309988470906
