Date,ACWI ex CHILE
1998-12-31,1000.0
1999-01-01,1000.0002005725428
1999-01-04,1010.4484921229205
1999-01-05,1020.7362547564326
1999-01-06,1040.2161905096139
1999-01-07,1037.4862541732607
1999-01-08,1036.4300318214819
1999-01-11,1027.3029978867894
1999-01-12,1009.6595884664551
1999-01-13,994.5730980660563
1999-01-14,987.3729878783912
1999-01-15,1003.1070383050078
1999-01-18,1011.9685730134331
1999-01-19,1014.3687288420376
1999-01-20,1020.6599032552089
1999-01-21,1008.3850165734061
1999-01-22,992.7315208536598
1999-01-25,996.803111583337
1999-01-26,1007.122848002334
1999-01-27,1003.4502697128139
1999-01-28,1012.2689093729465
1999-01-29,1019.8143766312907
1999-02-01,1021.7006632837256
1999-02-02,1017.6398234996885
1999-02-03,1016.3309977957813
1999-02-04,1004.7212182152435
1999-02-05,997.6196116655937
1999-02-08,995.9680726537548
1999-02-09,977.5994818255582
1999-02-10,978.5196876438174
1999-02-11,995.3652954706477
1999-02-12,990.4748986331499
1999-02-15,990.4796250366413
1999-02-16,993.4370973208855
1999-02-17,984.512393343812
1999-02-18,988.7791604169634
1999-02-19,987.5825083153192
1999-02-22,1004.1324203981849
1999-02-23,1006.9067032366605
1999-02-24,1002.0495256595555
1999-02-25,998.024754635941
1999-02-26,993.5446136964016
1999-03-01,986.5281255429439
1999-03-02,981.5437217073298
1999-03-03,979.3474708328033
1999-03-04,986.1953143887359
1999-03-05,1010.4517803254795
1999-03-08,1014.3847277847509
1999-03-09,1017.3352028875024
1999-03-10,1025.6421458978643
1999-03-11,1032.2427815586464
1999-03-12,1035.6797355147187
1999-03-15,1042.9337004328545
1999-03-16,1045.5583013376724
1999-03-17,1043.5657793097314
1999-03-18,1047.0440001304828
1999-03-19,1047.0979555981426
1999-03-22,1043.1441314124481
1999-03-23,1022.2657595642241
1999-03-24,1019.3974155133812
1999-03-25,1034.3093457688135
1999-03-26,1026.5057605059405
1999-03-29,1041.770062570937
1999-03-30,1039.125323438143
1999-03-31,1038.6034332154013
1999-04-01,1044.9671367030846
1999-04-02,1044.194260159212
1999-04-05,1053.241873015248
1999-04-06,1059.7508248230204
1999-04-07,1067.293509237023
1999-04-08,1079.4731021564696
1999-04-09,1080.7157934142365
1999-04-12,1084.8979547946235
1999-04-13,1085.3995867483586
1999-04-14,1079.088119262583
1999-04-15,1071.7857946146066
1999-04-16,1071.5185668230956
1999-04-19,1062.4836148040163
1999-04-20,1061.1452952884156
1999-04-21,1071.5187860579113
1999-04-22,1083.9898796039204
1999-04-23,1086.627508526186
1999-04-26,1090.6816559140902
1999-04-27,1098.0933529493027
1999-04-28,1092.517756359333
1999-04-29,1085.749594091213
1999-04-30,1083.0250082067016
1999-05-03,1091.9386859418187
1999-05-04,1084.3598278822633
1999-05-05,1088.087291602974
1999-05-06,1089.2511334135884
1999-05-07,1090.0175903749303
1999-05-10,1090.1647138690623
1999-05-11,1092.3844237812434
1999-05-12,1091.8325865433233
1999-05-13,1093.5645123839245
1999-05-14,1075.9845526112765
1999-05-17,1066.8453252436143
1999-05-18,1068.4992856035985
1999-05-19,1072.7693836298267
1999-05-20,1073.0557549259515
1999-05-21,1067.3191463024805
1999-05-24,1056.801264680882
1999-05-25,1043.741870887148
1999-05-26,1049.553843011045
1999-05-27,1035.68321921296
1999-05-28,1044.6197730483593
1999-05-31,1045.1535026809431
1999-06-01,1045.6133328521844
1999-06-02,1047.5132328765087
1999-06-03,1050.8460441662821
1999-06-04,1064.7342579945835
1999-06-07,1072.5670737990401
1999-06-08,1071.575424648826
1999-06-09,1074.2758606937136
1999-06-10,1068.5570175387368
1999-06-11,1070.2747956761202
1999-06-14,1063.8575266475123
1999-06-15,1067.1178063290445
1999-06-16,1080.8916164967238
1999-06-17,1089.09246932826
1999-06-18,1092.2492238466978
1999-06-21,1097.984615728037
1999-06-22,1092.3464798372258
1999-06-23,1084.660779313009
1999-06-24,1074.8857214844766
1999-06-25,1076.9631816122067
1999-06-28,1083.4479508457102
1999-06-29,1091.5993400047746
1999-06-30,1097.2817657536239
1999-07-01,1110.6764964708634
1999-07-02,1118.9538852682094
1999-07-05,1127.0942897357497
1999-07-06,1123.991455055902
1999-07-07,1122.1092400085772
1999-07-08,1118.2460484826524
1999-07-09,1122.0851313627384
1999-07-12,1120.7425455573295
1999-07-13,1115.181059487059
1999-07-14,1120.5470496068472
1999-07-15,1132.1111529893437
1999-07-16,1132.6702232319255
1999-07-19,1129.4576795631017
1999-07-20,1116.326134694946
1999-07-21,1114.1575353994403
1999-07-22,1101.6841885837716
1999-07-23,1092.5014321973804
1999-07-26,1088.779459619177
1999-07-27,1096.2655726503597
1999-07-28,1101.0174430110123
1999-07-29,1089.829928451282
1999-07-30,1092.080504349796
1999-08-02,1088.6874657755927
1999-08-03,1086.4348016481506
1999-08-04,1079.9508919154352
1999-08-05,1074.127955129351
1999-08-06,1066.2410769822454
1999-08-09,1064.1637635513014
1999-08-10,1054.0234495326522
1999-08-11,1060.985564441891
1999-08-12,1067.8694474809333
1999-08-13,1082.8864941197382
1999-08-16,1090.4248314184124
1999-08-17,1094.4001599361272
1999-08-18,1092.7311053139426
1999-08-19,1088.5327651646317
1999-08-20,1101.5186113969826
1999-08-23,1117.2958597668905
1999-08-24,1116.373678676406
1999-08-25,1125.05941799345
1999-08-26,1114.15872240725
1999-08-27,1108.8970581862761
1999-08-30,1100.6995506555315
1999-08-31,1090.780152140763
1999-09-01,1102.1860417376292
1999-09-02,1095.6123580634194
1999-09-03,1114.6598211107469
1999-09-06,1119.7766831875188
1999-09-07,1113.5690294469166
1999-09-08,1110.0967618866193
1999-09-09,1118.2011531115456
1999-09-10,1118.533053532515
1999-09-13,1115.5664146870777
1999-09-14,1111.2425955403612
1999-09-15,1101.6886582712812
1999-09-16,1095.4813989372465
1999-09-17,1100.8544213348657
1999-09-20,1104.7066880836217
1999-09-21,1095.229011050948
1999-09-22,1090.208604506967
1999-09-23,1078.3198792533292
1999-09-24,1069.55003385193
1999-09-27,1072.5652182214174
1999-09-28,1074.4977207653878
1999-09-29,1067.9930071944436
1999-09-30,1078.8010140501199
1999-10-01,1080.1551815323774
1999-10-04,1091.682116834427
1999-10-05,1091.3077108626003
1999-10-06,1103.4753155502858
1999-10-07,1106.455331201737
1999-10-08,1111.9060643072214
1999-10-11,1113.8004488142253
1999-10-12,1104.3426751152956
1999-10-13,1086.2536131176657
1999-10-14,1086.6095534706578
1999-10-15,1066.493171716653
1999-10-18,1060.5395082267614
1999-10-19,1069.9236048564894
1999-10-20,1083.920833775416
1999-10-21,1081.3632003458308
1999-10-22,1092.92502527705
1999-10-25,1089.8350760381297
1999-10-26,1087.6181450925133
1999-10-27,1089.1196276991197
1999-10-28,1112.320851767983
1999-10-29,1132.7944322917285
1999-11-01,1129.5602661463963
1999-11-02,1127.6603651577216
1999-11-03,1131.0598529479714
1999-11-04,1139.5479508334822
1999-11-05,1140.6217904681555
1999-11-08,1142.313572058086
1999-11-09,1141.1094834962535
1999-11-10,1149.4284597541298
1999-11-11,1156.10891744606
1999-11-12,1159.8334203736867
1999-11-15,1161.9564634749115
1999-11-16,1172.8144594348
1999-11-17,1172.5918140296963
1999-11-18,1181.8894482527894
1999-11-19,1181.6694530125724
1999-11-22,1182.1388391234516
1999-11-23,1178.7404495203732
1999-11-24,1179.3919328115983
1999-11-25,1185.2743544870773
1999-11-26,1189.2029873311487
1999-11-29,1184.703617200464
1999-11-30,1167.431828172524
1999-12-01,1175.2888268482511
1999-12-02,1180.6979817309962
1999-12-03,1198.554211611814
1999-12-06,1202.82112548401
1999-12-07,1201.3033069219491
1999-12-08,1197.1383220140626
1999-12-09,1200.8821784522504
1999-12-10,1205.2202565774687
1999-12-13,1204.080108152576
1999-12-14,1196.015667754651
1999-12-15,1196.724816937574
1999-12-16,1206.3391330578377
