Date,ACWI ex BRAZIL
1998-12-31,1000.0
1999-01-01,1000.0002011461236
1999-01-04,1010.5012265374385
1999-01-05,1020.7909461396532
1999-01-06,1040.227448033544
1999-01-07,1037.6363109279985
1999-01-08,1036.6617598397122
1999-01-11,1027.7011523194972
1999-01-12,1010.1697986474404
1999-01-13,995.4345114452265
1999-01-14,988.4212622961636
1999-01-15,1003.6296146948254
1999-01-18,1012.7585314638432
1999-01-19,1014.9945865265045
1999-01-20,1021.1744346475954
1999-01-21,1009.2591874438101
1999-01-22,993.6447423176284
1999-01-25,997.9572917101777
1999-01-26,1008.2162686408994
1999-01-27,1004.6300569838904
1999-01-28,1013.4136852840236
1999-01-29,1021.0738972472569
1999-02-01,1022.4735258249684
1999-02-02,1018.1106126228844
1999-02-03,1016.9279638967314
1999-02-04,1005.3146607882145
1999-02-05,998.3672433791381
1999-02-08,996.7264675792478
1999-02-09,978.324181209072
1999-02-10,979.1954387162039
1999-02-11,996.0955168416458
1999-02-12,991.1914081298445
1999-02-15,991.1883429992595
1999-02-16,994.1631344764035
1999-02-17,985.2575523828592
1999-02-18,989.6189195810911
1999-02-19,988.4276274477402
1999-02-22,1005.1009994671628
1999-02-23,1007.9512216824676
1999-02-24,1003.1604706013541
1999-02-25,999.1881482052653
1999-02-26,994.5734208221883
1999-03-01,987.6277832266106
1999-03-02,982.6401562671024
1999-03-03,980.4411089540639
1999-03-04,987.1708072301356
1999-03-05,1011.32784833406
1999-03-08,1015.2536935686612
1999-03-09,1018.1081941003442
1999-03-10,1026.3565760672443
1999-03-11,1033.0847511860884
1999-03-12,1036.5985843513624
1999-03-15,1043.6116669593719
1999-03-16,1046.177053605258
1999-03-17,1044.1884325961532
1999-03-18,1047.5384807209714
1999-03-19,1047.63018862621
1999-03-22,1043.7568117984626
1999-03-23,1022.8751580503603
1999-03-24,1020.0018235426418
1999-03-25,1034.7041590658205
1999-03-26,1026.893266976886
1999-03-29,1042.1513923592447
1999-03-30,1039.375797878064
1999-03-31,1038.815194443851
1999-04-01,1045.2037053454806
1999-04-02,1044.4289452602268
1999-04-05,1053.4466492105041
1999-04-06,1059.858080287217
1999-04-07,1067.3101739389901
1999-04-08,1079.5482026697032
1999-04-09,1080.8383994310552
1999-04-12,1084.990084369134
1999-04-13,1085.50385500646
1999-04-14,1079.1802478273166
1999-04-15,1071.8152561170082
1999-04-16,1071.530838177705
1999-04-19,1062.6388855134078
1999-04-20,1061.5520156747039
1999-04-21,1071.9033629271376
1999-04-22,1084.2456018990274
1999-04-23,1086.8065173011983
1999-04-26,1090.9630887046592
1999-04-27,1098.3651958762655
1999-04-28,1092.6782754387107
1999-04-29,1085.8074533672482
1999-04-30,1082.9793151246279
1999-05-03,1091.8979905000172
1999-05-04,1084.3533970060926
1999-05-05,1087.9339589198423
1999-05-06,1088.9504144201792
1999-05-07,1089.5753896487345
1999-05-10,1089.6733984696766
1999-05-11,1091.9688720717365
1999-05-12,1091.4909160139482
1999-05-13,1093.1056211395112
1999-05-14,1075.471733851094
1999-05-17,1066.4205179766293
1999-05-18,1068.0379729767726
1999-05-19,1072.360279629402
1999-05-20,1072.6971610351188
1999-05-21,1067.1589807999676
1999-05-24,1056.8098444143288
1999-05-25,1043.91473450048
1999-05-26,1049.476084957364
1999-05-27,1035.7035989764804
1999-05-28,1044.6761265968576
1999-05-31,1045.1331054269447
1999-06-01,1045.6440080514747
1999-06-02,1047.54814442249
1999-06-03,1050.8847884520753
1999-06-04,1064.7442986916071
1999-06-07,1072.692775131961
1999-06-08,1071.7712257154988
1999-06-09,1074.4935267221424
1999-06-10,1068.7400337016663
1999-06-11,1070.4438713062073
1999-06-14,1064.044709022198
1999-06-15,1067.2427557744552
1999-06-16,1080.8820679842315
1999-06-17,1089.0663533420764
1999-06-18,1092.1637473871112
1999-06-21,1097.910110406381
1999-06-22,1092.3345755545854
1999-06-23,1084.7044771410435
1999-06-24,1075.0265327969626
1999-06-25,1077.1476516491452
1999-06-28,1083.6123478131872
1999-06-29,1091.72153235824
1999-06-30,1097.315040039133
1999-07-01,1110.8188581953996
1999-07-02,1119.0124243708651
1999-07-05,1127.186251164694
1999-07-06,1124.1866765820835
1999-07-07,1122.2765416064944
1999-07-08,1118.5416009685644
1999-07-09,1122.3884337509019
1999-07-12,1121.2051615992332
1999-07-13,1115.6149084896847
1999-07-14,1120.9421968820345
1999-07-15,1132.5119762764004
1999-07-16,1133.0056626455025
1999-07-19,1129.6875281193645
1999-07-20,1116.637146823669
1999-07-21,1114.4689777831802
1999-07-22,1101.9884575006802
1999-07-23,1092.8308238971795
1999-07-26,1089.2103605612642
1999-07-27,1096.6782769249799
1999-07-28,1101.4325022196056
1999-07-29,1090.2397868982987
1999-07-30,1092.5700863819643
1999-08-02,1089.297855037834
1999-08-03,1087.0303193468953
1999-08-04,1080.60466796358
1999-08-05,1074.8056117943606
1999-08-06,1066.9191755376971
1999-08-09,1064.860102139394
1999-08-10,1054.7308180025937
1999-08-11,1061.5948047875552
1999-08-12,1068.4908923458925
1999-08-13,1083.5420520616099
1999-08-16,1091.1108788279496
1999-08-17,1095.1407809072903
1999-08-18,1093.567807759185
1999-08-19,1089.3499499586462
1999-08-20,1102.1764020725707
1999-08-23,1117.922377807668
1999-08-24,1117.0615939638867
1999-08-25,1125.6930604667475
1999-08-26,1114.844178023885
1999-08-27,1109.5961363178494
1999-08-30,1101.3622103535643
1999-08-31,1091.3705459262155
1999-09-01,1102.7588791663718
1999-09-02,1096.110324333463
1999-09-03,1115.1707059505272
1999-09-06,1120.2873892587215
1999-09-07,1114.076088419467
1999-09-08,1110.5818837076981
1999-09-09,1118.629853549527
1999-09-10,1118.935688838217
1999-09-13,1115.956285186259
1999-09-14,1111.5736279543307
1999-09-15,1102.0385133751727
1999-09-16,1095.848062101595
1999-09-17,1101.1659254196202
1999-09-20,1104.9325704404055
1999-09-21,1095.4815784420894
1999-09-22,1090.4221583853493
1999-09-23,1078.5781821928856
1999-09-24,1069.7446452569566
1999-09-27,1072.7528768876607
1999-09-28,1074.723486801718
1999-09-29,1068.1505608109285
1999-09-30,1079.0978524076659
1999-10-01,1080.5263649806113
1999-10-04,1092.0516589912058
1999-10-05,1091.7578951990108
1999-10-06,1103.8347844186644
1999-10-07,1106.781360126861
1999-10-08,1112.2121850228323
1999-10-11,1114.0698252461548
1999-10-12,1104.5905755779524
1999-10-13,1086.5213081021554
1999-10-14,1086.8702006978497
1999-10-15,1066.7293029229954
1999-10-18,1060.8133518820132
1999-10-19,1070.2053377838804
1999-10-20,1084.1962896367015
1999-10-21,1081.6650610898346
1999-10-22,1093.1534086152992
1999-10-25,1090.0686609295508
1999-10-26,1087.818382139347
1999-10-27,1089.2690580082908
1999-10-28,1112.4793600608564
1999-10-29,1132.9989885435186
1999-11-01,1129.7225787884418
1999-11-02,1127.83789543952
1999-11-03,1131.1060864815215
1999-11-04,1139.4631546356
1999-11-05,1140.447931309797
1999-11-08,1142.109629292934
1999-11-09,1140.9720813472009
1999-11-10,1149.2683048906072
1999-11-11,1155.9854856178615
1999-11-12,1159.7380502738795
1999-11-15,1161.8895579452635
1999-11-16,1172.7510999581366
1999-11-17,1172.592594190757
1999-11-18,1181.8353056126466
1999-11-19,1181.481201852081
1999-11-22,1181.9839222095013
1999-11-23,1178.5526761904725
1999-11-24,1179.2494664534624
1999-11-25,1185.1098561692452
1999-11-26,1188.9226099301013
1999-11-29,1184.4138315776702
1999-11-30,1167.101759567708
1999-12-01,1174.9600343787474
1999-12-02,1180.1935324375002
1999-12-03,1198.0722934965054
1999-12-06,1202.358464139571
1999-12-07,1200.8285828701485
1999-12-08,1196.6604533319794
1999-12-09,1200.413795549985
1999-12-10,1204.661790051188
1999-12-13,1203.5135726757073
1999-12-14,1195.5084440741439
1999-12-15,1196.3136187868042
1999-12-16,1205.8487785375187
1999-12-17,1209.4368536076133
1999-12-20,1213.088646140277
1999-12-21,1217.314552366677
1999-12-22,1226.4402051536983
1999-12-23,1243.6912991821653
1999-12-24,1247.2630036882622
1999-12-27,1245.193291142213
1999-12-28,1249.4317033795876
1999-12-29,1254.98359538157
1999-12-30,1261.1073639214753
1999-12-31,1262.8477412851073
2000-01-03,1264.9944888030698
2000-01-04,1228.8213239207064
2000-01-05,1211.6130216066617
2000-01-06,1197.93265339283
2000-01-07,1225.607052571181
2000-01-10,1240.2008846346043
2000-01-11,1235.2015773499165
2000-01-12,1228.4991176667477
2000-01-13,1239.7097857093372
2000-01-14,1250.5826715755206
2000-01-17,1256.8038659889132
2000-01-18,1242.4390880486085
2000-01-19,1236.5735477545788
2000-01-20,1231.9750871752115
2000-01-21,1227.9944748942573
2000-01-24,1211.5529811620374
2000-01-25,1206.8307103318677
2000-01-26,1209.254910768129
2000-01-27,1210.8921010411316
2000-01-28,1191.4766139762546
2000-01-31,1193.8393500528605
2000-02-01,1203.333068733702
2000-02-02,1210.1830926922512
2000-02-03,1230.328070309595
2000-02-04,1232.7336835306971
2000-02-07,1228.475952816818
2000-02-08,1243.2544694921776
2000-02-09,1234.8438118319375
2000-02-10,1233.8026405649491
2000-02-11,1221.3298720530502
2000-02-14,1216.0550719048297
2000-02-15,1210.5707323792647
2000-02-16,1207.7028173284075
2000-02-17,1213.8183402505288
2000-02-18,1193.4293077050456
2000-02-21,1184.644848104433
2000-02-22,1189.5545864345836
2000-02-23,1199.7285072629913
2000-02-24,1196.3695929726632
2000-02-25,1190.739959994966
2000-02-28,1188.542899672918
2000-02-29,1197.2722287338931
2000-03-01,1214.4688550077085
2000-03-02,1225.3077530562416
2000-03-03,1236.3028880426202
2000-03-06,1229.601093033492
2000-03-07,1213.0085981415946
2000-03-08,1211.7542353357494
2000-03-09,1229.986877162894
2000-03-10,1228.2781036846588
2000-03-13,1209.5550499418075
2000-03-14,1199.9137427913606
2000-03-15,1204.3396122990919
2000-03-16,1242.0849403208251
2000-03-17,1248.2425902672353
2000-03-20,1250.2186138103946
2000-03-21,1267.151727056428
2000-03-22,1267.1063158682548
2000-03-23,1280.6891122816419
2000-03-24,1291.1030026384262
2000-03-27,1292.458697521062
2000-03-28,1289.9512514245725
