Date,EAFE + EM
2000-12-29,100.0
2001-01-01,99.99007900150299
2001-01-02,99.67797374953888
2001-01-03,98.87088172875437
2001-01-04,100.3214298213486
2001-01-05,100.64023638513858
2001-01-08,100.14059288963132
2001-01-09,98.74116659058876
2001-01-10,98.0827852322347
2001-01-11,98.7475329049582
2001-01-12,99.2347653967453
2001-01-15,99.0595031364705
2001-01-16,98.66019583763033
2001-01-17,99.74089149610087
2001-01-18,100.79917159762998
2001-01-19,100.49790597193451
2001-01-22,100.61165484904241
2001-01-23,100.6899356620546
2001-01-24,99.9641468386473
2001-01-25,100.17692273523093
2001-01-26,100.019461504494
2001-01-29,100.01011929743659
2001-01-30,100.45823548819945
2001-01-31,101.34146727961273
2001-02-01,101.54445991704382
2001-02-02,100.40603811875921
2001-02-05,100.19714868858966
2001-02-06,99.94709986100273
2001-02-07,99.00134257220958
2001-02-08,97.98208413181567
2001-02-09,97.48685967374091
2001-02-12,98.37736585956117
2001-02-13,97.92812824683135
2001-02-14,97.0355971993264
2001-02-15,97.07308780534
2001-02-16,96.34309811709942
2001-02-19,96.09530084614313
2001-02-20,95.16997911014631
2001-02-21,94.28213969329704
2001-02-22,93.65349282358906
2001-02-23,92.89153502097034
2001-02-26,93.57498923464229
2001-02-27,94.11207383270704
2001-02-28,93.6938168668228
2001-03-01,93.46861205997855
2001-03-02,92.99748460758848
2001-03-05,93.34073126205827
2001-03-06,94.69107970300014
2001-03-07,94.61263787005336
2001-03-08,94.61616905327514
2001-03-09,93.80482391559946
2001-03-12,91.26604630065648
2001-03-13,89.3406573307105
2001-03-14,87.81374316042394
2001-03-15,88.75194458130971
2001-03-16,86.64038661234602
2001-03-19,86.38222662028915
2001-03-20,87.37318726088282
2001-03-21,87.04065007241651
2001-03-22,83.2972338911694
2001-03-23,85.62708446240069
2001-03-26,88.44567766544856
2001-03-27,89.64838463960815
2001-03-28,88.6051778908505
2001-03-29,87.17924104605568
2001-03-30,87.11059995595916
2001-04-02,86.321368269973
2001-04-03,85.15761629494727
2001-04-04,86.35653466826012
2001-04-05,87.72275576193385
2001-04-06,88.01487015468417
2001-04-09,87.98128236659377
2001-04-10,88.47705697546817
2001-04-11,88.93626611634288
2001-04-12,89.81002152085124
2001-04-13,89.74091015912224
2001-04-16,88.98255770907218
2001-04-17,88.55055422239938
2001-04-18,90.53358181106948
2001-04-19,91.94857297457351
2001-04-20,91.83800325608337
2001-04-23,91.14667045189262
2001-04-24,91.06388923105347
2001-04-25,91.32884020046203
2001-04-26,92.26564734676927
2001-04-27,92.54548820649653
2001-04-30,92.97177655095258
2001-05-01,94.00042610007331
2001-05-02,94.09748192529396
2001-05-03,93.27414986967979
2001-05-04,93.64931249498795
2001-05-07,93.94243071709235
2001-05-08,93.00824625321665
2001-05-09,92.32511615515809
2001-05-10,93.12461347107424
2001-05-11,92.45201873524815
2001-05-14,90.85275283822739
2001-05-15,91.83500408812455
2001-05-16,91.91027487163493
2001-05-17,93.01023404811959
2001-05-18,92.94740685292759
2001-05-21,93.63467093916763
2001-05-22,93.5606533594395
2001-05-23,93.07912956352237
2001-05-24,92.79890606653085
2001-05-25,92.22423496284375
2001-05-28,92.24651266418658
2001-05-29,91.79542012566736
2001-05-30,90.67795971712002
2001-05-31,90.15638239389007
2001-06-01,89.91341781316
2001-06-04,90.21147109332662
2001-06-05,90.66566056425833
2001-06-06,90.24857780502164
2001-06-07,90.49054090608556
2001-06-08,90.35864019839164
2001-06-11,89.05509155211745
2001-06-12,87.84486478671302
2001-06-13,88.43061627783133
2001-06-14,88.17174747784485
2001-06-15,87.62648190853392
