Date,ACWI ex CHINA
1998-12-31,1000.0
1999-01-01,1000.000200283275
1999-01-04,1010.4623283874522
1999-01-05,1020.7386936826953
1999-01-06,1040.1930428463631
1999-01-07,1037.4335126108479
1999-01-08,1036.3823300711913
1999-01-11,1027.2112307113287
1999-01-12,1009.560392792644
1999-01-13,994.4345109680428
1999-01-14,987.2121569840123
1999-01-15,1002.9524556507149
1999-01-18,1011.8058092769912
1999-01-19,1014.1967034166462
1999-01-20,1020.525069868081
1999-01-21,1008.2781484872529
1999-01-22,992.6627406249509
1999-01-25,996.8061138918206
1999-01-26,1007.1258869574915
1999-01-27,1003.4555087107016
1999-01-28,1012.2546907432228
1999-01-29,1019.7939377169546
1999-02-01,1021.689885722412
1999-02-02,1017.6278928814527
1999-02-03,1016.3332825062404
1999-02-04,1004.7483033103474
1999-02-05,997.6625867550396
1999-02-08,996.0300976037461
1999-02-09,977.701362225579
1999-02-10,978.6427867518192
1999-02-11,995.4967809285605
1999-02-12,990.5955404940563
1999-02-15,990.5933755061758
1999-02-16,993.5556575699842
1999-02-17,984.6430469638095
1999-02-18,988.9248382244339
1999-02-19,987.7661967297721
1999-02-22,1004.289765592231
1999-02-23,1007.0355042840476
1999-02-24,1002.2087333100757
1999-02-25,998.1628599300772
1999-02-26,993.6478589599521
1999-03-01,986.6323344099479
1999-03-02,981.6419111491654
1999-03-03,979.4861525646243
1999-03-04,986.3789249256946
1999-03-05,1010.5958460150257
1999-03-08,1014.5428115727452
1999-03-09,1017.4901597387918
1999-03-10,1025.8120096343132
1999-03-11,1032.4046865497116
1999-03-12,1035.8532954742857
1999-03-15,1043.1014773947686
1999-03-16,1045.7289160342687
1999-03-17,1043.7290188768948
1999-03-18,1047.2031645654993
1999-03-19,1047.2753125626894
1999-03-22,1043.3160832486117
1999-03-23,1022.4501186904798
1999-03-24,1019.58915285873
1999-03-25,1034.5136212499758
1999-03-26,1026.7313038331179
1999-03-29,1041.9830391921878
1999-03-30,1039.35848164791
