Date,ACWI ex PERU
1998-12-31,1000.0
1999-01-01,1000.0002003023734
1999-01-04,1010.4539169061526
1999-01-05,1020.7218534657779
1999-01-06,1040.1759789600185
1999-01-07,1037.4261117020756
1999-01-08,1036.368974731911
1999-01-11,1027.1975676125835
1999-01-12,1009.5421307705814
1999-01-13,994.4191021768023
1999-01-14,987.2025018953891
1999-01-15,1002.9256801053239
1999-01-18,1011.7773062044223
1999-01-19,1014.1682600505096
1999-01-20,1020.472521402719
1999-01-21,1008.2277272563565
1999-01-22,992.6061898174795
1999-01-25,996.7459563822023
1999-01-26,1007.0746781087599
1999-01-27,1003.4193434718244
1999-01-28,1012.2173797661793
1999-01-29,1019.7543841677681
1999-02-01,1021.6461452903005
1999-02-02,1017.5699240401781
1999-02-03,1016.2707151179463
1999-02-04,1004.6852569409409
1999-02-05,997.5979345733642
1999-02-08,995.9647818293963
1999-02-09,977.6399290307864
1999-02-10,978.5792651564699
1999-02-11,995.4335817149384
1999-02-12,990.5355504286989
1999-02-15,990.5332157294962
1999-02-16,993.4942792736906
1999-02-17,984.5802138291169
1999-02-18,988.8633404738447
1999-02-19,987.7012569612806
1999-02-22,1004.2251626688411
1999-02-23,1006.9696898659297
1999-02-24,1002.1418229823587
1999-02-25,998.0998342941151
1999-02-26,993.5862940702333
1999-03-01,986.5773979715428
1999-03-02,981.5846616053901
1999-03-03,979.4307049914967
1999-03-04,986.3228811124358
1999-03-05,1010.5364810497158
1999-03-08,1014.4867480288118
1999-03-09,1017.4340571980217
1999-03-10,1025.7520043903835
1999-03-11,1032.3367530732653
1999-03-12,1035.7887711196483
1999-03-15,1043.0353962893444
1999-03-16,1045.6669792720988
1999-03-17,1043.6784127039516
1999-03-18,1047.1570878925725
1999-03-19,1047.228449765909
1999-03-22,1043.2846065486372
1999-03-23,1022.4244809786162
1999-03-24,1019.5629104304293
1999-03-25,1034.4816482867718
1999-03-26,1026.6948736794936
1999-03-29,1041.945448855105
1999-03-30,1039.3123864838772
1999-03-31,1038.8073136381954
1999-04-01,1045.1717326849375
1999-04-02,1044.3998959046694
1999-04-05,1053.4655908457398
1999-04-06,1059.9693675797241
1999-04-07,1067.521255419222
1999-04-08,1079.7205185713635
1999-04-09,1080.970808614885
1999-04-12,1085.1560954047152
1999-04-13,1085.6810763984793
1999-04-14,1079.4076623167684
1999-04-15,1072.1311173662523
1999-04-16,1071.8677722671516
1999-04-19,1062.8855995849426
1999-04-20,1061.587103713374
1999-04-21,1071.8998207719249
1999-04-22,1084.292334424428
1999-04-23,1086.8745763178822
1999-04-26,1090.896788528766
1999-04-27,1098.2547423828908
1999-04-28,1092.7475509511733
1999-04-29,1085.9633296332781
1999-04-30,1083.2699220128895
1999-05-03,1092.1880523826096
1999-05-04,1084.6082794012725
1999-05-05,1088.3276742600237
1999-05-06,1089.4834749280585
1999-05-07,1090.2988238882185
1999-05-10,1090.5030224794502
1999-05-11,1092.7058548707867
1999-05-12,1092.1726128782013
1999-05-13,1093.9289392978071
1999-05-14,1076.3327995785235
1999-05-17,1067.173180427478
1999-05-18,1068.809289396246
1999-05-19,1073.0549230944046
1999-05-20,1073.3134049130806
1999-05-21,1067.587992957391
1999-05-24,1057.019995373083
1999-05-25,1043.9603156917874
1999-05-26,1049.8004340382763
1999-05-27,1035.9468573174659
1999-05-28,1044.8557197442767
1999-05-31,1045.3907145081287
1999-06-01,1045.856650412119
1999-06-02,1047.7542295670642
1999-06-03,1051.0766203350452
1999-06-04,1064.9778592953473
1999-06-07,1072.8170763837063
1999-06-08,1071.8370525181344
1999-06-09,1074.5165338875534
1999-06-10,1068.8229670032488
1999-06-11,1070.5528781735577
1999-06-14,1064.1391516613323
1999-06-15,1067.3801152924514
1999-06-16,1081.1754291412446
1999-06-17,1089.3847622496626
1999-06-18,1092.529599668907
1999-06-21,1098.2616660593562
1999-06-22,1092.666250688773
1999-06-23,1084.9569789335546
1999-06-24,1075.1767699999016
1999-06-25,1077.2279004011953
1999-06-28,1083.7038489797
1999-06-29,1091.8444371959847
1999-06-30,1097.5632268914442
1999-07-01,1110.9952023399428
1999-07-02,1119.2951290937006
1999-07-05,1127.4462634627214
1999-07-06,1124.352242215211
1999-07-07,1122.4801719210855
1999-07-08,1118.6037270803756
1999-07-09,1122.4461235449708
1999-07-12,1121.0856043323192
1999-07-13,1115.5482299999057
1999-07-14,1120.8935703350312
1999-07-15,1132.4470259691977
1999-07-16,1132.9981202494034
1999-07-19,1129.7802836988924
1999-07-20,1116.661984552596
1999-07-21,1114.5123757904378
1999-07-22,1102.0484109572208
1999-07-23,1092.8304230950191
1999-07-26,1089.077570891811
1999-07-27,1096.5440720824372
1999-07-28,1101.3076000941762
1999-07-29,1090.1174194944747
1999-07-30,1092.3688442018527
1999-08-02,1088.9975019888273
1999-08-03,1086.7468410557767
1999-08-04,1080.2973810471622
1999-08-05,1074.4748292547054
1999-08-06,1066.5966880458247
1999-08-09,1064.49765453686
1999-08-10,1054.349227816819
1999-08-11,1061.293812086495
1999-08-12,1068.1705250892742
1999-08-13,1083.168477629326
1999-08-16,1090.688281788784
1999-08-17,1094.6606208935661
1999-08-18,1092.9662618123966
1999-08-19,1088.7550843761942
1999-08-20,1101.7225474765405
1999-08-23,1117.4924053872883
1999-08-24,1116.5733955444534
1999-08-25,1125.289042144155
1999-08-26,1114.419380377138
1999-08-27,1109.149319578218
1999-08-30,1100.9680384116655
1999-08-31,1091.0523035434705
1999-09-01,1102.4737535557354
1999-09-02,1095.903065206698
1999-09-03,1114.9389537240972
1999-09-06,1120.0469336434305
1999-09-07,1113.8586490659927
1999-09-08,1110.400812059328
1999-09-09,1118.5048588781979
1999-09-10,1118.7999792971546
1999-09-13,1115.8336753236822
1999-09-14,1111.5268556118324
1999-09-15,1101.9675483972987
1999-09-16,1095.7506142651682
1999-09-17,1101.1042080790144
1999-09-20,1104.9673908301922
1999-09-21,1095.4736677411704
1999-09-22,1090.4518082110922
1999-09-23,1078.5553803664754
1999-09-24,1069.7979175220805
1999-09-27,1072.803354948649
1999-09-28,1074.7030722969973
1999-09-29,1068.1841447265876
1999-09-30,1078.9755097176674
1999-10-01,1080.328013549223
1999-10-04,1091.8552826338102
1999-10-05,1091.4884261841887
1999-10-06,1103.6313457814078
1999-10-07,1106.6027757416814
1999-10-08,1112.0250498439225
1999-10-11,1113.901619792053
1999-10-12,1104.4612953855494
1999-10-13,1086.3484580779354
1999-10-14,1086.7065278907467
1999-10-15,1066.5680305192157
1999-10-18,1060.5827406671183
1999-10-19,1069.9628656703
1999-10-20,1083.9874146035622
1999-10-21,1081.4566622817654
1999-10-22,1093.012949363706
1999-10-25,1089.9113176056835
1999-10-26,1087.6891995242206
1999-10-27,1089.1677294615963
1999-10-28,1112.3589050996368
1999-10-29,1132.8540613792225
1999-11-01,1129.6240016184079
1999-11-02,1127.7522765647918
1999-11-03,1131.1662767226758
1999-11-04,1139.6282583695004
1999-11-05,1140.7306420460056
1999-11-08,1142.423630701813
1999-11-09,1141.263082051872
1999-11-10,1149.5704602921755
1999-11-11,1156.2425382616884
1999-11-12,1159.972479815495
1999-11-15,1162.118510809666
1999-11-16,1172.973002077997
1999-11-17,1172.7377697078305
1999-11-18,1182.0435571912376
1999-11-19,1181.8342897210377
1999-11-22,1182.288513464999
1999-11-23,1178.9021622561343
1999-11-24,1179.5259515220491
1999-11-25,1185.413387785453
1999-11-26,1189.3426959730436
1999-11-29,1184.8632034310895
1999-11-30,1167.6151715365663
1999-12-01,1175.4776477309363
1999-12-02,1180.8963614411778
1999-12-03,1198.7618561403183
1999-12-06,1203.0306023111123
1999-12-07,1201.5122101437114
1999-12-08,1197.3524449807792
1999-12-09,1201.0822461815278
1999-12-10,1205.4180540618493
1999-12-13,1204.2949901755264
1999-12-14,1196.2495004894206
1999-12-15,1196.944662475762
1999-12-16,1206.5590571301066
1999-12-17,1210.3273802009967
1999-12-20,1214.13194552921
1999-12-21,1218.440985570763
1999-12-22,1227.6089545620914
1999-12-23,1244.7779649745507
1999-12-24,1248.3370195669725
1999-12-27,1246.26538834062
1999-12-28,1250.5780929429227
1999-12-29,1256.3631684979564
1999-12-30,1262.6049053824754
1999-12-31,1264.3391540352245
2000-01-03,1266.4406395168119
2000-01-04,1229.9888880861813
2000-01-05,1212.9494962209499
2000-01-06,1199.286885473159
2000-01-07,1226.9744532255581
2000-01-10,1241.779806638728
2000-01-11,1236.6324403015728
2000-01-12,1229.91876443891
2000-01-13,1241.274460839272
2000-01-14,1252.2616922188063
2000-01-17,1258.6131715149181
2000-01-18,1244.2690597140222
2000-01-19,1238.2623033993434
2000-01-20,1233.6034377298733
2000-01-21,1229.583448317846
2000-01-24,1213.2457544878384
2000-01-25,1208.533464783744
2000-01-26,1210.9600008859761
2000-01-27,1212.5546897657982
2000-01-28,1193.0122538143703
2000-01-31,1195.2322612284845
2000-02-01,1204.7130291991625
2000-02-02,1211.6035687592837
2000-02-03,1231.9125740972695
2000-02-04,1234.473196943826
2000-02-07,1230.284871395748
2000-02-08,1245.1961164995948
2000-02-09,1236.665730946126
2000-02-10,1235.6118539799497
2000-02-11,1223.0268364992662
2000-02-14,1217.5884145583889
2000-02-15,1212.1820341203204
2000-02-16,1209.4066452561449
2000-02-17,1215.489218490729
2000-02-18,1195.0498656065304
2000-02-21,1186.3393134164978
2000-02-22,1191.1243342979772
2000-02-23,1201.3503082671593
2000-02-24,1198.0304076741984
2000-02-25,1192.4241506989151
2000-02-28,1190.1434498035203
2000-02-29,1198.8663434930959
2000-03-01,1216.1110766765978
2000-03-02,1226.9249731199563
2000-03-03,1238.064494977908
2000-03-06,1231.3789013212145
2000-03-07,1214.856279695526
2000-03-08,1213.5599700022149
2000-03-09,1231.8004664271505
2000-03-10,1230.0073992764057
2000-03-13,1211.1380252510057
2000-03-14,1201.4680510923247
2000-03-15,1205.8974836946213
2000-03-16,1243.6309986349654
2000-03-17,1249.7406015871006
2000-03-20,1251.683324378828
2000-03-21,1268.7553283428415
2000-03-22,1268.7359401404653
2000-03-23,1282.3528613902622
2000-03-24,1292.8084959243602
2000-03-27,1294.2397670943437
2000-03-28,1291.5753977266115
2000-03-29,1289.6814079967494
2000-03-30,1267.8977950532646
2000-03-31,1277.9699384752541
2000-04-03,1273.220324158401
2000-04-04,1267.2299842105358
2000-04-05,1258.513251289196
2000-04-06,1267.7149198995446
2000-04-07,1278.8999217275605
2000-04-10,1276.9918975362368
2000-04-11,1266.2226586314823
2000-04-12,1251.9805614570098
2000-04-13,1235.2548375153199
2000-04-14,1187.4892473496454
2000-04-17,1187.479431057842
2000-04-18,1212.0015286280275
2000-04-19,1208.2398459844699
2000-04-20,1213.7485301226127
2000-04-21,1213.538141677829
2000-04-24,1213.2114726994146
2000-04-25,1231.6978988371122
2000-04-26,1227.8153988281358
2000-04-27,1219.447266300212
2000-04-28,1220.3813142528827
2000-05-01,1228.4646475108862
2000-05-02,1227.4177953206724
2000-05-03,1200.958788196597
2000-05-04,1198.8793314249363
2000-05-05,1209.1198255505724
2000-05-08,1201.1736633848634
2000-05-09,1190.475136757876
2000-05-10,1173.978840810171
2000-05-11,1182.8150443031718
2000-05-12,1197.548265353814
2000-05-15,1208.9220179347762
2000-05-16,1219.9295591889188
2000-05-17,1198.8088154803793
2000-05-18,1193.7300160767595
2000-05-19,1171.0350399852368
2000-05-22,1159.4659293976006
2000-05-23,1152.6133544579357
2000-05-24,1156.9339611467408
2000-05-25,1157.8817898432837
