Date,ACWI ex TAIWAN
2000-12-29,100.0
2001-01-01,99.9970589016998
2001-01-02,98.46021621408882
2001-01-03,100.50850737872
2001-01-04,100.63232633933482
2001-01-05,99.3995864763958
2001-01-08,99.05146311582081
2001-01-09,98.56785499078971
2001-01-10,98.69681628700808
2001-01-11,99.56278783835785
2001-01-12,99.51579311979317
2001-01-15,99.42538920386394
2001-01-16,99.55004582212165
2001-01-17,100.1450815459624
2001-01-18,101.3276928071394
2001-01-19,101.08950778882809
2001-01-22,101.10634759710332
2001-01-23,101.79162553475098
2001-01-24,101.64311049317321
2001-01-25,101.45029117038142
2001-01-26,101.27345436482918
2001-01-29,101.6383720002948
2001-01-30,102.22927936801601
2001-01-31,102.35552904197355
2001-02-01,102.73573232550446
2001-02-02,101.2013911591657
2001-02-05,101.3314188364947
2001-02-06,101.17112193406213
2001-02-07,100.25675394442136
2001-02-08,99.40463075631799
2001-02-09,98.36372162342981
2001-02-12,99.41410868555946
2001-02-13,98.70183196182117
2001-02-14,98.1364711989467
2001-02-15,98.54251083581264
2001-02-16,97.24847346290872
2001-02-19,97.15285692693948
2001-02-20,95.81389099808165
2001-02-21,94.47012533171528
2001-02-22,94.09205907407424
2001-02-23,93.42967013366788
2001-02-26,94.6800628806883
2001-02-27,94.58778596420005
2001-02-28,93.7143007962338
2001-03-01,93.66149157553468
2001-03-02,93.06595991094571
2001-03-05,93.50448262399784
2001-03-06,94.60725623685357
2001-03-07,94.84777465266373
2001-03-08,94.94572298151103
2001-03-09,93.38959012058189
2001-03-12,90.06047784401953
2001-03-13,89.84009471739174
2001-03-14,87.87624855879425
2001-03-15,88.57351074946585
2001-03-16,86.60331312144818
2001-03-19,87.27892868510789
2001-03-20,86.69990872058254
2001-03-21,85.71643388736273
2001-03-22,83.6450018876758
2001-03-23,85.62955469840587
2001-03-26,87.59384230404808
2001-03-27,89.36903931163448
2001-03-28,87.73714180277562
2001-03-29,86.85779505438896
2001-03-30,87.33490849312018
2001-04-02,86.44352293739682
2001-04-03,84.31916951078037
2001-04-04,84.81917254248697
2001-04-05,87.34189978198812
2001-04-06,86.63893672912202
2001-04-09,87.01890332964493
2001-04-10,88.43394475814422
2001-04-11,88.50755235354634
2001-04-12,89.57279366200994
2001-04-13,89.54348405071367
2001-04-16,89.05647419234386
2001-04-17,89.34046402013934
2001-04-18,92.06159833118033
2001-04-19,93.39996633298762
2001-04-20,92.9770167101821
