Date,ACFM EUROPE + CIS (E+C)
2002-05-31,421.67260412384513
2002-06-03,419.8678965079085
2002-06-04,414.3481184312772
2002-06-05,409.32923613604487
2002-06-06,410.68331427060116
2002-06-07,405.31401828107
2002-06-10,405.6922950267403
2002-06-11,409.0458131915189
2002-06-12,401.78667940586234
2002-06-13,396.66739284327923
2002-06-14,387.51943215726146
2002-06-17,398.7788022887774
2002-06-18,398.30102323932744
2002-06-19,394.75803067891894
2002-06-20,389.6298162978756
2002-06-21,390.51021817638866
2002-06-24,383.7433420806913
2002-06-25,390.4910153422866
2002-06-26,390.11120733663984
2002-06-27,392.39466104388646
2002-06-28,406.4602709561011
2002-07-01,407.5959943334058
2002-07-02,394.8952104967
2002-07-03,382.42146962361363
2002-07-04,389.7823023375703
2002-07-05,402.72950973947684
2002-07-08,406.10382744364756
2002-07-09,404.2051584681261
2002-07-10,389.9626299655193
2002-07-11,376.04405205158207
2002-07-12,376.6729726904644
2002-07-15,362.65815784935626
2002-07-16,364.0595339163852
2002-07-17,375.52590765371144
2002-07-18,380.90039272625495
2002-07-19,365.08585136917173
2002-07-22,344.9701040092325
2002-07-23,334.11939427808665
2002-07-24,330.15564546348014
2002-07-25,345.1529805656364
2002-07-26,345.40323195477845
2002-07-29,361.6387524158587
2002-07-30,362.58619545410085
2002-07-31,362.59210820902337
2002-08-01,348.33556480858186
2002-08-02,349.38642104683004
2002-08-05,339.1283384259061
2002-08-06,346.322356813844
2002-08-07,344.16454767541774
2002-08-08,356.5504030551808
2002-08-09,362.81356985024007
2002-08-12,356.8058414811613
2002-08-13,360.85405457393534
2002-08-14,355.5069757811259
2002-08-15,364.23256820345244
2002-08-16,367.13529879142374
2002-08-19,374.96651960951124
2002-08-20,368.8653922597013
2002-08-21,374.0363884560464
2002-08-22,378.28067089842835
2002-08-23,373.2880267866102
2002-08-26,370.4106340029473
2002-08-27,379.94409320185264
2002-08-28,366.1614679380392
2002-08-29,361.17134888873017
2002-08-30,363.5665438866274
2002-09-02,358.25488913452136
2002-09-03,347.90859105709995
2002-09-04,348.8814651170754
2002-09-05,346.6560267239741
2002-09-06,354.9706034070563
2002-09-09,349.15273145583467
2002-09-10,355.5027034695999
2002-09-11,361.5947205298989
2002-09-12,350.2609603506109
2002-09-13,344.3062620225058
2002-09-16,341.5650702386576
2002-09-17,337.6826329277611
2002-09-18,328.25141447873654
2002-09-19,324.01369131089746
2002-09-20,325.1930850611182
2002-09-23,314.6481399727075
2002-09-24,309.3313874739885
2002-09-25,313.49741151866687
2002-09-26,327.10327345574836
2002-09-27,326.76763504930943
2002-09-30,315.76558029536034
2002-10-01,319.57475936495894
2002-10-02,329.12464516487927
2002-10-03,325.5806185517125
2002-10-04,317.2121304064363
2002-10-07,313.47504423910186
2002-10-08,307.31173963823574
2002-10-09,307.3768671132942
2002-10-10,314.07920703960497
2002-10-11,329.5326801152326
2002-10-14,326.72841966727674
2002-10-15,344.3479401115257
2002-10-16,338.84248002508104
2002-10-17,346.6579638174668
2002-10-18,344.43042864513683
2002-10-21,345.5272264159579
2002-10-22,343.51127942932385
2002-10-23,332.93739792505716
2002-10-24,340.7221957810575
2002-10-25,339.99824987869334
2002-10-28,345.4671291976885
2002-10-29,332.46953210296317
2002-10-30,340.1755763152546
2002-10-31,347.26473729993035
2002-11-01,345.0540913975279
2002-11-04,356.39916720237903
2002-11-05,359.57760999322
2002-11-06,354.7143726742131
2002-11-07,351.831340295779
2002-11-08,349.3812987995894
2002-11-11,346.7790228752891
2002-11-12,351.4888005732017
2002-11-13,348.16023022110966
2002-11-14,353.53496893734984
2002-11-15,356.2332507480234
2002-11-18,360.15373928454306
2002-11-19,359.1484998131236
2002-11-20,356.0621819629251
2002-11-21,366.18847732745655
2002-11-22,366.15567747306915
2002-11-25,361.16245334162426
2002-11-26,354.48178434946044
2002-11-27,361.05432352752865
2002-11-28,365.20303640981126
2002-11-29,363.96183960552776
2002-12-02,363.8010648540151
2002-12-03,356.94326849113315
2002-12-04,356.4314023397568
2002-12-05,352.5406710775345
2002-12-06,353.60264319671785
2002-12-09,345.89887693837676
2002-12-10,347.4971281529355
2002-12-11,350.88858970850407
2002-12-12,348.07109256577866
2002-12-13,345.57152599398995
2002-12-16,354.4511716875984
2002-12-17,352.36087082464917
2002-12-18,344.8684956861163
2002-12-19,343.4056614623046
2002-12-20,347.3342465230994
2002-12-23,348.25631278383025
2002-12-24,349.6504841176453
2002-12-25,349.66497633709827
2002-12-26,350.13330023989073
2002-12-27,341.60206291098046
2002-12-30,346.7975618959341
2002-12-31,350.46639498123926
2003-01-01,350.46639498123926
2003-01-02,357.1485362330136
2003-01-03,360.1642448264407
2003-01-06,363.68007900161734
2003-01-07,359.07407895498085
2003-01-08,352.80282370844384
2003-01-09,357.80135581895
2003-01-10,360.53265994928176
2003-01-13,360.80907200589456
2003-01-14,363.30727078330216
2003-01-15,357.8715555330904
2003-01-16,357.3535062620391
2003-01-17,351.85732399732177
2003-01-20,347.38158689726953
2003-01-21,343.8966089584669
2003-01-22,338.43834248944137
2003-01-23,337.4580095450499
2003-01-24,336.0027882549845
2003-01-27,325.13677352484007
2003-01-28,326.04021068861084
2003-01-29,328.50510981875436
2003-01-30,333.57247937028984
2003-01-31,333.37949609171005
2003-02-03,339.269959226139
2003-02-04,332.0198976656944
2003-02-05,337.3647974201628
2003-02-06,329.9226103138983
2003-02-07,326.5401628746039
2003-02-10,323.2298058496486
2003-02-11,329.33814751827015
2003-02-12,323.79564340209373
2003-02-13,324.88907829955804
2003-02-14,328.8867407831154
2003-02-17,333.2383089138974
2003-02-18,334.97057048776014
2003-02-19,328.7157385626376
2003-02-20,329.0057061845032
2003-02-21,331.84554978273576
2003-02-24,326.5879914910663
2003-02-25,316.82739223053403
2003-02-26,315.9862323070103
2003-02-27,317.11318006487426
2003-02-28,323.4660085912693
2003-03-03,326.54214244363385
2003-03-04,320.8239260482716
2003-03-05,319.8573062670076
