Date,ACWI ex ISRAEL
1998-12-31,1000.0
1999-01-01,1000.0002004840886
1999-01-04,1010.4262234653888
1999-01-05,1020.6919879725948
1999-01-06,1040.1426799268422
1999-01-07,1037.4028342787494
1999-01-08,1036.341530965166
1999-01-11,1027.1351439515045
1999-01-12,1009.473839584411
1999-01-13,994.3687201527115
1999-01-14,987.1252226918444
1999-01-15,1002.8823988235507
1999-01-18,1011.7232901403255
1999-01-19,1014.1063159277663
1999-01-20,1020.4084822169524
1999-01-21,1008.1810509171402
1999-01-22,992.5420341378145
1999-01-25,996.7083441317557
1999-01-26,1007.0432396843274
1999-01-27,1003.3836290454561
1999-01-28,1012.1967717154879
1999-01-29,1019.7296332307488
1999-02-01,1021.60166713553
1999-02-02,1017.5431655957292
1999-02-03,1016.249350396632
1999-02-04,1004.6763433580512
1999-02-05,997.5887744411906
1999-02-08,995.9591395631824
1999-02-09,977.6210664315289
1999-02-10,978.5788460208378
1999-02-11,995.4460705433631
1999-02-12,990.5457900821282
1999-02-15,990.5285826357713
1999-02-16,993.4755037183706
1999-02-17,984.5701541192199
1999-02-18,988.8543309109299
1999-02-19,987.6827587785798
1999-02-22,1004.174238414349
1999-02-23,1006.9135060167539
1999-02-24,1002.0744717673427
1999-02-25,998.0281998942665
1999-02-26,993.5158941536611
1999-03-01,986.4969252791672
1999-03-02,981.4950619811624
1999-03-03,979.3229690558771
1999-03-04,986.1933157453333
1999-03-05,1010.4283119983884
1999-03-08,1014.3355303948467
1999-03-09,1017.2904679604177
1999-03-10,1025.6197272586812
1999-03-11,1032.2198733028285
1999-03-12,1035.6726100548933
1999-03-15,1042.9259760551856
1999-03-16,1045.5618053215717
1999-03-17,1043.5642734945736
1999-03-18,1047.070203740932
1999-03-19,1047.1438035894387
1999-03-22,1043.1868531445946
1999-03-23,1022.3080301664345
1999-03-24,1019.4467218817055
1999-03-25,1034.366334412189
1999-03-26,1026.5701676506496
1999-03-29,1041.7983104486884
1999-03-30,1039.1652940386057
1999-03-31,1038.6545789801846
1999-04-01,1045.0237298738152
1999-04-02,1044.2528906535595
1999-04-05,1053.3089083057055
1999-04-06,1059.8223859002178
1999-04-07,1067.3792898067477
1999-04-08,1079.5816513432987
1999-04-09,1080.8239876483433
1999-04-12,1085.033589468558
1999-04-13,1085.5342847470774
1999-04-14,1079.243489336012
1999-04-15,1071.950723192083
1999-04-16,1071.7065632382948
1999-04-19,1062.7219135504176
1999-04-20,1061.427193022975
1999-04-21,1071.7441092740503
1999-04-22,1084.1399770860453
1999-04-23,1086.7270420707391
1999-04-26,1090.755445345045
1999-04-27,1098.1624240796261
1999-04-28,1092.6777095913149
1999-04-29,1085.8929115083345
1999-04-30,1083.2017441767139
1999-05-03,1092.0867303367804
1999-05-04,1084.4821576024551
1999-05-05,1088.2200554346352
1999-05-06,1089.3642961921325
1999-05-07,1090.1727400009022
1999-05-10,1090.3895738160634
1999-05-11,1092.5875760696763
1999-05-12,1092.0323697919196
1999-05-13,1093.7858210376205
1999-05-14,1076.1666118784894
1999-05-17,1066.989119478914
1999-05-18,1068.6341456569394
1999-05-19,1072.8720936812692
1999-05-20,1073.134871759896
1999-05-21,1067.4037602899207
1999-05-24,1056.8700261214626
1999-05-25,1043.8337332574458
1999-05-26,1049.6633477725463
1999-05-27,1035.7698862301625
1999-05-28,1044.6833809078335
1999-05-31,1045.2317449542022
1999-06-01,1045.6928695232605
1999-06-02,1047.6235580125128
1999-06-03,1050.9638849523571
1999-06-04,1064.8703125112422
1999-06-07,1072.7021709047071
1999-06-08,1071.7112895077412
1999-06-09,1074.3671522116729
1999-06-10,1068.6637437027548
1999-06-11,1070.3948418915068
1999-06-14,1063.9587040729427
1999-06-15,1067.2198449166126
1999-06-16,1081.0086009973638
1999-06-17,1089.1940665324028
1999-06-18,1092.3294792379306
1999-06-21,1098.052672902102
1999-06-22,1092.4690675362
1999-06-23,1084.789710587449
1999-06-24,1075.0151717445856
1999-06-25,1077.062605389294
1999-06-28,1083.523306328386
1999-06-29,1091.6681604835842
1999-06-30,1097.4022320037698
1999-07-01,1110.8102295921715
1999-07-02,1119.1229108303708
1999-07-05,1127.3028471198975
1999-07-06,1124.1930332738757
1999-07-07,1122.3220393331685
1999-07-08,1118.4374800007035
1999-07-09,1122.283022708303
1999-07-12,1120.9052887008759
1999-07-13,1115.3799656509004
1999-07-14,1120.7339624031586
1999-07-15,1132.2721922566589
1999-07-16,1132.8250441120915
1999-07-19,1129.577416872006
1999-07-20,1116.4648158801583
1999-07-21,1114.329321135507
1999-07-22,1101.861306429868
1999-07-23,1092.6449521658647
1999-07-26,1088.9061675727405
1999-07-27,1096.3916912469492
1999-07-28,1101.1620961082115
1999-07-29,1089.9927871732698
1999-07-30,1092.2474500898315
1999-08-02,1088.9087950377962
1999-08-03,1086.6369110701758
1999-08-04,1080.2191765468365
1999-08-05,1074.4243460413663
1999-08-06,1066.5343344272724
1999-08-09,1064.4117563591074
1999-08-10,1054.297486230578
1999-08-11,1061.2417685362857
1999-08-12,1068.1051067962023
1999-08-13,1083.1249631559483
1999-08-16,1090.6209182867815
1999-08-17,1094.6059550148707
1999-08-18,1092.9152839236442
1999-08-19,1088.7350942061557
1999-08-20,1101.7213445960367
1999-08-23,1117.4669862818757
1999-08-24,1116.5540436389977
1999-08-25,1125.3146128927508
1999-08-26,1114.434655582353
1999-08-27,1109.1561892801722
1999-08-30,1100.9532326884491
1999-08-31,1091.0516858686824
1999-09-01,1102.4652358878923
1999-09-02,1095.8891720354
1999-09-03,1114.942832014775
1999-09-06,1120.028094015408
1999-09-07,1113.842414140409
1999-09-08,1110.3857515079478
1999-09-09,1118.4982551194669
1999-09-10,1118.800902134203
1999-09-13,1115.817715584609
1999-09-14,1111.4794590225638
1999-09-15,1101.8986052572604
1999-09-16,1095.6673974339924
1999-09-17,1101.0185611338904
1999-09-20,1104.8791975767913
1999-09-21,1095.4021402529904
1999-09-22,1090.366708330795
1999-09-23,1078.4864742562029
1999-09-24,1069.7210050103226
1999-09-27,1072.746520545476
1999-09-28,1074.672148744198
1999-09-29,1068.140769228458
1999-09-30,1078.937277556862
1999-10-01,1080.2855503130045
1999-10-04,1091.7977986795502
1999-10-05,1091.4016342547586
1999-10-06,1103.567422956693
1999-10-07,1106.5372426637584
1999-10-08,1111.9830079606536
1999-10-11,1113.8570795686474
1999-10-12,1104.4075563149452
1999-10-13,1086.2840306428773
1999-10-14,1086.6272722500034
1999-10-15,1066.4686184854258
1999-10-18,1060.5244763673768
1999-10-19,1069.8975412725326
1999-10-20,1083.9219006667083
1999-10-21,1081.3904779935062
1999-10-22,1092.9473078048986
1999-10-25,1089.820480660929
1999-10-26,1087.569786097471
1999-10-27,1089.0737983384788
1999-10-28,1112.260887000072
1999-10-29,1132.7507167939318
1999-11-01,1129.4604873715648
